[5.18818343 9.72521154],[2.29865939 3.15800507],[3.60074917 0.77401828],[-1.25441543 -1.64443555],[2.83000675 1.43852389],[-1.04306478 -2.07037727],[1.28748032 2.35983346],[ 4.97823012 -1.66414519],[8.98020562 9.40374132],[ 2.52410385 -3.58108496],[6.63480924 9.11717197],[0.9601452  4.94643747],[0.50804604 4.1349414 ],[2.9019443  4.42861109],[1.7973439  4.94063192],[4.06702532 1.59367236],[7.10768678 2.5348756 ],[-0.34100447  4.40247429],[3.25598231 3.80844465],[-2.12081176  0.96790426],[1.32839887 5.45361583],[-3.48922678  3.72869517],[1.33397981 5.95132619],[ 0.55444652 -3.65335034],[9.03920939 6.52494055],[ 2.83383569 -4.0815824 ],[2.0374908  8.16500166],[-1.44454705 -3.14185865],[6.72493135 4.95543001],[ 0.34040687 -4.43932873],[0.55856333 1.01387883],[-4.88671683  1.20362776],[5.84694808 2.0485424 ],[-3.83850622  1.62560255],[4.73734328 8.38926978],[ 3.2019166  -1.70099511],[8.0846335  2.31490358],[4.87650168 1.91182345],[6.41506374 7.87296559],[4.48859845 4.32202647],[2.83604579 9.92945014],[-0.40900636 -4.52634101],[1.97369916 3.21344036],[-4.57513412  2.0071407 ],[2.19528717 0.07008058],[-1.85006603  0.19642513],[4.71052176 0.32650757],[-4.33041855 -1.11017702],[6.70054578 4.55246751],[-4.17001369  0.92445449],[1.80300671 1.4773385 ],[-4.90118583  0.76815755],[8.10674152 0.40062785],[ 2.42654505 -0.61939835],[4.99838515 2.90491985],[ 1.58740466 -4.84255661],[7.24183155 6.87324572],[0.25726831 0.59363978],[3.94069178 8.57011083],[ 2.28272093 -4.6646093 ],[1.73618993 6.55221559],[-3.48196134  1.2937288 ],[2.57857206 7.80412865],[-4.88184844  2.9327118 ]
[5.80423092 6.29937841],[ 0.82325098 -0.56708524],[3.21972439 3.21342398],[-0.7270741   0.67355514],[3.84388567 2.79882591],[-0.91824372  0.38914701],[6.38384494 3.60076304],[0.49378737 0.86566655],[6.65513706 4.84244418],[ 0.10752104 -0.99654092],[5.23779591 6.54471339],[-0.96172321  0.28551525],[5.76483849 6.29467643],[ 0.80913318 -0.59861187],[6.31219554 5.68081202],[ 0.52377391 -0.85769162],[5.67335075 6.45068829],[-0.8908318   0.46198307],[3.65842155 6.34959121],[0.88109934 0.48338864],[4.5486211  6.60239671],[1.00142464 0.02310868],[5.32329374 2.67922355],[0.94075985 0.35378919],[6.36509095 3.66906315],[-0.49261576 -0.87190646],[3.90777685 2.67976435],[ 0.92187713 -0.3682411 ],[4.40785611 2.64693966],[-0.99924482  0.12602763],[2.64057399 4.61572558],[-0.01888613  0.99771925],[2.69032525 4.50198989],[-0.07735075  0.99087411],[6.36443802 3.6155668 ],[-0.50523703 -0.85906609],[6.66848441 4.74991461],[-0.10733295  0.99623556],[6.3769021  5.66926124],[ 0.52571562 -0.84621537],[2.67178073 4.20913865],[ 0.19997888 -0.98346286],[3.8840604  6.50543748],[0.91489587 0.38336198],[2.65942872 4.29298888],[-0.18562499  0.97570612],[2.8282203  3.75762965],[-0.44379648  0.89208168],[5.41784645 6.41793605],[-0.91788149  0.40009233],[2.80730218 5.36662206],[0.34466849 0.92718829],[5.50271471 2.80536936],[0.90069872 0.4384458 ],[5.16766615 2.70808883],[-0.96798506 -0.27610186],[3.89952072 6.43595759],[-0.92798703 -0.37704904],[6.49009384 3.8708516 ],[-0.39755003 -0.9238706 ],[2.87843769 3.74482127],[ 0.43549076 -0.901648  ],[2.68899445 4.21763194],[ 0.17102764 -0.98595163]
[5.84503081 6.27050372],[ 0.80869801 -0.58779033],[3.18380923 3.24755743],[-0.71047726  0.69069599],[3.79823549 2.8188665 ],[-0.90753411  0.41253136],[6.40795595 3.64433303],[0.47336168 0.87971054],[6.65982561 4.79250128],[ 0.07928623 -1.00177198],[5.18958366 6.55842992],[-0.96625921  0.2635854 ],[5.80495055 6.26425763],[ 0.79576466 -0.61754903],[6.33787435 5.63763113],[ 0.50555726 -0.86727833],[5.62852264 6.47322944],[-0.90119912  0.44064326],[3.70275681 6.37319665],[0.89142024 0.46003176],[4.59874905 6.6029699 ],[ 1.00093866 -0.00283399],[5.37018442 2.69759712],[0.93542667 0.38174526],[6.34004943 3.62589359],[-0.50889472 -0.85479044],[3.95416487 2.66200722],[ 0.93186225 -0.34369929],[4.35809957 2.65396823],[-0.99376959  0.15223156],[2.64012865 4.66548866],[0.00406723 0.99578067],[2.68713169 4.55164061],[-0.04987783  0.99553247],[6.33855268 3.57284198],[-0.52922793 -0.84897646],[6.66259654 4.7997822 ],[-0.12696433  0.99940418],[6.40266344 5.6266329 ],[ 0.50494877 -0.85858648],[2.68244922 4.16015978],[ 0.22678349 -0.97555153],[3.93010596 6.52407078],[0.92535558 0.36051181],[2.65080699 4.34192576],[-0.15931108  0.98159192],[2.80657015 3.80247944],[-0.42039597  0.90361605],[5.37169586 6.43735077],[-0.927477    0.37704828],[2.82506768 5.41271697],[0.36641545 0.91708388],[5.54747104 2.827853  ],[0.8902391 0.4615661],[5.11901163 2.69477142],[-0.97812161 -0.25670037],[3.85331751 6.41649238],[-0.91983099 -0.40126868],[6.46966119 3.82492329],[-0.42170361 -0.91520345],[2.9007294  3.69998757],[ 0.45580162 -0.89191387],[2.69810077 4.16841103],[ 0.19428451 -0.98166157]
[5.88510269 6.24061546],[ 0.79541397 -0.6063393 ],[3.1486337  3.28243647],[-0.69547308  0.70539707],[3.7530756  2.84000985],[-0.89749247  0.43439878],[6.43102638 3.6885779 ],[0.45256606 0.89305433],[6.66320924 4.74242404],[ 0.05469824 -1.00262999],[5.14109275 6.57098245],[-0.97315249  0.23861856],[5.8442825 6.2328042],[ 0.77885009 -0.63909017],[6.36261997 5.59396561],[ 0.48480049 -0.87869031],[5.58317201 6.4946797 ],[-0.91375793  0.41629613],[3.74757302 6.39560299],[0.90147844 0.43658365],[4.64891388 6.60232262],[ 1.00230646 -0.02621638],[5.41671269 2.717285  ],[0.92620457 0.40630385],[6.31397418 3.5833641 ],[-0.53215764 -0.84445593],[4.00093694 2.64538036],[ 0.93945154 -0.32082857],[4.30844367 2.66211302],[-0.99065675  0.1751835 ],[2.64090055 4.71521078],[0.02813773 0.99439605],[2.68532402 4.60151118],[-0.02318391  0.99843419],[6.31156197 3.53072262],[-0.55132455 -0.83674959],[6.65557684 4.84962939],[-0.1547528   0.99341024],[6.42735414 5.58337454],[ 0.48082379 -0.87346083],[2.69437413 4.11150838],[ 0.25084104 -0.96972272],[3.97657    6.54146312],[0.93422299 0.33632765],[2.64345641 4.39109186],[-0.13624206  0.98345338],[2.78624682 3.84803717],[-0.39365285  0.91743691],[5.32513888 6.45566785],[-0.93411749  0.35623932],[2.84396524 5.4583425 ],[0.38905121 0.90749917],[5.59163547 2.85143067],[0.87660378 0.48175186],[5.06999807 2.68255437],[-0.98043455 -0.2300586 ],[3.80754048 6.39582333],[-0.90886303 -0.42308816],[6.44795912 3.77937798],[-0.4453355  -0.90555236],[2.92409592 3.65572104],[ 0.48000655 -0.87748318],[2.70847055 4.11951923],[ 0.21823468 -0.97612684]
[5.92441081 6.20972257],[ 0.77799807 -0.62813486],[3.11424227 3.31806359],[-0.67876161  0.72097553],[3.70852437 2.86233377],[-0.88392866  0.45904178],[6.45306006 3.73348268],[0.42865539 0.90290126],[6.6652417  4.69220031],[ 0.02637803 -1.00641885],[5.09231406 6.58232317],[-0.97646133  0.21650188],[5.88283398 6.2003626 ],[ 0.76375388 -0.65786194],[6.38629839 5.54972148],[ 0.4659894  -0.88733474],[5.53712206 6.51481422],[-0.92594928  0.39124189],[3.79295693 6.41690851],[0.91613329 0.41805661],[4.69904201 6.60041777],[ 1.00254087 -0.05009467],[5.46262479 2.73805227],[0.9109019  0.42493713],[6.28678854 3.54141048],[-0.55503538 -0.83347597],[4.04805181 2.62987851],[ 0.94587151 -0.29843188],[4.2589672  2.67140898],[-0.98761928  0.19726135],[2.64286007 4.76483527],[0.0511762  0.99148065],[2.68467083 4.65133194],[-0.00278553  0.99454987],[6.2835522  3.48930531],[-0.56874961 -0.81969012],[6.64723558 4.89922979],[-0.17839003  0.99093077],[6.45086233 5.53942047],[ 0.46044725 -0.88364182],[2.70750066 4.06316579],[ 0.27352994 -0.96449713],[4.02337041 6.55754557],[0.9384155  0.30765923],[2.63721969 4.44030003],[-0.11256289  0.98545303],[2.76708484 3.89408799],[-0.37289182  0.92446844],[5.27811014 6.47278501],[-0.94608938  0.32924715],[2.86407405 5.50355829],[0.41614956 0.90191129],[5.63514599 2.87604958],[0.86261349 0.50176617],[5.02090806 2.67170663],[-0.98446825 -0.20527215],[3.76228514 6.37403002],[-0.90085049 -0.4481563 ],[6.42512573 3.73437305],[-0.46874309 -0.89540991],[2.94860723 3.612128  ],[ 0.50133627 -0.86520229],[2.72010284 4.07098434],[ 0.2453916 -0.9668108]
[5.9629647  6.17787876],[ 0.76418545 -0.64542736],[3.08085157 3.35461367],[-0.65872892  0.73902783],[3.66465575 2.88587703],[-0.87151852  0.48181214],[6.47388385 3.77885998],[0.4044081  0.91220046],[6.6659816  4.64192828],[ 9.19578114e-04 -1.00669129e+00],[5.04336203 6.59253674],[-0.98063005  0.19295293],[5.92057539 6.16695097],[ 0.74697209 -0.67737245],[6.40900795 5.50503352],[ 0.44393443 -0.89853207],[5.49055417 6.53376547],[-0.93696022  0.36650345],[3.839068  6.4372973],[0.92833356 0.39768258],[4.7490984  6.59725181],[ 1.00094864 -0.07515425],[5.50793473 2.75991783],[0.90026748 0.44843347],[6.25853254 3.50008526],[-0.5761501  -0.82052435],[4.09562962 2.61566035],[ 0.95609005 -0.27130888],[4.20974426 2.68189273],[-0.98241534  0.22078475],[2.64600442 4.81433351],[0.07316111 0.98702218],[2.68513485 4.70104704],[0.02314182 0.99577144],[6.25471158 3.44878219],[-0.58618581 -0.80261034],[6.63771011 4.94868154],[-0.20233856  0.98724124],[6.47330737 5.49493252],[ 0.43613885 -0.89695885],[2.72175908 4.01510462],[ 0.29820388 -0.95641603],[4.07057122 6.57239243],[0.94757578 0.28430856],[2.63217434 4.48959924],[-0.08985537  0.98587084],[2.74896058 3.94047441],[-0.35255141  0.93045916],[5.23065179 6.48870017],[-0.95286689  0.30662748],[2.8855398  5.54848044],[0.44328655 0.89573963],[5.67794494 2.90166001],[0.85121045 0.52450842],[4.97157857 2.66204936],[-0.98892968 -0.18140707],[3.71754225 6.35108639],[-0.8899818  -0.47068727],[6.40105782 3.68982045],[-0.49170547 -0.88444872],[2.97425833 3.56924107],[ 0.52364445 -0.85119866],[2.7329733  4.02281068],[ 0.2700685  -0.95933725]
[6.00080712 6.14517269],[ 0.74799886 -0.6641783 ],[3.04838407 3.39196688],[-0.638959    0.75597869],[3.62132926 2.9104575 ],[-0.8614017   0.50137242],[6.49358223 3.82478142],[0.38260636 0.9235852 ],[6.66534046 4.59155408],[-0.0279491  -1.00956109],[4.99412565 6.60147814],[-0.98898238  0.16440085],[5.95759157 6.13270164],[ 0.73312903 -0.69298673],[6.43049082 5.45968482],[ 0.41657621 -0.91405786],[5.44343804 6.55145842],[-0.94523566  0.34355334],[3.8856608  6.45654948],[0.93639194 0.37351612],[4.79920365 6.5929846 ],[ 1.00058269 -0.09802754],[5.55262619 2.7828768 ],[0.88810092 0.47059756],[6.22922768 3.45941867],[-0.59700684 -0.80714185],[4.14354755 2.60264777],[ 0.96204669 -0.24768132],[4.16074839 2.69349707],[-0.97654332  0.24414851],[2.6503208  4.86367162],[0.09883218 0.98578233],[2.68690415 4.75081112],[0.04594385 0.99309172],[6.22481957 3.40893693],[-0.60950129 -0.79123502],[6.62709511 4.99803142],[-0.22459242  0.9842005 ],[6.49463249 5.44989602],[ 0.4146439  -0.90662751],[2.737226   3.96743974],[ 0.32097259 -0.94950716],[4.1181814  6.58603302],[0.95759136 0.26225146],[2.62830363 4.53894482],[-0.06659858  0.98626762],[2.73192857 3.98721849],[-0.33189681  0.93608254],[5.18278908 6.50339864],[-0.96097709  0.28185361],[2.90826198 5.59298069],[0.46434731 0.88303381],[5.72023936 2.92848182],[0.83978198 0.54756143],[4.92208244 2.65362975],[-0.99173295 -0.15630998],[3.67332131 6.32698727],[-0.88018614 -0.49460097],[6.37597428 3.64595204],[-0.51139655 -0.87009658],[3.00091949 3.52697019],[ 0.54384077 -0.83844248],[2.74717128 3.97511719],[ 0.29593552 -0.95016322]
[6.03768325 6.11139349],[ 0.72908249 -0.68480385],[3.01684159 3.43008306],[-0.62281384  0.7684724 ],[3.57853103 2.93601493],[-0.85083463  0.52043607],[6.51212751 3.87119855],[0.35809375 0.93190195],[6.66338648 4.54118615],[-0.05153836 -1.00650682],[4.94459394 6.60909067],[-0.99236421  0.13993243],[5.99381043 6.09758986],[ 0.71471913 -0.71223687],[6.45075343 5.413732  ],[ 0.39333551 -0.92453202],[5.39588975 6.56796558],[-0.9549258   0.31838033],[3.93271068 6.47465608],[0.94573243 0.35100701],[4.849191   6.58749282],[ 0.99766596 -0.12275207],[5.59666262 2.80690162],[0.8739863 0.4909895],[6.19893679 3.41948108],[-0.61674056 -0.79251744],[4.19177877 2.59085138],[ 0.96654297 -0.22475052],[4.11209949 2.70630735],[-0.9689162   0.26859818],[2.65591222 4.91292265],[0.12382   0.9832048],[2.68973852 4.8003585 ],[0.06799569 0.98936609],[6.19389334 3.36979624],[-0.6283736  -0.77526825],[6.61524901 5.04709123],[-0.24723838  0.98001179],[6.51483343 5.40434666],[ 0.3926941 -0.9159301],[2.75390603 3.92021377],[ 0.34691356 -0.93869902],[4.16625415 6.59854852],[0.96550421 0.23870313],[2.62564533 4.58834526],[-0.03997521  0.98939862],[2.71595854 4.03425951],[-0.30660287  0.94572201],[5.13460272 6.51692172],[-0.96755293  0.25788769],[2.9320229  5.63682644],[0.48502664 0.86975552],[5.76189988 2.95640002],[0.82451868 0.56699213],[4.87241001 2.64641606],[-0.99487699 -0.13206763],[3.62968524 6.3017804 ],[-0.8638994  -0.51226952],[6.34984106 3.60273961],[-0.5355498  -0.86004726],[3.0286217  3.48538898],[ 0.56536769 -0.82352997],[2.7625294  3.92776877],[ 0.31799    -0.94399788]
[6.07374744 6.07673931],[ 0.71263014 -0.70206779],[2.98612306 3.46882107],[-0.60700565  0.77984885],[3.53629638 2.96253718],[-0.83686243  0.5419817 ],[6.52940325 3.91798297],[0.33466912 0.94107734],[6.66015865 4.49088978],[-0.07575549 -1.00352083],[4.89501937 6.61559288],[-0.99208121  0.11867854],[6.02912542 6.06155513],[ 0.6979878  -0.72889279],[6.4697871  5.36721083],[ 0.36709419 -0.93708011],[5.34787358 6.58320869],[-0.96683504  0.29008354],[3.98016309 6.49158208],[0.9537194  0.32749798],[4.89902945 6.5807788 ],[ 0.99665258 -0.14486365],[5.64011964 2.83207846],[0.8630484 0.5148247],[6.16745452 3.38007486],[-0.64159126 -0.78281423],[4.24024219 2.58022567],[ 0.97176925 -0.20042589],[4.06384049 2.72033205],[-0.96155542  0.2921237 ],[2.66268591 4.9619661 ],[0.14854668 0.97989936],[2.69379975 4.84982985],[0.09381981 0.98879812],[6.1619582  3.33139162],[-0.64682227 -0.75876478],[6.6023167  5.09596152],[-0.27083165  0.97388083],[6.53394983 5.35836432],[ 0.37130984 -0.9239274 ],[2.77190912 3.87356891],[ 0.37302499 -0.92714161],[4.21461043 6.60978518],[0.96960983 0.21173298],[2.62420256 4.63776948],[-0.01643881  0.98882393],[2.70122124 4.08172843],[-0.28328602  0.95252348],[5.0862138  6.52935618],[-0.96809228  0.23940222],[2.95680273 5.67998828],[0.50595922 0.85655097],[5.80280649 2.98530153],[0.80971751 0.58699992],[4.82254423 2.64036353],[-0.99884268 -0.10926753],[3.58673606 6.27555921],[-0.85123849 -0.53371051],[6.32260999 3.56014518],[-0.55375986 -0.84385431],[3.05743238 3.44460531],[ 0.58683487 -0.80789718],[2.77900648 3.88076781],[ 0.34359984 -0.93342482]
[6.10897684 6.04123207],[ 0.69761684 -0.71700365],[2.95624519 3.50815892],[-0.58834565  0.79331554],[3.49479246 2.99014867],[-0.82332929  0.56228622],[6.54542039 3.96512966],[0.30591922 0.94465191],[6.65583836 4.44086575],[-0.09946418 -0.99982093],[4.84526528 6.62082192],[-0.99723305  0.0912291 ],[6.06368333 6.02478967],[ 0.68346901 -0.74244048],[6.48769602 5.32027147],[ 0.34960634 -0.94013611],[5.2992276  6.59697225],[-0.97728534  0.26202068],[4.0280361  6.50736338],[0.96369871 0.30642805],[4.94885006 6.5730171 ],[ 0.9957094  -0.16587526],[5.68291183 2.85833508],[0.84674667 0.53348507],[6.13495426 3.34138098],[-0.65978233 -0.76637108],[4.28894854 2.57081488],[ 0.97914909 -0.17322086],[4.01605362 2.73562096],[-0.94975689  0.31949889],[2.67070315 5.01083643],[0.17151571 0.97426151],[2.69895206 4.89906145],[0.11215323 0.98039527],[6.12913673 3.29384973],[-0.66478341 -0.74171912],[6.58804631 5.14435282],[-0.29801384  0.96361469],[6.55193098 5.3119352 ],[ 0.3473449  -0.93371493],[2.79111334 3.82741617],[ 0.39446357 -0.91947501],[4.26337271 6.61988875],[0.97999923 0.19173065],[2.6240244 4.6872353],[0.00966507 0.99011745],[2.68763786 4.129508  ],[-0.2589961   0.95958813],[5.03763445 6.54069054],[-0.97438513  0.21458815],[2.98267432 5.7225294 ],[0.52806633 0.84427011],[5.8429602  3.01519369],[0.79601011 0.60821959],[4.7726047  2.63556353],[-0.99893219 -0.08305121],[3.54455596 6.248399  ],[-0.83577536 -0.55243876],[6.29440553 3.51829945],[-0.57375928 -0.82936292],[3.0873495  3.40465634],[ 0.60932532 -0.79044076],[2.79681664 3.83436051],[ 0.36770507 -0.92381892]
[6.14353994 6.00508417],[ 0.68394473 -0.72973445],[2.92731167 3.54816211],[-0.56746491  0.80820306],[3.45404349 3.01883282],[-0.80753476  0.58403103],[6.56012257 4.01257479],[0.28211699 0.95294278],[6.65025233 4.39096042],[-0.12336969 -0.99575848],[4.79537995 6.62478479],[-0.99691898  0.06853157],[6.09748365 5.98733696],[ 0.66738346 -0.75669078],[6.50454779 5.27300983],[ 0.32559924 -0.94907899],[5.2502418  6.60949483],[-0.98381925  0.23710317],[4.07640578 6.52210552],[0.97214334 0.28447182],[4.99849005 6.56409188],[ 0.9901144  -0.19076442],[5.72485419 2.88549061],[0.83094888 0.55268467],[6.1014544  3.30342023],[-0.67982663 -0.75173892],[4.33808237 2.56284941],[ 0.98746772 -0.14396234],[3.96871866 2.75212531],[-0.94308739  0.34105639],[2.67997119 5.05951332],[0.19829406 0.97185806],[2.70519427 4.94803984],[0.13668368 0.97783159],[6.09539261 3.25713686],[-0.68497117 -0.72684708],[6.57262007 5.19241397],[-0.32094641  0.95673004],[6.56871958 5.26504299],[ 0.32333463 -0.94269919],[2.81144979 3.78172939],[ 0.41897122 -0.90786868],[4.31251412 6.62887232],[0.98330146 0.16537123],[2.62513698 4.73673263],[0.03324027 0.98815516],[2.67535873 4.17770707],[-0.23283787  0.96758686],[4.98875647 6.55078039],[-0.97710732  0.19253545],[3.00962595 5.76442467],[0.5485673  0.83015136],[5.88240801 3.04612974],[0.78210893 0.6293798 ],[4.72265406 2.63205843],[-1.00109657 -0.05931507],[3.50304943 6.22019951],[-0.82421185 -0.57523881],[6.26519997 3.47718023],[-0.59401812 -0.81501974],[3.1182768  3.36548703],[ 0.62743413 -0.77650345],[2.81572825 3.78835138],[ 0.38948915 -0.91564469]
[6.17728444 5.96818605],[ 0.66725943 -0.74462913],[2.89930478 3.58877225],[-0.55083381  0.81807711],[3.41397683 3.04847487],[-0.79488326  0.60174259],[6.5736576  4.06044457],[0.25926887 0.96168323],[6.6434078  4.34120821],[-0.14902773 -0.99291281],[4.74547716 6.62756751],[-0.99844279  0.04346042],[6.13044779 5.9491611 ],[ 0.65019085 -0.77119452],[6.52019251 5.22531571],[ 0.30079436 -0.95798567],[5.20086582 6.62068478],[-0.98814133  0.21348792],[4.12522151 6.5357898 ],[0.98005194 0.26262679],[5.04781354 6.55390051],[ 0.98221538 -0.21737508],[5.76598855 2.91359072],[0.8143078  0.57113676],[6.06707453 3.2663134 ],[-0.69540842 -0.73264951],[4.38741942 2.55615742],[ 0.98542472 -0.12432164],[3.92175065 2.76971898],[-0.93415266  0.3640035 ],[2.69042519 5.10790431],[0.22095107 0.96488502],[2.71257236 4.9967888 ],[0.16067714 0.97428307],[6.06079185 3.22132122],[-0.69943899 -0.70622499],[6.5559758  5.24004063],[-0.34344635  0.9495257 ],[6.58435895 5.21777321],[ 0.30181232 -0.94844572],[2.83296623 3.73659696],[ 0.44098981 -0.89795184],[4.36174026 6.63646405],[0.9856197  0.13828787],[2.62741019 4.78610258],[0.05862077 0.98753657],[2.66420445 4.2261064 ],[-0.21206413  0.96960488],[4.93983701 6.55985152],[-0.9802337   0.16970008],[3.03755602 5.80556359],[0.56757945 0.81439943],[5.92113646 3.07810231],[0.76753118 0.64997041],[4.67256792 2.62969514],[-1.00237673 -0.03542136],[3.46217166 6.19090543],[-0.81165459 -0.59724331],[6.23506823 3.43686649],[-0.60949733 -0.79583564],[3.14995899 3.32688783],[ 0.64167168 -0.76548277],[2.83594965 3.74298806],[ 0.41702672 -0.90111216]
[6.21023092 5.93060026],[ 0.65172161 -0.75755477],[2.87224956 3.62997738],[-0.53207081  0.8293156 ],[3.37454347 3.07898017],[-0.78061252  0.62015462],[6.58601109 4.10869873],[0.23492109 0.96840637],[6.63526414 4.29159608],[-0.17534607 -0.9901245 ],[4.69550935 6.62909158],[-0.99964568  0.01803277],[6.16256138 5.91029014],[ 0.63267603 -0.78518999],[6.53468737 5.17728472],[ 0.27829801 -0.96386662],[5.15131474 6.63072133],[-0.99416883  0.18760895],[4.17424172 6.5482006 ],[0.98150289 0.23461705],[5.09685256 6.54250452],[ 0.97992939 -0.23766257],[5.80640893 2.9427349 ],[0.80114284 0.59323082],[6.03185711 3.23010195],[-0.7114529 -0.7140472],[4.43673211 2.55053235],[ 0.98700002 -0.10070542],[3.87525462 2.78846676],[-0.92599396  0.3854131 ],[2.70209703 5.15601843],[0.24231102 0.95611353],[2.7211488  5.04534311],[0.18208861 0.96759849],[6.02549156 3.18656105],[-0.71520957 -0.6868849 ],[6.53820728 5.28728516],[-0.36577399  0.94160524],[6.59875465 5.17006917],[ 0.27345687 -0.96014391],[2.85556483 3.69196401],[ 0.46216669 -0.88796567],[4.41116822 6.64280007],[0.98994117 0.1137646 ],[2.63099017 4.83546251],[0.08562388 0.98780512],[2.65427778 4.2747779 ],[-0.18585227  0.97629424],[4.89068609 6.56768817],[-0.98649033  0.14296111],[3.0663021  5.84577868],[0.58389914 0.79590939],[5.95899215 3.11096181],[0.74740921 0.66505437],[4.62238111 2.62847166],[-1.00480138 -0.01340402],[3.4219081  6.16049273],[-0.799037   -0.61937108],[6.20417145 3.39752048],[-0.62749486 -0.77918288],[3.18243828 3.28894778],[ 0.65975875 -0.74971551],[2.85733626 3.69815836],[ 0.43824267 -0.89208278]
[6.24236179 5.8923496 ],[ 0.63558596 -0.77027493],[2.8462015  3.67179431],[-0.5081823   0.84488629],[3.33593858 3.11049988],[-0.76174816  0.64232951],[6.59718651 4.15731553],[0.21237565 0.97637065],[6.62592028 4.2422517 ],[-0.19811762 -0.98338628],[4.64556135 6.629408  ],[-0.99784703 -0.00494889],[6.19376214 5.87070341],[ 0.61697428 -0.7965395 ],[6.54801887 5.12893879],[ 0.25428277 -0.97054902],[5.10141651 6.63939522],[-1.00184029  0.15915582],[4.2233789  6.55925891],[0.98366386 0.20750631],[5.14567044 6.53001118],[ 0.9719242  -0.26278544],[5.84603954 2.97285558],[0.7854017  0.61286775],[5.99585386 3.19483619],[-0.72788584 -0.69586778],[4.48619494 2.54617749],[ 0.99061341 -0.07431218],[3.82911009 2.80820448],[-0.91984599  0.40384059],[2.71480896 5.20366216],[0.26522759 0.94869606],[2.73094008 5.09369489],[0.20927032 0.96611137],[5.98932275 3.1526882 ],[-0.7305576  -0.66711261],[6.5192957  5.33408537],[-0.39106932  0.92987865],[6.61167601 5.12175448],[ 0.24738855 -0.9683311 ],[2.87923617 3.64786726],[ 0.48462092 -0.8758043 ],[4.46074833 6.64786095],[0.99211218 0.08763523],[2.63590796 4.88480308],[0.11154258 0.98622632],[2.64553061 4.32363479],[-0.16370129  0.97827114],[4.84114285 6.57408142],[-0.99534968  0.11249415],[3.09595161 5.88515434],[0.60275192 0.77983433],[5.99598762 3.1447221 ],[0.73124408 0.68412751],[4.57218131 2.62844116],[-1.00417348  0.0110367 ],[3.38232291 6.12901736],[-0.78188418 -0.637087  ],[6.17232204 3.35895669],[-0.64499443 -0.76194513],[3.2157606  3.25175603],[ 0.67519395 -0.73574513],[2.87978845 3.65380866],[ 0.45980342 -0.88178287]
[6.27360258 5.85339954],[ 0.61386131 -0.78777402],[2.82145065 3.71446723],[-0.48203034  0.86168456],[3.29835426 3.14318588],[-0.74232415  0.6642653 ],[6.60721357 4.20629347],[0.19039292 0.98425434],[6.61532902 4.19314711],[-0.22174942 -0.97701494],[4.5956273  6.62848541],[-0.99786163 -0.03035671],[6.2240991  5.83049013],[ 0.59802481 -0.8103489 ],[6.56010982 5.08023976],[ 0.22964397 -0.97703178],[5.05126013 6.64675031],[-1.00359981  0.13580517],[4.27268218 6.56902845],[0.98685652 0.18176449],[5.19406166 6.5162494 ],[ 0.96400892 -0.28724   ],[5.88492757 3.0040061 ],[0.76941021 0.63238966],[5.95911645 3.16056599],[-0.74253493 -0.67593848],[4.53586378 2.54318875],[ 0.99643206 -0.0448167 ],[3.78332027 2.8288853 ],[-0.91082187  0.42416184],[2.7285748  5.25083673],[0.2862772  0.93916112],[2.7419172  5.14178476],[0.23071099 0.95837655],[5.95232112 3.11973842],[-0.74792195 -0.64936799],[6.49918653 5.38034851],[-0.41337009  0.92039295],[6.62343543 5.07318911],[ 0.22308369 -0.974105  ],[2.90407473 3.60444274],[ 0.50545472 -0.8644758 ],[4.51048648 6.6516791 ],[0.99630879 0.06417003],[2.64217029 4.93409533],[0.13802546 0.98446262],[2.63799511 4.37267818],[-0.13890439  0.98219568],[4.79129841 6.57906609],[-0.99799765  0.08723574],[3.12643975 5.92361953],[0.61825435 0.76031003],[6.03204038 3.17930206],[0.71213608 0.70027138],[4.52198525 2.62958733],[-1.00227906  0.0360775 ],[3.34353332 6.09659332],[-0.76632811 -0.65644639],[6.13962417 3.32128232],[-0.66230583 -0.74447673],[3.24993767 3.21536702],[ 0.69131515 -0.720248  ],[2.90332602 3.61000412],[ 0.48472078 -0.86724541]
