[9.88424269 3.28039331],[-1.84940613 -3.06325497],[5.00337111 3.1385692 ],[-3.1099257  -0.59882909],[4.68819745 9.95803713],[-3.75466288 -2.50733847],[3.36565309 1.68488914],[-3.6885048 -3.6285723],[0.65230521 7.54510897],[-4.7396125  1.9276967],[6.41537492 4.3590607 ],[-3.8413879  -1.09547562],[7.90126422 3.28513849],[-3.56609095 -1.05533913],[2.25635422 9.98553971],[-0.91075889 -1.99387045],[1.6614203  0.97759462],[-3.15177414 -1.16364601],[4.84133697 3.5493092 ],[-0.03677743 -2.3499609 ]
[5.58768361 3.24077568],[-0.95937533  0.69645671],[2.27928381 4.86311689],[0.19574514 0.99640552],[3.68830859 5.55780602],[ 0.33937832 -1.09227627],[2.2276429  3.13279405],[0.61798195 1.0960926 ],[1.40041391 5.85959352],[ 1.12236232 -0.65560839],[2.5317267  4.39822739],[-0.66231571  0.42995588],[3.72232102 4.23812045],[-0.72138808  0.70017987],[3.47427905 5.50782446],[ 0.70316078 -0.92857701],[1.72750072 3.55201127],[0.99125316 0.81979538],[4.17283267 1.75274649],[-0.46299933  0.81404907]
[5.49248255 3.31085141],[-0.94501066  0.70447878],[2.30151431 4.96216912],[0.24910248 0.98456506],[3.72306792 5.4494106 ],[ 0.35529471 -1.07622015],[2.29065017 3.24125934],[0.63995712 1.07151009],[1.5127789  5.79487135],[ 1.12351178 -0.64029754],[2.46707264 4.44264363],[-0.63242772  0.45649862],[3.65123525 4.30858911],[-0.69795179  0.71140433],[3.54506394 5.41593917],[ 0.70914098 -0.91248065],[1.8271208  3.63293975],[0.99824786 0.79623302],[4.12715641 1.83839808],[-0.44906681  0.89703864]
[5.39879409 3.38174982],[-0.92820756  0.71388222],[2.32944269 5.06028723],[0.30841281 0.97633613],[3.75944134 5.34264182],[ 0.36981828 -1.06135335],[2.35594836 3.3474815 ],[0.66579653 1.05308822],[1.62518742 5.73162057],[ 1.12482125 -0.62452561],[2.40531049 4.48955031],[-0.60441336  0.47979318],[3.58292207 4.38055498],[-0.66974314  0.72630686],[3.61586853 5.32511352],[ 0.70750757 -0.90339014],[1.92729439 3.71145778],[1.00595275 0.77521386],[4.0828939  1.93139322],[-0.43443321  0.96150921]
[5.30728317 3.45405531],[-0.90510436  0.72907077],[2.36286838 5.15704676],[0.36290379 0.96143577],[3.79707532 5.23720919],[ 0.38177275 -1.0482209 ],[2.42346898 3.45159696],[0.68478224 1.02978411],[1.73756287 5.66979653],[ 1.1223438  -0.61237434],[2.34604391 4.53839788],[-0.5767562   0.50105524],[3.51704463 4.45357131],[-0.64623612  0.73542554],[3.68686401 5.23557359],[ 0.71384117 -0.8859478 ],[2.02801976 3.78774446],[1.0117566  0.75402131],[4.04061078 2.0304562 ],[-0.40827982  1.01972737]
[5.21736326 3.52712098],[-0.89235543  0.73303209],[2.40202993 5.25250362],[0.42128307 0.94834129],[3.8358235  5.13305933],[ 0.3935122  -1.03439485],[2.49292463 3.55351878],[0.70492574 1.00961249],[1.84982492 5.60932188],[ 1.12325833 -0.5967288 ],[2.29057025 4.59031739],[-0.53176761  0.53799295],[3.45374529 4.52767137],[-0.62083704  0.74531634],[3.75847469 5.14776737],[ 0.71741741 -0.87110786],[2.12940451 3.86207726],[1.01786315 0.73490207],[4.00076035 2.13435903],[-0.38800232  1.05691285]
[5.12885593 3.60067779],[-0.87783885  0.73793078],[2.44715909 5.34666905],[0.48058311 0.93405465],[3.8757204  5.03029604],[ 0.40144139 -1.02367226],[2.56420863 3.65332531],[0.71885124 0.984997  ],[1.96238014 5.55064817],[ 1.12586663 -0.57857701],[2.23925528 4.64549251],[-0.49323816  0.56643917],[3.39287635 4.60259737],[-0.59400673  0.75557011],[3.83020868 5.0612295 ],[ 0.71635119 -0.86048747],[2.23132698 3.93451025],[1.02104967 0.71448305],[3.96337667 2.24181348],[-0.35631048  1.09352698]
[5.04180686 3.67469572],[-0.86385363  0.74160965],[2.49786473 5.4389812 ],[0.53045708 0.90908871],[3.9163107 4.9285712],[ 0.41177049 -1.00928838],[2.63685053 3.75073619],[0.73493109 0.9644547 ],[2.07492271 5.49352916],[ 1.12703779 -0.5616626 ],[2.19202986 4.70363018],[-0.45185089  0.59531782],[3.33477109 4.67856957],[-0.56729888  0.76450241],[3.9021636  4.97609969],[ 0.71915283 -0.84566593],[2.33358047 4.00498455],[1.02436836 0.69557763],[3.92932976 2.35254427],[-0.32413104  1.12013652]
[4.95634073 3.74923575],[-0.84609654  0.74849647],[2.55306971 5.52830925],[0.57644012 0.88032435],[3.95803983 4.8284049 ],[ 0.42063208 -0.99603878],[2.7110884  3.84615293],[0.74780429 0.94215866],[2.1874249  5.43796438],[ 1.12258333 -0.55019395],[2.14903299 4.76460979],[-0.40772548  0.62415278],[3.27937265 4.75541241],[-0.54013386  0.77270895],[3.97438348 4.89245296],[ 0.72408527 -0.82840215],[2.43617105 4.07363934],[1.02768105 0.67803481],[3.89838584 2.46543126],[-0.29545757  1.13592468]
[4.87251551 3.82430422],[-0.83015425  0.75305865],[2.61278298 5.61466928],[0.61904478 0.84819838],[4.00081066 4.72975437],[ 0.43618369 -0.97565096],[2.78663196 3.93943475],[0.76095413 0.9216125 ],[2.29951304 5.38355448],[ 1.11898641 -0.53825068],[2.11024525 4.82812069],[-0.36400858  0.64955534],[3.22689956 4.83321846],[-0.51223407  0.78033824],[4.04661047 4.81006465],[ 0.7214045  -0.81836438],[2.53914371 4.14066282],[1.03095022 0.66186356],[3.8703387  2.57967225],[-0.26744598  1.14609663]
[4.79050703 3.90002895],[-0.81326462  0.75811155],[2.67699914 5.69806469],[0.66396939 0.81849005],[4.04512571 4.63311667],[ 0.44966376 -0.95752633],[2.86339844 4.03063762],[0.77471733 0.90301881],[2.41134511 5.33044036],[ 1.11833851 -0.52331673],[2.07609654 4.89426749],[-0.31820914  0.67358239],[3.17718177 4.91169464],[-0.48296549  0.78812074],[4.11880842 4.72893789],[ 0.72234027 -0.80434586],[2.64255636 4.20625891],[1.03412327 0.64709746],[3.84532261 2.69495906],[-0.23303703  1.15878364]
[4.70970531 3.97574898],[-0.79898147  0.76001376],[2.7452373  5.77803698],[0.70340203 0.78372904],[4.09052116 4.53805089],[ 0.4602267  -0.94173781],[2.94137369 4.1198742 ],[0.78463783 0.88178706],[2.52293248 5.27864958],[ 1.1124533  -0.51351196],[2.04701299 4.96311199],[-0.26404573  0.70200004],[3.13046145 4.99095198],[-0.45145732  0.79674902],[4.19115062 4.64927865],[ 0.72150033 -0.79179407],[2.74584283 4.26997902],[1.03138428 0.62719741],[3.82335795 2.81096014],[-0.20521798  1.16201702]
[4.63052639 4.05183193],[-0.78501558  0.76116269],[2.81766186 5.85480257],[0.74441354 0.75109567],[4.13669973 4.44433038],[ 0.46626723 -0.92958165],[3.02013042 4.20683727],[0.79063674 0.85784909],[2.63386938 5.2277439 ],[ 1.10941093 -0.50140157],[2.02339854 5.03462771],[-0.20898658  0.726845  ],[3.08691302 5.071014  ],[-0.42077064  0.80302983],[4.26388285 4.57136412],[ 0.73202487 -0.76759184],[2.8489979  4.33188493],[1.03208796 0.61149539],[3.80446662 2.92746819],[-0.1724422   1.16790275]
[4.55287539 4.12813906],[-0.76747774  0.76544872],[2.89391813 5.92807473],[0.77939556 0.71326243],[4.18411307 4.35247493],[ 0.47963072 -0.90987578],[3.09974249 4.29171735],[0.80195463 0.8402919 ],[2.74430805 5.17786043],[ 1.10339414 -0.49240322],[2.00527243 5.10837974],[-0.15188587  0.74910866],[3.04625329 5.15146011],[-0.39250402  0.80560652],[4.33737996 4.49559625],[ 0.73735626 -0.74827916],[2.95211144 4.39215555],[1.03362116 0.59749374],[3.7886224 3.0442342],[-0.14487186  1.16693404]
[4.47726247 4.20513756],[-0.74462928  0.77460668],[2.97363905 5.99757902],[0.81608775 0.67817102],[4.23228926 4.26204979],[ 0.48514722 -0.8971977 ],[3.18035811 4.3747606 ],[0.80926016 0.81966408],[2.85478925 5.12955535],[ 1.10418075 -0.47564469],[1.99317592 5.18442001],[-0.0875207   0.77338707],[3.00874709 5.23241748],[-0.35860519  0.81226522],[4.41115347 4.42152252],[ 0.74075387 -0.73050111],[3.05548286 4.45119632],[1.03196717 0.58161568],[3.77556418 3.16090111],[-0.11413982  1.16831368]
[4.40371903 4.28281268],[-0.72496181  0.78010301],[3.05671629 6.06332408],[0.84364302 0.6351867 ],[4.28134139 4.17325378],[ 0.49798753 -0.87662197],[3.2620151  4.45609808],[0.8218963  0.80527756],[2.96495    5.08254114],[ 1.10050717 -0.4631731 ],[1.98758361 5.26267084],[-0.02380486  0.79122234],[2.97463936 5.3139561 ],[-0.32664972  0.81520361],[4.48518522 4.34916599],[ 0.74238257 -0.71407267],[3.15873659 4.50873553],[1.03060231 0.56681881],[3.76533579 3.27740826],[-0.09119897  1.16113219]
[4.33221236 4.3610817 ],[-0.70555316  0.78482459],[3.14241578 6.1246929 ],[0.8699962  0.59210046],[4.33189405 4.08673409],[ 0.51367802 -0.85319906],[3.34444459 4.53554945],[0.82624742 0.78346112],[3.07489092 5.03694109],[ 1.09832674 -0.44879942],[1.98828509 5.34235338],[0.04065197 0.80435419],[2.94375236 5.39574247],[-0.29095033  0.82027962],[4.55940244 4.27849661],[ 0.74321677 -0.69800262],[3.26168437 4.56465041],[1.03148155 0.55478572],[3.75754664 3.39335569],[-0.0635023  1.158835 ]
[4.26246084 4.43961256],[-0.69158637  0.7836328 ],[3.2308653  6.18193603],[0.89656335 0.55066087],[4.38334542 4.00191001],[ 0.51870664 -0.83974495],[3.42710102 4.61264828],[0.82844491 0.7602163 ],[3.18456123 4.9927376 ],[ 1.09684222 -0.43340063],[1.99563636 5.4232657 ],[0.10530453 0.81195212],[2.9168384  5.47831948],[-0.24827911  0.82989153],[4.63402618 4.20978142],[ 0.74603998 -0.67945439],[3.36507107 4.61979217],[1.03511802 0.54717576],[3.75226607 3.508794  ],[-0.04123245  1.15092894]
[4.19433581 4.51823249],[-0.67486621  0.78474945],[3.32162447 6.23475795],[0.91854337 0.50595734],[4.43565748 3.91882755],[ 0.52715095 -0.82221129],[3.51011533 4.68759319],[0.83535285 0.7423372 ],[3.29423985 4.95028244],[ 1.09330897 -0.41919412],[2.00973691 5.50494189],[0.17443979 0.81841983],[2.89400967 5.56154562],[-0.20922725  0.83336024],[4.70859831 4.14260908],[ 0.74587691 -0.66345668],[3.46836373 4.67377491],[1.02959097 0.53129944],[3.74956207 3.62376949],[-0.01557744  1.14594529]
[4.12762345 4.59668517],[-0.65934533  0.78429582],[3.41462639 6.28322826],[0.94050407 0.46282355],[4.48851889 3.83724309],[ 0.52963413 -0.80977458],[3.59393435 4.76090074],[0.84181364 0.72474231],[3.40312834 4.90877788],[ 1.08649821 -0.40894891],[2.03054217 5.58679007],[0.24284021 0.81890275],[2.87492474 5.64485246],[-0.17297     0.83196258],[4.78305854 4.07696302],[ 0.74311833 -0.64961757],[3.57114698 4.72621818],[1.02585356 0.51747477],[3.74922043 3.73804806],[0.0084835  1.13936548]
[4.06260622 4.67521218],[-0.64307143  0.78412165],[3.50940744 6.3270389 ],[0.95741051 0.41598087],[4.54165195 3.75697504],[ 0.5346093  -0.79389694],[3.67858943 4.83267466],[0.85318095 0.71281388],[3.51174955 4.86872481],[ 1.08702074 -0.3908724 ],[2.05845659 5.66868615],[0.31519993 0.81797583],[2.85970885 5.72815829],[-0.13012871  0.83490215],[4.85731857 4.01279903],[ 0.73768413 -0.63802321],[3.67342457 4.77716619],[1.01968517 0.50149232],[3.75138884 3.85175752],[0.03514093 1.13489504]
[3.99916988 4.75365469],[-0.62636084  0.78395017],[3.6061026  6.36647721],[0.97685333 0.37361748],[4.59560358 3.6786425 ],[ 0.54304057 -0.77405912],[3.76410824 4.90302496],[0.85794178 0.69507206],[3.62033125 4.8304433 ],[ 1.08174494 -0.37767886],[2.09349586 5.75012942],[0.38713593 0.81173235],[2.84888336 5.81171998],[-0.08529465  0.83692954],[4.93072095 3.94949396],[ 0.72954486 -0.62885983],[3.77511232 4.8265445 ],[1.01570867 0.48784381],[3.75618971 3.9649384 ],[0.05856786 1.12647113]
[3.93757543 4.83222492],[-0.60581806  0.78706054],[3.70464968 6.40170243],[0.99291721 0.33023069],[4.65014564 3.60207256],[ 0.5459124  -0.75911823],[3.85000736 4.9715374 ],[0.85828571 0.67348896],[3.72808918 4.79315834],[ 1.07225688 -0.36931808],[2.13544656 5.83044973],[0.45317826 0.79546893],[2.84284077 5.89561319],[-0.03860993  0.83743857],[5.00374    3.88755539],[ 0.73161981 -0.60904599],[3.87628971 4.87446474],[1.0079908  0.47073031],[3.76327019 4.07722372],[0.08408292 1.12020673]
[3.87783287 4.91087459],[-0.5890844   0.78581269],[3.80492092 6.43284399],[1.00792782 0.28849365],[4.70516483 3.52722511],[ 0.55496441 -0.73729297],[3.93594551 5.03791154],[0.86110683 0.65474882],[3.83505867 4.75684295],[ 1.0682655  -0.35583481],[2.18424932 5.90921814],[0.52621917 0.78274105],[2.8411873 5.9791397],[0.00705037 0.83415345],[5.07708058 3.8277462 ],[ 0.73097516 -0.59127518],[3.97686632 4.9208484 ],[1.00267005 0.4561518 ],[3.77284014 4.18878313],[0.10286048 1.10669954]
[3.81995115 4.98955799],[-0.56842262  0.78792827],[3.9064116  6.45964962],[1.01823599 0.24438105],[4.76093695 3.45443462],[ 0.56166993 -0.71723948],[4.02212724 5.10239601],[0.8641539  0.63668706],[3.94161805 4.72189162],[ 1.0618101  -0.34435932],[2.24008725 5.98628936],[0.59083699 0.75870788],[2.84455385 6.06261895],[0.05807103 0.83262677],[5.15036409 3.76974962],[ 0.73339093 -0.56985515],[4.07674772 4.96561579],[0.99496983 0.43918926],[3.78414395 4.29890532],[0.12325195 1.09589411]
[3.764035   5.06831945],[-0.55021118  0.7869633 ],[4.00850009 6.48169488],[1.02590661 0.19922359],[4.81732894 3.38363012],[ 0.5642246  -0.70066834],[4.10864161 5.16512846],[0.86552508 0.61745477],[4.04736063 4.68790342],[ 1.05397554 -0.33455681],[2.30234823 6.06082499],[0.65413319 0.73163351],[2.85290979 6.14565668],[0.107827   0.82637259],[5.22383106 3.71387386],[ 0.73324957 -0.55026509],[4.17586151 5.00868037],[0.98800782 0.4228452 ],[3.79733016 4.40781147],[0.14135158 1.08317263]
[3.71001312 5.14702978],[-0.53111881  0.78627641],[4.11140343 6.49938787],[1.0326633  0.15563997],[4.87403448 3.31458148],[ 0.57226555 -0.67782731],[4.19528249 5.22594539],[0.8671976  0.59887927],[4.15233241 4.65490012],[ 1.04448436 -0.326501  ],[2.37060247 6.1322681 ],[0.70973409 0.69603976],[2.86645497 6.22810504],[0.16387649 0.82275523],[5.29709356 3.65979791],[ 0.73034253 -0.53283801],[4.27441078 5.05024629],[0.98496989 0.41063614],[3.81236671 4.51549688],[0.16017056 1.07140682]
[3.65785635 5.22559897],[-0.51253305  0.7844899 ],[4.2149075  6.51277761],[1.03558278 0.11076551],[4.93181822 3.24812193],[ 0.58325754 -0.65142581],[4.28200008 5.28483144],[0.86887543 0.58061475],[4.25649115 4.62282901],[ 1.03948237 -0.31404089],[2.44455867 6.20028824],[0.76962177 0.66477398],[2.88513536 6.30953932],[0.21395364 0.80966446],[5.36994568 3.60737208],[ 0.73038848 -0.51190055],[4.37253811 5.09050062],[0.98068151 0.39763921],[3.8295732 4.6222659],[0.18135003 1.06142022]
[3.60755007 5.30394992],[-0.49505486  0.78100532],[4.31842063 6.52149187],[1.03654861 0.06570566],[4.9905016  3.18413923],[ 0.59003862 -0.62847677],[4.36900726 5.34203506],[0.87040596 0.56268745],[4.36033887 4.59223825],[ 1.03560209 -0.29952843],[2.52422898 6.26495024],[0.82123598 0.626217  ],[2.90922414 6.38987644],[0.26583985 0.79462806],[5.44292437 3.55720557],[ 0.73087982 -0.48962422],[4.47031065 5.12956344],[0.97284082 0.38168973],[3.84858158 4.72773158],[0.19943    1.04848873]
[3.55899149 5.38192647],[-0.47707713  0.7774745 ],[4.42193653 6.52571793],[1.03452498 0.01986847],[5.04975854 3.12239   ],[ 0.59585697 -0.60561631],[4.45598642 5.39727759],[0.87037604 0.54341598],[4.46330714 4.56260875],[ 1.02392273 -0.29297113],[2.60892833 6.32570529],[0.86915555 0.58573717],[2.93843191 6.46847483],[0.31808468 0.77661596],[5.51564346 3.50899657],[ 0.72290216 -0.47507379],[4.56732798 5.16705338],[0.96749814 0.36821203],[3.86946394 4.83195223],[0.2135602  1.03149511]
[3.51233461 5.45961911],[-0.4584399  0.7739267],[4.5255385  6.52577552],[ 1.03716829 -0.01845556],[5.10972915 3.06310481],[ 0.60378225 -0.57971625],[4.54291825 5.45056133],[0.86540538 0.51939565],[4.56536917 4.53388468],[ 1.01814777 -0.28060852],[2.69788161 6.38198171],[0.90940447 0.53973869],[2.97276347 6.5450027 ],[0.36732201 0.75229374],[5.58763886 3.46234302],[ 0.72037686 -0.45452537],[4.66392879 5.20334373],[0.96282624 0.35594706],[3.89158135 4.93435332],[0.22863226 1.01639186]
[3.4676844  5.53706339],[-0.43752176  0.77188324],[4.62925192 6.52202074],[ 1.03458798 -0.05867716],[5.17037591 3.00634322],[ 0.60838414 -0.5561296 ],[4.6295703  5.50165257],[0.86691896 0.5018159 ],[4.66663953 4.50619519],[ 1.01102684 -0.26939984],[2.79085392 6.43378459],[0.95046599 0.49742871],[3.01218655 6.61910798],[0.42156344 0.72975773],[5.65961043 3.41802236],[ 0.71956128 -0.43121439],[4.75974543 5.23808998],[0.95454282 0.3400464 ],[3.91541885 5.03544732],[0.24749734 1.0048532 ]
[3.42468641 5.61383454],[-0.42155794  0.76437287],[4.73271874 6.51439462],[ 1.03157643 -0.09639748],[5.23142314 2.95193304],[ 0.61454778 -0.52992032],[4.71620534 5.55083431],[0.86322673 0.47923586],[4.76728087 4.47973539],[ 1.00301748 -0.25852926],[2.88751438 6.48111234],[0.98158134 0.44864186],[3.057127   6.69088388],[0.4786704  0.70667479],[5.73148703 3.37607359],[ 0.71894371 -0.40660853],[4.85476775 5.27128444],[0.94390314 0.32176693],[3.94128823 5.13549376],[0.26838515 0.99450188]
[3.38332193 5.68986659],[-0.40323104  0.75866879],[4.8354834  6.50272364],[ 1.02177406 -0.13859457],[5.29323631 2.90035265],[ 0.62143618 -0.50177339],[4.80216222 5.59742567],[0.85794418 0.45457391],[4.86693214 4.45417567],[ 0.99042763 -0.25230963],[2.98683407 6.52326195],[1.00559564 0.39564514],[3.10763891 6.76004831],[0.53321596 0.6778415 ],[5.80332451 3.33666878],[ 0.71831918 -0.380766  ],[4.94872111 5.30262091],[0.93602076 0.30579431],[3.9687947  5.23404143],[0.2823345  0.97709967]
[3.34376337 5.76526517],[-0.38483195  0.75230318],[4.93723177 6.48689076],[ 1.01406903 -0.17667449],[5.355449   2.85135963],[ 0.62319358 -0.47752518],[4.88780992 5.64175926],[0.85694455 0.434051  ],[4.96551748 4.4294168 ],[ 0.98390104 -0.2401346 ],[3.08824524 6.55993983],[1.02295848 0.33868664],[3.16345719 6.82603987],[0.58775772 0.64624899],[5.87521896 3.30003879],[ 0.71964285 -0.35153508],[5.0417714 5.3322333],[0.92678799 0.28829333],[3.99782015 5.33096991],[0.29462898 0.95801763]
[3.3064462  5.84037477],[-0.36275613  0.74850182],[5.03803471 6.46720666],[ 1.00142922 -0.21719386],[5.41821479 2.80523591],[ 0.63170239 -0.44512507],[4.97315955 5.68383851],[0.85232093 0.409761  ],[5.06329186 4.40574449],[ 0.97232756 -0.23258081],[3.19150375 6.59116846],[1.04446543 0.28883881],[3.22484596 6.88886427],[0.63838139 0.60834572],[5.94668222 3.26583246],[ 0.71347026 -0.3285946 ],[5.13458003 5.3608074 ],[0.93070837 0.28482635],[4.02786989 5.42581695],[0.30695815 0.93958079]
[3.27131363 5.91502765],[-0.34117839  0.74312917],[5.13753395 6.44353325],[ 0.98933509 -0.25506117],[5.48153915 2.76213592],[ 0.64018757 -0.41120897],[5.05871853 5.72416954],[0.85984468 0.39805254],[5.15998917 4.38290795],[ 0.96203257 -0.22372807],[3.29677535 6.61748381],[1.05971775 0.23683793],[3.2910658  6.94756998],[0.683939   0.56349052],[6.01777442 3.23423358],[ 0.7088943  -0.30264863],[5.22728463 5.38860889],[0.92590994 0.27381   ],[4.05920555 5.51887862],[0.32288431 0.92471578]
[3.23838323 5.98913377],[-0.31966226  0.73658106],[5.23565286 6.41602419],[ 0.97100442 -0.29689577],[5.54573439 2.72254407],[ 0.64220876 -0.38190022],[5.1446168  5.76296254],[0.85648534 0.37611614],[5.25601557 4.36134564],[ 0.95691105 -0.20889995],[3.40362771 6.63884675],[1.076577   0.19051145],[3.36193107 7.0018025 ],[0.73125534 0.51895258],[6.08832125 3.2052161 ],[ 0.6999523 -0.2796326],[5.31950401 5.41533289],[0.91794401 0.26024674],[4.09218065 5.61046428],[0.33534552 0.90574635]
[3.20743249 6.06236479],[-0.29804524  0.7291769 ],[5.33209741 6.38458072],[ 0.95854609 -0.33080965],[5.61033239 2.68617063],[ 0.65076709 -0.34422146],[5.2302448  5.79962189],[0.85434245 0.35537453],[5.35110455 4.340874  ],[ 0.94319881 -0.20228107],[3.51163565 6.65524989],[1.08680495 0.14146942],[3.43736076 7.05136527],[0.77801817 0.4729889 ],[6.15782633 3.17840997],[ 0.69039174 -0.25602003],[5.41082925 5.44060936],[0.90835388 0.24507983],[4.12670298 5.700435  ],[0.3537656  0.89219585]
[3.17889364 6.13503906],[-0.2728005  0.7240145],[5.4267215  6.34928985],[ 0.93428556 -0.37441485],[5.67578141 2.65367508],[ 0.65799766 -0.30555237],[5.31538026 5.8339184 ],[0.8488707  0.33102407],[5.44473309 4.3209541 ],[ 0.92948479 -0.19607457],[3.62063766 6.66692946],[1.09139782 0.09107048],[3.51694609 7.09578785],[0.81825094 0.42010077],[6.22659299 3.15426529],[ 0.6840937  -0.22747486],[5.50112292 5.46429134],[0.89790472 0.22888735],[4.16255276 5.78851361],[0.36492396 0.8710742 ]
[3.15275915 6.2070047 ],[-0.24917438  0.71582117],[5.51931836 6.31013031],[ 0.91690811 -0.40904512],[5.74222642 2.62544818],[ 0.67132916 -0.25805332],[5.40060391 5.86642839],[0.85190499 0.31562968],[5.53700872 4.30166772],[ 0.91731366 -0.18842835],[3.72993175 6.67357206],[1.0938583  0.04182037],[3.60078224 7.13517166],[0.85894713 0.36832109],[6.2947253  3.13306812],[ 0.67629117 -0.19844552],[5.59071764 5.48671291],[0.89328101 0.21888414],[4.19981713 5.87475885],[0.38190379 0.85526115]
[3.12920344 6.27828947],[-0.22289237  0.70866279],[5.61002918 6.26748495],[ 0.89942652 -0.44125698],[5.80998442 2.60211596],[ 0.68279275 -0.20907894],[5.48565461 5.89693414],[0.8532219  0.29870115],[5.62793523 4.28301254],[ 0.90241999 -0.18349085],[3.83934215 6.67533465],[ 1.0967224  -0.00357121],[3.6886678  7.16943323],[0.89559067 0.31411882],[6.36228187 3.11508673],[ 0.67386484 -0.16173796],[5.67969964 5.50801106],[0.88624397 0.20700563],[4.23910278 5.95968955],[0.40196504 0.84128008]
[3.10843522 6.34892937],[-0.19318483  0.70306883],[5.69909672 6.22187298],[ 0.87812644 -0.47437942],[5.8787064  2.58367399],[ 0.69158797 -0.15927048],[5.5706214  5.92555386],[0.84727599 0.27485678],[5.71763687 4.26512384],[ 0.89244557 -0.17332779],[3.94864741 6.67235118],[ 1.08843678 -0.05663669],[3.77972356 7.19786636],[0.92641064 0.25581474],[6.42930361 3.10061727],[ 0.66698545 -0.12684105],[5.7678749  5.52803801],[0.87649559 0.19270747],[4.27984209 6.04262661],[0.41246115 0.81711757]
[3.09053576 6.41880373],[-0.16601421  0.69295114],[5.78551624 6.17252893],[ 0.85065195 -0.51178379],[5.94789604 2.56997928],[ 0.69147855 -0.11485907],[5.65530303 5.95210329],[0.84413585 0.25395384],[5.80606667 4.24799928],[ 0.8807037  -0.16460723],[4.05714014 6.66418672],[ 1.08178899 -0.10573854],[3.87379487 7.22053364],[0.95261074 0.19566316],[6.49536692 3.08949701],[ 0.65592298 -0.09350615],[5.85508663 5.54664716],[0.86794954 0.17970225],[4.32194445 6.12343724],[0.4296381 0.7990314]
[3.07571247 6.48792104],[-0.13160262  0.68781702],[5.86960745 6.1199784 ],[ 0.82886739 -0.54107266],[6.01726632 2.56109272],[ 0.69503395 -0.06309511],[5.73964341 5.97654097],[0.84046182 0.23262614],[5.89360268 4.23207144],[ 0.8692289  -0.15464959],[4.16474417 6.65102352],[ 1.07147288 -0.15581546],[3.97036588 7.23721742],[0.97762555 0.13761016],[6.56053399 3.08206772],[ 0.64849991 -0.05348185],[5.94129232 5.56380667],[0.85911131 0.16647194],[4.36600133 6.20261694],[0.44859489 0.78151944]
[3.06404424 6.55611539],[-0.09709333  0.68037143],[5.9512245  6.06432829],[ 0.80188481 -0.57316006],[6.08682605 2.55742341],[ 0.69646775 -0.00927824],[5.82342125 5.99865137],[0.83133001 0.20570603],[5.97996264 4.21714602],[ 0.85588922 -0.14592658],[4.27175263 6.63346357],[ 1.06882593 -0.19440627],[4.06898108 7.24783678],[0.9938148  0.07455861],[6.62502023 3.07888372],[ 0.63916503 -0.01171038],[6.02707364 5.58014604],[0.8548451  0.15875641],[4.41158228 6.27963096],[0.46637034 0.76196739]
[3.05622079 6.6238074 ],[-0.06024634  0.67213583],[6.03023162 6.00567359],[ 0.77523185 -0.60254081],[6.15640111 2.55923651],[0.69393755 0.04509687],[5.90590961 6.01763966],[0.81924039 0.17476024],[6.06501279 4.20314114],[ 0.84302346 -0.13619644],[4.37811166 6.61186826],[ 1.05819313 -0.23697965],[4.1693732  7.25252672],[1.01237781 0.01857189],[6.68800056 3.07947686],[0.62238658 0.02606735],[6.11178239 5.59508366],[0.84035481 0.14090086],[4.45875432 6.35445118],[0.47823906 0.73552401]
[3.05219341 6.69063045],[-0.0193321   0.66478541],[6.10662401 5.94425284],[ 0.75035429 -0.62772962],[6.22555738 2.56654822],[0.69014733 0.10283256],[5.98745937 6.0337695 ],[0.81348403 0.14955034],[6.14867398 4.19003312],[ 0.82899408 -0.12709724],[4.48358169 6.58638308],[ 1.04711262 -0.27629638],[4.27073666 7.25096867],[ 1.01385347 -0.05013181],[6.74971928 3.08446251],[0.61253501 0.07491547],[6.19502347 5.60819184],[0.82615204 0.12289795],[4.50767308 6.42713559],[0.49999695 0.71783977]
[3.05251535 6.75679042],[0.02451682 0.65658127],[6.1797667  5.87966573],[ 0.71250619 -0.66362718],[6.29464945 2.58021463],[0.6892837  0.16896041],[6.06820447 6.04713485],[0.80267804 0.1189173 ],[6.23088257 4.17781024],[ 0.81550272 -0.11689634],[4.58737917 6.55652995],[ 1.02707281 -0.32222507],[4.37229286 7.24277328],[ 1.0171508  -0.11302499],[6.81040686 3.09452713],[0.6002978  0.12623474],[6.27682977 5.61946844],[0.80914442 0.10174876],[4.55866054 6.49787615],[0.51930725 0.69637096]
[3.05700466 6.8217266 ],[0.06859555 0.64484522],[6.24961507 5.81209726],[ 0.68047449 -0.69132109],[6.3631048  2.60021703],[0.68046291 0.23255185],[6.14813229 6.05767853],[0.79479825 0.09087869],[6.31187698 4.16679117],[ 0.80452189 -0.10318743],[4.68948269 6.52251285],[ 1.01196739 -0.36057287],[4.47398922 7.22834501],[ 1.01940104 -0.17193135],[6.86925774 3.10935357],[0.57719538 0.1715315 ],[6.35714138 5.62881472],[0.79695298 0.08504234],[4.61100107 6.56583637],[0.52850467 0.66373104]
