[9.7803942  7.80386973],[ 3.10425333 -2.93719318],[3.44055187 9.8203091 ],[-4.85467104  3.30460226],[7.1311259  1.89577513],[ 1.14286695 -3.30021654],[4.42911105 3.94885856],[-0.94243545  3.19267967],[9.70130368 8.69295679],[3.23886918 2.69351453],[0.36739226 8.0247451 ],[-3.52546773  2.80256258],[2.53028635 8.41872774],[-3.0708844  -1.87925259],[5.8172056 2.1625362],[-1.83251155  2.93762731],[6.89075194 7.50558791],[ 1.64406202 -3.4561128 ],[2.94501111 8.02288023],[ 2.24089442 -3.13014657],[2.02464279 9.49057504],[0.11994915 0.67791287],[0.38776823 3.96684632],[-2.90488925 -1.40646159],[1.28660715 4.81870401],[3.99901044 0.10526574],[8.38920725 0.48650377],[-1.8076547  -0.38985987],[2.07569776 8.4242328 ],[ 2.61559238 -0.1719607 ],[8.31082483 9.84987563],[2.548417   3.77757139],[7.80262899 5.55413525],[-3.90884287  1.68140048],[9.39966111 0.3413489 ],[-1.96568444  0.43296734],[0.74068989 2.37587369],[ 0.56622405 -0.0827636 ],[0.85090233 7.87643476],[-4.33022435  4.77261819],[8.03670292 4.58670631],[-2.94179544 -3.3485199 ],[1.15827574 8.1016303 ],[-4.2373829   1.57023602],[1.57738003 8.24270165],[ 4.46121359 -3.27073909],[1.04460673 4.67082415],[4.18714745 1.22082148],[3.83733594 0.49223235],[-1.11426558 -3.52143014],[4.47480788 8.62004152],[2.24081265 4.87715487],[2.31686828 9.35064147],[1.31767937 4.54604487],[0.86701471 4.45093517],[-0.29465267 -1.16874006],[9.13180519 5.03301624],[4.63727035 4.10871538],[6.37163164 3.97482642],[2.07387105 3.1514579 ],[9.98292265 4.86999327],[-1.39636003 -2.91852654],[9.8781843  4.91841753],[2.62744888 2.04605318]
[10.88793608  7.03944246],[ 0.34561724 -0.54238089],[ 2.26549061 10.12658683],[-0.64096208 -0.50602451],[7.52424014 1.03878577],[0.37189013 0.2997892 ],[4.39805818 5.61070995],[0.49263621 1.18952118],[9.69444209 8.75389383],[-1.24400613 -0.90833978],[-0.09812246  9.12531148],[0.46532592 0.67302004],[1.50968682 7.26556382],[ 0.0183084  -0.83169776],[5.35630969 3.78860775],[0.28886262 1.43685829],[7.51167412 6.27614703],[ 0.94752748 -0.13689694],[3.89990081 6.73847661],[ 0.28412853 -1.2083854 ],[1.70588319 8.88004074],[ 0.37438457 -0.81374322],[-0.21764742  3.83833626],[1.07785604 1.08036503],[2.90511855 5.14199394],[ 0.5803756  -0.36575328],[6.90855127 0.79216167],[-1.64938551  0.04328558],[3.01492007 7.56634111],[-0.06833009 -1.38595396],[ 8.7041924  10.60161905],[-0.89632295 -0.67806598],[6.15264478 5.96371672],[-1.39622932 -0.34067948],[7.93289659 1.02307481],[-0.72350195  1.22001282],[1.73777289 2.59555337],[1.07326368 0.48209024],[-0.27018211  8.48400944],[-0.81709711 -0.57517921],[6.84725467 3.74064841],[-0.17839388  0.700154  ],[0.35092469 8.9430629 ],[0.22330929 0.66747313],[2.16000809 6.62430872],[ 0.38150863 -1.06116053],[2.72576513 5.31886523],[1.22218689 0.59612265],[ 3.23931371 -0.5188905 ],[0.08554641 0.52567091],[4.23181975 8.95774322],[-1.3492198  -1.36568193],[ 3.1560029  10.40520587],[1.29839449 0.54753925],[1.82773457 4.39060059],[1.07745728 0.30673653],[9.8405169  6.23665358],[0.19853627 1.29205262],[6.90225263 5.29483106],[0.33854031 1.31224653],[9.23984717 4.20053199],[-0.79470448  0.35527096],[10.41512025  5.96444432],[-0.77208968  0.58931367]
[10.88027097  6.94820898],[-0.35608039 -1.12716985],[ 2.2432319  10.10978806],[-0.07555648 -0.10313748],[7.56568993 1.08260587],[0.24777374 0.36935037],[4.45865574 5.73766606],[0.90110955 1.53025475],[9.57552627 8.66919291],[-1.23086082 -0.88153706],[-0.0660343   9.16845579],[0.12989544 0.1427281 ],[1.5111802  7.17563644],[ 0.26844606 -0.71115733],[5.39446708 3.9370881 ],[0.32763665 1.39318665],[7.59804607 6.25630506],[ 0.92233558 -0.12066498],[3.95134232 6.64083602],[ 0.65519337 -0.8407571 ],[1.74405337 8.79124969],[ 0.12836516 -1.21402644],[-0.10456205  3.94824143],[0.94716605 0.88211193],[2.98663427 5.12594786],[ 0.94388923 -0.05642407],[6.7621588  0.81215062],[-1.07771112  0.58814975],[3.00954831 7.43045086],[-0.03932233 -1.32590592],[ 8.60384029 10.52156853],[-1.04773907 -0.86082649],[6.02174525 5.93622796],[-1.33345742 -0.32772361],[7.85771914 1.14210628],[-0.90763282  1.0380959 ],[1.86787883 2.670188  ],[1.20096263 0.69054677],[-0.33652163  8.43245699],[-0.42622146 -0.37114016],[6.8343977  3.82272333],[0.08672604 1.09807264],[0.38932818 9.01716532],[0.41589031 0.68497426],[2.21717024 6.53406325],[ 0.5181124  -0.98289319],[2.83904102 5.36970367],[1.11530895 0.48915959],[ 3.19825483 -0.50779511],[-0.53960638  0.06357396],[4.12762964 8.84777879],[-0.86777165 -0.9663178 ],[ 3.30255095 10.47456092],[1.54584204 0.77230757],[1.94161549 4.42720071],[1.11631331 0.34657886],[9.83428652 6.34428723],[-0.13920205  1.05233864],[6.93797945 5.42755917],[0.32080741 1.27469762],[9.16421953 4.2490293 ],[-0.82327097  0.50287544],[10.32453559  6.01654826],[-0.99826558  0.48769024]
[10.86117367  6.85854969],[-0.02327156 -0.67325396],[ 2.23209179 10.08714009],[-0.2868308  -0.49102616],[7.57818634 1.11762835],[-0.12003205  0.21221779],[4.55670836 5.89156327],[1.02251194 1.51777155],[9.44301388 8.57134156],[-1.44761614 -1.1061776 ],[-0.04213761  9.18331814],[0.41386577 0.21767889],[1.56598818 7.12461621],[ 0.6708567  -0.46353435],[5.42956704 4.07657264],[0.51187761 1.52953821],[7.65011363 6.20545253],[ 0.34565036 -0.67171977],[3.98879825 6.52928406],[ 0.12820106 -1.33883026],[1.76887346 8.67708892],[ 0.34420904 -1.09116744],[-0.01328392  4.02966993],[0.96024321 0.82842839],[3.07195507 5.10941058],[ 0.84083684 -0.20299119],[6.65263004 0.87298189],[-1.25774527  0.48217746],[3.00472493 7.29751092],[-0.17273961 -1.4377494 ],[ 8.4865074  10.42093671],[-0.99579792 -0.85079154],[5.87699449 5.88714621],[-1.37840527 -0.4703925 ],[7.7598955  1.23973626],[-0.99833192  0.96284732],[1.98776981 2.74207689],[1.02946608 0.57580372],[-0.36382084  8.4011281 ],[-0.19516612 -0.33313385],[6.85002026 3.94292439],[0.27021629 1.33249128],[0.44730741 9.09298438],[0.95310807 1.03843104],[2.22288494 6.39241611],[-0.15610942 -1.57221934],[2.96444415 5.43343498],[1.28651904 0.68924222],[ 3.15274545 -0.48446561],[-0.43856257  0.33624504],[4.06279986 8.76875701],[-0.65059635 -0.83684638],[ 3.4429026  10.53571781],[1.46251746 0.64751757],[2.07013532 4.48050011],[1.22305184 0.49323257],[9.78112346 6.41671712],[-0.68331144  0.63964583],[6.94784961 5.53414906],[-0.01054663  0.98863864],[9.0733293 4.2975982],[-0.93662951  0.52662963],[10.21819929  6.06282466],[-0.96189546  0.60481279]
[10.81848186  6.75716929],[-0.87833674 -1.382024  ],[ 2.19392499 10.01963964],[-0.55773685 -0.93877299],[7.56835411 1.15235367],[-0.17868389  0.38219659],[4.6272707  6.00874969],[0.57406267 1.02239968],[9.30052501 8.4620395 ],[-1.71311496 -1.39490469],[0.04916733 9.2449557 ],[1.28860626 0.90497807],[1.62211941 7.06031877],[ 0.42510892 -0.84471528],[5.46815933 4.21323409],[0.13241383 1.10627879],[7.67378686 6.12890531],[ 0.18857528 -0.79528452],[3.99652094 6.39393716],[-0.05213705 -1.42780518],[1.78243399 8.54491634],[ 0.07144185 -1.39092016],[0.10642056 4.13360902],[1.36865253 1.19070895],[3.15859863 5.0897045 ],[ 0.72950743 -0.35502225],[6.53650617 0.93213689],[-0.84540422  0.93185864],[2.96634773 7.13850389],[-0.37021089 -1.50791873],[ 8.39541147 10.34305044],[-0.87079038 -0.75049144],[5.73400163 5.82907327],[-1.29976466 -0.48550231],[7.69570662 1.37049373],[-0.40228698  1.50702106],[2.06955276 2.77905743],[0.74881722 0.29953468],[-0.39579018  8.34524776],[-0.41545493 -0.75484019],[6.84676795 4.04920507],[-0.02978343  1.11308959],[0.51995557 9.16477068],[0.74466194 0.64331408],[2.19232041 6.22857387],[-0.45378552 -1.70454701],[3.0908     5.50207926],[1.01048992 0.44500352],[ 3.1257342 -0.4254796],[-0.19491108  0.74782867],[4.01062412 8.69336192],[-0.58292266 -0.86004443],[ 3.58585433 10.59562768],[1.13721124 0.2942169 ],[2.20762501 4.54676686],[1.79085295 1.1317619 ],[9.72989899 6.50355192],[-0.32942511  1.09605351],[6.927216  5.6176479],[-0.27409839  0.81306315],[8.95402431 4.3288337 ],[-1.5200361   0.00663781],[10.11305387  6.11789272],[-1.09534147  0.53641767]
[10.74512387  6.64257333],[-0.77920363 -1.11176542],[2.14322886 9.9232299 ],[-0.40458109 -0.94222864],[7.52436572 1.17639755],[-0.52295335  0.27670288],[4.70540896 6.12921182],[0.673208   1.07082969],[9.14183353 8.33254781],[-1.42648754 -1.15207909],[0.16007025 9.30965149],[0.95868616 0.40606974],[1.70543832 7.01105029],[ 1.00346114 -0.37141684],[5.49172845 4.33499768],[0.31737017 1.2965837 ],[7.71272778 6.07071806],[ 0.63557697 -0.32479427],[4.02796    6.28896717],[ 0.55425156 -0.81575662],[1.81557529 8.42961479],[ 0.40022687 -1.12562962],[0.22529363 4.23285204],[0.93761521 0.71681255],[3.23635191 5.05724073],[ 0.4999467  -0.62656346],[6.46331827 1.03917298],[-0.43018222  1.3875554 ],[2.94648709 7.00727797],[ 0.17061674 -0.94739077],[ 8.27554295 10.23369909],[-1.60679717 -1.52290609],[5.5908153  5.76393191],[-1.61276181 -0.88903602],[7.67169303 1.53247948],[0.07059178 1.84224038],[2.16667002 2.83201973],[1.14935064 0.72372134],[-0.4156032   8.28085301],[-0.41917118 -0.96871614],[6.85912036 4.17742843],[0.37795686 1.54139917],[0.59968462 9.2251316 ],[0.78005169 0.49186887],[2.16444029 6.08067826],[-0.32003982 -1.48571719],[3.1955256  5.54953469],[0.9946541  0.41890691],[ 3.10312452 -0.34610771],[-0.10582049  0.98499195],[3.96258786 8.61330941],[-0.1792463  -0.54686124],[ 3.70071755 10.62079216],[0.96009868 0.00805697],[2.36232953 4.64199664],[1.49742519 0.94977512],[9.69253555 6.61191511],[-0.57868412  0.90760601],[6.93113267 5.73228753],[0.13167189 1.24080119],[8.7934636  4.31766737],[-1.7886683  -0.36080373],[10.00878719  6.17949108],[-1.09957534  0.58081273]
[10.66211585  6.53400728],[-1.03473109 -1.21267841],[2.09428307 9.81338774],[-0.49996695 -1.17265882],[7.48434156 1.22834751],[-0.29280775  0.74521191],[4.77149741 6.23389947],[1.03593773 1.40622251],[9.00850396 8.22603222],[-1.13967938 -0.8679396 ],[0.26245055 9.34740406],[1.15588002 0.41828798],[1.81813192 6.98296775],[1.44025102 0.0189043 ],[5.52213467 4.46309456],[0.33585562 1.2998427 ],[7.8019464  6.06618873],[1.18067271 0.27660241],[4.07933127 6.20258517],[ 0.66744991 -0.72175569],[1.82194817 8.28442295],[-0.0565335  -1.54436234],[0.32632182 4.30894736],[1.12232228 0.84703628],[3.30504348 5.01077854],[ 0.92470415 -0.24617139],[6.39476666 1.15256715],[-1.00498562  0.82878436],[2.99198826 6.93584267],[ 0.60651236 -0.61364766],[ 8.13620107 10.10080373],[-1.33238416 -1.28529238],[5.43987776 5.67965446],[-1.54244128 -0.92720545],[7.67100576 1.70188219],[0.07227734 1.70396244],[2.25102327 2.87493386],[0.80050541 0.38759427],[-0.46946045  8.16441298],[-0.55883878 -1.25312699],[6.89661158 4.32750002],[0.29268928 1.39327381],[0.67115089 9.25787941],[0.78661738 0.29857024],[2.1397111 5.9435453],[ 0.09457414 -1.02377094],[3.28749433 5.58218135],[1.24638701 0.64122958],[ 3.08081131 -0.25371867],[-0.44561554  0.76614836],[3.97627594 8.58435326],[ 0.41790548 -0.0703102 ],[ 3.78127743 10.5976735 ],[ 0.6378931  -0.48498237],[2.50854579 4.73814835],[1.28811922 0.81943842],[9.62696765 6.69887247],[-0.74885117  0.81254038],[6.95758967 5.8683498 ],[0.61165173 1.67582273],[8.62222288 4.282538  ],[-1.76019705 -0.47329347],[9.90515608 6.24568933],[-0.96259571  0.75318487]
[10.56389809  6.4255384 ],[-0.88598181 -0.91750133],[2.04757477 9.69482946],[-0.06585545 -0.85086511],[7.45267581 1.31095541],[-0.61972352  0.62557624],[4.87215547 6.36804966],[1.11338128 1.41551391],[8.87740828 8.12229112],[-1.28781462 -1.01638131],[0.37634213 9.37918903],[1.25598141 0.35724528],[1.96747455 6.9936148 ],[1.51032818 0.16546798],[5.5277757  4.56718075],[-0.07383898  0.93558115],[7.92670555 6.10706846],[1.40785389 0.63955217],[4.13057426 6.11395778],[ 0.24813823 -1.14974164],[1.82108681 8.13695625],[ 0.07764709 -1.36541025],[0.44414301 4.39728522],[1.28934214 0.98014007],[3.439439   5.03101306],[1.61789733 0.5428366 ],[6.27793012 1.21962813],[-1.33971221  0.49845421],[3.08312521 6.90095362],[ 1.01795072 -0.27075306],[8.01437528 9.98238465],[-1.34456404 -1.32301325],[5.30449849 5.6018199 ],[-1.1141936  -0.56117508],[7.67184381 1.86285094],[0.2034852  1.75233361],[2.35840749 2.94240398],[1.23150555 0.86009514],[-0.55096645  8.01080425],[-0.87091045 -1.60235391],[6.92715623 4.4663627 ],[0.10502103 1.18514617],[0.73702681 9.26443207],[ 0.55839444 -0.14567866],[2.16255779 5.85092026],[ 0.41186115 -0.77941209],[3.40206368 5.63685322],[1.13159793 0.53669745],[ 3.02666637 -0.18002681],[-0.5798899  0.762939 ],[4.00937275 8.56219031],[ 0.26142758 -0.356774  ],[ 3.86543835 10.56128186],[ 1.19207075 -0.08331885],[2.64128245 4.82611271],[1.57856643 1.15384134],[9.54699363 6.77808561],[-0.70613249  0.9125178 ],[6.989323   6.00284568],[0.26022713 1.27938171],[8.46984711 4.25541994],[-1.39327785 -0.14854455],[9.82072927 6.33451773],[-0.74174096  1.00481155]
[10.47231557  6.33744892],[-1.01050327 -0.9104287 ],[2.02674432 9.58764184],[-0.47397986 -1.39892085],[7.37017544 1.36274022],[-0.90052103  0.53072894],[4.98863673 6.51093887],[1.10810112 1.33837326],[8.75915725 8.03181029],[-1.1248298  -0.83886291],[0.50277764 9.40953007],[1.31291448 0.28745393],[2.1234345  7.02019234],[1.6258182 0.3828951],[5.49307172 4.63767414],[-0.56202087  0.53655787],[8.07600286 6.19093338],[1.12575701 0.56598149],[4.16622353 6.01064489],[ 0.26627958 -1.11809054],[1.81539538 7.98857828],[-0.18766129 -1.58239395],[0.5785256  4.49997036],[1.38454628 1.0663208 ],[3.5774128  5.06837313],[1.20476126 0.23340276],[6.17743153 1.30349075],[-0.59223547  1.25642541],[3.16466418 6.85057641],[ 0.58459995 -0.76944213],[7.89983222 9.86889251],[-0.89858891 -0.89830906],[5.18465002 5.53666858],[-1.44845237 -0.9226112 ],[7.70686246 2.0440439 ],[0.45705662 1.82667131],[2.46799966 3.01745803],[1.08108891 0.75377558],[-0.63060596  7.85638668],[-0.80090496 -1.56401299],[6.94280464 4.59175392],[0.26598804 1.36895367],[0.80744266 9.25332731],[ 0.68879585 -0.23680355],[2.20574984 5.77089138],[ 0.42694681 -0.84243134],[3.51691136 5.69276331],[0.93712197 0.35500649],[ 2.96990984 -0.09696086],[-0.33889615  1.10925482],[4.01710783 8.50180459],[ 0.05217979 -0.69078291],[ 3.98507245 10.54932206],[ 1.23178477 -0.11961559],[2.79503538 4.94181097],[1.49338465 1.14849361],[9.46558368 6.86053424],[-0.9011656   0.75410911],[7.00151014 6.11706832],[-0.06841053  0.96868856],[8.31632949 4.22520408],[-1.69485328 -0.49767014],[9.75156399 6.44060145],[-0.56017736  1.19187075]
[10.33862937  6.21906118],[-1.28600068 -1.08971837],[1.98460338 9.44969048],[-0.4913867  -1.46941058],[7.28336685 1.4268894 ],[-0.85589559  0.72687581],[5.09005754 6.63330136],[1.07623385 1.26594999],[8.67039923 7.9735098 ],[-0.61203723 -0.28295718],[0.62898424 9.42773984],[ 1.09170449 -0.05578653],[2.2765773  7.05341123],[1.56024952 0.4021308 ],[5.40162044 4.6596294 ],[-1.43594221 -0.30203403],[8.18910832 6.25340058],[1.19575857 0.74753697],[4.19180654 5.89940063],[ 0.30017215 -1.05567062],[1.79325586 7.83274759],[-0.14955129 -1.46249626],[0.72275246 4.61245527],[1.66861826 1.3573394 ],[3.70299957 5.09891218],[1.40982122 0.49933346],[6.08290719 1.39420039],[-1.26972073  0.58394628],[3.22679708 6.77407148],[ 0.70363287 -0.71343766],[7.82325114 9.79137747],[-0.66321786 -0.68225239],[5.06650706 5.46906679],[-1.04065704 -0.54041858],[7.74871916 2.21565018],[0.21197955 1.47164456],[2.57157402 3.08996611],[1.09251413 0.80051103],[-0.67106119  7.73388778],[-0.37388579 -1.26108844],[6.97392235 4.73197963],[0.36719771 1.44037057],[0.86903307 9.21118802],[ 0.6558071  -0.49194221],[2.2587575 5.6933181],[ 0.60199124 -0.73928822],[3.61073892 5.72721636],[0.93649812 0.3311573 ],[2.96195923 0.04034536],[0.33048496 1.73667659],[4.02038987 8.42513201],[ 0.10889257 -0.74647652],[ 4.08781773 10.51157593],[ 1.18348124 -0.26955358],[2.94169475 5.05690452],[1.55374385 1.26398803],[9.36365812 6.92514765],[-1.12352548  0.54762312],[6.97978805 6.20247571],[-0.18953045  0.9201912 ],[8.14666565 4.16773504],[-1.54516512 -0.47008871],[9.71784763 6.5791006 ],[-0.17599019  1.50138403]
[10.23404629  6.13949181],[-1.00090838 -0.6899738 ],[1.94188462 9.30713298],[-0.37423782 -1.38533342],[7.22237123 1.52945344],[-0.45777438  1.2140428 ],[5.20471656 6.76464951],[0.9801689  1.12635869],[8.62909552 7.96873619],[-0.45193932 -0.04725964],[0.72427802 9.39934707],[ 0.78685727 -0.54614059],[2.4215482 7.0850847],[1.5859333  0.47619997],[5.26013754 4.62815943],[-1.53242698 -0.47433867],[8.30340398 6.3289902 ],[0.98880892 0.65512395],[4.20927315 5.78352762],[ 0.20507346 -1.11077162],[1.78609633 7.69517389],[ 0.00268465 -1.30711335],[0.87216937 4.73182153],[1.30908815 1.01143813],[3.82360547 5.13183599],[1.15813853 0.29770627],[5.95983535 1.45547462],[-1.48142059  0.34942365],[3.27096535 6.67460806],[ 0.24090899 -1.19845483],[7.74418734 9.70946569],[-0.87464028 -0.9119118 ],[4.99332422 5.4473698 ],[-0.32569747  0.21231259],[7.77134189 2.36375826],[-0.05355524  1.21242391],[2.67588469 3.16741796],[0.71855223 0.4645116 ],[-0.7175098   7.59483765],[-0.41223234 -1.37036229],[6.98992357 4.8561179 ],[0.21845389 1.31200093],[0.92598179 9.14301362],[ 0.72431047 -0.62468516],[2.3299522  5.62740498],[ 0.39503596 -1.00301959],[3.6954079 5.7496844],[0.99759227 0.35697358],[3.01833445 0.22622125],[0.91960642 2.06563742],[4.04785554 8.36083632],[ 0.30710445 -0.67294885],[ 4.18909761 10.46329124],[ 1.07366032 -0.46695004],[3.08508343 5.17394604],[1.35757605 1.11053872],[9.2610588  6.99010825],[-1.15956219  0.51757275],[6.92452413 6.26218012],[-0.6448966   0.54403033],[7.97514741 4.09843491],[-1.6992494  -0.74455178],[9.70666048 6.73074369],[0.05264425 1.62062225]
[10.1233301   6.06493986],[-1.0586119 -0.6442341],[1.88468652 9.15083186],[-0.3945773  -1.37955459],[7.16111505 1.63901498],[-0.57193319  1.16974488],[5.29352174 6.8670719 ],[0.88788277 1.01308088],[8.5320227  7.91434374],[-1.19716318 -0.76302294],[0.79574765 9.32827891],[ 0.74922326 -0.76139398],[2.57276737 7.1301778 ],[1.34078322 0.30788938],[5.11426614 4.58345197],[-1.45762897 -0.49100122],[8.40058251 6.39732776],[1.01191446 0.76965998],[4.25006026 5.69325695],[ 0.65100247 -0.66692313],[1.76302208 7.54285555],[-0.56594195 -1.81100436],[0.97120967 4.7988573 ],[0.92325031 0.57377321],[3.93163185 5.15463499],[1.30783872 0.46483725],[5.80649983 1.47983963],[-1.5669168   0.15117948],[3.33069076 6.58883043],[ 0.56234274 -0.9111828 ],[7.65525355 9.61596144],[-0.94829468 -1.00173701],[4.96415076 5.47518641],[-0.5076723   0.09408817],[7.75803684 2.482331  ],[-0.20484497  1.16772459],[2.75724062 3.22434786],[0.53668618 0.30088171],[-0.76166261  7.45179319],[-0.55428551 -1.56484566],[7.02172319 4.99628632],[0.38033241 1.43838586],[1.01211024 9.08601392],[ 0.81437154 -0.69569157],[2.3670912  5.52341601],[ 0.37124648 -1.04361277],[3.80369603 5.79389938],[1.02032294 0.38293696],[3.11841348 0.42490197],[1.0310295  1.88323878],[4.09913615 8.30791839],[ 0.50925012 -0.59320054],[ 4.29683251 10.41393565],[ 0.97151076 -0.62889994],[3.19756626 5.2621392 ],[0.97971987 0.73633808],[9.18301549 7.08019493],[-0.65081398  1.03369196],[6.84248301 6.30242595],[-0.96233313  0.28982939],[7.81195301 4.02393593],[-1.2626102  -0.39082291],[9.71614874 6.88914265],[0.31616311 1.75305577]
[10.02540775  6.0147144 ],[-1.09775207 -0.56467509],[1.85656793 9.02106696],[-0.20946987 -1.26665101],[7.0918559  1.74645192],[-0.7249225   1.06742119],[5.36285004 6.94828134],[0.61035287 0.72373348],[8.41955599 7.84573738],[-1.08886447 -0.64291822],[0.89595262 9.27062808],[ 1.01111601 -0.62369639],[2.70701755 7.16212814],[1.13862057 0.1167959 ],[4.97752367 4.53919491],[-1.10785639 -0.2021716 ],[8.53921026 6.51749131],[1.64279916 1.52201515],[4.31386715 5.62424743],[ 0.56438429 -0.77288957],[1.71426011 7.37666557],[-0.52833144 -1.6499734 ],[1.05945586 4.8493614 ],[0.73557144 0.32279427],[4.0570734  5.19967157],[0.98233394 0.20510655],[5.66311258 1.50260582],[-1.14833918  0.50335495],[3.40507846 6.51429253],[ 0.69993618 -0.80438146],[7.58129476 9.5357781 ],[-0.74918802 -0.82087915],[4.92004753 5.49438377],[-0.52961885  0.13550887],[7.71350693 2.58125889],[-0.59817861  0.90395669],[2.84035133 3.2845377 ],[1.24084253 1.02590487],[-0.80541767  7.30694157],[-0.23121929 -1.27755239],[7.0502556 5.1284655],[-0.09535027  0.94664073],[1.12130894 9.03819428],[ 1.4514762  -0.14683968],[2.42274862 5.43592593],[ 0.62249893 -0.8270346 ],[3.88726063 5.81185177],[0.75691116 0.08357302],[3.17478249 0.56391369],[0.21187528 1.04930481],[4.14035129 8.23341553],[ 0.25826303 -0.94571826],[ 4.37859173 10.33242915],[ 0.89331867 -0.76860196],[3.27874107 5.3180532 ],[0.54612706 0.28093298],[9.10620978 7.17162635],[-1.1082508   0.57467523],[6.73031374 6.31611478],[-1.22300862  0.03428039],[7.70981345 4.01369823],[-0.78617827  0.19808958],[9.7263328  7.03679216],[-0.26951613  1.09074229]
[9.92318528 5.97168088],[-1.22564153 -0.57929944],[1.86819516 8.92062201],[ 0.05318292 -1.14380161],[7.01334855 1.84902651],[-1.06519336  0.76291541],[5.41964866 7.01599517],[0.60749304 0.71270967],[8.31041733 7.78204289],[-1.03901145 -0.57755106],[1.00991073 9.2166173 ],[ 1.22348728 -0.48776409],[2.86756473 7.22428294],[1.74348456 0.83944585],[4.86490673 4.51715046],[-0.90259327  0.01153949],[8.66768521 6.63918995],[1.01427676 0.99156423],[4.39395348 5.5700446 ],[ 0.76406958 -0.58245886],[1.64233291 7.19986967],[-1.16021791 -2.11438005],[1.11767651 4.86166281],[0.8344793  0.32854595],[4.14493765 5.21000328],[ 0.62633726 -0.16074072],[5.57267019 1.58032214],[-0.90988943  0.79968104],[3.49817433 6.45609868],[ 1.13580492 -0.380903  ],[7.53394449 9.48016664],[-0.41019332 -0.50501936],[4.88308553 5.52719214],[-0.33796308  0.39209445],[7.64729358 2.67136925],[-0.59478914  1.02301403],[2.97000243 3.39571224],[1.00820719 0.84837706],[-0.85051508  7.15568148],[-0.4868223  -1.54396545],[7.04994605 5.23575807],[-0.03079685  1.0686993 ],[1.24285223 8.99806869],[ 1.13262739 -0.5215377 ],[2.47751107 5.3446324 ],[ 0.69453603 -0.77743231],[3.98100689 5.83811387],[ 0.55530058 -0.1333726 ],[3.22221876 0.69632285],[0.60970432 1.45563756],[4.19546784 8.16341219],[ 0.53404885 -0.76351998],[ 4.48485265 10.27093985],[ 0.88139428 -0.80772416],[3.34588236 5.35687474],[0.94012148 0.64422212],[8.98510744 7.21661231],[-0.9602391   0.68338752],[6.63512471 6.34795886],[-0.72709281  0.56276407],[7.64122885 4.05160735],[-0.57706054  0.56683619],[9.70622728 7.15500946],[-0.12970869  1.26217662]
[9.78419778 5.89932379],[-1.41590566 -0.74108286],[1.87058781 8.79944157],[ 0.18326505 -1.09932666],[6.92442691 1.94410633],[-0.85614318  0.99433719],[5.47361253 7.08010766],[0.59404221 0.69131474],[8.18806062 7.70573827],[-1.168139   -0.71580752],[1.11826348 9.15042771],[ 1.2359113  -0.53822243],[3.03062319 7.30291356],[1.48075703 0.69097981],[4.75644406 4.50147129],[-1.16094931 -0.23043391],[8.76003364 6.73326649],[0.92023354 0.97662215],[4.43747458 5.47920732],[ 0.58169857 -0.75781001],[1.5424643  7.01654828],[-0.75248584 -1.52471001],[1.22529296 4.91650632],[1.10197309 0.55728687],[4.22408652 5.20932001],[ 0.7582653  -0.05284826],[5.506542  1.6864262],[-0.60227456  1.12784865],[3.61107039 6.41894067],[ 1.0449645  -0.44926147],[7.4822351  9.41780783],[-0.5346769  -0.65231538],[4.83630475 5.55667803],[-0.45635406  0.33776038],[7.57202777 2.7622941 ],[-0.67027918  1.03189544],[3.07958353 3.49127179],[0.84223971 0.71776553],[-0.88362215  7.0144294 ],[-0.29692396 -1.4033207 ],[7.06336588 5.35992494],[0.14026581 1.24925366],[1.34670733 8.93248311],[ 1.10327748 -0.62343724],[2.56849566 5.28741316],[ 1.15023907 -0.33166998],[4.04173753 5.82683768],[ 0.72210532 -0.02629936],[3.28862789 0.8449685 ],[0.75857311 1.55914282],[4.22846596 8.06348339],[ 0.20391178 -1.14452527],[ 4.56185684 10.17742005],[ 0.77751015 -0.94257472],[3.43323024 5.41381293],[0.84379614 0.53015363],[8.85957243 7.2540886 ],[-1.61454439 -0.03065043],[6.56164034 6.40590648],[-0.84326798  0.49493935],[7.55257381 4.08416461],[-1.18117306  0.08984391],[9.69823345 7.28643926],[0.00670643 1.38287618]
