[4.28936145 6.02892859],[-4.59089833  1.32718776],[8.92682127 3.29573363],[ 3.49229569 -3.21829073],[0.28834369 4.35865179],[-2.59546132  1.87457371],[5.41058783 8.0304389 ],[ 0.80984093 -3.46200289],[0.77211737 9.64212573],[-2.65961465  0.86487663],[3.41267263 6.28008232],[-3.9413112  -1.48871783],[4.73695794 4.28097266],[1.60978156 0.90056169],[0.93031606 4.61478429],[ 1.9965315  -0.41481723],[2.76786802 5.41664622],[-4.56518542  0.21147663],[5.9573616 7.1832247],[-1.29884987 -2.4920136 ]
[0.22079679 3.65922745],[ 0.26583399 -0.87939061],[4.19718111 4.68560626],[0.11683743 0.93370383],[3.2356654  6.12411193],[ 0.62986215 -0.77741395],[0.97920789 2.83431987],[-0.89319678  0.47676181],[0.66297335 7.25814447],[0.92576952 0.09146207],[1.49770883 2.66142989],[ 0.8425528  -0.33406635],[1.46194291 6.50740043],[-1.00834068 -0.16090486],[3.41185274 5.61425587],[-0.72084308  0.79826793],[1.14775063 6.79063754],[0.91002662 0.35437003],[0.47644063 3.13049719],[-0.7390734   0.72165701]
[0.24925593 3.57200859],[ 0.30538747 -0.86260763],[4.20560218 4.77954555],[0.05211446 0.94516872],[3.29675698 6.04492909],[ 0.59043044 -0.80720283],[0.89101476 2.88455248],[-0.8704801   0.52721606],[0.75726339 7.26429086],[0.95959706 0.0321627 ],[1.58258569 2.6301873 ],[ 0.85268028 -0.29264167],[1.36163565 6.48932841],[-0.9980122  -0.20091367],[3.33826125 5.69257701],[-0.74761957  0.77101249],[1.23963567 6.8237918 ],[0.92650517 0.30786411],[0.40435099 3.20460268],[-0.70296987  0.75952663]
[0.28198343 3.48686307],[ 0.34708855 -0.84203304],[4.20789492 4.87484131],[-0.00608876  0.96016988],[3.35350334 5.96254905],[ 0.54180801 -0.84240743],[0.80527522 2.93977284],[-0.84635013  0.5743175 ],[0.85453715 7.26443757],[ 0.98463542 -0.02918893],[1.6683855  2.60312811],[ 0.86482856 -0.24651064],[1.26234364 6.4671752 ],[-0.98712108 -0.24165278],[3.26185014 5.76788105],[-0.77667052  0.73853045],[1.33318705 6.85238887],[0.9456599  0.26568247],[0.33592057 3.28234295],[-0.66572279  0.79454248]
[0.31874447 3.40374149],[ 0.38897285 -0.81918021],[4.20411963 4.97120336],[-0.06655448  0.96919137],[3.40550234 5.87696453],[ 0.49771884 -0.86914728],[0.72227169 2.99978693],[-0.81378887  0.62509863],[0.95369022 7.25815307],[ 0.99995343 -0.09369011],[1.75588368 2.5813543 ],[ 0.88508217 -0.1882264 ],[1.16435792 6.44111034],[-0.97062315 -0.27778867],[3.18278795 5.84005114],[-0.80401679  0.70497657],[1.42854102 6.87677714],[0.96222226 0.2233646 ],[0.27178974 3.36395582],[-0.61871506  0.83517688]
[0.35976274 3.32307497],[ 0.43212573 -0.79304928],[4.19414561 5.06811358],[-0.13067889  0.97055559],[3.45329984 5.78908171],[ 0.45727828 -0.88894974],[0.64254598 3.0646706 ],[-0.78148905  0.67102219],[1.05442668 7.24585514],[ 1.01147629 -0.15435612],[1.84514675 2.56537927],[ 0.90001064 -0.13069208],[1.06825686 6.41164879],[-0.9512641  -0.31130705],[3.10107279 5.90881235],[-0.82741667  0.67267969],[1.52507028 6.89655801],[0.97204453 0.17630189],[0.21195152 3.44902071],[-0.57494841  0.86854772]
[0.405383   3.24540953],[ 0.4801188  -0.76009199],[4.17804845 5.16523191],[-0.19006115  0.97211259],[3.49699925 5.69931192],[ 0.41526823 -0.90734237],[0.5659738  3.13383404],[-0.75148971  0.70992522],[1.15597978 7.22752317],[ 1.02004042 -0.21052898],[1.9358017  2.55528191],[ 0.91583512 -0.06776909],[0.97392083 6.3786319 ],[-0.93311268 -0.34673261],[3.01714527 5.97434727],[-0.85142813  0.63730757],[1.6228949  6.91207832],[0.98456085 0.13473964],[0.15646545 3.53719911],[-0.53262889  0.89657858]
[0.4553748  3.17072952],[ 0.51896895 -0.73378409],[4.15612599 5.26235653],[-0.25047103  0.96739253],[3.53616949 5.60754453],[ 0.37243082 -0.92329502],[0.49244853 3.20670376],[-0.72001327  0.74572909],[1.25817411 7.20375626],[ 1.02539804 -0.26179503],[2.02749246 2.55116032],[ 0.91972378 -0.01237592],[0.88171785 6.34236706],[-0.90963348 -0.37721314],[2.9310981  6.03650539],[-0.87050386  0.60449833],[1.72156083 6.9231667 ],[0.98862065 0.08728459],[0.10524715 3.62803585],[-0.49011822  0.92119885]
[0.50960547 3.09917725],[ 0.56655473 -0.6958964 ],[4.12818498 5.35878671],[-0.30865214  0.95995238],[3.57086998 5.51414157],[ 0.32418796 -0.94163949],[0.42221486 3.28308039],[-0.68297832  0.78277818],[1.36072453 7.17510163],[ 1.02378592 -0.31186451],[2.11978882 2.55300027],[0.92451867 0.04808821],[0.79165256 6.30282072],[-0.89271665 -0.41485845],[2.84316279 6.09528969],[-0.88890921  0.5701367 ],[1.8203991  6.92936894],[0.98996505 0.0389376 ],[0.05874246 3.72160556],[-0.44018516  0.94938587]
[0.56855523 3.03151787],[ 0.61066031 -0.65850931],[4.09485552 5.45461182],[-0.3611888   0.95228405],[3.60073674 5.41906371],[ 0.27350645 -0.95910131],[0.35608962 3.36335286],[-0.63900886  0.82246717],[1.46277999 7.14145593],[ 1.01673306 -0.36050129],[2.21223915 2.56075901],[0.92409467 0.10718896],[0.70351419 6.25968691],[-0.86849766 -0.4462766 ],[2.75333539 6.15047344],[-0.90975743  0.53105097],[1.91929181 6.93076462],[ 0.98858956 -0.01000308],[0.01731999 3.81788113],[-0.38835905  0.97537963]
[0.63175555 2.96760918],[ 0.65283299 -0.61957099],[4.05571833 5.54885695],[-0.42027469  0.93311641],[3.62592997 5.32278421],[ 0.22929117 -0.96725087],[0.29434766 3.44736271],[-0.59986645  0.85303576],[1.56427007 7.10342849],[ 1.01146241 -0.40047981],[2.30473625 2.57472316],[0.92263469 0.16935444],[0.61821932 6.21382223],[-0.83838371 -0.47200075],[2.66175375 6.20196566],[-0.92218381  0.49816078],[2.01816359 6.92749509],[ 0.98924516 -0.05439467],[-0.01935935  3.91614183],[-0.34373816  0.99090564]
[0.69908317 2.90769091],[ 0.69429861 -0.57755619],[4.01127531 5.64152642],[-0.46949806  0.91831278],[3.6464665  5.22558244],[ 0.1817745  -0.97601708],[0.23640297 3.53412466],[-0.56075886  0.87987092],[1.66465439 7.06113448],[ 0.99447578 -0.44631937],[2.39680974 2.59480692],[0.91733948 0.23137943],[0.535768   6.16519901],[-0.81364912 -0.50356604],[2.56892679 6.25007582],[-0.93400148  0.46412692],[2.11726509 6.92012447],[ 0.9898024  -0.09535878],[-0.05142316  4.01596299],[-0.29951801  1.00317222]
[0.77044314 2.85206209],[ 0.73392277 -0.53330102],[3.961636   5.73216576],[-0.52365459  0.89332422],[3.66264915 5.12801401],[ 0.14052211 -0.97653252],[0.18260906 3.62362541],[-0.51599314  0.90866315],[1.76337776 7.01453544],[ 0.97777306 -0.4869841 ],[2.48828002 2.62120333],[0.90903144 0.29411196],[0.45576051 6.11333882],[-0.78620176 -0.5334185 ],[2.47488656 6.29466002],[-0.94495451  0.42911413],[2.21600617 6.90839013],[ 0.98271152 -0.14112403],[-0.07879368  4.11715059],[-0.24640489  1.02150617]
[0.84563466 2.80094379],[ 0.76925181 -0.48900486],[3.90647913 5.81997404],[-0.57391124  0.86751446],[3.67402339 5.0298295 ],[ 0.08690675 -0.98661782],[0.1331075  3.71564221],[-0.47429311  0.93083854],[1.8602857  6.96395794],[ 0.95952385 -0.52461947],[2.57838334 2.65348955],[0.89424747 0.35318907],[0.37845561 6.05840584],[-0.75736891 -0.56278835],[2.3803273  6.33625608],[-0.94530382  0.40369205],[2.31395375 6.89212214],[ 0.97219779 -0.18783824],[-0.10133986  4.21953337],[-0.20061686  1.02971498]
[0.92421101 2.75432507],[ 0.79997075 -0.44494513],[3.84696375 5.90559474],[-0.61600813  0.84438651],[3.68052092 4.9312723 ],[ 0.04350198 -0.98382705],[0.08799917 3.80992945],[-0.42849966  0.95371368],[1.9552607  6.90972644],[ 0.93917935 -0.56009914],[2.66713087 2.69195302],[0.88021704 0.4159987 ],[0.30419991 6.00066177],[-0.72563967 -0.59007052],[2.2855783  6.37512909],[-0.95164436  0.37154743],[2.41057033 6.87099986],[ 0.96229883 -0.23197344],[-0.11891849  4.32297906],[-0.15289411  1.03696146]
[1.0059135  2.71238529],[ 0.83440846 -0.39270527],[3.7834139  5.98881825],[-0.65633504  0.81790566],[3.68233713 4.83275302],[-0.0089486  -0.98785109],[0.04759603 3.90645129],[-0.38070472  0.97505169],[2.04826962 6.8522164 ],[ 0.91913783 -0.59130743],[2.75421929 2.73658054],[0.85938586 0.47462629],[0.23307927 5.94010896],[-0.69513942 -0.61945365],[2.19024821 6.41076536],[-0.95720492  0.33873332],[2.50613295 6.84553989],[ 0.94974544 -0.27584296],[-0.13171355  4.4270526 ],[-0.10044968  1.04656476]
[1.09103567 2.67589876],[ 0.86671625 -0.33746583],[3.71535258 6.06868488],[-0.70327169  0.78031886],[3.67911678 4.73419297],[-0.05406055 -0.98179334],[0.0118972  4.00486773],[-0.33205439  0.99397654],[2.13894131 6.79142557],[ 0.89419549 -0.62407016],[2.83901166 2.78695063],[0.83752895 0.53404829],[0.1653683  5.87693264],[-0.66148138 -0.64656611],[2.09396762 6.44262278],[-0.9670067   0.29947665],[2.60006719 6.81545116],[ 0.92966943 -0.32485946],[-0.13953323  4.53167187],[-0.05702926  1.04459757]
[1.17910135 2.64490352],[ 0.89516085 -0.28107171],[3.64302855 6.14500359],[-0.73942893  0.74908867],[3.67126966 4.63621033],[-0.10347811 -0.97814741],[-0.01916717  4.10479198],[-0.28962033  1.00380821],[2.22724972 6.72764504],[ 0.87322268 -0.6497289 ],[2.92169581 2.84343058],[0.81265057 0.59220314],[0.10061256 5.81058863],[-0.63133843 -0.67809744],[1.99697923 6.47072631],[-0.97176578  0.26328435],[2.69241362 6.78101283],[ 0.91562687 -0.36498599],[-0.14278759  4.63624747],[-0.00828763  1.04630322]
[1.26973066 2.61951412],[ 0.92039557 -0.22292234],[3.56718835 6.21808078],[-0.77745074  0.71167774],[3.6586812  4.53889351],[-0.15028612 -0.96981778],[-0.04568598  4.20587678],[-0.24274321  1.01552118],[2.31326703 6.66125802],[ 0.84645969 -0.67823432],[3.00089782 2.90476893],[0.77412676 0.63726627],[0.03911143 5.74129175],[-0.60004024 -0.70924685],[1.89944581 6.49504527],[-0.97608607  0.22562062],[2.78321588 6.74258608],[ 0.89774291 -0.4057319 ],[-0.14090427  4.74111666],[0.04327236 1.0480778 ]
[1.36288961 2.60021368],[ 0.94385592 -0.16113575],[3.48779948 6.28746392],[-0.80994885  0.67570286],[3.64141879 4.44252233],[-0.1945003  -0.95700033],[-0.06763219  4.3078958 ],[-0.19389547  1.02676988],[2.3964501  6.59198547],[ 0.81899891 -0.70498463],[3.07681563 2.97120181],[0.74483297 0.69196095],[-0.01870678  5.66939825],[-0.55668423 -0.72909281],[1.80183865 6.51588819],[-0.97587573  0.19118811],[2.87187792 6.69986801],[ 0.87614055 -0.44748895],[-0.13436182  4.84558454],[0.09185965 1.04529298]
[1.45769913 2.58663449],[ 0.95495378 -0.10727753],[3.40518474 6.35307745],[-0.83974923  0.63854177],[3.61956905 4.34734845],[-0.24084699 -0.9445687 ],[-0.08451162  4.41106102],[-0.14629334  1.03358032],[2.47719253 6.52046862],[ 0.79549249 -0.72531585],[3.14986853 3.04317364],[0.71468372 0.74578288],[-0.07218235  5.59548054],[-0.51310611 -0.74963865],[1.7043225  6.53329623],[-0.97600299  0.15517332],[2.95806874 6.65280066],[ 0.8468623  -0.49424637],[-0.1226738   4.94993179],[0.14109774 1.04061626]
[1.55405986 2.57910906],[ 0.97140968 -0.04331535],[3.31952224 6.41471979],[-0.87014402  0.59704557],[3.59299989 4.25343014],[-0.2882555  -0.93126037],[-0.09658154  4.51484231],[-0.09289661  1.04372481],[2.55539298 6.44684103],[ 0.76695607 -0.74845795],[3.21942024 3.12001112],[0.67617587 0.79054793],[-0.12149581  5.51927326],[-0.47170396 -0.77310655],[1.60681301 6.54703182],[-0.97072175  0.12292063],[3.04168131 6.60154403],[ 0.82421454 -0.53147654],[-0.10582766  5.0539377 ],[0.19599144 1.03921665]
[1.65150399 2.57764606],[0.97875355 0.01588887],[3.231393   6.47261477],[-0.89095827  0.56185724],[3.56212281 4.16134266],[-0.33010777 -0.91111059],[-0.10325156  4.61952489],[-0.0376454   1.05228716],[2.63071164 6.3709731 ],[ 0.73723176 -0.77076427],[3.28511814 3.2012653 ],[0.63759408 0.83401731],[-0.16647017  5.44088197],[-0.43103321 -0.79797821],[1.50996162 6.55764383],[-0.96751363  0.08789561],[3.12295011 6.54665055],[ 0.80131463 -0.56566937],[-0.08417155  5.15702628],[0.23789637 1.02333745]
[1.75006268 2.58271725],[0.98897261 0.08285654],[3.14130195 6.5269699 ],[-0.91368716  0.52193412],[3.52696487 4.07124201],[-0.373348   -0.89102935],[-0.10433169  4.72494556],[0.01595456 1.05572023],[2.70275259 6.29266855],[ 0.70471274 -0.79388205],[3.34656363 3.28639763],[0.59381854 0.8707598 ],[-0.20727545  5.36009337],[-0.38472205 -0.81745045],[1.41320758 6.5644343 ],[-0.96668198  0.04849014],[3.20146558 6.4880342 ],[ 0.76985112 -0.60532189],[-0.05775832  5.25903914],[0.28922737 1.01545987]
[1.84923959 2.59430519],[0.99601464 0.15102368],[3.0486459  6.57686705],[-0.93764701  0.47727396],[3.48740124 3.98314112],[-0.4166261  -0.86947417],[-0.1003408   4.83031166],[0.06486527 1.05234464],[2.7714592  6.21206914],[ 0.6702995  -0.81690653],[3.40401256 3.37547831],[0.55311497 0.90833237],[-0.24348854  5.27730137],[-0.33895008 -0.83774856],[1.31681694 6.56746718],[-0.95799062  0.01516663],[3.27695887 6.42572893],[ 0.73846393 -0.64181789],[-0.02665812  5.35974609],[0.3347124  1.00048647]
[1.94861001 2.6124049 ],[0.99355403 0.21363385],[2.95418707 6.62274889],[-0.9504729  0.441052 ],[3.44360707 3.89735881],[-0.45897974 -0.84570243],[-0.09160266  4.93511905],[0.10798576 1.04178323],[2.83703587 6.12957371],[ 0.64467712 -0.82928967],[3.45706589 3.46787269],[0.50697967 0.93811677],[-0.27500155  5.19260388],[-0.2886256  -0.85352284],[1.22123187 6.5670498 ],[-0.9529168  -0.02301172],[3.34907791 6.35969331],[ 0.70418739 -0.67809917],[0.00899288 5.45890763],[0.38058241 0.98487858]
[2.04768947 2.63689759],[0.98697014 0.27546075],[2.85839399 6.6648446 ],[-0.96370158  0.40222052],[3.39545182 3.81389793],[-0.50386992 -0.82306739],[-0.07798637  5.03936235],[0.16308509 1.04145734],[2.90033311 6.04619076],[ 0.62109893 -0.83832589],[3.5055027  3.56312418],[0.46179245 0.96636477],[-0.30131996  5.10647398],[-0.2391334  -0.87033216],[1.12656568 6.56315134],[-0.94068952 -0.05536715],[3.41798581 6.2904053 ],[ 0.67441756 -0.70668558],[0.04918986 5.55641107],[0.42290025 0.96470856]
[2.14599801 2.66758644],[0.98040955 0.33999022],[2.76177475 6.70346819],[-0.97127872  0.36743897],[3.34316802 3.73312306],[-0.54356797 -0.79410519],[-0.05931553  5.14300623],[0.20935015 1.03028403],[2.96078514 5.96149099],[ 0.58812196 -0.8552343 ],[3.54922499 3.66086997],[0.4131781  0.98857328],[-0.32271702  5.01866073],[-0.1889728  -0.88583421],[1.03320974 6.5560553 ],[-0.92789212 -0.08808729],[3.48369191 6.2181924 ],[ 0.64116751 -0.73560219],[0.09365934 5.65190729],[0.46346908 0.94219062]
[2.2434196  2.70464317],[0.9663244  0.39962818],[2.66408461 6.73820107],[-0.98480027  0.32453038],[3.28680504 3.65518579],[-0.58242859 -0.76327691],[-0.03579286  5.24568681],[0.2603696  1.02231699],[3.01788901 5.87513753],[ 0.55395571 -0.87153718],[3.58815633 3.7607704 ],[0.36518454 1.00867639],[-0.33899353  4.92944648],[-0.13457027 -0.89623301],[0.94075693 6.54523129],[-0.92004095 -0.12768207],[3.54566055 6.14283411],[ 0.59984135 -0.76938063],[0.14235339 5.74528771],[0.50647614 0.92154662]
[2.33914699 2.7474502 ],[0.94914178 0.45754239],[2.56531229 6.76878086],[-0.98995736  0.28761133],[3.22654654 3.58036597],[-0.62186696 -0.73217759],[-0.00760048  5.3470658 ],[0.30370475 1.00549028],[3.07170966 5.78737346],[ 0.52485722 -0.88112204],[3.62244224 3.8626813 ],[0.31986933 1.02831311],[-0.34955784  4.83949382],[-0.07523602 -0.90120268],[0.84925704 6.53050153],[-0.90844857 -0.16568276],[3.60374144 6.06450535],[ 0.56112751 -0.79732109],[0.19470741 5.83596221],[0.5402331  0.89170076]
[2.43289248 2.79583615],[0.92589108 0.5103625 ],[2.46573459 6.7952866 ],[-1.00074642  0.24290328],[3.16273051 3.50907773],[-0.65535562 -0.6944598 ],[0.02491319 5.44672015],[0.34728032 0.98826542],[3.12238544 5.69848863],[ 0.49119697 -0.89380056],[3.65214807 3.96634213],[0.27366469 1.04370484],[-0.35439156  4.7488846 ],[-0.01956198 -0.90875346],[0.75930488 6.51228407],[-0.89279332 -0.20110093],[3.65784837 5.98344264],[ 0.52419335 -0.82026777],[0.25055483 5.92377875],[0.57776611 0.86569537]
[2.52413024 2.84934192],[0.8997494  0.56058029],[2.36483909 6.81692288],[-1.01607346  0.19029032],[3.09538139 3.44140735],[-0.68996428 -0.65727029],[0.06175669 5.54458475],[0.38955611 0.96895933],[3.16956612 5.60829535],[ 0.45523979 -0.90700524],[3.67713448 4.07128501],[0.22623175 1.05478413],[-0.35344196  4.65781289],[ 0.03671366 -0.91412407],[0.67065327 6.49015183],[-0.87854404 -0.24009087],[3.70827912 5.90024362],[ 0.48268822 -0.84489678],[0.31028764 6.00910914],[0.61568713 0.83973312]
[2.61296698 2.90809526],[0.87450134 0.61197293],[2.2630734  6.83380268],[-1.02088589  0.14539752],[3.02455261 3.37746066],[-0.72648491 -0.62156282],[0.10278493 5.64044655],[0.43078752 0.94796655],[3.21339461 5.51710056],[ 0.42196005 -0.91599501],[3.69746376 4.1772635 ],[0.17974462 1.06362513],[-0.34718516  4.56601802],[ 0.0881537  -0.92142739],[0.58389238 6.46450236],[-0.85714179 -0.27353758],[3.75431874 5.81450841],[ 0.43758474 -0.86975975],[0.37350508 6.09153181],[0.6503008  0.81043844]
[2.69895859 2.97165874],[0.84612241 0.65994489],[2.16090253 6.84615566],[-1.02050626  0.1034897 ],[2.94996692 3.31698744],[-0.76349637 -0.586251  ],[0.14793505 5.73417709],[0.4734317  0.92775519],[3.2538408  5.42502979],[ 0.38668448 -0.92547247],[3.71295247 4.28379932],[0.13173179 1.06821706],[-0.33528344  4.47414099],[ 0.14769494 -0.91788552],[0.49908886 6.43523946],[-0.8373094  -0.31038099],[3.7957279 5.7263406],[ 0.38845733 -0.89515318],[0.43995947 6.17080545],[0.68140636 0.77773194]
[2.78236264 3.04025095],[0.81907194 0.70881385],[2.05903449 6.85452839],[-1.01810321  0.06250742],[2.87204865 3.26040825],[-0.79371859 -0.54426819],[0.19741052 5.82590459],[0.51763555 0.90820336],[3.29062444 5.33196746],[ 0.35110373 -0.93342673],[3.72393563 4.390916  ],[0.08537809 1.07114074],[-0.31750677  4.38267364],[ 0.20603368 -0.91270517],[0.41613463 6.40204689],[-0.81833057 -0.35033146],[3.83262233 5.63619962],[ 0.34768794 -0.90901345],[0.50952704 6.24681706],[0.71130879 0.74395008]
[2.86262203 3.11324347],[0.78541181 0.75004354],[1.9572078 6.8585131],[-1.01835982  0.01688566],[2.79121013 3.20811942],[-0.82335614 -0.5019328 ],[0.25104973 5.91537521],[0.55248211 0.8786406 ],[3.32380301 5.2381433 ],[ 0.31525117 -0.93997999],[3.73007227 4.49799195],[0.03665018 1.06924301],[-0.29384531  4.29193719],[ 0.26548831 -0.90316285],[0.33504823 6.36470824],[-0.79837293 -0.39176158],[3.86494455 5.54432979],[ 0.29991926 -0.92674626],[0.58220702 6.31958055],[0.74188891 0.71101861]
[2.93944458 3.19022102],[0.74771676 0.78586337],[1.85551011 6.85798072],[-1.01452517 -0.02677911],[2.70746595 3.16009485],[-0.85100144 -0.45821778],[0.30824654 6.00196515],[0.59054406 0.85224122],[3.35377309 5.14409527],[ 0.28189212 -0.94301525],[3.73139967 4.60481892],[-0.010571    1.06637681],[-0.26420558  4.20235754],[ 0.32694311 -0.88811718],[0.25645578 6.32361952],[-0.7746643  -0.43148598],[3.89267533 5.45101912],[ 0.25132507 -0.94233222],[0.65804322 6.38916288],[0.77502108 0.68095215]
[3.01232492 3.27053158],[0.70734999 0.81748288],[1.75430519 6.85309729],[-1.00767229 -0.0691496 ],[2.62125166 3.11670233],[-0.87144955 -0.40794212],[0.36885789 6.08551712],[0.62290392 0.8200817 ],[3.38035361 5.04975606],[ 0.24663892 -0.94661455],[3.72784222 4.71108661],[-0.05799114  1.06103968],[-0.22883264  4.11407325],[ 0.3810934  -0.87622456],[0.18023183 6.27844148],[-0.75082297 -0.47342034],[3.91545908 5.3562313 ],[ 0.20287492 -0.95443833],[0.73651608 6.45507959],[0.79711109 0.64017113]
[3.08098415 3.35374461],[0.66680111 0.84739915],[1.6539265  6.84404734],[-0.99807376 -0.11016111],[2.53289815 3.07821234],[-0.89366781 -0.36014459],[0.43287402 6.16601775],[0.65635384 0.78890902],[3.40352645 4.95525207],[ 0.21878906 -0.94149475],[3.7200072  4.81711766],[-0.09862657  1.05901769],[-0.18800068  4.02725094],[ 0.4363738  -0.85856494],[0.1065762  6.22913411],[-0.7188835  -0.50957404],[3.93365105 5.26061675],[ 0.15745336 -0.96095199],[0.81765762 6.51740108],[0.8215645  0.60223307]
[3.14594478 3.44021489],[0.63244679 0.88160943],[1.55443791 6.8307529 ],[-0.98978054 -0.1540701 ],[2.44228088 3.04439751],[-0.91654766 -0.31440858],[0.5003024  6.24346226],[0.68760735 0.75544179],[3.42382278 4.86118903],[ 0.18713702 -0.93965466],[3.70797535 4.92264982],[-0.1384504   1.05451995],[-0.14162997  3.94243588],[ 0.49015233 -0.8378047 ],[0.03647295 6.17647819],[-0.68667012 -0.54732625],[3.94677853 5.16399023],[ 0.10993213 -0.96633522],[0.90074004 6.57543349],[0.84166917 0.56011901]
[3.20715641 3.52968464],[0.59104725 0.90668225],[1.45597803 6.81317806],[-0.97853113 -0.1966769 ],[2.34972888 3.01543014],[-0.93471311 -0.26552359],[0.5706898 6.3173963],[0.72021153 0.72337629],[3.44062877 4.76705353],[ 0.14961895 -0.94207678],[3.69222959 5.02780215],[-0.17688581  1.0475409 ],[-0.08958215  3.86023062],[ 0.55001694 -0.8063551 ],[-0.03053453  6.1198107 ],[-0.64982039 -0.58263134],[3.95549348 5.06726714],[ 0.06476631 -0.96746371],[0.98605938 6.62950184],[0.86546127 0.52217786]
[3.26417752 3.62151914],[0.5501586  0.93036465],[1.35857543 6.79118716],[-0.9695776  -0.24347368],[2.25553015 2.99143343],[-0.94851124 -0.21405268],[0.64416055 6.38794881],[0.74895744 0.68751028],[3.45346836 4.6725786 ],[ 0.10872608 -0.94560067],[3.67264528 5.1321008 ],[-0.21659983  1.036176  ],[-0.03185738  3.78109252],[ 0.60230999 -0.77767872],[-0.09347161  6.05989835],[-0.60947591 -0.61643729],[3.95919704 4.97006991],[ 0.01067992 -0.97456574],[1.07401244 6.68008235],[0.89068896 0.48681141]
[3.3168614  3.71538002],[0.50545975 0.94842817],[1.26233062 6.76467669],[-0.95723323 -0.28887591],[2.16018507 2.97273816],[-0.96087007 -0.16275479],[0.72049648 6.45491113],[0.78080402 0.6548885 ],[3.46249216 4.57812213],[ 0.07119777 -0.94387451],[3.64883168 5.23489983],[-0.25751202  1.02154388],[0.03065285 3.70464416],[ 0.64661469 -0.75165461],[-0.15255036  5.99632738],[-0.57374645 -0.65687795],[3.95754306 4.87238625],[-0.04132846 -0.97626058],[1.16414704 6.72684114],[0.90972223 0.44630305]
[3.36564994 3.81151088],[0.4709229  0.97417662],[1.1673784  6.73358228],[-0.9412847  -0.33268036],[2.06371228 2.95916055],[-0.96807343 -0.1085776 ],[0.79988627 6.51849825],[0.80765551 0.61762891],[3.46781509 4.48397273],[ 0.03457326 -0.93962006],[3.62118109 5.33635473],[-0.29517323  1.00747006],[0.09776284 3.63123229],[ 0.69556951 -0.71573557],[-0.2082027   5.92847751],[-0.53876645 -0.69975162],[3.95065236 4.77463708],[-0.09408023 -0.97581344],[1.25586095 6.7692612 ],[0.92377059 0.40144939]
[3.41066205 3.90974861],[0.42925355 0.99008071],[1.0742032  6.69821426],[-0.92130963 -0.3739166 ],[1.96657834 2.95096325],[-0.97335772 -0.05463958],[0.88189175 6.57830882],[0.83138225 0.57762737],[3.46950634 4.39035399],[-0.00104391 -0.93287129],[3.58961914 5.4361335 ],[-0.33662891  0.98727434],[0.1697281  3.56162925],[ 0.74376261 -0.675422  ],[-0.25983262  5.85679212],[-0.49460271 -0.73485802],[3.93893799 4.67749832],[-0.14067336 -0.96725154],[1.34904557 6.80729791],[0.93658133 0.35612859]
[3.45118062 4.00916003],[0.38296845 0.99969189],[0.98319568 6.65883563],[-0.89829467 -0.41323443],[1.8690415  2.94817344],[-0.97978267 -0.00425675],[0.96623014 6.6340974 ],[0.85558876 0.53849048],[3.46755293 4.29740253],[-0.03587024 -0.92382039],[3.55378272 5.53368218],[-0.37850933  0.96495196],[0.24628729 3.49609268],[ 0.78435341 -0.63751517],[-0.30729973  5.78129109],[-0.45148973 -0.7719691 ],[3.92207866 4.58084164],[-0.19527341 -0.96419501],[1.44334351 6.84066342],[0.94886136 0.31081799]
[3.48748491 4.10984385],[0.34104641 1.0114962 ],[0.89436452 6.61534161],[-0.87982542 -0.45840938],[1.77095753 2.95033406],[-0.97872225  0.05016172],[1.05290939 6.6859193 ],[0.87932448 0.49949806],[3.46235856 4.20564021],[-0.07065843 -0.9138462 ],[3.51412462 5.62924773],[-0.41665606  0.94390669],[0.32661639 3.43430632],[ 0.82336079 -0.59625562],[-0.35023859  5.7022665 ],[-0.40377261 -0.80507362],[3.89998716 4.48485418],[-0.24190643 -0.95070537],[1.53873728 6.86940615],[0.95921404 0.26441892]
[3.51928336 4.21130856],[0.29527491 1.01780258],[0.80788084 6.56775735],[-0.85193151 -0.49545256],[1.67351281 2.95836617],[-0.9693717   0.11093468],[1.14172126 6.73363864],[0.8978598  0.45599212],[3.45380912 4.11506747],[-0.10057515 -0.89782568],[3.47064421 5.72258697],[-0.44920258  0.92611603],[0.41087413 3.37692535],[ 0.86205636 -0.55029056],[-0.3881705   5.62014147],[-0.35279573 -0.83527666],[3.87338214 4.39042297],[-0.2895711 -0.9370589],[1.63525842 6.89366378],[0.96888542 0.21864001]
[3.54675627 4.31356053],[0.25430355 1.02690166],[0.72377867 6.51600053],[-0.82830638 -0.53808552],[1.57666971 2.97201415],[-0.96475414  0.16419402],[1.23247376 6.77713092],[0.91544599 0.41232248],[3.44157993 4.02548133],[-0.14217464 -0.89173117],[3.42414046 5.81421649],[-0.48190826  0.90500829],[0.49908058 3.32448044],[ 0.89872092 -0.50115972],[-0.4208851   5.53511633],[-0.30194262 -0.86551021],[3.841948   4.29737746],[-0.34121938 -0.92567262],[1.73264536 6.91329708],[0.98074516 0.17635521]
