[1.37680096 0.37655935],[-4.26094988 -4.03060817],[3.44987912 6.84891591],[3.71552603 2.97180114],[5.53458426 3.42652324],[ 2.9000969  -4.96818392],[9.07320641 9.30347639],[0.76089219 0.95470331],[9.04124769 7.66563801],[-1.22270571 -0.32506457],[6.29894861 9.6299828 ],[-2.87293659 -2.60798584],[9.47704415 1.10322127],[ 2.32357407 -2.85783583],[5.77664015 1.66206253],[ 1.41643759 -4.53362632],[6.17698815 3.19976125],[-3.26379907  3.89593528],[8.96616116 5.29815037],[0.82146543 0.88477005]
[5.10570347 3.8869784 ],[0.36904115 0.93961275],[9.24463084 2.52899864],[-0.16211501 -0.9327719 ],[9.15345124 4.31160558],[-0.58898154  0.82318084],[6.30331808 5.37708599],[-0.83851958 -0.41896876],[6.50780345 1.50743061],[ 0.92502649 -0.42146682],[6.56019419 1.17558213],[ 1.02041808 -0.20571444],[9.72585202 2.49289842],[-0.10269979  1.08350756],[9.57023784 3.85264697],[-0.35947123  0.95286541],[8.11371654 4.69698878],[ 0.94160518 -0.39390815],[5.41163696 3.77139377],[-0.30939247 -0.9003963 ]
[5.14549579 3.98000436],[0.42864149 0.92244813],[9.22598704 2.43607508],[-0.20767033 -0.92232525],[9.09240746 4.39233408],[-0.63177593  0.79089305],[6.22041615 5.33223766],[-0.81639147 -0.47521393],[6.60127368 1.46751578],[ 0.94512735 -0.37554071],[6.66284179 1.15764623],[ 1.035092   -0.14981599],[9.71309529 2.60134734],[-0.15402587  1.08286994],[9.53165822 3.94688781],[-0.41011328  0.93328363],[8.20704996 4.65609925],[ 0.92474231 -0.42380764],[5.38333339 3.68051049],[-0.2571141 -0.9174892]
[5.19119685 4.07116676],[0.48671505 0.9018789 ],[9.20296008 2.3444594 ],[-0.25214309 -0.90893361],[9.02749449 4.47005542],[-0.66582714  0.76353158],[6.1398817 5.2818038],[-0.79306656 -0.53253143],[6.69686526 1.4324819 ],[ 0.96547849 -0.32579028],[6.76708281 1.14564595],[ 1.04454706 -0.09488133],[9.69535304 2.70960268],[-0.20386683  1.07822165],[9.48823628 4.03919467],[-0.45499187  0.9154155 ],[8.29858069 4.61221907],[ 0.90411856 -0.45522606],[5.36014261 3.58786614],[-0.20491351 -0.93333375]
[5.24254291 4.16003687],[0.54254464 0.87773221],[9.17534811 2.25415431],[-0.29903009 -0.89582442],[8.95927843 4.54495042],[-0.69932732  0.73291311],[6.06232661 5.22619152],[-0.75904634 -0.58088261],[6.79414453 1.40223668],[ 0.98345862 -0.27523887],[6.871935   1.13893317],[ 1.05299101 -0.03836696],[9.67248888 2.81702252],[-0.25283268  1.06990554],[9.4403363  4.12950181],[-0.50606521  0.88710317],[8.3881085 4.5653568],[ 0.88258044 -0.48549434],[5.34238637 3.49391641],[-0.14992143 -0.9451011 ]
[5.29979182 4.24674388],[0.60007975 0.85400625],[9.14308664 2.16530502],[-0.34591522 -0.88057677],[8.88785911 4.61674863],[-0.72916095  0.70236369],[5.98797947 5.16547675],[-0.72509483 -0.63073837],[6.89332822 1.37734903],[ 0.99780653 -0.22443992],[6.97730098 1.13769194],[1.05594037 0.01543857],[9.6450623  2.92368224],[-0.29838536  1.05990553],[9.38726329 4.21674854],[-0.55386105  0.85868111],[8.4754715  4.51555525],[ 0.862609   -0.51222806],[5.33015097 3.39888554],[-0.09687071 -0.95717629]
[5.36218157 4.33044449],[0.64919399 0.82153237],[9.10647056 2.07840697],[-0.38324993 -0.85409957],[8.81370719 4.68557112],[-0.75720083  0.67021244],[5.91721809 5.09991081],[-0.68876412 -0.67927792],[6.99369536 1.35743847],[ 1.00873015 -0.1741471 ],[7.08283896 1.14183248],[1.05554069 0.06832518],[9.61299334 3.02904834],[-0.34266905  1.04692492],[9.33010046 4.3016304 ],[-0.58933451  0.83824802],[8.56060099 4.46294744],[ 0.83898938 -0.54062919],[5.32347901 3.30301467],[-0.03631199 -0.95974539]
[5.42957916 4.4109893 ],[0.69557383 0.78631877],[9.0660191  1.99410743],[-0.42557878 -0.83151573],[8.73647423 4.75073315],[-0.78516466  0.63479523],[5.85036293 5.0297252 ],[-0.64910758 -0.72520684],[7.09499254 1.34253289],[ 1.01655947 -0.12415822],[7.18840034 1.15144577],[1.05312237 0.12166925],[9.57688503 3.13326975],[-0.38219584  1.03398801],[9.26937272 4.38423099],[-0.62449897  0.8138135 ],[8.64321616 4.40743951],[ 0.8107121  -0.57185946],[5.3228353 3.2069341],[ 0.02205329 -0.96283906]
[5.50143492 4.48785404],[0.73892923 0.74853733],[9.02121487 1.91203012],[-0.46932014 -0.80864214],[8.65645724 4.81220349],[-0.81354989  0.59570343],[5.78760438 4.95505842],[-0.60659862 -0.76860923],[7.1969527  1.33263836],[ 1.02335221 -0.07258866],[7.29376405 1.16655088],[1.05383837 0.18047866],[9.53618114 3.23538479],[-0.43016967  1.00953783],[9.2050137  4.46407518],[-0.66476991  0.78039053],[8.72288437 4.34877108],[ 0.7840228  -0.59981423],[5.32766106 3.11032381],[ 0.07728022 -0.96594109]
[5.57757106 4.56091878],[0.78360944 0.71280327],[8.97243635 1.8327095 ],[-0.50851064 -0.77989232],[8.57400664 4.87001209],[-0.83463065  0.56085679],[5.72893848 4.87589774],[-0.56759941 -0.81526173],[7.29966882 1.32813862],[ 1.02958407 -0.01839338],[7.39905856 1.18754454],[1.04754983 0.23519389],[9.49117159 3.33538417],[-0.47089681  0.98898655],[9.13658295 4.54035599],[-0.70248517  0.74596891],[8.79993742 4.2874618 ],[ 0.75765418 -0.62542578],[5.33807846 3.0136263 ],[ 0.13101545 -0.9673472 ]
[5.65822533 4.6305145 ],[0.82854241 0.67848496],[8.91972578 1.75631448],[-0.54934677 -0.75149551],[8.48968106 4.9244331 ],[-0.85234277  0.5266914 ],[5.67462693 4.79256369],[-0.51875782 -0.85133349],[7.4029069 1.3291048],[1.03192345 0.03499141],[7.50313078 1.21346425],[1.03433715 0.28372776],[9.44206753 3.43313848],[-0.51158233  0.96515597],[9.06463598 4.61326669],[-0.73613758  0.71196022],[8.87437996 4.22371962],[ 0.73128638 -0.64899357],[5.3538122 2.9169244],[ 0.18334117 -0.96629008]
[5.74323352 4.69662237],[0.86811385 0.64054119],[8.86289965 1.68279608],[-0.58778712 -0.71936069],[8.40358227 4.9753068 ],[-0.87247912  0.48747461],[5.62510375 4.70557535],[-0.47035423 -0.88679321],[7.50594977 1.33509238],[1.02974477 0.08578844],[7.60565527 1.24404162],[1.01547982 0.32699479],[9.38899883 3.52845523],[-0.54787223  0.94253994],[8.98956787 4.68284244],[-0.76476047  0.67944695],[8.94594894 4.15748456],[ 0.6977665  -0.67771913],[5.37518539 2.8209075 ],[ 0.24056231 -0.9569176 ]
[5.83192448 4.75875762],[0.90173544 0.59861187],[8.80204953 1.61236926],[-0.62859517 -0.68844525],[8.31529383 5.02192627],[-0.89194442  0.44580151],[5.58076197 4.61543964],[-0.41926718 -0.9183559 ],[7.6087342  1.34622419],[1.02476526 0.13593712],[7.70632224 1.27896783],[0.99647481 0.37014968],[9.33255719 3.6215894 ],[-0.58186994  0.91872059],[8.91200937 4.74937285],[-0.78648775  0.65057732],[9.01423522 4.08854518],[ 0.67022182 -0.69847153],[5.40218425 2.72591742],[ 0.29976251 -0.94196111]
[5.92354685 4.81636205],[0.9311904  0.55432979],[8.73736324 1.54532775],[-0.66570283 -0.65288917],[8.22558603 5.06478082],[-0.90493488  0.40819426],[5.54146077 4.52217542],[-0.366617   -0.94639033],[7.71089335 1.36232756],[1.0196112  0.18762915],[7.80539349 1.31854382],[0.98315762 0.41969102],[9.27285545 3.71232432],[-0.61262708  0.89499747],[8.83194071 4.8125229 ],[-0.81368902  0.61310509],[9.07965914 4.01752496],[ 0.63882988 -0.72102417],[5.43504984 2.6325361 ],[ 0.35546912 -0.92707065]
[6.01814823 4.86968341],[0.96001649 0.51175751],[8.66935291 1.48226892],[-0.69444432 -0.60816277],[8.13464459 5.10381855],[-0.9114671   0.37471798],[5.50713518 4.42593857],[-0.31935764 -0.97712524],[7.81235031 1.3835158 ],[1.00801497 0.23474887],[7.90270899 1.36268762],[0.96209404 0.46204447],[9.21033303 3.80078643],[-0.63883047  0.87272649],[8.74920265 4.8718184 ],[-0.84188913  0.57145835],[9.14203707 3.94444489],[ 0.60851902 -0.74047017],[5.47329586 2.54066802],[ 0.41172466 -0.90735282]
[6.11508629 4.91831054],[0.97945861 0.46183577],[8.59840045 1.42365451],[-0.72369853 -0.56316675],[8.04262306 5.13897528],[-0.92833165  0.32859312],[5.47783798 4.32709247],[-0.26693059 -0.99959446],[7.91259615 1.40941592],[0.99679708 0.28338097],[7.99804851 1.41120586],[0.94485636 0.50849155],[9.14524595 3.88693277],[-0.66325852  0.84938875],[8.66405888 4.92720619],[-0.85967056  0.53719642],[9.20120973 3.86934799],[ 0.57621286 -0.7598492 ],[5.51705712 2.45086379],[ 0.46497637 -0.88653091]
[6.21405894 4.9621363 ],[0.99805259 0.41312811],[8.52414742 1.36919394],[-0.75887421 -0.52357314],[7.94929254 5.16974657],[-0.93434814  0.29047339],[5.45401573 4.22637068],[-0.21029554 -1.01511116],[8.01171463 1.4402485 ],[0.98432129 0.33228432],[8.0913998 1.4641254],[0.92122241 0.54881579],[9.07759848 3.97050016],[-0.68880521  0.82244074],[8.57692981 4.97882368],[-0.87944262  0.49816648],[9.25712909 3.79239256],[ 0.54160516 -0.77948013],[5.56602792 2.36324651],[ 0.51538526 -0.86407596]
[6.3148934  5.00119903],[1.01941612 0.36946398],[8.44677309 1.31910523],[-0.78763315 -0.47724502],[7.85516558 5.19641123],[-0.94987552  0.24051494],[5.43581767 4.12419636],[-0.15337819 -1.02752917],[8.10918118 1.47561922],[0.96634518 0.37650094],[8.18215546 1.52082467],[0.89319095 0.58430087],[9.00733484 4.05119513],[-0.71760462  0.78997699],[8.48763952 5.02620707],[-0.90580441  0.44947346],[9.30965474 3.71364532],[ 0.50458579 -0.7994281 ],[5.62024278 2.27830179],[ 0.57117404 -0.83184097]
[6.4178355  5.03603338],[1.03689351 0.32521429],[8.36639818 1.27352901],[-0.81872513 -0.43323792],[7.76003209 5.21846446],[-0.95416773  0.19887721],[5.42323835 4.02085746],[-0.09833536 -1.03870059],[8.20509552 1.51570927],[0.95132375 0.42478995],[8.27008944 1.58102365],[0.86604391 0.62006773],[8.93445636 4.12880185],[-0.73985394  0.76190604],[8.39632069 5.06916389],[-0.91944665  0.41043602],[9.35838019 3.63292161],[ 0.46812604 -0.81645757],[5.68007249 2.19682608],[ 0.62443461 -0.79789293]
[6.52206527 5.06611057],[1.04423651 0.2731988 ],[8.28304257 1.23246251],[-0.84561697 -0.38550542],[7.66404797 5.2357937 ],[-0.96386079  0.14885057],[5.41633587 3.9167404 ],[-0.03866448 -1.04204943],[8.29928869 1.56045665],[0.93298695 0.47070745],[8.35534272 1.64480785],[0.83846334 0.65492609],[8.85914985 4.20329034],[-0.76432595  0.7294704 ],[8.30408277 5.10856479],[-0.92773467  0.37492498],[9.40354777 3.55069357],[ 0.43643901 -0.82660479],[5.74500496 2.11875626],[ 0.6745792  -0.76232936]
[6.62690299 5.09092227],[1.0545701  0.22566259],[8.19694931 1.19608399],[-0.8751341  -0.34122679],[7.56740143 5.24827502],[-0.96903052  0.10036021],[5.41513352 3.81218177],[ 0.01561843 -1.04744518],[8.39145259 1.60963549],[0.90853469 0.51108109],[8.43783172 1.71204516],[0.80910677 0.68743417],[8.78162846 4.27466286],[-0.78460702  0.69914098],[8.21053476 5.1438159 ],[-0.94311069  0.32974726],[9.44542537 3.46741964],[ 0.40137107 -0.83831153],[5.81462887 2.04416247],[ 0.71749522 -0.72911634]
[6.73291459 5.11128041],[1.06470167 0.18111163],[8.10829243 1.16445303],[-0.89567682 -0.28927691],[7.47048836 5.25602092],[-0.96982722  0.05362425],[5.41982411 3.70771212],[ 0.07775956 -1.04194231],[8.48081075 1.66248169],[0.88067644 0.54777844],[8.51726045 1.78237039],[0.78036858 0.71979582],[8.70273553 4.34356505],[-0.79566413  0.67622546],[8.11544018 5.17438854],[-0.95898985  0.28089711],[9.48353723 3.38282243],[ 0.36005793 -0.85399263],[5.88844152 1.97303159],[ 0.75806737 -0.69339155]
[6.8397121  5.12710845],[1.06891357 0.13357765],[8.0175072  1.13788465],[-0.92106364 -0.2436192 ],[7.37360475 5.25908058],[-0.96790808  0.00717117],[5.43033746 3.60355514],[ 0.13188988 -1.04105133],[8.56775098 1.71937119],[0.85684163 0.58869014],[8.59370734 1.8557857 ],[0.74773266 0.7474684 ],[8.62228679 4.40963749],[-0.81378963  0.64446356],[8.01888675 5.20003263],[-0.97171108  0.23189234],[9.51755942 3.29682805],[ 0.31935469 -0.86651716],[5.96605102 1.90544811],[ 0.79480508 -0.65684142]
[6.94687159 5.13823964],[1.0766079  0.09205618],[7.92450415 1.11608503],[-0.94154432 -0.19544736],[7.2772176  5.25769806],[-0.96080093 -0.03602237],[5.44640219 3.499829  ],[ 0.18865355 -1.03358208],[8.6522245  1.78027665],[0.83066352 0.62735918],[8.66698073 1.93201382],[0.71628675 0.775432  ],[8.5398873  4.47230055],[-0.83399672  0.60867323],[7.92129915 5.22086121],[-0.9783389   0.18606502],[9.54770615 3.20988977],[ 0.28034642 -0.87513594],[6.04718495 1.8415945 ],[ 0.82829948 -0.61908963]
[7.05470902 5.14532417],[1.07952276 0.04953041],[7.82978852 1.09930874],[-0.95334806 -0.1410336 ],[7.18146324 5.25181851],[-0.95260796 -0.08017293],[5.46794836 3.39685056],[ 0.24248869 -1.0250329 ],[8.73394521 1.84490473],[0.80224826 0.66359597],[8.73715399 2.01103368],[0.68498867 0.80253815],[8.45556528 4.53138117],[-0.85020276  0.57488976],[7.82332298 5.23726946],[-0.9793295   0.14379295],[9.57343625 3.12171103],[ 0.2347837 -0.8874367],[6.13184202 1.78191094],[ 0.86193426 -0.5767937 ]
[7.16277422 5.14824768],[1.08113493 0.00893062],[7.73389859 1.08786611],[-0.96097913 -0.08477394],[7.08642402 5.24131322],[-0.94787851 -0.13003865],[5.49480219 3.29486089],[ 0.29430035 -1.01434014],[8.81252509 1.91283759],[0.76955597 0.6951241 ],[8.80352989 2.09205242],[0.64527773 0.82039872],[8.36985868 4.58723373],[-0.86377056  0.54205249],[7.72497102 5.24906472],[-0.98263856  0.0967975 ],[9.59451772 3.03236319],[ 0.18825769 -0.89762494],[6.21944588 1.72624229],[ 0.89226341 -0.5338122 ]
[7.27061875 5.14687553],[ 1.07341969 -0.03837291],[7.63742149 1.08212716],[-0.96716389 -0.02912515],[6.99216322 5.22599859],[-0.93787283 -0.17712157],[5.52679316 3.19410309],[ 0.3451366  -1.00037297],[8.88791745 1.98398075],[0.73633519 0.72563031],[8.86638317 2.17526074],[0.61244304 0.84417515],[8.28280234 4.63972277],[-0.87695689  0.50785364],[7.62662898 5.25639746],[-0.9838578   0.04988075],[9.61115254 2.94234095],[ 0.14329559 -0.90359625],[6.31019767 1.6751999 ],[ 0.92246838 -0.4866945 ]
[7.37772036 5.14088968],[ 1.06636184 -0.08317376],[7.54072086 1.08223103],[-0.96505826  0.0326235 ],[6.89865351 5.20559028],[-0.93136969 -0.23056041],[5.56375942 3.09485079],[ 0.39381635 -0.98435967],[8.96008361 2.05824185],[0.70600123 0.75843291],[8.92577338 2.26061476],[0.57791205 0.86520229],[8.19462783 4.68890899],[-0.8846577   0.47753143],[7.5281517  5.25889826],[-9.84839295e-01  5.56784283e-04],[9.62339256 2.85194881],[ 0.10018404 -0.90520984],[6.40369999 1.6287991 ],[ 0.94703665 -0.44123072]
[7.4842112  5.13063455],[ 1.06485556 -0.11984928],[7.44412931 1.08829926],[-0.96711764  0.08779702],[6.80614303 5.18004183],[-0.91591949 -0.27779314],[5.60566427 2.9974778 ],[ 0.44760649 -0.95926308],[9.02889442 2.13542716],[0.67016469 0.78504501],[8.98183935 2.34813858],[0.54345529 0.88503025],[8.10612012 4.7354508 ],[-0.88968027  0.44902055],[7.42955442 5.25629514],[-0.98519072 -0.05111217],[9.63115933 2.76135901],[ 0.05552639 -0.90580098],[6.49963455 1.58711069],[ 0.96953183 -0.39408251]
[7.59030774 5.11665116],[ 1.05698591 -0.15948769],[7.34758478 1.09996728],[-0.96307818  0.14568243],[6.71520094 5.14969037],[-0.90202476 -0.32868166],[5.65296099 2.90278322],[ 0.49738529 -0.93492956],[9.09401978 2.21513791],[0.63607482 0.81270039],[9.03451747 2.43763656],[0.51036356 0.90488495],[8.01668393 4.77864065],[-0.89841559  0.41511911],[7.33129024 5.24876904],[-0.98078911 -0.10048601],[9.63463972 2.67100369],[ 0.0123253  -0.90272373],[6.59776698 1.550273  ],[ 0.98794202 -0.34737158]
[7.69563888 5.09886568],[ 1.04934691 -0.19603364],[7.25179418 1.11762776],[-0.95509841  0.2045569 ],[6.62601555 5.11450642],[-0.88068646 -0.37421068],[5.70486235 2.81035525],[ 0.54194465 -0.91160393],[9.15558343 2.297417  ],[0.59405079 0.83158311],[9.08374755 2.52891405],[0.4762269  0.92230798],[7.92643967 4.81842591],[-0.90708402  0.37963639],[7.23383759 5.23657127],[-0.97225345 -0.14763013],[9.63330198 2.58060167],[-0.03857029 -0.90431526],[6.69739989 1.51790263],[ 1.00455805 -0.29968654]
[7.79969876 5.07702813],[ 1.03480301 -0.2374071 ],[7.1565598  1.14073719],[-0.94878937  0.25764327],[6.53920619 5.07493345],[-0.85529465 -0.41717811],[5.76107271 2.72032015],[ 0.57922552 -0.89136879],[9.2127831  2.38140103],[0.55047372 0.84850542],[9.12945323 2.62174833],[0.43911992 0.93539197],[7.83521814 4.85444918],[-0.91412499  0.34376056],[7.13709725 5.21940286],[-0.96247831 -0.19595628],[9.62695872 2.4902854 ],[-0.08818693 -0.90144436],[6.79850678 1.49026765],[ 1.01775113 -0.25243587]
[7.902381   5.05123972],[ 1.01749497 -0.27936024],[7.06178899 1.1687487 ],[-0.94233704  0.30595247],[6.45434641 5.03038081],[-0.84109568 -0.47346197],[5.82104208 2.63255843],[ 0.62001473 -0.86336588],[9.26616991 2.46758548],[0.51599941 0.87363969],[9.17169668 2.71606586],[0.40350466 0.94842369],[7.7432308  4.88672545],[-0.92143768  0.30570234],[7.04129269 5.19724416],[-0.95107513 -0.24498282],[9.61590996 2.40064736],[-0.13226773 -0.8904402 ],[6.9008155  1.46737868],[ 1.02663015 -0.20670515]
[8.00312949 5.02112502],[ 1.00060551 -0.31942604],[6.96842895 1.20214791],[-0.92688129  0.35932001],[6.37128577 4.98045992],[-0.82310787 -0.5282191 ],[5.88502007 2.54771093],[ 0.65669909 -0.83579242],[9.31586413 2.55597826],[0.47458834 0.89068431],[9.21014836 2.81140029],[0.36690111 0.95934052],[7.65054708 4.91513566],[-0.93000462  0.26436616],[6.9467383 5.1701881],[-0.9381335  -0.29453766],[9.60027902 2.31205539],[-0.18033544 -0.88104029],[7.00400485 1.44917675],[ 1.03667616 -0.15732297]
[8.10258301 4.98754193],[ 0.98562969 -0.35463225],[6.87687819 1.24094616],[-0.90455436  0.41560757],[6.29062555 4.92557463],[-0.79054909 -0.57000539],[5.95271444 2.4658524 ],[ 0.69465507 -0.80332264],[9.36134518 2.64596787],[0.43601713 0.90980843],[9.24505331 2.90785359],[0.32601025 0.96443927],[7.55701125 4.93929611],[-0.93938414  0.21971794],[6.85379276 5.13840158],[-0.92162235 -0.34226617],[9.57972002 2.22442286],[-0.23076032 -0.87113414],[7.10804883 1.4359169 ],[ 1.03967883 -0.11221931]
[8.20017304 4.95018226],[ 0.96689849 -0.39144553],[6.78720725 1.2848132 ],[-0.88743472  0.46233202],[6.2132743  4.86651827],[-0.75397943 -0.60866556],[6.023921   2.38713268],[ 0.72821439 -0.77176217],[9.40262229 2.73747165],[0.39035463 0.92095911],[9.27583474 3.0047544 ],[0.28732436 0.97106408],[7.46318319 4.95953081],[-0.93915421  0.18284655],[6.76265035 5.10190735],[-0.90064278 -0.38720582],[9.55430791 2.13810599],[-0.27868013 -0.85604672],[7.21184109 1.42665196],[ 1.04130596 -0.06770665]
[8.29553099 4.90887946],[ 0.94163001 -0.43293354],[6.6998886  1.33376941],[-0.85700638  0.51816092],[6.13947281 4.80345226],[-0.72196983 -0.65263442],[6.09812416 2.31137925],[ 0.75841942 -0.74019579],[9.43963851 2.83035059],[0.34944625 0.9358881 ],[9.30237801 3.10192303],[0.2457342  0.97421925],[7.36904278 4.97564291],[-0.94185874  0.14089064],[6.67346488 5.06070011],[-0.88280745 -0.43691981],[9.52357074 2.05291891],[-0.33376738 -0.84493964],[7.31607737 1.42224595],[ 1.04318335 -0.02031969]
[8.38846616 4.86362743],[ 0.91781744 -0.47102778],[6.61547605 1.3879812 ],[-0.83384988  0.56266185],[6.06926106 4.73634228],[-0.6809579 -0.6882671],[6.17551289 2.23910795],[ 0.79002585 -0.70403879],[9.47239379 2.92449564],[0.30356943 0.94471439],[9.32495977 3.19954242],[0.20591358 0.97802133],[7.27482809 4.98765313],[-0.94114411  0.10033085],[6.58639991 5.01477388],[-0.85799552 -0.48120965],[9.48752766 1.96919318],[-0.38839944 -0.83041533],[7.42050628 1.42271092],[1.0427333  0.02716217]
[8.47896863 4.81462753],[ 0.88968737 -0.51120117],[6.53347946 1.44650496],[-0.80638873  0.60675137],[6.00293981 4.66543486],[-0.64534384 -0.72973075],[6.25580856 2.17035429],[ 0.81507735 -0.67137696],[9.50046295 3.01938951],[0.25513985 0.95034849],[9.34348041 3.29741327],[0.16475305 0.9794392 ],[7.18041139 4.99521045],[-0.94266992  0.05498151],[6.50203244 4.96458158],[-0.82924726 -0.52257465],[9.44628449 1.88732191],[-0.43964118 -0.80984514],[7.52464802 1.42776941],[1.03893882 0.07302345]
[8.56678032 4.76183617],[ 0.86600591 -0.54470909],[6.45448937 1.50947736],[-0.77222641  0.65316131],[5.94047377 4.59066455],[-0.60303258 -0.7646745 ],[6.33867922 2.10508194],[ 0.8418724 -0.634065 ],[9.52388328 3.11499985],[0.20965825 0.95802342],[9.35775743 3.39525164],[0.1199257  0.97638147],[7.08612002 4.99839515],[-0.94147557  0.01006489],[6.42053753 4.91020578],[-0.79919288 -0.56356314],[9.39991532 1.8076274 ],[-0.48923182 -0.78523135],[7.62795512 1.43701414],[1.02701967 0.11165445]
[8.65219154 4.7057978 ],[ 0.83964786 -0.57821574],[6.37895577 1.57691753],[-0.73836248  0.69498953],[5.88229924 4.51245943],[-0.55947866 -0.79835631],[6.42382108 2.04327019],[ 0.85956163 -0.60317515],[9.54291434 3.21146462],[0.16794113 0.96791428],[9.36741913 3.49263503],[0.0749793 0.9728925],[6.99227511 4.99731523],[-0.938993   -0.03560683],[6.34202711 4.85166724],[-0.77025495 -0.60653221],[9.34855693 1.73046974],[-0.53879589 -0.75850779],[7.73033776 1.45043042],[1.02075254 0.15697251]
[8.73471946 4.64628367],[ 0.81002063 -0.61258767],[6.30648813 1.64800255],[-0.7089797   0.72801369],[5.82840049 4.4308231 ],[-0.51717186 -0.83287562],[6.51109699 1.98504075],[ 0.87978185 -0.56715051],[9.55743696 3.30850439],[0.12221045 0.9722891 ],[9.37263212 3.58967782],[0.02963644 0.96814917],[6.89857212 4.99141581],[-0.9358209  -0.08350036],[6.26657251 4.78895348],[-0.74041459 -0.64935131],[9.29238861 1.65622492],[-0.58399984 -0.7256436 ],[7.83173539 1.46808753],[1.00874665 0.19778806]
[8.81444398 4.58361786],[ 0.78197777 -0.64280038],[6.23761415 1.72283652],[-0.66795362  0.76851423],[5.77898386 4.34601908],[-0.47078414 -0.86261857],[6.59993304 1.93006062],[ 0.89791175 -0.5311061 ],[9.56719896 3.40572804],[0.07424694 0.97319541],[9.37349693 3.68637513],[-0.01324989  0.9646406 ],[6.80528245 4.98068353],[-0.92874117 -0.13025585],[6.19396301 4.72178824],[-0.71172191 -0.69388699],[9.23175798 1.58539745],[-0.63034259 -0.69248642],[7.93214058 1.49010214],[0.99932105 0.2426816 ]
[8.89114031 4.51783313],[ 0.75213654 -0.67227442],[6.1727034  1.80137415],[-0.63087226  0.80097496],[5.73410675 4.25819273],[-0.425047   -0.89188523],[6.69084206 1.87907696],[ 0.91886602 -0.48954199],[9.57225918 3.50306645],[0.02969775 0.97593886],[9.36985939 3.78245212],[-0.05891213  0.95724569],[6.7129497  4.96541751],[-0.91906882 -0.17658488],[6.12469848 4.65063328],[-0.6736327  -0.72921002],[9.16665108 1.51810762],[-0.67188685 -0.65329949],[8.03118818 1.51625479],[0.98248767 0.28124798]
[8.96453933 4.44891529],[ 0.71768641 -0.70381004],[6.11198237 1.88343573],[-0.58652355  0.83659962],[5.69391833 4.16762418],[-0.37848408 -0.91888098],[6.78301422 1.83152091],[ 0.92704538 -0.45889205],[9.57286763 3.60057495],[-0.01580885  0.97553777],[9.36193102 3.87798837],[-0.09865415  0.95409881],[6.62168458 4.94550177],[-0.90662907 -0.22245559],[6.05916485 4.57587075],[-0.6343902  -0.76329321],[9.09716881 1.45456444],[-0.71590238 -0.61566725],[8.12843163 1.54617074],[0.96181521 0.31651389]
[9.03477495 4.37725566],[ 0.68932087 -0.72666597],[6.05547552 1.96864114],[-0.54330759  0.86716456],[5.65839366 4.07445233],[-0.33420046 -0.94617485],[6.87643591 1.78755522],[ 0.93996963 -0.42150131],[9.56869447 3.6977208 ],[-0.06731595  0.96744708],[9.3496172  3.97270916],[-0.14687573  0.94086708],[6.531855   4.92108367],[-0.89033997 -0.26651811],[5.99753707 4.49769418],[-0.5965593  -0.79846694],[9.02341911 1.3949491 ],[-0.7598231  -0.57741574],[8.22377493 1.57980473],[0.94586808 0.35714559]
[9.10189079 4.30315462],[ 0.65093298 -0.75698269],[6.00349185 2.0569032 ],[-0.49860841  0.89524349],[5.6275722  3.97895674],[-0.28080559 -0.96202489],[6.97112576 1.74740464],[ 0.95784233 -0.37699146],[9.5598105  3.79440662],[-0.11112868  0.96502954],[9.33268717 4.06624738],[-0.19208535  0.92923735],[6.44345762 4.89195194],[-0.87505522 -0.31390176],[5.94000183 4.4163341 ],[-0.5543683  -0.82875331],[8.94545811 1.33934361],[-0.8003389  -0.53574049],[8.31745472 1.61749202],[0.93128142 0.40037589]
[9.16501131 4.22600267],[ 0.61418573 -0.78292529],[5.95562952 2.14745576],[-0.45626     0.91765484],[5.60186284 3.881738  ],[-0.23370698 -0.98205492],[7.06764146 1.71190831],[ 0.97227388 -0.33274614],[9.54603959 3.8902433 ],[-0.16185679  0.95385723],[9.31103578 4.15834732],[-0.23973779  0.91368683],[6.35690344 4.85829486],[-0.85625021 -0.35976853],[5.88644833 4.33175193],[-0.51487804 -0.86076558],[8.86367306 1.28811671],[-0.8352578 -0.4888378],[8.40948331 1.65939161],[0.90511629 0.43344016]
[9.22399812 4.14593937],[ 0.56923263 -0.814163  ],[5.91237789 2.24044297],[-0.4111243   0.93921468],[5.58087814 3.78269031],[-0.18451991 -0.99692283],[7.16518284 1.68053228],[ 0.98119134 -0.29186536],[9.5273537  3.98502431],[-0.2122936   0.94095642],[9.28477025 4.24895145],[-0.28607789  0.89755628],[6.27219732 4.81990923],[-0.83849715 -0.40888598],[5.83698557 4.24417508],[-0.47302517 -0.88912668],[8.77859012 1.24174901],[-0.8656354  -0.43794128],[8.4990507  1.70476995],[0.88534852 0.47335949]
