[2.26684583 2.68453959],[ 4.63468721 -0.76505396],[6.7295788  9.77351871],[0.16699609 0.97863446],[5.45305741 4.03839294],[-0.94473155  2.04417208],[2.29494954 5.21403366],[-2.09989482  4.83891096],[8.27598893 8.30801275],[-3.79443531  1.54866186],[3.80115035 8.68727486],[-3.56685477 -2.167764  ],[5.50005434 1.61323315],[0.53507397 1.6292694 ],[2.18729807 8.4311973 ],[-1.04784915  4.1174973 ],[2.30300232 9.74068831],[-4.11897167  2.68164183],[9.25899189 0.49067419],[-2.05499407  3.69520597]
[5.01824819 8.06857562],[-0.59551283  0.8308708 ],[0.93638354 7.14091476],[ 0.04567999 -0.99869662],[1.71011458 7.90636148],[0.43931482 0.90063683],[4.34145871 9.04071178],[ 0.71017594 -0.82101688],[1.30210035 7.33423355],[ 0.01930839 -1.02774926],[3.91067655 5.16107487],[0.94045982 0.36557576],[4.88516983 8.32952913],[-0.78109209  0.69212113],[5.25227985 7.61224686],[-0.03765049 -1.06622243],[1.91156546 5.09679983],[ 0.82129812 -0.51560335],[4.27370136 4.57029692],[-0.13825837  0.45208759]
[4.95698558 8.1503408 ],[-0.63002156  0.80349602],[0.94403551 7.04100086],[ 0.10347249 -1.00273044],[1.75598902 7.99517646],[0.47800719 0.87536501],[4.41046308 8.95674569],[ 0.66986944 -0.85766002],[1.30654199 7.23136657],[ 0.07048021 -1.02809946],[4.00390644 5.19991647],[0.92179675 0.40892103],[4.80541013 8.39665838],[-0.817054    0.64689823],[5.2462713  7.50575407],[-0.08321039 -1.06418999],[1.99555976 5.04739783],[ 0.861795   -0.46828246],[4.25803023 4.62020134],[-0.17265588  0.54841604]
[4.89217347 8.22908316],[-0.66262003  0.77433182],[0.95741342 6.94084084],[ 0.16558586 -0.99836064],[1.80602101 8.08167508],[0.51910392 0.85089828],[4.47550667 8.86938096],[ 0.62928771 -0.89072293],[1.31581503 7.12834522],[ 0.11468899 -1.03190324],[4.09506278 5.2428997 ],[0.90222391 0.4516662 ],[4.72219621 8.45921796],[-0.84854032  0.6023924 ],[5.23556494 7.3993951 ],[-0.12922064 -1.06097954],[2.08379582 5.0032174 ],[ 0.90233556 -0.41497864],[4.2392907  4.68003223],[-0.20255708  0.64682404]
[4.82429845 8.30492364],[-0.69488977  0.74188984],[0.97701046 6.8412875 ],[ 0.2235252  -0.99475336],[1.85976023 8.16526633],[0.55585969 0.82096294],[4.53662016 8.77902277],[ 0.59360927 -0.91533774],[1.32986515 7.02548706],[ 0.1661005  -1.02501759],[4.18406284 5.2899755 ],[0.88055532 0.49264315],[4.63602666 8.51733765],[-0.87445422  0.55985206],[5.22013711 7.29331778],[-0.17834136 -1.05930578],[2.1760754  4.96466491],[ 0.93938034 -0.35899349],[4.21749797 4.74930966],[-0.23541134  0.73490257]
[4.75328379 8.37743775],[-0.7244892   0.70876057],[1.00217496 6.74210687],[ 0.28028994 -0.98754031],[1.91719279 8.24582514],[0.59290282 0.79017936],[4.59421254 8.68639399],[ 0.55391091 -0.94106523],[1.3490507 6.9234444],[ 0.21685361 -1.01602909],[4.27129232 5.34158097],[0.8616563  0.53715037],[4.54727381 8.57103951],[-0.89826251  0.51598359],[5.20034    7.18800472],[-0.21768736 -1.04707606],[2.27130631 4.93121834],[ 0.96476759 -0.30963622],[4.19294841 4.82735893],[-0.25598405  0.82312819]
[4.67956732 8.44673498],[-0.75196132  0.67455256],[1.03315136 6.64399862],[ 0.34136314 -0.97171932],[1.97842873 8.32334548],[0.63062304 0.75890981],[4.64741627 8.59094765],[ 0.50926366 -0.96822381],[1.37343078 6.82256035],[ 0.27019722 -1.00173441],[4.35615634 5.39717633],[0.83296734 0.57200232],[4.456395   8.62045279],[-0.91935073  0.47173822],[5.17640132 7.08371792],[-0.26516916 -1.04253095],[2.36899015 4.90285473],[ 0.98641175 -0.25946057],[4.16618646 4.9133045 ],[-0.27871779  0.89343873]
[4.60256765 8.51191355],[-0.78642639  0.63006947],[1.06981284 6.54727385],[ 0.39581913 -0.95800703],[2.04353532 8.39778232],[0.67104959 0.72928262],[4.69637575 8.49316471],[ 0.46926235 -0.98771614],[1.40281476 6.72292598],[ 0.31886688 -0.98896736],[4.43797263 5.45605911],[0.80351466 0.60569818],[4.36347538 8.66535166],[-0.93654757  0.4282196 ],[5.14804562 6.98028196],[-0.30257167 -1.0268708 ],[2.46851222 4.87937911],[ 1.00335848 -0.21019342],[4.13744628 5.00572334],[-0.29480667  0.95323856]
[4.52247968 8.57283478],[-0.81400866  0.58914375],[1.1118749  6.45211311],[ 0.44776027 -0.94198784],[2.11240508 8.46893344],[0.70792245 0.69526334],[4.74156017 8.3937679 ],[ 0.43362625 -1.00070573],[1.43717755 6.62484474],[ 0.37069821 -0.96989643],[4.51700014 5.51845606],[0.77725587 0.6423907 ],[4.26876154 8.70567297],[-0.95508577  0.38030847],[5.11600376 6.87844815],[-0.3386349  -1.01014254],[2.56995086 4.86125748],[ 1.02539454 -0.15155664],[4.10706985 5.10323994],[-0.31222965  0.99489464]
[4.43982399 8.62969334],[-0.8361589   0.55048363],[1.15948629 6.35913794],[ 0.50508336 -0.91613996],[2.18500255 8.53669015],[0.74414696 0.659981  ],[4.78291024 8.29290153],[ 0.39299885 -1.01661556],[1.47683358 6.5289094 ],[ 0.41980419 -0.95081428],[4.5934657  5.58457877],[0.74921467 0.67710593],[4.17278368 8.74165735],[-0.96494129  0.33859104],[5.08040881 6.77833447],[-0.37189398 -0.99088378],[2.67338244 4.84903575],[ 1.04066753 -0.09486216],[4.07521838 5.20443284],[-0.32150862  1.02976102]
[4.35502424 8.68260871],[-0.85809655  0.50908037],[1.21282559 6.26895344],[ 0.55718703 -0.89124836],[2.26098546 8.60066037],[0.77499674 0.61892012],[4.82027803 8.19063515],[ 0.35430235 -1.02848407],[1.5210914  6.43475822],[ 0.46175321 -0.93511682],[4.66690617 5.65392947],[0.71908362 0.70924885],[4.07577328 8.77330434],[-0.97767807  0.29159368],[5.04145452 6.68009313],[-0.40408443 -0.97092097],[2.77814745 4.84248345],[ 1.05149192 -0.03875886],[4.04246168 5.30845029],[-0.33425926  1.04808833]
[4.26842127 8.73162906],[-0.87136731  0.47361915],[1.27116354 6.18129447],[ 0.60850534 -0.86219565],[2.3399083  8.66036207],[0.80369509 0.57535094],[4.85371542 8.08721481],[ 0.31568881 -1.03839619],[1.56919136 6.34204388],[ 0.5002957  -0.91843304],[4.73723828 5.72637028],[0.68702812 0.73886326],[3.97736034 8.79996364],[-0.99003774  0.24164588],[4.99937711 6.58391758],[-0.43787544 -0.95306233],[2.88358121 4.84127492],[1.0563958 0.0142191],[4.00837741 5.41375637],[-0.3451323   1.05884647]
[4.18021221 8.77670304],[-0.89292477  0.42717889],[1.3340735  6.09622549],[ 0.65137972 -0.83662751],[2.42175356 8.71574766],[0.83337777 0.53262988],[4.88329815 7.98289141],[ 0.27579568 -1.0479796 ],[1.62148598 6.25152198],[ 0.54625758 -0.89081302],[4.80450484 5.80187549],[0.65738981 0.77011484],[3.87810764 8.82189122],[-0.99802377  0.19342302],[4.95397614 6.48957726],[-0.47276257 -0.93633141],[2.98901791 4.84497788],[1.05159464 0.05918012],[3.97352673 5.52004861],[-0.34881644  1.06870306]
[4.08993084 8.81704607],[-0.91257757  0.3792514 ],[1.40131174 6.01399547],[ 0.69386632 -0.80671405],[2.50655    8.76685386],[0.86038115 0.48744187],[4.90896407 7.87776668],[ 0.23775883 -1.05407248],[1.6781636  6.16370444],[ 0.5856519  -0.86657741],[4.86858271 5.88023451],[0.62366574 0.79634845],[3.77808981 8.83887766],[-1.00231195  0.14603634],[4.90491983 6.39677099],[-0.50576432 -0.9172872 ],[3.09425823 4.85352974],[1.05240089 0.11133811],[3.93856162 5.62720517],[-0.35178815  1.07225945]
[3.99800635 8.85275745],[-0.92468127  0.33577453],[1.47279738 5.93498094],[ 0.73594429 -0.77274202],[2.59424593 8.81366376],[0.89295363 0.44846606],[4.93048572 7.77178689],[ 0.19486561 -1.06302949],[1.73894553 6.07864413],[ 0.62746511 -0.83657067],[4.92943024 5.96130433],[0.58925049 0.82076943],[3.6777942  8.85115996],[-1.00306585  0.09988362],[4.85315299 6.3064306 ],[-0.52984222 -0.88998261],[3.19957597 4.86742062],[1.05324129 0.16603731],[3.90327776 5.7344447 ],[-0.35550072  1.07034964]
[3.90496212 8.88407944],[-0.9362639   0.29018745],[1.54858389 5.85967296],[ 0.77667958 -0.735809  ],[2.68483127 8.85627053],[0.91801554 0.40319431],[4.94803904 7.66530642],[ 0.15379777 -1.0686841 ],[1.80374974 5.99659151],[ 0.66537462 -0.80715224],[4.98670568 6.04463072],[0.55428255 0.84355932],[3.57739007 8.85867592],[-1.00298979  0.05221036],[4.79840747 6.21822726],[-0.56683662 -0.87583228],[3.30438244 4.88627256],[1.04320129 0.21137085],[3.86788671 5.84157141],[-0.35318182  1.07067068]
[3.81068495 8.91061481],[-0.94824614  0.24109419],[1.62791311 5.78773635],[ 0.80975057 -0.7024049 ],[2.77737246 8.89383474],[0.9339976 0.3494182],[4.96135268 7.55823913],[ 0.11621735 -1.06893222],[1.87217522 5.91748171],[ 0.70311451 -0.77450599],[5.04013587 6.12983628],[0.51332746 0.85939372],[3.47680213 8.86110402],[-1.00788896 -0.0033334 ],[4.74039916 6.13188591],[-0.59349523 -0.85130604],[3.40811423 4.90962047],[1.03050931 0.25464209],[3.83262998 5.94846542],[-0.35220698  1.0665629 ]
[3.7152723 8.9321369],[-0.95756239  0.19137709],[1.71047969 5.71926607],[ 0.84156842 -0.66640715],[2.87192798 8.92648259],[0.95550636 0.30236332],[4.97114498 7.45139458],[ 0.07932455 -1.06810837],[1.94447453 5.84190025],[ 0.7428057  -0.73664064],[5.0895338  6.21664847],[0.47709624 0.87907459],[3.37666228 8.85878675],[-0.99861532 -0.04672863],[4.67992959 6.04817269],[-0.61763382 -0.82485107],[3.51049685 4.93722516],[1.01873105 0.29911399],[3.79744662 6.05481963],[-0.34955912  1.06198852]
[3.61887777 8.94848123],[-0.97039284  0.13472422],[1.79623656 5.65458988],[ 0.87298214 -0.6271001 ],[2.96811128 8.95397361],[0.96866914 0.24814315],[4.97717129 7.34460978],[ 0.04065552 -1.06803807],[2.02045897 5.76998708],[ 0.77715219 -0.7007954 ],[5.13545939 6.30550342],[0.44368577 0.90001299],[3.27687161 8.85144345],[-0.9979634  -0.10135283],[4.61676384 5.9668013 ],[-0.64450757 -0.80150329],[3.6116024  4.96921037],[1.00502955 0.34231357],[3.7626479  6.16072782],[-0.34595467  1.0563137 ]
[3.52142516 8.95917804],[-0.97750374  0.07982219],[1.88479099 5.5936764 ],[ 0.89522204 -0.59359411],[3.06548082 8.97596442],[0.97934768 0.19248467],[4.97920666 7.23777954],[ 3.25621621e-04 -1.06811210e+00],[2.09978159 5.70172844],[ 0.80669112 -0.66644999],[5.17784038 6.3961615 ],[0.40159856 0.91064262],[3.17736058 8.83869603],[-0.99231277 -0.15411129],[4.55128678 5.88811687],[-0.66542403 -0.77272145],[3.71145817 5.00568684],[0.98936032 0.38440584],[3.72813378 6.26591771],[-0.34317874  1.04849881]
[3.42363983 8.96460523],[-0.97784084  0.02863403],[1.97562762 5.53631477],[ 0.92281816 -0.55178911],[3.16398701 8.99253351],[0.98970202 0.1381275 ],[4.97741187 7.13120854],[-0.03384053 -1.06095179],[2.18184278 5.6368436 ],[ 0.83615615 -0.62909418],[5.21618278 6.48800591],[0.36581885 0.92644408],[3.07893335 8.8210811 ],[-0.97573538 -0.1978977 ],[4.48372109 5.81228592],[-0.68714681 -0.74528488],[3.80977762 5.04642029],[0.97350263 0.4267672 ],[3.69415037 6.37051231],[-0.33513128  1.04453268]
[3.32575119 8.96469554],[-0.97925166 -0.02668998],[2.06899121 5.48306334],[ 0.94619315 -0.51103338],[3.26346663 9.00370332],[0.99934229 0.08512819],[4.97235509 7.02550563],[-0.06641591 -1.05225038],[2.26706779 5.57607829],[ 0.86586239 -0.58818048],[5.25093893 6.58132668],[0.32601044 0.93637494],[2.98212132 8.79898174],[-0.96146324 -0.24532964],[4.41410515 5.7392966 ],[-0.70562185 -0.71508057],[3.90611324 5.0909912 ],[0.9539497  0.46530272],[3.6611286  6.47477657],[-0.32943556  1.03644143]
[3.22781487 8.95917968],[-0.97981384 -0.08455948],[2.16477246 5.43412384],[ 0.96843075 -0.46823665],[3.3638505  9.00963897],[1.01088236 0.03677426],[4.96407188 6.92070816],[-0.10187397 -1.04630435],[2.35502394 5.51932263],[ 0.88972099 -0.54999531],[5.28156885 6.67543492],[0.28552119 0.94450131],[2.8867924  8.77209793],[-0.94356032 -0.29107611],[4.34247443 5.66913708],[-0.72462069 -0.68586364],[4.00037467 5.13929336],[0.92970661 0.49899727],[3.6285524  6.57807962],[-0.32330557  1.02833799]
[3.13009462 8.94797465],[-0.97340157 -0.13877948],[2.26280301 5.38964128],[ 0.99225845 -0.42072832],[3.4652194  9.01076624],[ 1.01494923 -0.01531012],[4.95239532 6.81669351],[-0.13286107 -1.0352553 ],[2.4452736  5.46643222],[ 0.91510715 -0.50745325],[5.30812581 6.77026449],[0.24149816 0.94779723],[2.79322903 8.74052405],[-0.92385974 -0.3368161 ],[4.26927532 5.60221041],[-0.74087253 -0.65429064],[4.09223064 5.1909566 ],[0.90870941 0.53545063],[3.59673197 6.68067717],[-0.31316095  1.02332417]
[3.03320626 8.93139947],[-0.9616818  -0.19027745],[2.362986   5.34984991],[ 1.00831699 -0.37783086],[3.56661039 9.00642443],[ 1.01477737 -0.06906853],[4.93740849 6.71359335],[-0.16698655 -1.02678451],[2.53796975 5.41786205],[ 0.94034853 -0.46194769],[5.33027098 6.86537667],[0.20099307 0.95376358],[2.70171067 8.70437244],[-0.90755162 -0.38759238],[4.19423853 5.53820805],[-0.76050486 -0.62651542],[4.18180868 5.24607807],[0.88087685 0.56482235],[3.56567045 6.78246901],[-0.30968156  1.01096558]
[2.93776752 8.90986151],[-0.94797904 -0.24165848],[2.46471187 5.31439806],[ 1.02593564 -0.33094943],[3.66786624 8.99674016],[ 1.0098025  -0.12462339],[4.91938525 6.61173444],[-0.19400608 -1.01109833],[2.63271088 5.37350838],[ 0.95591598 -0.42332797],[5.34822614 6.96088394],[0.16100953 0.95891168],[2.61187866 8.6630759 ],[-0.88764818 -0.43712833],[4.11762515 5.47735064],[-0.77350538 -0.5924556 ],[4.26848254 5.30397255],[0.85535555 0.59572544],[3.53526244 6.88331767],[-0.30130181  1.0030686 ]
[2.84349645 8.8828553 ],[-0.93601351 -0.29748986],[2.56794266 5.28351582],[ 1.0387002  -0.28633346],[3.76853341 8.98155054],[ 1.00458117 -0.17758509],[4.89846772 6.51124949],[-0.22139495 -0.99573219],[2.7289671  5.33308925],[ 0.97076954 -0.3831848 ],[5.36231252 7.05693216],[0.11872968 0.95980465],[2.52387707 8.61655618],[-0.86892511 -0.49005196],[4.03934985 5.41951697],[-0.78886653 -0.56118204],[4.35279576 5.36513666],[0.83132928 0.62787398],[3.5056617  6.98331633],[-0.2910352   0.99644285]
[2.75066518 8.85037447],[-0.91976057 -0.35160187],[2.67228696 5.25704047],[ 1.04873887 -0.24231181],[3.86877133 8.96134457],[ 0.99738019 -0.22867265],[4.87477887 6.41225584],[-0.25279742 -0.98435462],[2.82693916 5.29704803],[ 0.98644085 -0.33946078],[5.37181061 7.15266775],[0.07329842 0.95677224],[2.43857407 8.56549927],[-0.83751182 -0.53158585],[3.95975343 5.36501246],[-0.80182316 -0.52778114],[4.43466245 5.42945543],[0.80635843 0.65872586],[3.47693267 7.08246174],[-0.28299159  0.98698224]
[2.65980853 8.81272865],[-0.89776063 -0.40197237],[2.77780333 5.23526341],[ 1.05802514 -0.19648541],[3.96764493 8.93552972],[ 0.98319806 -0.28400014],[4.84797879 6.31447511],[-0.28250685 -0.97054204],[2.92621445 5.26523153],[ 0.99935904 -0.296182  ],[5.37732668 7.24857379],[0.0372215  0.96108542],[2.35644078 8.51026679],[-0.80458316 -0.57257692],[3.87886857 5.31384066],[-0.81575288 -0.49564123],[4.5138934  5.49669551],[0.78276956 0.69045488],[3.44889763 7.18053757],[-0.27661479  0.97559686]
[2.57100275 8.76979198],[-0.87732351 -0.45598968],[2.88411705 5.21803596],[ 1.06894008 -0.14694667],[4.06516236 8.9044128 ],[ 0.96825784 -0.33663179],[4.81825844 6.21815258],[-0.31025174 -0.95429501],[3.0265238  5.23758779],[ 1.00950041 -0.25359061],[5.37882907 7.34440051],[-0.00530872  0.95700391],[2.27753903 8.45082461],[-0.77128333 -0.61419157],[3.79668791 5.26596084],[-0.82807955 -0.4622628 ],[4.59053071 5.56684875],[0.75133626 0.71379362],[3.42167928 7.27763611],[-0.26689226  0.96708951]
[2.48481865 8.72194838],[-0.84957305 -0.50423526],[2.99099124 5.20533805],[ 1.07115595 -0.10422819],[4.16109663 8.86812161],[ 0.95122068 -0.38769925],[4.78579645 6.12349859],[-0.33797797 -0.93774545],[3.12783447 5.21431573],[ 1.01342161 -0.21493342],[5.37590915 7.43957669],[-0.05207432  0.94741125],[2.20217781 8.38738814],[-0.73738291 -0.65604363],[3.71350639 5.22163908],[-0.83461897 -0.42327525],[4.66414496 5.63942136],[0.72384429 0.740387  ],[3.39547531 7.37388629],[-0.25828834  0.95675018]
[2.40128811 8.66908382],[-0.82160438 -0.55381827],[3.0982495 5.1971626],[ 1.07307924 -0.05997845],[4.25545968 8.82706147],[ 0.93403606 -0.43477579],[4.75055941 6.03051866],[-0.36650959 -0.92155619],[3.2294441  5.19487629],[ 1.01878327 -0.17361668],[5.36855617 7.53397633],[-0.09548112  0.93973806],[2.13029063 8.31981104],[-0.70186675 -0.69703444],[3.62973808 5.18129265],[-0.84217529 -0.38510703],[4.73501063 5.71461819],[0.69261772 0.76252303],[3.36986786 7.46883435],[-0.25123764  0.94486506]
[2.32082521 8.61146816],[-0.7890503  -0.60001773],[3.20547314 5.19325193],[ 1.07045494 -0.01908021],[4.34754151 8.78091341],[ 0.90758674 -0.48757162],[4.71284106 5.93953902],[-0.39154415 -0.90172983],[3.3315243  5.17959817],[ 1.0215665  -0.13303268],[5.35657029 7.62724296],[-0.14507031  0.92463984],[2.06208527 8.24823744],[-0.66279636 -0.73497639],[3.54484659 5.14437854],[-0.85379584 -0.35147476],[4.8026204  5.79186051],[0.66156913 0.7841293 ],[3.34483038 7.56245014],[-0.25088125  0.92624811]
[2.24373371 8.54929799],[-0.75494868 -0.64561773],[3.31218634 5.19321736],[1.06297066 0.01740056],[4.43716709 8.72985798],[ 0.88719645 -0.53053815],[4.67225578 5.85020535],[-0.42335234 -0.88791925],[3.43384842 5.16842457],[ 1.02192076 -0.0932002 ],[5.3402305  7.71952662],[-0.18413602  0.9181405 ],[1.99791312 8.17298049],[-0.6205425  -0.77001323],[3.45889342 5.11090078],[-0.86389963 -0.31691225],[4.86754865 5.87164171],[0.63462389 0.80889229],[3.32004206 7.65444   ],[-0.24601398  0.9124669 ]
[2.16991699 8.48239113],[-0.71922713 -0.69037579],[3.41833437 5.19703218],[1.05846916 0.05750364],[4.52487414 8.67485097],[ 0.8669113 -0.5688827],[4.62869429 5.76251061],[-0.44799582 -0.86605385],[3.53597967 5.16105914],[ 1.0223237  -0.05225092],[5.31986807 7.81091581],[-0.22304936  0.90932704],[1.93794236 8.09419319],[-0.57968319 -0.80647327],[3.37237073 5.08130599],[-0.86924261 -0.27772991],[4.92933259 5.95340575],[0.60196372 0.82709279],[3.29586958 7.74517459],[-0.23475972  0.90471426]
[2.09988878 8.41120281],[-0.6824017  -0.73440987],[3.52402066 5.20489699],[1.05426301 0.09907003],[4.60992995 8.61558695],[ 0.83469791 -0.61528752],[4.58260879 5.67696156],[-0.47399433 -0.84514166],[3.63838008 5.15812991],[ 1.02275272 -0.00895273],[5.29546398 7.90114819],[-0.26722339  0.89284816],[1.88227175 8.01198581],[-0.53428941 -0.83809422],[3.28527255 5.05557143],[-0.87211465 -0.23639179],[4.98756399 6.03666738],[0.56304385 0.83841384],[3.27274994 7.83500475],[-0.23032342  0.88920754]
[2.03388745 8.33594907],[-0.63695192 -0.76992819],[3.62926967 5.2169759 ],[1.04966997 0.14174345],[4.6919039  8.55200764],[ 0.80058332 -0.65989247],[4.53399663 5.59360483],[-0.49600589 -0.81974609],[3.7402618  5.15902715],[1.01588426 0.02802092],[5.26649291 7.98950452],[-0.30851017  0.87752763],[1.83122028 7.92671766],[-0.48791857 -0.86826194],[3.197736   5.03380929],[-0.87907695 -0.19946888],[5.04202236 6.12115703],[0.52532623 0.85050118],[3.25000186 7.92322017],[-0.22265029  0.87699951]
[1.97240879 8.25712176],[-0.59420968 -0.80805933],[3.73374123 5.23306735],[1.04021986 0.18057838],[4.77049855 8.48418289],[ 0.76864243 -0.69861931],[4.48323015 5.51284768],[-0.51893357 -0.79499337],[3.84120549 5.1634011 ],[1.00365793 0.06005418],[5.23355909 8.07635865],[-0.35292547  0.85643114],[1.78462629 7.83830174],[-0.44315572 -0.89893156],[3.10968159 5.01587956],[-0.87868373 -0.1558759 ],[5.09297931 6.20709795],[0.49125941 0.86556625],[3.22824403 8.01039432],[-0.21381112  0.86510654]
[1.91524069 8.17454402],[-0.5505979  -0.84476401],[3.83737159 5.25319923],[1.0302085  0.21997885],[4.84569204 8.41246859],[ 0.73489126 -0.73536877],[4.43006831 5.43448861],[-0.54433435 -0.77213978],[3.94141047 5.1715005 ],[0.99945521 0.10122239],[5.19651944 8.16132276],[-0.3894015  0.8408107],[1.74286418 7.74723438],[-0.39291957 -0.92296835],[3.02151701 5.00215203],[-0.88624345 -0.12057664],[5.1402668  6.29425642],[0.45759429 0.88049409],[3.20710562 8.09609807],[-0.20800544  0.84987146]
[1.86263439 8.08853673],[-0.50256319 -0.87616584],[3.93952131 5.27680049],[1.0145049  0.25375813],[4.91752228 8.33727883],[ 0.70141048 -0.7681215 ],[4.3744311  5.35851188],[-0.57167854 -0.75055147],[4.04122748 5.18385006],[0.99512511 0.14435031],[5.15534689 8.24410975],[-0.43448284  0.81410722],[1.70608758 7.65379229],[-0.34428555 -0.94717537],[2.93267916 4.99195419],[-0.88623129 -0.07922406],[5.18438004 6.38304286],[0.42450984 0.89485381],[3.18706472 8.18074981],[-0.19404291  0.84183608]
[1.81479282 7.99940569],[-0.45593383 -0.90779132],[4.04001307 5.30369485],[0.99644945 0.28518018],[4.98547321 8.25846798],[ 0.6593419  -0.80573847],[4.31610806 5.28478646],[-0.59438779 -0.72352902],[4.14047392 5.20048107],[0.98609165 0.1847648 ],[5.10957064 8.32402183],[-0.48070764  0.78406449],[1.67437781 7.55822286],[-0.29083714 -0.96481965],[2.84421348 4.98625176],[-0.88262733 -0.03450386],[5.22534165 6.47335571],[0.39032839 0.90682783],[3.16804802 8.26418141],[-0.18683852  0.82624713]
[1.77178925 7.90736782],[-0.4032673  -0.93179342],[4.13911296 5.33417816],[0.98031837 0.31925165],[5.04962234 8.17648175],[ 0.62273297 -0.834323  ],[4.25533323 5.21361294],[-0.62337708 -0.70212237],[4.2386869  5.22109326],[0.97473763 0.22421807],[5.05926606 8.40089901],[-0.52595928  0.75243187],[1.64783301 7.46080539],[-0.23931455 -0.9823561 ],[2.75620147 4.98509452],[-0.88018264  0.00863026],[5.26249709 6.56444748],[0.35185275 0.91398798],[3.15002439 8.34629886],[-0.17380227  0.8157425 ]
[1.73377506 7.81274029],[-0.3553836  -0.95868527],[4.23587666 5.36731597],[0.95747012 0.34592619],[5.11000096 8.09169789],[ 0.58339267 -0.86224576],[4.19211713 5.14507346],[-0.64341174 -0.67108529],[4.3352642  5.24518097],[0.95895082 0.25977169],[5.00486341 8.47489288],[-0.56118049  0.72778595],[1.62647136 7.36178348],[-0.18541938 -0.99513528],[2.66851704 4.98828285],[-0.87336351  0.05513771],[5.2958835  6.65630531],[0.31480391 0.92192277],[3.13295268 8.42697182],[-0.16901167  0.79631209]
[1.70094359 7.71592365],[-0.30147096 -0.97751921],[4.33117803 5.40397621],[0.94602027 0.38497693],[5.16635812 8.00420371],[ 0.54216199 -0.88869323],[4.12695285 5.0797243 ],[-0.65998316 -0.63594611],[4.43023734 5.27283842],[0.94359248 0.29661982],[4.94659726 8.54591583],[-0.60351663  0.69277009],[1.61077269 7.2618471 ],[-0.13015221 -1.00468067],[2.58145593 4.9960196 ],[-0.86754876  0.099682  ],[5.32558279 6.74893844],[0.28013338 0.93137603],[3.11633315 8.50567335],[-0.16054412  0.78041068]
[1.67331156 7.6171484 ],[-0.24876156 -0.99512855],[4.42475139 5.44400974],[0.92517541 0.41538844],[5.21878767 7.91441667],[ 0.50415649 -0.90885147],[4.05989006 5.01768294],[-0.68045406 -0.60399312],[4.52376463 5.30433666],[0.9264537  0.33305725],[4.88401218 8.6131901 ],[-0.64636096  0.65396712],[1.60031093 7.16080674],[-0.08144501 -1.01775811],[2.49483149 5.00799096],[-0.86283765  0.14145011],[5.35157803 6.84223002],[0.24233047 0.93679173],[3.10059763 8.58278373],[-0.15223099  0.76361822]
[1.6511697  7.51694181],[-0.19496888 -1.00938852],[4.51626445 5.48712559],[0.90412693 0.44602453],[5.2670418  7.82239275],[ 0.4599755  -0.93204965],[3.99107081 4.95916747],[-0.69639694 -0.56668664],[4.6155037  5.33945832],[0.9084458  0.36968841],[4.81736773 8.67663275],[-0.6848112   0.61598935],[1.59459754 7.05854538],[-0.03403426 -1.02800106],[2.40901865 5.02439318],[-0.85188327  0.1878914 ],[5.3736338  6.93586598],[0.20244898 0.939502  ],[3.08610548 8.65857286],[-0.13896141  0.75062916]
[1.634462   7.41550042],[-0.13848906 -1.01827505],[4.60569531 5.53335706],[0.88387659 0.47803227],[5.31078192 7.72811565],[ 0.41211918 -0.95558089],[3.92043284 4.90420163],[-0.71441184 -0.53058343],[4.70542079 5.37829083],[0.88695713 0.40407148],[4.74714971 8.73636498],[-0.7230391   0.57451605],[1.59387159 6.95569282],[ 0.01783751 -1.03014011],[2.32442655 5.04549478],[-0.83796594  0.23582941],[5.39193575 7.02995771],[0.16604243 0.94463263],[3.07271741 8.73278751],[-0.1302279   0.73210836]
[1.62340605 7.31330574],[-0.08069812 -1.02331491],[4.69275636 5.58246942],[0.85620995 0.50303184],[5.34972142 7.63165384],[ 0.36537266 -0.97453169],[3.84813683 4.85303846],[-0.73118214 -0.49225639],[4.79312471 5.42053532],[0.8671666  0.44105364],[4.67292806 8.79156733],[-0.76044345  0.52980277],[1.59809643 6.85257226],[ 0.06849816 -1.02978744],[2.24167956 5.07178248],[-0.81951416  0.28710331],[5.40626651 7.12418804],[0.12224506 0.94158807],[3.060242   8.80514714],[-0.12215863  0.71208318]
[1.61796251 7.21056831],[-0.02855449 -1.03108076],[4.7768868  5.63392017],[0.8256777  0.52521602],[5.38428493 7.53373279],[ 0.32400325 -0.98546963],[3.77389426 4.80548007],[-0.74922342 -0.45438314],[4.87855553 5.46624416],[0.83946655 0.47118052],[4.59527232 8.84239836],[-0.78962276  0.48925167],[1.60747903 6.74973877],[ 0.11934693 -1.02602708],[2.16026982 5.10257739],[-0.8058836   0.33118252],[5.41641244 7.21827835],[0.07663789 0.93616738],[3.04852763 8.87542129],[-0.11188277  0.69349023]
[1.61783735 7.10734873],[ 0.0265773  -1.03223306],[4.85830934 5.68795122],[0.80339466 0.55611363],[5.41455442 7.43468051],[ 0.28043601 -0.99623676],[3.69798406 4.76189209],[-0.76655247 -0.41485742],[4.96137979 5.5151683 ],[0.81622986 0.50664687],[4.51476247 8.88904662],[-0.81982238  0.4438021 ],[1.62201278 6.64751531],[ 0.17314743 -1.01610742],[2.08096684 5.13841802],[-0.78216171  0.3833022 ],[5.42187578 7.31171883],[0.03451705 0.93428162],[3.03771973 8.94366305],[-0.10360719  0.67188427]
