[2.31864775 4.55133475],[4.93877671 0.89660961],[0.63735868 8.43105787],[-2.18369651  1.81851772],[4.57433747 9.29941805],[-1.46844934 -4.47209365],[0.98282766 4.49585331],[ 0.39749486 -1.8240335 ],[9.41106139 9.74065174],[-0.68810105  1.99738055],[6.93005828 7.11165221],[-2.13075261  0.50978113],[7.49740966 2.40028493],[1.38987054 1.92413358],[7.89480989 4.72185321],[-0.65724028  3.89457483],[9.97190841 4.02011123],[1.11444362 0.88598162],[7.91688236 5.71154967],[3.48784401 2.10039248]
[5.72379443 4.48362693],[0.58633604 0.88124418],[2.04850758 7.69836631],[ 1.11308655 -0.14142046],[4.58939994 3.99590419],[1.00191961 0.24503713],[5.14280103 3.94463202],[0.91982904 0.30975263],[4.7517597  7.07629689],[ 0.28639097 -1.09578632],[3.14281172 4.39109762],[ 0.77328456 -0.62397029],[6.20685493 6.7688892 ],[-0.41406358  0.91553207],[2.82261469 7.24780686],[-0.62378465 -0.76578217],[6.30474983 6.73516543],[-0.09029945  0.91370117],[4.25307761 8.07684857],[-0.91637379  0.1722556 ]
[5.78064445 4.57323229],[0.54916012 0.90889279],[2.16121234 7.6823398 ],[ 1.13947961 -0.17817784],[4.68891588 4.02265846],[0.98773011 0.28948266],[5.23430696 3.97842581],[0.9107155  0.36689043],[4.77950677 6.96681513],[ 0.26878725 -1.09359846],[3.22194796 4.33084966],[ 0.80853395 -0.58129598],[6.16307444 6.85918386],[-0.45906411  0.89220393],[2.76213849 7.16950742],[-0.58148917 -0.79593033],[6.29335294 6.82630625],[-0.13760162  0.90873309],[4.16112805 8.09156255],[-0.92004929  0.12415006]
[5.83345747 4.66517424],[0.50758998 0.93009613],[2.27634648 7.66312467],[ 1.15540277 -0.21195847],[4.78683602 4.05371658],[0.96764973 0.32854969],[5.32453082 4.01767517],[0.89267689 0.41720454],[4.80559403 6.85766983],[ 0.2548011 -1.0875706],[3.30451138 4.27495594],[ 0.84168716 -0.53699141],[6.11537673 6.94753403],[-0.49472829  0.87424873],[2.70606407 7.08835332],[-0.53857637 -0.82564864],[6.27732523 6.91691313],[-0.18496788  0.90097419],[4.0687608  8.10126552],[-0.92805827  0.06852242]
[5.88234783 4.75936471],[0.47106742 0.95401916],[2.39242824 7.64040038],[ 1.16191827 -0.24544465],[4.88322409 4.08917875],[0.96109569 0.38196096],[5.41289031 4.06196541],[0.87369914 0.4679684 ],[4.83042947 6.74924911],[ 0.24267345 -1.08019507],[3.39019909 4.22348737],[ 0.87525768 -0.48852605],[6.06406596 7.03383986],[-0.53504647  0.84778066],[2.65437507 7.00432652],[-0.49275676 -0.85233505],[6.25678703 7.00682965],[-0.22658391  0.89599143],[3.97583645 8.10544727],[-0.92732834  0.0177999 ]
[5.92749962 4.85572347],[0.42990922 0.97066936],[2.50903572 7.61462118],[ 1.16795825 -0.27099321],[4.97830483 4.12941063],[0.9414354  0.42362033],[5.49913986 4.11118335],[0.85045754 0.5156153 ],[4.85400953 6.6415096 ],[ 0.23039906 -1.07322666],[3.47917917 4.17701259],[ 0.90290906 -0.44178643],[6.00903976 7.1176515 ],[-0.56634115  0.8269152 ],[2.60744338 6.91781239],[-0.44800507 -0.8799367 ],[6.23169173 7.09570268],[-0.27340131  0.88290235],[3.88307484 8.10450279],[-0.9285867  -0.03792993]
[5.96847767 4.95358615],[0.38840121 0.98490145],[2.62551851 7.585898  ],[ 1.16448108 -0.2997016 ],[5.07153858 4.17395576],[0.92227198 0.46639847],[5.58331562 4.16546742],[0.82964967 0.56678068],[4.8763519 6.5344482],[ 0.21807174 -1.06643532],[3.57099645 4.13548099],[ 0.9323899  -0.38917538],[5.95038666 7.19870813],[-0.60312251  0.79729884],[2.56505296 6.82864033],[-0.39992586 -0.90341277],[6.2019558  7.18316949],[-0.31808615  0.86910933],[3.79021821 8.09781318],[-0.92374527 -0.09145213]
[6.00538016 5.05284112],[0.35143517 1.00144313],[2.74197204 7.55493468],[ 1.16208169 -0.32115485],[5.16271389 4.22266136],[0.90248241 0.50898593],[5.66494217 4.22443355],[0.80355471 0.61322207],[4.89759399 6.42818339],[ 0.20920766 -1.05643831],[3.66554047 4.09920687],[ 0.95633502 -0.33786669],[5.88852586 7.27711   ],[-0.63294834  0.7713421 ],[2.5276539  6.73733879],[-0.34743036 -0.92178704],[6.16807303 7.26940811],[-0.35894471  0.85568012],[3.69819988 8.08599234],[-0.91644731 -0.14522885]
[6.03865078 5.15365929],[0.31207789 1.01266241],[2.85786701 7.52173701],[ 1.15622581 -0.34168762],[5.25201976 4.27576912],[0.88269336 0.55223552],[5.74411105 4.28821796],[0.77804385 0.66063078],[4.9180378  6.32297797],[ 0.20058775 -1.04687971],[3.76241225 4.06819682],[ 0.97902912 -0.28376926],[5.82357364 7.35264926],[-0.66473156  0.74030767],[2.49568611 6.64440857],[-0.29244134 -0.9371781 ],[6.13030556 7.35432533],[-0.39675983  0.84169255],[3.6073518  8.06909798],[-0.90115771 -0.1935987 ]
[6.06780347 5.25531793],[0.27147967 1.02062533],[2.97323964 7.48675672],[ 1.15105187 -0.35747611],[5.33916442 4.33303796],[0.86068179 0.59355802],[5.82052305 4.35653703],[0.74834253 0.70377287],[4.93797979 6.21904111],[ 0.19632048 -1.03391241],[3.86134133 4.04258984],[ 0.99561637 -0.23179803],[5.75534047 7.42483428],[-0.69697347  0.70586027],[2.46933645 6.55008972],[-0.2327734  -0.94723603],[6.08841154 7.43733499],[-0.4410605   0.81805159],[3.51787866 8.04708276],[-0.88672266 -0.24547121]
[6.09312843 5.35788704],[0.23500113 1.03021154],[3.08771594 7.44997153],[ 1.13926936 -0.37707885],[5.42417239 4.39451393],[0.83889886 0.63529448],[5.89399946 4.42918379],[0.71876033 0.74655311],[4.95727726 6.11616212],[ 0.18751627 -1.02582963],[3.96186532 4.02228935],[ 1.01293434 -0.17552567],[5.68416061 7.49370419],[-0.72573165  0.67194928],[2.4486277  6.45448698],[-0.17798008 -0.96105781],[6.04193335 7.51768662],[-0.48678377  0.79022812],[3.42964777 8.01952471],[-0.87529042 -0.30352911]
[6.11506323 5.46151663],[0.20210376 1.04018767],[3.2011821  7.41150686],[ 1.13004926 -0.39182001],[5.50675196 4.45990613],[0.81166704 0.67139802],[5.96409823 4.50565088],[0.68489267 0.78423021],[4.97564618 6.0140629 ],[ 0.18314569 -1.01299734],[4.06375638 4.00743577],[ 1.02348403 -0.12247952],[5.61034858 7.55928222],[-0.7492172   0.64044687],[2.43348613 6.35767006],[-0.12547976 -0.97543479],[5.99127315 7.59549066],[-0.52620782  0.76549494],[3.34325347 7.98671468],[-0.85373218 -0.35411534]
[6.13374634 5.56601873],[0.17126849 1.04902094],[3.31359441 7.37154092],[ 1.11812262 -0.40728432],[5.58643357 4.52870835],[0.78274523 0.70527316],[6.0308356  4.58585621],[0.6501384  0.81987952],[4.99396246 5.91357375],[ 0.18137962 -0.99877786],[4.16668591 3.99802665],[ 1.03359543 -0.06654928],[5.53411745 7.62150068],[-0.77333955  0.60554316],[2.42348953 6.25946153],[-0.06766844 -0.98156725],[5.93655072 7.67053466],[-0.56736383  0.73571082],[3.25910699 7.94881959],[-0.83062953 -0.40554535]
[6.14907086 5.67099182],[0.13692938 1.05164881],[3.42497753 7.3302801 ],[ 1.10855418 -0.41853838],[5.66323079 4.60087555],[0.75426113 0.73895169],[6.09384552 4.66930898],[0.61047709 0.84932811],[5.01204104 5.8144082 ],[ 0.17550709 -0.98914636],[4.27048385 3.99425097],[ 1.04007577 -0.010859  ],[5.45592655 7.68055214],[-0.79147148  0.57410756],[2.41949089 6.16093678],[-0.01256273 -0.98864531],[5.87808392 7.74280101],[-0.60313615  0.70784458],[3.1775186  7.90591315],[-0.80345365 -0.45517448]
[6.1608283  5.77598212],[0.10026675 1.04994562],[3.53528529 7.2878637 ],[ 1.09450721 -0.43271989],[5.73723157 4.6764243 ],[0.72232415 0.76838656],[6.15293547 4.75568528],[0.57186259 0.87839048],[5.02919274 5.71590919],[ 0.16803582 -0.98026815],[4.3748169  3.99608801],[1.04355974 0.04495126],[5.37598386 7.73640185],[-0.80894044  0.54095759],[2.4210408  6.06189362],[ 0.04564448 -0.98959393],[5.81607177 7.81213676],[-0.63626498  0.67912633],[3.09856821 7.85784862],[-0.77500843 -0.50584967]
[6.16878348 5.88059225],[0.06208088 1.04532272],[3.64403508 7.24389562],[ 1.08266295 -0.44416914],[5.80786609 4.75469967],[0.69250379 0.79902739],[6.20817177 4.84489203],[0.5346609  0.90715181],[5.04609063 5.61877879],[ 0.16836269 -0.9639871 ],[4.47927769 4.00341959],[1.04274649 0.09911208],[5.29403411 7.7885506 ],[-0.83068693  0.50095046],[2.42856597 5.96303499],[ 0.10430514 -0.98753813],[5.75113188 7.87881064],[-0.66477848  0.65153353],[3.02269226 7.80484133],[-0.74033829 -0.55231827]
[6.17327433 5.98500828],[0.03065227 1.04540877],[3.75181666 7.1990842 ],[ 1.07203417 -0.45278827],[5.87554964 4.83601408],[0.65970979 0.82555848],[6.25979955 4.93697681],[0.4970817  0.93329995],[5.0625716  5.52282514],[ 0.16286332 -0.95346948],[4.58325071 4.01585427],[1.03621037 0.14926222],[5.21022664 7.83688705],[-0.84710347  0.46372987],[2.44203106 5.86461013],[ 0.16452664 -0.98094355],[5.68291997 7.94213401],[-0.70174296  0.61207054],[2.95059281 7.74741442],[-0.70226506 -0.59701936]
[6.17480746 6.08947363],[0.00143823 1.04489182],[3.85853558 7.15347258],[ 1.06052039 -0.46102831],[5.93952273 4.91950199],[0.61998875 0.84422227],[6.30731186 5.03121886],[0.45262046 0.95071271],[5.07864635 5.42807793],[ 0.16138938 -0.93882704],[4.68645022 4.03325698],[1.02728682 0.19850082],[5.12464842 7.88124119],[-0.862521    0.42490843],[2.46149328 5.76697628],[ 0.22675552 -0.96912999],[5.61132869 8.00165347],[-0.73076033  0.57707521],[2.88244952 7.68558625],[-0.66321302 -0.64232005]
[6.17309735 6.19345814],[-0.03546143  1.03481182],[3.9640205  7.10699921],[ 1.04876535 -0.46867374],[6.00001537 5.0052939 ],[0.58875619 0.87023612],[6.35039854 5.12714365],[0.40827526 0.96666092],[5.0942145  5.33444056],[ 0.15164026 -0.93211474],[4.78894556 4.05586362],[1.02134177 0.25266131],[5.03779658 7.92186921],[-0.8752965  0.3865089],[2.48704654 5.67055078],[ 0.28379666 -0.95914295],[5.53684746 8.05751206],[-0.75811946  0.54030744],[2.81782208 7.61876729],[-0.62886216 -0.69368486]
[6.1681475  6.29681175],[-0.0640245   1.03131495],[4.06820879 7.05967881],[ 1.03664624 -0.47600302],[6.05736166 5.09358998],[0.55688503 0.89407469],[6.38890487 5.22444228],[0.36049003 0.97772823],[5.1088989  5.24160396],[ 0.13969636 -0.92666654],[4.89045411 4.08359037],[1.00794824 0.3010431 ],[4.94966696 7.95853828],[-0.88750154  0.34628575],[2.51860383 5.57561814],[ 0.34768439 -0.93854382],[5.4598717  8.10976863],[-0.78037654  0.50534917],[2.75714718 7.54728055],[-0.58629133 -0.73773192]
[6.16011476 6.39948465],[-0.09702922  1.02153631],[4.17092652 7.01138974],[ 1.02112284 -0.4863427 ],[6.1110245  5.18370953],[0.51830298 0.91003629],[6.42308822 5.32321801],[0.32290856 0.99701745],[5.12224234 5.14925031],[ 0.12815724 -0.91931498],[4.9905428  4.11612828],[0.99335724 0.34930971],[4.86004909 7.99077861],[-0.90368073  0.29919591],[2.55649233 5.4828677 ],[ 0.41038472 -0.91555036],[5.38070559 8.15840835],[-0.80259522  0.46727387],[2.70094414 7.47157661],[-0.53546179 -0.77404781]
[6.14879608 6.50113191],[-0.1271991   1.01328254],[4.27233015 6.96233319],[ 1.01105233 -0.49056048],[6.16097974 5.27551628],[0.48045375 0.92550502],[6.45310281 5.42338907],[0.27870582 1.00739307],[5.13494762 5.05817014],[ 0.12688887 -0.90144597],[5.08896206 4.1533247 ],[0.97612478 0.39579392],[4.7692386  8.01859231],[-0.91359256  0.25564475],[2.60024631 5.39222328],[ 0.46470606 -0.89640676],[5.29909245 8.20284578],[-0.82817641  0.42235906],[2.65010294 7.3924913 ],[-0.48072535 -0.8069959 ]
[6.1347921  6.60217173],[-0.15441684  1.00565418],[4.37275778 6.9129463 ],[ 0.99512338 -0.49953388],[6.20715643 5.36881729],[0.44325746 0.94041735],[6.47900256 5.52478638],[0.24091087 1.02170861],[5.14728063 4.96862235],[ 0.12136047 -0.88790571],[5.18608562 4.19566806],[0.96394701 0.44892033],[4.67803444 8.04254824],[-0.9113041   0.22249284],[2.64942857 5.30374618],[ 0.52150818 -0.86974482],[5.21473964 8.24241364],[-0.85611439  0.37108589],[2.60456756 7.30993426],[-0.43155195 -0.84552625]
[6.11779435 6.70210205],[-0.18421985  0.99397846],[4.47158533 6.86265443],[ 0.98348499 -0.50407477],[6.24978276 5.46370544],[0.40914798 0.95681881],[6.5009413  5.62729341],[0.19708828 1.02725968],[5.15959397 4.88094563],[ 0.12245083 -0.86820097],[5.28148488 4.24287702],[0.94397171 0.49522921],[4.58683031 8.06289536],[-0.91337448  0.18352448],[2.70424339 5.21812481],[ 0.57377995 -0.84283074],[5.12800518 8.27706699],[-0.87643079  0.3235134 ],[2.5641541  7.22377012],[-0.37572712 -0.87658075]
[6.09772652 6.80070535],[-0.21628197  0.97882417],[4.56922485 6.81192425],[ 0.97021856 -0.50949998],[6.28891119 5.56005553],[0.37308253 0.9695305 ],[6.51868484 5.73043513],[0.15626291 1.03356312],[5.17155655 4.79478542],[ 0.11833635 -0.8534917 ],[5.37444568 4.29428885],[0.91547325 0.53308098],[4.49519448 8.07900491],[-0.91926702  0.13832592],[2.76423187 5.13539952],[ 0.62595693 -0.81086941],[5.0397041  8.30726074],[-0.88856679  0.28093955],[2.52953572 7.13475145],[-0.31590248 -0.90284015]
[6.07435419 6.89765919],[-0.24703371  0.96413772],[4.66555297 6.7606975 ],[ 0.95608645 -0.51525824],[6.32440333 5.65756961],[0.33831866 0.98195369],[6.53239438 5.83412759],[0.11731678 1.03924335],[5.18319369 4.71019382],[ 0.11632377 -0.83643168],[5.46461215 4.34952355],[0.88856309 0.57226257],[4.40312637 8.09061513],[-0.92137217  0.09420449],[2.82936851 5.05605266],[ 0.67494731 -0.77702533],[4.95034808 8.33321932],[-0.90017327  0.23615192],[2.5009488  7.04320283],[-0.25971471 -0.93151988]
[6.04809041 6.99325338],[-0.27656824  0.94910819],[4.76058916 6.70903896],[ 0.94671172 -0.51570629],[6.35623222 5.75605476],[0.29807185 0.98732179],[6.54199417 5.93805553],[0.07497491 1.03927288],[5.19453176 4.62721807],[ 0.11066921 -0.82271842],[5.55221192 4.40880208],[0.86427332 0.61410397],[4.31100264 8.09785202],[-0.92330758  0.04784821],[2.89910089 4.98004644],[ 0.71931047 -0.74262966],[4.85954303 8.35423762],[-0.91488325  0.18464046],[2.47777205 6.94872209],[-0.20174642 -0.95550266]
[6.0190724 7.0874585],[-0.30368665  0.9348476 ],[4.85483059 6.65753558],[ 0.93661016 -0.51578956],[6.38414452 5.8551291 ],[0.26066125 0.99433916],[6.54747903 6.04199459],[0.03299291 1.03749319],[5.20536513 4.54570819],[ 0.10792431 -0.80547973],[5.63710448 4.47198563],[0.8317323  0.64758808],[4.21921365 8.10086153],[-0.91582366  0.0088327 ],[2.97345115 4.90791537],[ 0.76741936 -0.6994183 ],[4.76745318 8.3700988 ],[-0.92407862  0.13492883],[2.46056002 6.85214434],[-0.14267788 -0.97564227]
[5.9873927  7.18020702],[-0.33086799  0.91886911],[4.94760062 6.60557418],[ 0.92138335 -0.52079051],[6.4081035  5.95462814],[0.21910562 0.99605741],[6.54906855 6.14594201],[-0.0021929  1.0399669],[5.21564298 4.4656749 ],[ 0.09922077 -0.79349161],[5.7186623  4.53841118],[0.80082842 0.68220132],[4.12780881 8.0994984 ],[-0.91038872 -0.03455923],[3.05206833 4.83981262],[ 0.80699372 -0.65975804],[4.67457176 8.38095558],[-0.9328829   0.08232316],[2.44922329 6.75369427],[-0.08164658 -0.99028031]
[5.95271016 7.27101004],[-0.36267071  0.89719135],[5.03927772 6.55357096],[ 0.91409905 -0.51718483],[6.42826202 6.05458568],[0.18315454 1.00187591],[6.54688817 6.24975253],[-0.04002455  1.03720634],[5.22503416 4.38687493],[ 0.09037587 -0.78052348],[5.79743259 4.60858542],[0.77337199 0.71994336],[4.03732004 8.09407133],[-0.90040992 -0.07520109],[3.13483148 4.77611239],[ 0.84790938 -0.61376202],[4.58126856 8.38684845],[-0.93215698  0.03621989],[2.44423082 6.65418363],[-0.01720658 -0.99833291]
[5.91471444 7.35947742],[-0.39398838  0.87519386],[5.13026702 6.50202142],[ 0.90307795 -0.51628592],[6.44467193 6.15489029],[0.14560551 1.00449106],[6.54081085 6.35306609],[-0.07993761  1.03021685],[5.23393021 4.30980143],[ 0.0862947  -0.76214185],[5.87319379 4.68224466],[0.74204515 0.75326154],[3.94747542 8.08411001],[-0.89392037 -0.12190448],[3.22156146 4.71713792],[ 0.88664485 -0.5649838 ],[4.48778893 8.38774927],[-0.93750797 -0.01893975],[2.44591712 6.55425337],[ 0.04876857 -1.00178263]
[5.87357626 7.4456742 ],[-0.42599866  0.85131787],[5.22006982 6.45049952],[ 0.89338779 -0.51365094],[6.45755797 6.25558737],[0.10857919 1.00560873],[6.53091682 6.45573953],[-0.11995989  1.0209561 ],[5.24214933 4.23433823],[ 0.07858634 -0.74646801],[5.94567507 4.75905346],[0.70893854 0.7840689 ],[3.85874905 8.06983517],[-0.88235518 -0.16570493],[3.3115457  4.66265347],[ 0.91372301 -0.5233801 ],[4.393803   8.38296453],[-0.94097141 -0.07615929],[2.45385232 6.45384252],[ 0.11149967 -1.00412042]
[5.82974928 7.52991496],[-0.45012199  0.8335978 ],[5.30855188 6.39890987],[ 0.87752652 -0.51690927],[6.46628307 6.35589506],[0.06783862 1.00223999],[6.51687866 6.55727426],[-0.16066473  1.00955585],[5.24960536 4.16050146],[ 0.06996379 -0.7306579 ],[6.01476955 4.83882419],[0.6725179  0.81071417],[3.77087904 8.05074154],[-0.87462784 -0.21624011],[3.40436959 4.61266854],[ 0.9415001  -0.47691024],[4.30019259 8.37302425],[-0.93406404 -0.12580247],[2.46782324 6.35319903],[ 0.16851998 -1.0071942 ]
[5.78340095 7.61218257],[-0.47786447  0.81045343],[5.39543002 6.34697918],[ 0.85892833 -0.52284308],[6.47080256 6.45568846],[0.02502221 0.99596892],[6.49889727 6.65770386],[-0.20050432  0.99715067],[5.25614564 4.08825425],[ 0.05885163 -0.71608973],[6.08014903 4.92114514],[0.63531368 0.8357068 ],[3.68404546 8.02670331],[-0.86171309 -0.26453246],[3.50020183 4.56778024],[ 0.97195678 -0.42319998],[4.20707578 8.3577818 ],[-0.9305153  -0.18175054],[2.48767033 6.25269172],[ 0.22856594 -1.00200267]
[5.73420393 7.69198578],[-0.50513097  0.78629933],[5.48034292 6.29434135],[ 0.8404579  -0.52879705],[6.47144632 6.5551909 ],[-0.01088226  0.99501771],[6.47709201 6.75695893],[-0.23261896  0.99042491],[5.26138203 4.01735418],[ 0.05050063 -0.69709612],[6.14201116 5.00611652],[0.60263862 0.86414021],[3.59884169 7.99805318],[-0.84325579 -0.3096823 ],[3.59839724 4.5277843 ],[ 0.99109909 -0.37698327],[4.11470146 8.33717797],[-0.91579076 -0.2294033 ],[2.51346738 6.15289614],[ 0.28675725 -0.99365653]
[5.68209364 7.76911026],[-0.53576255  0.7572539 ],[5.56392105 6.24164089],[ 0.82910941 -0.52712299],[6.46858389 6.65457085],[-0.04782916  0.99077154],[6.45180544 6.85513162],[-0.27374971  0.97221088],[5.26641149 3.94902223],[ 0.05113637 -0.66844772],[6.20017334 5.09344121],[0.56429929 0.8857995 ],[3.51523077 7.96450508],[-0.82696385 -0.35968935],[3.69882758 4.49292207],[ 1.01445496 -0.32262315],[4.02370888 8.31161179],[-0.89995986 -0.27810605],[2.54523716 6.05433124],[ 0.34651346 -0.97888956]
[5.62715261 7.84348083],[-0.56247346  0.73044885],[5.64584673 6.18860929],[ 0.80897601 -0.53396274],[6.4619693  6.75338243],[-0.08477646  0.98484004],[6.42247421 6.95148887],[-0.30987217  0.95755894],[5.27115651 3.88324346],[ 0.0423952  -0.64825051],[6.25449807 5.18287073],[0.52274094 0.90310979],[3.43352994 7.92610965],[-0.80699275 -0.40853623],[3.80114751 4.46324071],[ 1.0296856  -0.27277592],[3.93456776 8.28135992],[-0.881908   -0.32634733],[2.58281194 5.9573293 ],[ 0.40833461 -0.95706322]
[5.5696302  7.91516721],[-0.58929553  0.70166344],[5.72583251 6.1349697 ],[ 0.79296739 -0.53652607],[6.45160944 6.85146347],[-0.12545263  0.97349769],[6.38977205 7.04650024],[-0.34324333  0.94314812],[5.27509981 3.81963575],[ 0.03663245 -0.62354465],[6.30486949 5.27418122],[0.48484461 0.92294007],[3.35394955 7.88282595],[-0.78321366 -0.45601367],[3.9049058 4.4386115],[ 1.04508213 -0.21964591],[3.84691864 8.24584759],[-0.86909202 -0.38233706],[2.6263716  5.86253688],[ 0.46341216 -0.93734467]
[5.50925073 7.98370847],[-0.61954262  0.66759172],[5.80465946 6.08155   ],[ 0.78345575 -0.5318478 ],[6.43686548 6.94805947],[-0.17009946  0.95757439],[6.35398654 7.14019174],[-0.37322564  0.92945439],[5.27840462 3.75851093],[ 0.03026209 -0.59790009],[6.3513821 5.3673389],[0.44745447 0.94190338],[3.2767729  7.83471055],[-0.75901493 -0.50529751],[4.00994329 4.41919869],[ 1.05538573 -0.16845781],[3.76094304 8.20499995],[-0.84956309 -0.4340332 ],[2.67524567 5.76978659],[ 0.51328604 -0.91744878]
[5.44613428 8.04903054],[-0.64258791  0.63869638],[5.88220044 6.02829804],[ 0.76782527 -0.53265589],[6.41837383 7.04370082],[-0.20113957  0.95331684],[6.31517097 7.23235282],[-0.4050404   0.91149339],[5.28145007 3.70040513],[ 0.03119004 -0.56347231],[6.3939129  5.46207965],[0.40565384 0.95512382],[3.20226633 7.78181092],[-0.72986657 -0.55165795],[4.11559833 4.40460494],[ 1.05907071 -0.12175907],[3.67698635 8.15893927],[-0.82388192 -0.48164619],[2.72920002 5.67938949],[ 0.56300156 -0.89246422]
[5.38076798 8.11141036],[-0.66224435  0.61104564],[5.95828822 5.97510176],[ 0.75246771 -0.53265645],[6.39662938 7.13863206],[-0.23433627  0.94427041],[6.27295253 7.32241034],[-0.43768815  0.89090609],[5.28422279 3.64545745],[ 0.02329928 -0.5361101 ],[6.43291856 5.55869822],[0.3721484  0.97449589],[3.13079933 7.72431231],[-0.69836074 -0.59738056],[4.22180307 4.39497296],[ 1.06712317 -0.06831967],[3.59581895 8.10827341],[-0.80014396 -0.53254222],[2.78801059 5.5916306 ],[ 0.61277979 -0.8623306 ]
[5.31314569 8.17062576],[-0.68809466  0.57499063],[6.03301587 5.92210986],[ 0.74049048 -0.52867201],[6.37143678 7.23241729],[-0.2708743   0.92977263],[6.22746203 7.41030221],[-0.47168583  0.86704184],[5.28635567 3.59350521],[ 0.01513002 -0.50676827],[6.46808035 5.6566681 ],[0.32993479 0.9834251 ],[3.06275425 7.66243823],[-0.65862955 -0.63632285],[4.32853612 4.39054836],[ 1.06777954 -0.0195699 ],[3.51716785 8.05257898],[-0.77101097 -0.57958296],[2.85161943 5.5069444 ],[ 0.65848088 -0.83146806]
[5.24304224 8.22622251],[-0.71361155  0.53689421],[6.10648002 5.86948411],[ 0.72715533 -0.52538331],[6.34241371 7.32450195],[-0.30973142  0.9114627 ],[6.1785629  7.49570877],[-0.50449396  0.84257618],[5.28745734 3.54440821],[ 0.00549797 -0.47613817],[6.49893637 5.75539006],[0.2873778  0.99095708],[2.99862061 7.59654721],[-0.62325333 -0.68080947],[4.43524285 4.39100707],[1.06450979 0.02708746],[3.44149107 7.99218676],[-0.74074147 -0.62656088],[2.91965842 5.42544493],[ 0.70149889 -0.79853375]
[5.17054211 8.27803893],[-0.73827938  0.49712399],[6.17847784 5.8170834 ],[ 0.7097014  -0.52564193],[6.30927867 7.4144618 ],[-0.3520467   0.88846051],[6.12624139 7.57843298],[-0.5409386   0.81261362],[5.28740442 3.49833481],[-0.00665372 -0.44490754],[6.5255199  5.85479116],[0.24644262 0.99888824],[2.93851375 7.52664559],[-0.5793471  -0.71774771],[4.5413807  4.39594325],[1.05818115 0.07167469],[3.36894642 7.9271605 ],[-0.70808296 -0.67192582],[2.99197474 5.34744463],[ 0.74378121 -0.76177019]
[5.09597022 8.32614219],[-0.75159041  0.46618671],[6.2485534  5.76450095],[ 0.69221341 -0.52552258],[6.27232188 7.50245147],[-0.38796375  0.87002747],[6.07069902 7.6584848 ],[-0.56934811  0.78860032],[5.28665376 3.45606797],[-0.01024282 -0.40178066],[6.54803963 5.95493327],[0.20708305 1.00671075],[2.8823395  7.45255977],[-0.5434182  -0.76317833],[4.64722974 4.40577373],[1.05882083 0.12520803],[3.30006558 7.85797158],[-0.66713267 -0.70942142],[3.06830716 5.27313049],[ 0.78379643 -0.72285707]
[5.01984946 8.37082242],[-0.77169718  0.42609968],[6.31706594 5.71214862],[ 0.67638877 -0.52310708],[6.23201286 7.58872082],[-0.4196438   0.85343263],[6.01259526 7.73629475],[-0.59220529  0.76770168],[5.28540887 3.41816138],[-0.01616627 -0.35722225],[6.56669621 6.05582141],[0.16554514 1.01026523],[2.82994594 7.37412405],[-0.50468838 -0.80562494],[4.75292494 4.42086648],[1.05380565 0.17568824],[3.23515056 7.78489391],[-0.62984317 -0.75073   ],[3.14855913 5.20284218],[ 0.8185047  -0.68494242]
[4.94194837 8.41158967],[-0.78776172  0.38738928],[6.38392745 5.66000017],[ 0.65881707 -0.52179585],[6.18809378 7.67277351],[-0.46115914  0.82495511],[5.95190986 7.81160196],[-0.62076842  0.73881881],[5.28304005 3.38439915],[-0.03006995 -0.31612159],[6.58106955 6.15686554],[0.12167497 1.01017752],[2.78181357 7.29186096],[-0.45680075 -0.83834206],[4.85752485 4.44046681],[1.04077106 0.21901664],[3.17399885 7.70772962],[-0.59173258 -0.79095651],[3.23197897 5.13624431],[ 0.84856246 -0.64772097]
[4.86217756 8.44807922],[-0.806503    0.34301259],[6.44841732 5.60739496],[ 0.63219631 -0.52903918],[6.14034797 7.75421548],[-0.49468306  0.80252521],[5.88832996 7.88387627],[-0.64930794  0.70783012],[5.27952723 3.35524734],[-0.03992892 -0.26580486],[6.59113253 6.25791542],[0.07929965 1.01021628],[2.73868273 7.20656317],[-0.4048241  -0.86644528],[4.9609108  4.46454181],[1.02492566 0.26046928],[3.11703803 7.62694637],[-0.54676106 -0.8237925 ],[3.31846243 5.07361698],[ 0.87923551 -0.6060665 ]
[4.78040466 8.47983668],[-0.82706226  0.29339631],[6.51114234 5.55499723],[ 0.61642547 -0.5246754 ],[6.08917545 7.83321874],[-0.52975796  0.7761735 ],[5.82178111 7.95282684],[-0.67964827  0.67283091],[5.27472241 3.33110938],[-0.05770256 -0.21748947],[6.59665844 6.35861487],[0.03273957 1.00504632],[2.70076423 7.11850761],[-0.35221169 -0.8930739 ],[5.06273989 4.49281345],[1.01041728 0.30379221],[3.06459405 7.54293496],[-0.49893494 -0.85305287],[3.40754049 5.01485747],[ 0.9039517  -0.56695974]
[4.69714842 8.50703888],[-0.83936066  0.24889938],[6.57187594 5.50266053],[ 0.59639867 -0.52379027],[6.03457093 7.90954536],[-0.56395597  0.74830916],[5.75252335 8.01848756],[-0.70688218  0.63862191],[5.26841241 3.31240637],[-0.07049935 -0.15745304],[6.59788874 6.45908266],[-0.00846644  1.00357573],[2.66812556 7.0278688 ],[-0.29965894 -0.91842954],[5.16278399 4.5251092 ],[0.99211545 0.34371711],[3.01702284 7.45612179],[-0.45255427 -0.88295024],[3.49894788 4.9600261 ],[ 0.92600011 -0.52734732]
