[5.80503326 2.80686357],[ 4.22141962 -3.89122168],[5.79654822 7.07584654],[ 0.53870353 -2.12637513],[0.78121514 0.16725332],[ 0.05268639 -2.04573964],[6.40563389 4.11992662],[-2.25903668  3.42049617],[9.58348262 7.70907276],[3.02735207 3.32920425],[5.04498543 3.37363073],[-2.7158341   1.12647029],[6.13868955 0.61834098],[ 0.21331384 -1.16054558],[9.05294954 0.85092044],[-1.50460967  4.49169326],[2.4350711  2.74879049],[1.39984726 3.50086995],[4.5530903 3.6786744],[-4.91157399 -3.07859411]
[2.95832148 2.89473872],[ 0.05509521 -1.04773676],[3.28649646 3.92988485],[0.78583604 0.67185367],[4.774774   4.71891424],[-0.91717523  0.12064865],[6.50350358 2.00304971],[0.46569422 0.88280139],[5.10420006 0.86172641],[-0.96134113 -0.21752287],[6.32968327 1.52603385],[-0.38343365 -0.89448121],[6.25746106 3.70663339],[ 0.77081156 -0.60510209],[5.5417821  0.94501423],[0.96492531 0.34046513],[3.56060603 0.60090416],[-0.78748692  0.47285558],[5.50374362 4.61790757],[-0.84385453  0.4012051 ]
[2.9665978  2.79039883],[ 0.11071109 -1.03826569],[3.36677903 3.99501692],[0.81822689 0.62946177],[4.68281529 4.72850801],[-0.92298509  0.06976185],[6.54817805 2.09205959],[0.42835491 0.89787604],[5.00777662 0.84207784],[-0.96819236 -0.17675643],[6.28940455 1.43755038],[-0.42020467 -0.87309271],[6.33305342 3.64459185],[ 0.73928365 -0.63704209],[5.63720056 0.98089273],[0.9419086  0.37556145],[3.48307563 0.65101567],[-0.76466219  0.52699332],[5.41850569 4.65602497],[-0.86419733  0.35733356]
[2.97990003 2.68663314],[ 0.15717823 -1.03452044],[3.45051632 4.05619042],[0.8541987  0.59205331],[4.5906695 4.7332684],[-0.92162645  0.023486  ],[6.58870678 2.18215849],[0.38399833 0.9058442 ],[4.91088122 0.82666355],[-0.97105562 -0.1331081 ],[6.24558957 1.35140598],[-0.45460029 -0.84809036],[6.40547443 3.57946907],[ 0.71012862 -0.66397499],[5.73075932 1.02077286],[0.92383285 0.41677389],[3.40804234 0.70650838],[-0.73880189  0.57917943],[5.33115476 4.68950077],[-0.88265866  0.31183377]
[2.99795282 2.58354042],[ 0.20753705 -1.02312677],[3.53733476 4.11318726],[0.88028914 0.54632339],[4.49844281 4.73305988],[-0.92336751 -0.02863379],[6.62522137 2.27346246],[0.34497583 0.91872968],[4.8140501  0.81593509],[-0.96816392 -0.08419464],[6.19809538 1.26759342],[-0.49390728 -0.82656967],[6.4747327  3.51154103],[ 0.67325612 -0.69592089],[5.82222604 1.06454375],[0.90222665 0.45549671],[3.33580389 0.76716649],[-0.70514189  0.63393414],[5.24194882 4.71825156],[-0.90181083  0.26216993]
[3.02113743 2.48182439],[ 0.25642888 -1.01035794],[3.62702477 4.16595928],[0.91128535 0.50734645],[4.40598978 4.7274171 ],[-0.92478906 -0.08380001],[6.65806611 2.36623865],[0.31049959 0.93508101],[4.71728172 0.80983365],[-0.96834959 -0.03923576],[6.14720926 1.18653693],[-0.5262661 -0.7968974],[6.54014641 3.44039882],[ 0.63541852 -0.72605131],[5.91126132 1.11195572],[0.88000864 0.494392  ],[3.26711886 0.8332238 ],[-0.66851721  0.68632691],[5.15079007 4.74180175],[-0.92078622  0.20874549]
[3.0491313  2.38147698],[ 0.30662095 -0.99290857],[3.71922777 4.21434965],[0.93286562 0.46088235],[4.31344426 4.71613319],[-0.92519603 -0.14145674],[6.68687603 2.46002156],[0.26715028 0.9418515 ],[4.62068452 0.80836153],[-0.96399784  0.00914875],[6.09285801 1.10828175],[-0.56104399 -0.76834377],[6.60199588 3.36660513],[ 0.60107559 -0.74987744],[5.99798463 1.16322426],[0.85194679 0.52850969],[3.20226266 0.90440893],[-0.63079373  0.73424085],[5.05793484 4.76001017],[-0.93570198  0.15545518]
[3.08206684 2.28293729],[ 0.34893561 -0.98028884],[3.81346782 4.25806222],[0.95082842 0.41259857],[4.22124638 4.69930604],[-0.91592185 -0.19254567],[6.71117889 2.55429678],[0.22178512 0.94644279],[4.52439478 0.81153799],[-0.96249079  0.05336452],[6.03515781 1.03307636],[-0.59142133 -0.73412765],[6.66025248 3.29041017],[ 0.56355842 -0.77406058],[6.08163262 1.21765823],[0.82325114 0.56246253],[3.14101046 0.97993896],[-0.59265168  0.77702373],[4.96399633 4.7731266 ],[-0.94367785  0.10581083]
[3.11949795 2.18611927],[ 0.39914071 -0.95617182],[3.90943345 4.29696526],[0.96762306 0.36493459],[4.13001974 4.67729757],[-0.90809949 -0.24747941],[6.73117671 2.64922818],[0.17861931 0.95249635],[4.42830454 0.81909284],[-0.96243086  0.09412392],[5.97409021 0.96102312],[-0.62660346 -0.70346332],[6.71408771 3.21128389],[ 0.51583946 -0.80518277],[6.1624871  1.27560534],[0.79354772 0.59625199],[3.08376566 1.05966486],[-0.55065204  0.81814758],[4.86920899 4.78107046],[-0.95114758  0.05340683]
[3.16134659 2.09127431],[ 0.43829546 -0.93959545],[4.0071019  4.33123176],[0.98357046 0.31865968],[4.03955494 4.64962855],[-0.90027842 -0.30539557],[6.74683322 2.74469756],[0.13258697 0.95477902],[4.33254652 0.83093343],[-0.95499032  0.14002064],[5.90967504 0.89226827],[-0.66157829 -0.67137815],[6.76344335 3.12950531],[ 0.4725609  -0.82855602],[6.24033726 1.33693636],[0.76343572 0.63039902],[3.0311147  1.14361347],[-0.50526691  0.85700765],[4.77360941 4.78352874],[-0.95866941 -0.00263209]
[3.20697019 1.99814644],[ 0.47495434 -0.92148264],[4.10647284 4.36111392],[1.00125203 0.27692978],[3.95032979 4.61649543],[-0.88618885 -0.3595139 ],[6.75776242 2.84024808],[0.08812878 0.95815516],[4.23738664 0.84710904],[-0.94903112  0.18221256],[5.84183611 0.82685295],[-0.69365006 -0.63527269],[6.80836856 3.04545057],[ 0.42882061 -0.84913558],[6.31508771 1.40163072],[0.73057593 0.66253181],[2.98302663 1.2312065 ],[-0.45619875  0.89421658],[4.67739663 4.78034496],[-0.96496073 -0.06105433]
[3.25662613 1.90737044],[ 0.5161925  -0.89549709],[4.20716788 4.38652119],[1.01309445 0.2320885 ],[3.86256889 4.57788436],[-0.8648867  -0.40870814],[6.76406651 2.93590408],[0.03779038 0.95470447],[4.14300406 0.86756295],[-0.94104071  0.22408023],[5.77109549 0.76540684],[-0.72090387 -0.59328245],[6.849019   2.95958847],[ 0.38434208 -0.86743431],[6.38664522 1.46966365],[0.69938315 0.6969742 ],[2.93971106 1.32212239],[-0.40830946  0.92511823],[4.58074689 4.77132233],[-0.96640514 -0.11830225]
[3.3099018  1.81885884],[ 0.54985767 -0.87359386],[4.30843511 4.40693337],[1.01557492 0.1797081 ],[3.77688022 4.53422274],[-0.8496866  -0.46559076],[6.7656551  3.03148702],[-0.00762833  0.9550878 ],[4.04971736 0.89239016],[-0.92730181  0.2694443 ],[5.69729957 0.70787817],[-0.75469405 -0.55691862],[6.88534771 2.87217523],[ 0.3398752  -0.88276812],[6.4547518  1.54083743],[0.66424082 0.72800653],[2.90129027 1.41598804],[-0.35887306  0.9526956 ],[4.48432978 4.75680247],[-0.96063307 -0.17112651]
