[5.43789295 1.81633312],[-1.56167376 -3.55592478],[9.05350995 6.70514605],[-2.46243412 -4.92482385],[0.21622598 8.18311529],[ 4.84086137 -3.95229892],[8.95451031 2.23292933],[-4.70766435  1.23746042],[3.25083639 8.04753335],[-3.19754649  2.37702519],[6.13606293 8.57415863],[ 2.7585082  -3.77124439],[2.7287606  3.04495899],[ 2.65819999 -4.41872647],[1.36078897 1.18427029],[-4.60936665 -1.20819751],[9.73806647 7.51423737],[-4.02287534  3.68049531],[3.39493903 5.85024387],[-1.30950974 -0.83157073]
[5.0205534  4.29004349],[ 0.57630261 -0.66932401],[1.91933404 4.66614642],[0.20587132 0.87660934],[1.78260131 1.95549688],[-0.66853314  0.81628392],[1.25569656 2.01206884],[ 0.37630262 -0.83061248],[5.3116223  2.29438561],[ 0.01392719 -0.73942824],[1.89814573 4.43384491],[0.46361572 0.85741439],[1.2052104  4.32569892],[-0.58789419 -0.76927345],[4.93148644 2.28101593],[-0.49460953 -0.84303564],[2.04315304 1.90504645],[ 0.63963472 -0.70468747],[3.40801882 5.17017328],[-0.99206327  0.22975188]
[5.07596778 4.22106912],[ 0.53430177 -0.70726489],[1.9413167  4.75294119],[0.23153313 0.85684926],[1.71763974 2.0384755 ],[-0.63123335  0.84225991],[1.29559175 1.92992431],[ 0.42013391 -0.8131884 ],[5.30997807 2.22011845],[-0.05156239 -0.74987375],[1.94592737 4.5184853 ],[0.49345699 0.83665183],[1.14818684 4.24714659],[-0.55143703 -0.80058355],[4.87934243 2.19786164],[-0.54659835 -0.81826856],[2.10858111 1.83618688],[ 0.66806539 -0.67300443],[3.30840908 5.19083966],[-1.00001176  0.18324188]
[5.12749149 4.14878496],[ 0.49273809 -0.74125793],[1.96588847 4.83771389],[0.25887982 0.83730962],[1.65624627 2.12374163],[-0.59720706  0.86203755],[1.33973492 1.84954718],[ 0.46243164 -0.79410895],[5.30139895 2.14470141],[-0.12018749 -0.7578497 ],[1.99642261 4.60071859],[0.51621226 0.80772801],[1.09526549 4.16591028],[-0.50778896 -0.82488801],[4.8220915  2.11732435],[-0.59846843 -0.79247396],[2.17686626 1.77062048],[ 0.69742673 -0.638154  ],[3.20799566 5.20669491],[-1.00722093  0.13447587]
[5.17438643 4.07282468],[ 0.4445384  -0.77786747],[1.99321331 4.92046703],[0.28835913 0.81811332],[1.59843379 2.21102449],[-0.56120609  0.88107798],[1.38839214 1.77151358],[ 0.50765898 -0.76907292],[5.28641342 2.0691932 ],[-0.17952947 -0.75165235],[2.04925403 4.68008069],[0.54146885 0.78043921],[1.04643892 4.08197547],[-0.46737832 -0.85231289],[4.7596093  2.03935844],[-0.6450754  -0.76078378],[2.24801772 1.70858618],[ 0.72337405 -0.60437109],[3.1069071  5.21756356],[-1.01217609  0.08484775]
[5.21624483 3.99320414],[ 0.39186877 -0.81451929],[2.02368479 5.00138319],[0.32108982 0.79984756],[1.54437936 2.30023994],[-0.51965025  0.90297154],[1.44150512 1.69607624],[ 0.55283153 -0.74087645],[5.2651994  1.99423493],[-0.24677003 -0.74880026],[2.10451322 4.75656087],[0.56229306 0.74763216],[1.0020072  3.99566503],[-0.42010506 -0.87272838],[4.69248381 1.9645814 ],[-0.69325134 -0.73067608],[2.32115091 1.649429  ],[ 0.74005857 -0.57767295],[3.00573863 5.22376984],[-1.01246241  0.03758469]
[5.25271016 3.91003158],[ 0.33699797 -0.84856284],[2.05737501 5.08029438],[0.35023151 0.77557132],[1.49400762 2.39104264],[-0.48558871  0.91498778],[1.49908691 1.62357606],[ 0.59374547 -0.71357176],[5.23705844 1.91961142],[-0.31584388 -0.74274124],[2.16194019 4.82979355],[0.58470896 0.71532783],[0.96244845 3.90745255],[-0.37048905 -0.89084786],[4.6209793  1.89323741],[-0.73933155 -0.69887543],[2.396529   1.59362973],[ 0.76760507 -0.53778428],[2.90435394 5.22491311],[-1.01250407 -0.01241045]
[5.28384521 3.82384639],[ 0.2831309  -0.87691583],[2.09401972 5.1567085 ],[0.38146901 0.75116978],[1.44734533 2.48323824],[-0.44791346  0.92831591],[1.56055146 1.55378151],[ 0.63558941 -0.68165906],[5.20200894 1.84582752],[-0.38587902 -0.73299351],[2.22175768 4.89987989],[0.61109606 0.68566978],[0.92771589 3.81730737],[-0.32078634 -0.9085316 ],[4.54503259 1.82520056],[-0.77945408 -0.66196383],[2.47440757 1.54169393],[ 0.78834019 -0.50214932],[2.80325135 5.22122723],[-1.01124101 -0.06345596]
[5.30902146 3.73451955],[ 0.22425374 -0.90490993],[2.13366382 5.23043807],[0.41250762 0.72418156],[1.40468647 2.57687659],[-0.40927272  0.9401082 ],[1.62625049 1.48741175],[ 0.67681708 -0.64667525],[5.16001115 1.77329151],[-0.4521866  -0.71530193],[2.28422315 4.96693739],[0.63800333 0.6550806 ],[0.8979208  3.72538269],[-0.27534776 -0.9298719 ],[4.46515747 1.76088084],[-0.81830218 -0.62502374],[2.55385469 1.49292213],[ 0.80349367 -0.47005467],[2.7022937  5.21229928],[-1.00466232 -0.1122212 ]
[5.32862566 3.64294205],[ 0.16622018 -0.9275024 ],[2.17655222 5.30147876],[0.44577441 0.69674501],[1.36586641 2.67156394],[-0.36684173  0.95354919],[1.69572467 1.42438286],[ 0.71363196 -0.61229695],[5.11147835 1.70279558],[-0.51642365 -0.69214713],[2.34918045 5.03066376],[0.65772633 0.61584076],[0.87277908 3.63151046],[-0.22517824 -0.94502531],[4.3814012  1.70017397],[-0.85554037 -0.58823515],[2.63510598 1.44776498],[ 0.81964714 -0.4346362 ],[2.60209319 5.19848408],[-0.99809085 -0.16318325]
[5.34223362 3.54915251],[ 0.10223935 -0.95105888],[2.22272523 5.36959453],[0.47930353 0.66677768],[1.33126969 2.76744853],[-0.32710663  0.96171911],[1.76888511 1.3649907 ],[ 0.75044576 -0.57402442],[5.05636349 1.634601  ],[-0.58639097 -0.67193298],[2.41619275 5.09047132],[0.68355061 0.58115148],[0.85280909 3.53632749],[-0.17413483 -0.95823816],[4.29429349 1.64341876],[-0.88513633 -0.54579091],[2.71792888 1.40621516],[ 0.83874729 -0.39402326],[2.50300113 5.1799196 ],[-0.9835354  -0.20806009]
[5.34938285 3.45322463],[ 0.03937259 -0.96813457],[2.27221693 5.43453449],[0.51124038 0.63231684],[1.30051746 2.8639231 ],[-0.28836451  0.96705982],[1.84570998 1.3096104 ],[ 0.783929   -0.53505333],[4.99452994 1.56881513],[-0.65062484 -0.64397756],[2.48593988 5.14688838],[0.71193886 0.54757935],[0.83794799 3.4398991 ],[-0.12657571 -0.97331788],[4.20429755 1.59087765],[-0.91471949 -0.5054494 ],[2.80258905 1.36878729],[ 0.85558957 -0.35297835],[2.4052068  5.15662545],[-0.97472579 -0.26058321]
[5.35028904 3.35586613],[-0.02214003 -0.97926847],[2.32470556 5.49568549],[0.53776143 0.58951064],[1.27360713 2.96081101],[-0.24546834  0.97474652],[1.92564891 1.25808708],[ 0.81319567 -0.49644107],[4.92625629 1.50586366],[-0.71449208 -0.61472971],[2.55835685 5.19971157],[0.73473397 0.50706565],[0.82767202 3.34194037],[-0.0790602  -0.98553328],[4.11155881 1.5424609 ],[-0.93688671 -0.46018836],[2.88890757 1.33557277],[ 0.87050322 -0.31115347],[2.30848256 5.12813622],[-0.9608832  -0.31071456]
[5.34488116 3.25744636],[-0.08590008 -0.98831108],[2.37997275 5.55252995],[0.56909471 0.54842496],[1.25140952 3.0587352 ],[-0.20223387  0.97959405],[2.00835768 1.21045476],[ 0.83982729 -0.45676289],[4.85181241 1.44605165],[-0.7746483 -0.5819798],[2.63291818 5.24827368],[0.75662141 0.46412776],[0.82240237 3.24314063],[-0.02508364 -0.98889697],[4.01670145 1.49855841],[-0.95942298 -0.41753812],[2.97665212 1.3066123 ],[ 0.88216207 -0.26993511],[2.21313912 5.09450991],[-0.9456837  -0.36185659]
