[5.26283612 0.15010231],[ 1.92358535 -3.31195126],[7.04923577 2.62441857],[ 4.82781865 -1.25664924],[9.77940486 3.86871174],[3.03033044 3.61680912],[8.24474542 4.32860766],[-4.81642792 -2.52503867],[0.75096653 1.62020746],[ 2.62130074 -0.90069741],[0.3989878  8.24807149],[ 2.39335689 -2.81026122],[9.90083711 7.4516995 ],[1.13612151 4.49633442],[2.56831028 2.86019255],[-1.55392484  0.26245726],[5.20090981 5.3857102 ],[-1.90480135 -2.57928119],[4.17524410e-03 7.72668216e+00],[-1.6246001   4.53658037]
[7.5903724  2.91512458],[0.24431511 0.85916014],[6.02700937 6.52806783],[-1.04846969  0.1424481 ],[4.40339466 6.3548924 ],[-0.84007606 -0.63128694],[3.22569486 4.90904777],[0.19987911 0.98944828],[7.53933121 3.84397123],[0.05656881 1.04231536],[5.3651888  2.37500282],[0.99755206 0.15358778],[3.69018455 5.934157  ],[-0.57588868 -0.84104004],[5.5192878  6.82955634],[ 0.98597518 -0.20095211],[6.30427536 2.6456346 ],[0.87448406 0.24240282],[2.94770888 3.99398307],[ 0.14447831 -0.93928666]
[7.61207832 3.00392599],[0.18896577 0.91506182],[5.92174826 6.53972259],[-1.05553106  0.0914153 ],[4.32094792 6.28999213],[-0.80849029 -0.66623654],[3.24812494 5.00743886],[0.25162645 0.98100252],[7.54203335 3.9485725 ],[-9.78641476e-04  1.05045579e+00],[5.46492318 2.39343362],[0.99478177 0.2132089 ],[3.6347121  5.84864326],[-0.53310157 -0.86855105],[5.61742255 6.80670616],[ 0.9767253 -0.2553161],[6.39111991 2.672549  ],[0.86450698 0.29853341],[2.96517821 3.90049918],[ 0.20529345 -0.92955509]
[7.62806107 3.09785558],[0.13016123 0.96179989],[5.81608684 6.54645649],[-1.05650932  0.04415449],[4.24169238 6.22164441],[-0.77364715 -0.69761619],[3.27587106 5.10500253],[0.30083825 0.96751995],[7.53902951 4.05379983],[-0.06076942  1.05162017],[5.56379354 2.41736693],[0.98123914 0.2642322 ],[3.58332702 5.76024953],[-0.48814615 -0.89260749],[5.71445389 6.77843036],[ 0.96524591 -0.30805186],[6.47649165 2.70475616],[0.84416255 0.34714355],[2.98892438 3.80830933],[ 0.27021011 -0.91320459]
[7.63841012 3.19634445],[0.07783991 1.00738772],[5.71026356 6.54829473],[-1.06029915 -0.0080832 ],[4.16609949 6.15035864],[-0.7384741  -0.72823121],[3.30876126 5.20133836],[0.35312068 0.95508738],[7.53021394 4.15909328],[-0.11624305  1.05267258],[5.66162779 2.44681601],[0.97394029 0.32360048],[3.53658562 5.66964473],[-0.44633    -0.91881238],[5.81017752 6.74492967],[ 0.9508389  -0.35960505],[6.55991118 2.74202604],[0.82470501 0.39908099],[3.01901994 3.71775282],[ 0.33198207 -0.89703133]
[7.64306974 3.29850077],[0.01869805 1.03761214],[5.60442831 6.54516148],[-1.05754813 -0.05598725],[4.09399118 6.07599853],[-0.7027891  -0.75793003],[3.34642628 5.29590596],[0.40062844 0.93653451],[7.51587946 4.2642811 ],[-0.16842539  1.05212426],[5.7582128  2.48179203],[0.95923213 0.37750883],[3.49419471 5.5766693 ],[-0.40043015 -0.93933063],[5.90443034 6.70645915],[ 0.93598382 -0.40727582],[6.64142926 2.78466475],[0.80589157 0.45428771],[3.05496248 3.62868088],[ 0.3896087  -0.88091302]
[7.6421787  3.40359117],[-0.03547399  1.06356763],[5.49914406 6.53742889],[-1.04614715 -0.09656919],[4.02548356 5.99872335],[-0.6658914  -0.78594722],[3.3887871  5.38849878],[0.44695158 0.91557608],[7.49623869 4.36906541],[-0.2253018   1.04192546],[5.85309799 2.52199847],[0.9395817  0.42782344],[3.45641263 5.48173617],[-0.35493929 -0.95872003],[5.99705107 6.66329559],[ 0.91763277 -0.45400725],[6.72053732 2.83241166],[0.77471489 0.49931576],[3.0966704  3.54143981],[ 0.44630346 -0.86133715]
[7.63579645 3.51074192],[-0.08946649  1.08066172],[5.39484803 6.52546319],[-1.03895904 -0.14209285],[3.96088384 5.91888747],[-0.627922   -0.81244782],[3.43572869 5.4788917 ],[0.49192615 0.8922206 ],[7.47130049 4.47300096],[-0.27254757  1.03672827],[5.94590689 2.56717201],[0.91489763 0.47400779],[3.42321783 5.38499587],[-0.30577368 -0.97261482],[6.08779902 6.61564454],[ 0.89521088 -0.50047346],[6.79670502 2.88492406],[0.74743894 0.5499939 ],[3.14393089 3.45627599],[ 0.49946481 -0.84055309]
[7.62414995 3.61929041],[-0.14311675  1.08929225],[5.29146804 6.50907782],[-1.02872681 -0.18581667],[3.89991295 5.83626472],[-0.59281771 -0.84110944],[3.48723347 5.56696971],[0.54179137 0.87278003],[7.44146966 4.57598999],[-0.32539363  1.02102077],[6.03661143 2.61736973],[0.89621113 0.52707887],[3.39521511 5.28719708],[-0.25381902 -0.9826578 ],[6.17633016 6.56357439],[ 0.87362413 -0.54201504],[6.8699547 2.9424031],[0.71689303 0.59909577],[3.19679241 3.37371371],[ 0.55769189 -0.80993122]
[7.60716185 3.7283428 ],[-0.19203074  1.09503073],[5.18904553 6.4881853 ],[-1.01902097 -0.23153503],[3.84290556 5.75126492],[-0.55140526 -0.86282479],[3.54395302 5.65325764],[0.59187704 0.85215307],[7.40677319 4.67760822],[-0.37028691  1.008803  ],[6.12496569 2.67242667],[0.87124518 0.57443493],[3.37252401 5.18856422],[-0.20220143 -0.99192327],[6.26248277 6.50733246],[ 0.8495977 -0.5819672],[6.94014798 3.00486033],[0.68776825 0.65096705],[3.25501589 3.29399962],[ 0.60625927 -0.78394385]
[7.58538932 3.83768309],[-0.24080481  1.09320077],[5.08813792 6.4632256 ],[-1.0037176  -0.27232202],[3.78947721 5.6635847 ],[-0.51383242 -0.88719838],[3.6051081  5.73687883],[0.63442072 0.82350198],[7.36765648 4.77783703],[-0.414061    0.99302069],[6.21062285 2.73202947],[0.84456001 0.62020816],[3.35449875 5.08862667],[-0.15458986 -1.00264144],[6.34596331 6.44701945],[ 0.82187661 -0.62178275],[7.00744891 3.07257533],[0.65825203 0.70334405],[3.31816107 3.21721526],[ 0.65797581 -0.74956059]
[7.55897262 3.94673129],[-0.28628641  1.08796076],[4.98878531 6.43416565],[-0.98403899 -0.30962261],[3.74018152 5.57388752],[-0.47015079 -0.90461729],[3.67031381 5.81742214],[0.66969546 0.78746692],[7.32422992 4.87634235],[-0.45616882  0.97464735],[6.29369758 2.79629858],[0.81736382 0.66549961],[3.34152254 4.98800686],[-0.10497435 -1.00937691],[6.42675561 6.38299887],[ 0.79606359 -0.65589261],[7.07165489 3.14540054],[0.62588249 0.75305882],[3.38672498 3.14436999],[ 0.71199933 -0.70775802]
[7.52798852 4.05494698],[-0.33046822  1.07832971],[4.89140611 6.4013615 ],[-0.96477306 -0.34775866],[3.69519552 5.48242869],[-0.42659907 -0.9213528 ],[3.73898511 5.89430935],[0.70476046 0.75139384],[7.27694923 4.97315145],[-0.49064382  0.95957045],[6.37393628 2.86496466],[0.78484476 0.70508426],[3.33374294 4.88704423],[-0.05310899 -1.01195871],[6.5047546  6.31554031],[ 0.76320845 -0.69340565],[7.13199445 3.22255549],[0.58266623 0.79165636],[3.4603268  3.07560724],[ 0.75914745 -0.66748862]
[7.49309831 4.16241435],[-0.36771487  1.06973861],[4.79569025 6.36442136],[-0.94672705 -0.3883097 ],[3.65447008 5.3892496 ],[-0.38655077 -0.94053904],[3.81153807 5.96797082],[0.74300439 0.71865743],[7.22610555 5.06813006],[-0.52658412  0.9389739 ],[6.45081258 2.9374413 ],[0.75231477 0.7438641 ],[3.33099853 4.78579579],[-0.00170917 -1.01259723],[6.57911157 6.24414346],[ 0.72647167 -0.73142216],[7.18785382 3.30338685],[0.5335842  0.82387796],[3.53881079 3.01131337],[ 0.80856697 -0.61942306]
[7.45420834 4.26850292],[-0.41193959  1.04964873],[4.70195713 6.32355953],[-0.92886037 -0.42993363],[3.61821234 5.29466517],[-0.34090929 -0.95319907],[3.88747518 6.03793424],[0.77792573 0.68294896],[7.17123956 5.16046015],[-0.56614022  0.91172602],[6.52431237 3.01362448],[0.71802353 0.77988759],[3.33348268 4.6846813 ],[ 0.05259094 -1.00815212],[6.64983331 6.16915507],[ 0.69030491 -0.76544045],[7.23911778 3.38771546],[0.48916435 0.85983414],[3.62171236 2.95157777],[ 0.84952305 -0.57434462]
[7.41110372 4.37263052],[-0.44761535  1.03463147],[4.61011165 6.2785789 ],[-0.90874496 -0.47048799],[3.58634875 5.19870951],[-0.29548885 -0.9648384 ],[3.96714908 6.10460278],[0.81280558 0.64788175],[7.11259529 5.2500852 ],[-0.60684332  0.8802141 ],[6.59427579 3.09324323],[0.6795734  0.81053361],[3.34110641 4.58383729],[ 0.10092018 -1.00713838],[6.71700558 6.09100018],[ 0.65272186 -0.79751685],[7.28569957 3.47533419],[0.44299188 0.89268482],[3.70882969 2.89674473],[ 0.89153875 -0.52266184]
[7.36457719 4.475187  ],[-0.48210865  1.01665442],[4.52084548 6.23007716],[-0.87911648 -0.50200019],[3.558807   5.10144563],[-0.25225022 -0.97709145],[4.0495103  6.16699358],[0.83533935 0.60097875],[7.05002541 5.33656529],[-0.640833    0.85255213],[6.66020933 3.17568112],[0.64038286 0.83921174],[3.35393907 4.4836022 ],[ 0.15609561 -0.996784  ],[6.78031034 6.0096956 ],[ 0.61140126 -0.82998851],[7.32739404 3.5658832 ],[0.39058235 0.91765297],[3.79968967 2.84689309],[ 0.9246841  -0.47457481]
[7.31439066 4.5755732 ],[-0.51864034  0.99357383],[4.43422791 6.17808889],[-0.85345496 -0.53802841],[3.53624832 5.00365084],[-0.20308404 -0.98279688],[4.13449244 6.22508787],[0.86276942 0.55961523],[6.98432834 5.42038656],[-0.67160314  0.82486937],[6.72241111 3.26109953],[0.60132229 0.86648606],[3.37234837 4.38455953],[ 0.21096598 -0.98471711],[6.83988363 5.9257037 ],[ 0.57604765 -0.85338336],[7.3638704  3.65887296],[0.34164397 0.94437496],[3.89386037 2.8020972 ],[ 0.95876009 -0.42053838]
[7.26133978 4.67426396],[-0.54262426  0.9793813 ],[4.35023791 6.12251996],[-0.82215129 -0.56912628],[3.51838024 4.90512311],[-0.15544717 -0.98863284],[4.22224687 6.27912449],[0.89067992 0.51975538],[6.91567925 5.5014132 ],[-0.69760737  0.79893231],[6.78056081 3.34902417],[0.56001021 0.89001908],[3.39589389 4.28652333],[ 0.26320507 -0.97224638],[6.89545312 5.83906118],[ 0.53705835 -0.87726791],[7.39555137 3.75449494],[0.2924918  0.96808605],[3.99100024 2.76250843],[ 0.98278116 -0.37177093]
[7.2054158  4.77090244],[-0.57162376  0.95725367],[4.26931643 6.06376099],[-0.79412096 -0.60394904],[3.50543454 4.80623527],[-0.10461544 -0.99010145],[4.31235307 6.32878716],[0.91195719 0.47422611],[6.84485294 5.58011926],[-0.71932671  0.77432892],[6.83455194 3.43919717],[0.51820305 0.91152705],[3.42492534 4.1901205 ],[ 0.31487722 -0.95778844],[6.94727704 5.75032039],[ 0.49788972 -0.89860944],[7.42236405 3.8523836 ],[0.24289355 0.98822909],[4.09056173 2.72802821],[ 1.00625387 -0.3193583 ]
[7.14678488 4.86538992],[-0.59837213  0.93472861],[4.19142678 6.00171882],[-0.76392788 -0.63718983],[3.49738337 4.70707509],[-0.05756687 -0.9938514 ],[4.40489155 6.37426595],[0.94001454 0.43694407],[6.77154717 5.65592609],[-0.74340806  0.74478235],[6.88438286 3.53146151],[0.47641838 0.93138735],[3.45917367 4.09537257],[ 0.36834665 -0.93836405],[6.99492619 5.65933731],[ 0.45567889 -0.92002372],[7.44376251 3.95169592],[0.18676499 0.99938373],[4.19261858 2.69916017],[ 1.03435082 -0.25765192]
[7.0855511  4.95757547],[-0.62774126  0.90723144],[4.11652107 5.93628605],[-0.73287616 -0.67017081],[3.49473464 4.60829066],[ 3.61984355e-04 -9.85947924e-01],[4.49992142 6.4158098 ],[0.9598229  0.39348937],[6.69556536 5.72838683],[-0.77048432  0.70977801],[6.9302179  3.62579928],[0.43822079 0.95281565],[3.49841395 4.00238217],[ 0.41546181 -0.92174738],[7.03866578 5.56665218],[ 0.41746113 -0.93499059],[7.45997441 4.05240957],[0.13564855 1.01232984],[4.29691139 2.6761301 ],[ 1.0525418  -0.20131506]
[7.02169872 5.04722895],[-0.65226542  0.88251289],[4.04498564 5.86779647],[-0.6980778  -0.69986701],[3.49712859 4.5096192 ],[ 0.04745987 -0.98702211],[4.59687284 6.45303753],[0.97773687 0.34994494],[6.61731283 5.79766384],[-0.78899709  0.68097263],[6.97215129 3.72207956],[0.39859238 0.97053967],[3.54236562 3.91124888],[ 0.46444214 -0.89944534],[7.07845792 5.47246537],[ 0.37952396 -0.94733599],[7.47107312 4.15423971],[0.08621993 1.02348084],[4.40278947 2.65869291],[ 1.06321931 -0.14886559]
[6.95534517 5.13426334],[-0.67351967  0.8590946 ],[3.97696062 5.79634772],[-0.66372384 -0.7304089 ],[3.50460051 4.41131508],[ 0.10046227 -0.98022291],[4.69508564 6.48544501],[0.98927081 0.30121401],[6.5372208  5.86396297],[-0.80996683  0.64751808],[7.00989673 3.81981309],[0.35516003 0.98249331],[3.59107955 3.82238818],[ 0.51101718 -0.87590518],[7.11429918 5.37699104],[ 0.33753514 -0.96151363],[7.47715529 4.25692015],[0.03544398 1.02954371],[4.5097526  2.64665498],[ 1.07545453 -0.09188872]
[6.88693196 5.21891665],[-0.6953691   0.83304838],[3.91231633 5.7217758 ],[-0.62825633 -0.76010433],[3.51723276 4.3136498 ],[ 0.15270566 -0.97211324],[4.79489315 6.51352496],[1.00396522 0.25789811],[6.45543737 5.92721838],[-0.82811469  0.61483314],[7.04332173 3.91867349],[0.31388573 0.99479917],[3.64461891 3.73623221],[ 0.55974045 -0.84666911],[7.14583597 5.28012307],[ 0.29731618 -0.97134157],[7.47809028 4.35996595],[-0.0153334   1.03213222],[4.61735334 2.63987135],[ 1.07474865 -0.04550682]
[6.81646992 5.3010094 ],[-0.7128591   0.80953448],[3.85165159 5.64465353],[-0.58542887 -0.7827447 ],[3.53545413 4.21725043],[ 0.21047167 -0.95690351],[4.89586471 6.53707304],[1.01279086 0.21072754],[6.37172989 5.98698432],[-0.84319513  0.58303647],[7.07301519 4.01902267],[0.27843773 1.01005683],[3.70247604 3.65263618],[ 0.60155975 -0.82040358],[7.17353615 5.18254611],[ 0.25665186 -0.97996042],[7.47394883 4.46309469],[-0.0654235   1.03183775],[4.72501467 2.63791538],[1.07825685 0.00651864]
[6.74450317 5.38090425],[-0.72671617  0.78784404],[3.79498071 5.56496582],[-0.54790878 -0.81086298],[3.55916911 4.12218463],[ 0.26388216 -0.94386839],[4.99793548 6.55622712],[1.0281501  0.17252663],[6.28654096 6.04350225],[-0.86134209  0.54623303],[7.09859935 4.12021224],[0.23558183 1.01576845],[3.76485938 3.57220038],[ 0.64917023 -0.78464084],[7.19726102 5.0842879 ],[ 0.21585573 -0.98686035],[7.46518338 4.56637002],[-0.10803211  1.03468646],[4.83288242 2.64112677],[1.07802954 0.05694874]
[6.67092333 5.45832108],[-0.74329382  0.76183424],[3.74222688 5.48263617],[-0.50384491 -0.83235652],[3.58835576 4.02867707],[ 0.31757976 -0.92802021],[5.10079005 6.5709481 ],[1.02893889 0.12210734],[6.19986742 6.09656485],[-0.87148197  0.51545399],[7.12022312 4.22218694],[0.19733536 1.02364819],[3.83153209 3.4950571 ],[ 0.68620048 -0.7556388 ],[7.21648208 4.98504517],[ 0.17054004 -0.99562207],[7.45211507 4.66964756],[-0.15377196  1.02984421],[4.94058108 2.64931776],[1.07746515 0.10866214]
[6.59627891 5.53365428],[-0.75365475  0.74054432],[3.69358666 5.39786857],[-0.46807189 -0.86192042],[3.62232542 3.93634742],[ 0.36385344 -0.9158723 ],[5.20378282 6.58075163],[1.03214438 0.0756285 ],[6.11216757 6.14645817],[-0.88335612  0.48127796],[7.13791131 4.32471813],[0.15887178 1.02891445],[3.90200821 3.42111031],[ 0.72396295 -0.7220084 ],[7.23166735 4.88551663],[ 0.13512972 -0.99287713],[7.43467593 4.77245166],[-0.19590297  1.02461075],[5.04819321 2.66275848],[1.07251009 0.15812152]
[6.52010251 5.6062928 ],[-0.77353706  0.70833608],[3.64921495 5.31085953],[-0.41908566 -0.87793138],[3.66115004 3.84563679],[ 0.41354169 -0.89676737],[5.3070983 6.5860321],[1.03420396 0.03042729],[6.0233529  6.19291611],[-0.89562382  0.44486045],[7.15179347 4.42768092],[0.1158207  1.02705727],[3.97636259 3.35082058],[ 0.76441316 -0.68185376],[7.24343984 4.78641703],[ 0.0990754  -0.99026707],[7.41281087 4.87433688],[-0.24011054  1.01382353],[5.15533167 2.68124816],[1.06532787 0.20690111]
[6.44188463 5.67558307],[-0.79184752  0.6762023 ],[3.60972184 5.2222223 ],[-0.37509353 -0.8989826 ],[3.70490974 3.75697916],[ 0.46443314 -0.87302689],[5.41034658 6.5866303 ],[ 1.03118522 -0.0177374 ],[5.93321145 6.23552293],[-0.90739818  0.40670125],[7.16155193 4.53056065],[0.08022246 1.03082588],[4.05468606 3.28466632],[ 0.79994213 -0.64270958],[7.25136234 4.68739406],[ 0.05759385 -0.99161388],[7.38680871 4.97524885],[-0.2784527   1.00519767],[5.26146313 2.70436283],[1.05607412 0.25424831]
[6.36215192 5.7419024 ],[-0.80210412  0.65068601],[3.57478142 5.13167106],[-0.32350386 -0.91178129],[3.75354544 3.6706557 ],[ 0.5089695  -0.85208941],[5.51350735 6.58273936],[ 1.03361003 -0.05787977],[5.84215307 6.27447111],[-0.91309486  0.37274709],[7.16806012 4.63395483],[0.04929543 1.03582301],[4.13670167 3.22276189],[ 0.84029609 -0.59476142],[7.25516429 4.58836438],[ 0.01908865 -0.98808769],[7.35703629 5.07516493],[-0.3179844   0.99150505],[5.36646865 2.73205103],[1.04318537 0.29860346]
[6.2816585  5.80587625],[-0.81098502  0.62539048],[3.54481263 5.0396664 ],[-0.27573579 -0.92794967],[3.80719702 3.58716726],[ 0.56297339 -0.81817387],[5.61670712 6.57480064],[ 1.03027885 -0.10045781],[5.75037347 6.30979059],[-0.92429654  0.33146463],[7.1712375  4.73745842],[0.0151293  1.03466153],[4.2222952  3.16539891],[ 0.87314152 -0.550263  ],[7.25534151 4.48996754],[-0.01475676 -0.97897909],[7.32313733 5.1733867 ],[-0.35803526  0.97446726],[5.47010523 2.76410984],[1.02876209 0.34177962]
[6.20011371 5.86709218],[-0.81949841  0.59916719],[3.51999926 4.94645427],[-0.22244498 -0.93807165],[3.86588575 3.50688741],[ 0.60995894 -0.78759376],[5.7192896  6.56244344],[ 1.02272891 -0.14488327],[5.65775369 6.34114738],[-0.92952362  0.29397354],[7.17073247 4.84047239],[-0.02468777  1.02591708],[4.31126052 3.11277976],[ 0.90525659 -0.50237635],[7.25194421 4.39233818],[-0.05143285 -0.9717616 ],[7.28536467 5.26988884],[-0.39927328  0.9532133 ],[5.57237248 2.80058654],[1.01404917 0.3851967 ]
[6.11767181 5.92557775],[-0.82790991  0.57180674],[3.50059421 4.85233982],[-0.16485281 -0.94336295],[3.92902259 3.4296182 ],[ 0.6520461 -0.757795 ],[5.82102235 6.54566442],[ 1.01313117 -0.18902481],[5.56478034 6.36883761],[-0.93061203  0.25894076],[7.16657406 4.94285609],[-0.05676669  1.02300199],[4.40297401 3.06467401],[ 0.93092239 -0.45725936],[7.24499701 4.29559556],[-0.08877219 -0.96422121],[7.24348339 5.36415456],[-0.43856283  0.93144007],[5.67288909 2.84112697],[0.99720765 0.42646691]
[6.0346552  5.98154009],[-0.83316525  0.54654153],[3.48674589 4.75751816],[-0.11491085 -0.95554259],[3.99639534 3.35556509],[ 0.69307585 -0.72489331],[5.92207028 6.5248973 ],[ 1.00618948 -0.22746259],[5.47130363 6.39252584],[-0.93580259  0.21763858],[7.1592122 5.0448145],[-0.09202394  1.01431899],[4.49724184 3.02125312],[ 0.95331063 -0.41176609],[7.23399739 4.19937152],[-0.13202917 -0.96067293],[7.1980395  5.45646157],[-0.47267658  0.91177554],[5.77165696 2.88574017],[0.97605471 0.46353297]
[5.9506227  6.03441724],[-0.84460554  0.51362156],[3.47792799 4.6616165 ],[-0.06131711 -0.96195899],[4.06780636 3.28494613],[ 0.73226384 -0.68967182],[6.02172497 6.4996979 ],[ 0.98863357 -0.27447008],[5.37756563 6.41224248],[-0.93954539  0.17574793],[7.14865766 5.14612993],[-0.12242587  1.00814258],[4.59352433 2.9823128 ],[ 0.97238196 -0.36645901],[7.21889732 4.10383402],[-0.17149604 -0.95145505],[7.14924592 5.54671149],[-0.50299293  0.89291044],[5.86837315 2.93410566],[0.95526297 0.50067691]
[5.86591304 6.08440246],[-0.84882155  0.48668156],[3.474576   4.56527192],[-0.00378287 -0.96272692],[4.1431089  3.21802941],[ 0.77007598 -0.65168215],[6.11980759 6.47008288],[ 0.97484206 -0.31556651],[5.28350743 6.42769542],[-0.93821313  0.13651387],[7.13441568 5.24610225],[-0.16200339  0.99162129],[4.69179861 2.94815358],[ 0.99416693 -0.31509702],[7.19976531 4.00921357],[-0.2096636  -0.93923566],[7.09758505 5.63507982],[-0.53162173  0.87257618],[5.96273768 2.98588467],[0.93258652 0.53534852]
[5.78039693 6.13124015],[-0.85846995  0.45282156],[3.47690463 4.4688535 ],[ 0.04899534 -0.96645987],[4.22219258 3.15511915],[ 0.80807305 -0.60933202],[6.21637274 6.43635528],[ 0.95701185 -0.35808163],[5.19000623 6.43958926],[-0.93186769  0.10107216],[7.11634303 5.34450552],[-0.200033    0.97562066],[4.79185012 2.91890587],[ 1.00597723 -0.27045714],[7.17688841 3.91594816],[-0.24814913 -0.92613322],[7.04256513 5.72079529],[-0.56671733  0.84339536],[6.05495074 3.04123045],[0.91209507 0.5719291 ]
[5.6943254  6.17502807],[-0.86132239  0.42443487],[3.48480989 4.37248557],[ 0.10554516 -0.96405003],[4.30486029 3.09643849],[ 0.84176464 -0.5671195 ],[6.31104656 6.3983831 ],[ 0.93709247 -0.40032951],[5.09727328 6.44800942],[-0.92246036  0.0675199 ],[7.09451275 5.44129458],[-0.23745844  0.95896473],[4.89327542 2.89445367],[ 1.017845   -0.22289861],[7.150202   3.82410286],[-0.28611787 -0.91117164],[6.98417672 5.80361727],[-0.60075301  0.81294458],[6.14485743 3.09996586],[0.88363299 0.60012943]
[5.60780016 6.21574594],[-0.86887644  0.38998914],[3.49786123 4.27601168],[ 0.15904786 -0.96122224],[4.39079749 3.04208252],[ 0.87605497 -0.52020504],[6.40386502 6.35645395],[ 0.91956043 -0.43746399],[5.00547415 6.45301273],[-0.91362683  0.03218429],[7.06890077 5.53631323],[-0.27439574  0.94149814],[4.99532679 2.87428341],[ 1.02650487 -0.17681968],[7.11985846 3.73395186],[-0.32017875 -0.89114996],[6.92256184 5.88345072],[-0.63132093  0.78354972],[6.23193666 3.16149489],[0.85743947 0.62975022]
[5.52034095 6.25274283],[-0.87966482  0.35023692],[3.51647028 4.18017742],[ 0.21277044 -0.95528221],[4.48001563 2.99248687],[ 0.90536153 -0.47399205],[6.49472911 6.31075312],[ 0.89870481 -0.47510847],[4.91430811 6.45413246],[-0.90706457 -0.00745643],[7.03991412 5.62980901],[-0.30524432  0.92814168],[5.09848925 2.85911467],[ 1.03694831 -0.12592213],[7.0857427  3.64549864],[-0.3589331 -0.8744666],[6.85809146 5.96042165],[-0.65630833  0.75720567],[6.3165619  3.22612215],[0.83630569 0.66390893]
[5.43199456 6.28584656],[-0.88699998  0.31173947],[3.54036752 4.08502532],[ 0.26432154 -0.94793631],[4.57202011 2.94756684],[ 0.93297811 -0.42548555],[6.58360897 6.26153118],[ 0.88148551 -0.50619433],[4.82389047 6.45127833],[-0.90310062 -0.05185824],[7.00761443 5.72164247],[-0.33992935  0.90898856],[5.20275337 2.8492525 ],[ 1.0486153  -0.07041644],[7.04813265 3.5591518 ],[-0.39438866 -0.85344704],[6.79086304 6.03437173],[-0.68909601  0.72057374],[6.39890291 3.2939733 ],[0.80837903 0.69079245]
[5.34336944 6.31546878],[-0.88715809  0.27883645],[3.56955424 3.99092582],[ 0.31800504 -0.93481487],[4.66624296 2.90713308],[ 0.95408025 -0.38004466],[6.67043606 6.20902217],[ 0.85684483 -0.54178746],[4.73393874 6.44390847],[-0.89934437 -0.09942245],[6.97201711 5.81163747],[-0.37087946  0.89167557],[5.30777259 2.84469731],[ 1.04875133 -0.02343105],[7.00684109 3.47483679],[-0.43094227 -0.8322122 ],[6.7204459 6.1046284],[-0.7142613   0.68913356],[6.47833089 3.36435219],[0.78045789 0.71687603]
[5.25463032 6.34162324],[-0.88705524  0.24462211],[3.60441577 3.8986102 ],[ 0.37698277 -0.91320147],[4.76262014 2.87146728],[ 0.97317399 -0.33300197],[6.75485259 6.15313632],[ 0.83157758 -0.57536705],[4.6443624  6.43160646],[-0.89078069 -0.1456151 ],[6.93346441 5.89992749],[-0.4019227   0.87204448],[5.41275594 2.84487022],[1.05017542 0.02650144],[6.96204449 3.39285162],[-0.4665085  -0.80883977],[6.64793432 6.17203981],[-0.73534276  0.6593325 ],[6.5549179  3.43725221],[0.74965319 0.73930652]
[5.16559028 6.36394906],[-0.89119281  0.20409122],[3.64468895 3.80814809],[ 0.42822072 -0.89552925],[4.86068147 2.84044301],[ 0.98845156 -0.28665842],[6.83640375 6.09368062],[ 0.79820168 -0.61461478],[4.55569895 6.41460258],[-0.88019722 -0.19270129],[6.89152487 5.98588498],[-0.43832027  0.84544366],[5.51768383 2.84994114],[1.04830026 0.07511809],[6.91372022 3.31329669],[-0.49847249 -0.78065548],[6.57317129 6.23620825],[-0.75821162  0.62534442],[6.62848341 3.51241448],[0.7188994 0.7610013]
[5.07637811 6.3823591 ],[-0.89471777  0.162039  ],[3.68987253 3.71945745],[ 0.4753681  -0.87752961],[4.9606074  2.81456538],[ 1.00833851 -0.23193318],[6.91458765 6.03038659],[ 0.7669916  -0.64930089],[4.46808867 6.39273429],[-0.87256317 -0.24576254],[6.84612866 6.06929157],[-0.46764535  0.82427558],[5.62236962 2.85991946],[1.0447534  0.12398668],[6.86213906 3.23655095],[-0.53209659 -0.75309729],[6.49604706 6.29678196],[-0.78367169  0.58631012],[6.69893203 3.58966675],[0.69223489 0.78601364]
[4.986794   6.39640647],[-0.89392942  0.12157947],[3.73991884 3.63293682],[ 0.52724265 -0.85048323],[5.0621387  2.79396314],[ 1.02286764 -0.17893265],[6.98978184 5.96389155],[ 0.73762159 -0.67939931],[4.38185086 6.3660114 ],[-0.85086042 -0.28764212],[6.79775185 6.15042629],[-0.50014965  0.79780999],[5.72652399 2.8746869 ],[1.04033983 0.17361376],[6.80715218 3.16257413],[-0.56634108 -0.72499983],[6.41634254 6.3532851 ],[-0.81100152  0.54272504],[6.7664431  3.66910756],[0.66101345 0.80566057]
[4.89767465 6.406702  ],[-0.89127352  0.08127265],[3.79480922 3.54898641],[ 0.57084746 -0.82745975],[5.16523059 2.77896497],[ 1.03790901 -0.12145954],[7.06173769 5.89422379],[ 0.70393644 -0.7110564 ],[4.29758802 6.33479495],[-0.83459769 -0.33731233],[6.74642741 6.22911346],[-0.52855173  0.77335993],[5.82988376 2.89414438],[1.02747065 0.21617215],[6.7487175  3.09144183],[-0.60147736 -0.6966434 ],[6.33395806 6.4053349 ],[-0.83457198  0.49993268],[6.83121485 3.75084995],[0.63381939 0.82834926]
