[6.28742588 9.98269911],[-0.31968047  1.34865612],[1.05885636 1.27047917],[ 2.33794576 -1.61383388],[6.25829834 5.96421317],[-2.46707755  0.7888575 ],[7.80675974 7.03350868],[2.34046884 3.45590309],[8.82190584 0.2849306 ],[ 1.00106288 -1.4017015 ],[0.51984698 5.7785209 ],[ 4.8468955  -1.53511972],[8.5974378  4.96560907],[1.9438482  0.01485471],[1.64696609 7.18435817],[3.00614075 0.77737933],[1.78924144 5.73228976],[ 3.93916013 -3.86322731],[7.55468578 6.8199386 ],[0.66881075 3.88652657]
[5.10619894 7.07354972],[-0.21142526 -0.93493258],[5.66451129 5.30061741],[-0.08265352  1.13415711],[5.57937876 6.24566694],[ 0.02722312 -0.95501878],[6.09725756 8.56171586],[-0.82198718 -0.49043283],[7.78156561 3.69147074],[-0.95217967  0.32634423],[8.93112405 5.54186203],[0.36721991 1.00503841],[8.204697   8.79126647],[-0.82086088  0.44111714],[9.71774244 6.83902989],[ 0.41996382 -0.71442342],[9.34758083 6.78696835],[-0.13149808  1.00518195],[5.55577963 7.8562331 ],[-0.5257994  -0.83128167]
[5.08748044 6.9791131 ],[-0.16551965 -0.9556978 ],[5.65845922 5.41422196],[-0.04187028  1.13439652],[5.5844526  6.15061194],[ 0.07022999 -0.94971925],[6.01601465 8.51000029],[-0.8032244 -0.5444198],[7.6854371  3.72734402],[-0.96887337  0.39030956],[8.96565852 5.64325823],[0.32542259 1.02437426],[8.1208106  8.83293115],[-0.85591956  0.39228619],[9.75713291 6.76620795],[ 0.36683965 -0.74233978],[9.33159039 6.88699383],[-0.18823432  0.99505653],[5.50514408 7.77149136],[-0.4848728  -0.86122448]
[5.07337348 6.88281584],[-0.11485681 -0.96787796],[5.65617255 5.52754267],[-7.43973852e-04  1.13499672e+00],[5.59354039 6.05593123],[ 0.11053729 -0.94440286],[5.93700648 8.45318909],[-0.77804552 -0.59295104],[7.58848571 3.76982383],[-0.97137065  0.45592428],[8.99594957 5.74639507],[0.27790394 1.03542776],[8.03358199 8.86962607],[-0.88621402  0.34330464],[9.79116645 6.69076043],[ 0.31418366 -0.76554647],[9.31005321 6.98602106],[-0.23963209  0.98773997],[5.45855763 7.683797  ],[-0.44628137 -0.89159464]
[5.06423433 6.78536591],[-0.06759978 -0.98006976],[5.65751935 5.64042237],[0.02778458 1.12309818],[5.60610496 5.96139257],[ 0.14353533 -0.94292954],[5.86036138 8.39133874],[-0.75369863 -0.64287363],[7.49183144 3.81882124],[-0.96203886  0.52184465],[9.02091478 5.85001287],[0.22043773 1.03590609],[7.94353508 8.90140202],[-0.91464126  0.29154756],[9.81948459 6.6127739 ],[ 0.25512414 -0.79047314],[9.28313286 7.08391812],[-0.29646038  0.97195956],[5.41593313 7.59328685],[-0.40654936 -0.9184683 ]
[5.05987436 6.68694611],[-0.01704588 -0.98514141],[5.66179221 5.7522654 ],[0.05878937 1.11496519],[5.62260542 5.86777549],[ 0.18605164 -0.92953176],[5.78630264 8.32464036],[-0.72665605 -0.69016541],[7.39646077 3.87423416],[-0.94511108  0.58498786],[9.04045304 5.95396421],[0.16766608 1.04031382],[7.85071964 8.92783206],[-0.94200905  0.23588454],[9.84209552 6.5327268 ],[ 0.19532871 -0.81142273],[9.25063599 7.18019851],[-0.35284047  0.95371343],[5.37709156 7.50003849],[-0.37100727 -0.94657453]
[5.0605724  6.58818521],[ 0.03172883 -0.98866869],[5.6691428  5.86329352],[0.08844949 1.105922  ],[5.64298092 5.77523748],[ 0.22291264 -0.9193498 ],[5.71534035 8.25362324],[-0.69291006 -0.73031704],[7.30255824 3.935238  ],[-0.93051711  0.63589988],[9.05489491 6.05846616],[0.1211313  1.04920646],[7.75532032 8.9485929 ],[-0.96746982  0.17701096],[9.85846148 6.45058011],[ 0.13018089 -0.83239525],[9.21275632 7.27473806],[-0.40673503  0.93452626],[5.34191145 7.40425952],[-0.33165675 -0.96747904]
[5.06638381 6.48947499],[ 0.08370119 -0.98577819],[5.67980409 5.97374968],[0.12167233 1.10004389],[5.66736525 5.68414731],[ 0.26294082 -0.90385419],[5.64773143 8.17860643],[-0.65920647 -0.76971975],[7.21055881 4.00132571],[-0.90946954  0.68447487],[9.0643617  6.16341645],[0.06716257 1.04852108],[7.65766928 8.96350845],[-0.98612659  0.11991821],[9.86805792 6.36637804],[ 0.06347903 -0.84900598],[9.16926923 7.36698118],[-0.46034143  0.91233158],[5.31113143 7.30698894],[-0.28309656 -0.97681722]
[5.07701045 6.39084974],[ 0.13101297 -0.9837814 ],[5.69353114 6.08336192],[0.15298603 1.09229965],[5.69564735 5.59461253],[ 0.30152539 -0.88751842],[5.58375795 8.09996535],[-0.62070333 -0.80327154],[7.12056959 4.0717789 ],[-0.88932085  0.72434153],[9.06827055 6.26808471],[0.01172007 1.04518734],[7.55834741 8.97267759],[-0.99905054  0.06415251],[9.87091311 6.28072463],[-0.00797537 -0.86464138],[9.12067534 7.45705994],[-0.50752317  0.89248996],[5.28488582 7.2085653 ],[-0.24000485 -0.98936997]
[5.09236525 6.29260617],[ 0.17370802 -0.98265533],[5.71022088 6.19203017],[0.18068267 1.08100539],[5.72769824 5.50674712],[ 0.33925712 -0.86964281],[5.5237909  8.01818479],[-0.57594597 -0.82941979],[7.03305763 4.14634071],[-0.86140498  0.76539551],[9.0666391  6.37234601],[-0.04334046  1.0406747 ],[7.457799   8.97614298],[-1.01209982  0.00427013],[9.86644181 6.1936444 ],[-0.08083725 -0.87535962],[9.06793687 7.54548463],[-0.54849016  0.87398052],[5.26319391 7.10923677],[-0.19890624 -1.00165026]
[5.11211966 6.19481967],[ 0.22140202 -0.97246046],[5.72946008 6.29937169],[0.20290965 1.06497091],[5.76331591 5.42058661],[ 0.37211009 -0.85407725],[5.46809856 7.9336436 ],[-0.53729247 -0.86047044],[6.94798683 4.22436738],[-0.83888351  0.79538107],[9.05967649 6.47622113],[-0.09683625  1.03542609],[7.35641702 8.97389471],[-1.01467328 -0.04875584],[9.85433324 6.10546508],[-0.15654744 -0.88249218],[9.01071632 7.63145766],[-0.59613055  0.84463037],[5.24537134 7.00861957],[-0.15721754 -1.00983752]
[5.13663247 6.09819978],[ 0.26934304 -0.95881921],[5.75145949 6.40566153],[0.23235591 1.05609285],[5.80235939 5.33625801],[ 0.40903525 -0.83184642],[5.4163787  7.84618784],[-0.49492514 -0.88613506],[6.86578471 4.30576304],[-0.8066822   0.83027463],[9.04724103 6.57933337],[-0.15138299  1.0269238 ],[7.25453834 8.96594519],[-1.01928831 -0.1071536 ],[9.83504379 6.01723416],[-0.22927932 -0.88131122],[8.94856275 7.71413925],[-0.64421537  0.81106238],[5.23183887 6.90744188],[-0.11257908 -1.01249003]
[5.16555289 6.002731  ],[ 0.30741487 -0.95142657],[5.77578594 6.51047121],[0.25527291 1.04134685],[5.84514768 5.25431654],[ 0.4476842  -0.80569942],[5.36900113 7.75634736],[-0.45351251 -0.91118999],[6.78665517 4.39029013],[-0.77834995  0.85720833],[9.02943463 6.68155304],[-0.20595128  1.01575098],[7.15272362 8.95254447],[-1.01659993 -0.16079828],[9.80853252 5.92942391],[-0.30533326 -0.87845058],[8.88191635 7.79357821],[-0.68604236  0.77966477],[5.22265756 6.80600092],[-0.07208711 -1.01686629]
[5.19845147 5.90837699],[ 0.35013682 -0.9354422 ],[5.80240129 6.61382515],[0.27600591 1.02484233],[5.89176268 5.17505707],[ 0.48387006 -0.77982002],[5.32547835 7.66382535],[-0.41780751 -0.93954414],[6.71025595 4.47723109],[-0.74941235  0.88131066],[9.00656232 6.78288841],[-0.25404932  1.00772364],[7.05129032 8.93377824],[-1.01243425 -0.21520548],[9.77412375 5.84188181],[-0.3828033  -0.87161157],[8.81138005 7.86995959],[-0.72579535  0.74614916],[5.21750786 6.70425765],[-0.02950258 -1.01622164]
[5.23558107 5.81574516],[ 0.39091511 -0.91818231],[5.83071959 6.71521727],[0.29185621 1.00468337],[5.94174766 5.09826477],[ 0.51650893 -0.75488515],[5.28587293 7.56894933],[-0.37660126 -0.95983748],[6.63673171 4.56641273],[-0.7223447   0.90061627],[8.97860095 6.88296932],[-0.30630223  0.99233874],[6.95011521 8.90927331],[-1.00801509 -0.2721265 ],[9.73167562 5.75497533],[-0.46597529 -0.86567255],[8.73686444 7.94278107],[-0.76541642  0.70870459],[5.21653151 6.60261269],[ 0.01075226 -1.01540394]
[5.27629913 5.72453408],[ 0.42331418 -0.90549365],[5.8610013  6.81500063],[0.31406514 0.99125727],[5.99496234 5.02406499],[ 0.54816175 -0.72828583],[5.24988152 7.471691  ],[-0.34002349 -0.98151033],[6.56550072 4.65699757],[-0.70067895  0.91237277],[8.94566671 6.98160721],[-0.35170441  0.98038888],[6.84952762 8.87910874],[-1.00356546 -0.33135789],[9.68128418 5.66923776],[-0.54250091 -0.84929719],[8.65841912 8.01168722],[-0.80119408  0.67105242],[5.2195206  6.50112383],[ 0.04912611 -1.01371022]
[5.32069394 5.63519892],[ 0.46115375 -0.88409789],[5.89334283 6.91327244],[0.33184085 0.97342268],[6.05099339 4.95231347],[ 0.57270655 -0.70601882],[5.21790682 7.37275745],[-0.30294877 -0.99999389],[6.49673383 4.74895843],[-0.67551435  0.92574749],[8.90820231 7.0788591 ],[-0.39847251  0.96313404],[6.74978496 8.84331646],[-0.99151248 -0.38500284],[9.62358481 5.58560829],[-0.61154221 -0.82315615],[8.57643211 8.07666587],[-0.83782589  0.62855882],[5.22669539 6.40026811],[ 0.09443637 -1.00294755]
[5.36867047 5.54795732],[ 0.49514534 -0.8634576 ],[5.92754864 7.00986823],[0.35332496 0.95947406],[6.10959681 4.88304568],[ 0.60080231 -0.67746039],[5.18972699 7.2722266 ],[-0.26080794 -1.01032259],[6.430786   4.84247025],[-0.64271956  0.94487385],[8.86599907 7.17415288],[-0.44637495  0.94135469],[6.65152599 8.80237677],[-0.97534203 -0.43555303],[9.55900723 5.50468472],[-0.67627149 -0.79157532],[8.49075466 8.13716118],[-0.87301872  0.58335144],[5.2382503  6.30042421],[ 0.13590235 -0.99429693]
[5.41988034 5.46277386],[ 0.52924555 -0.83955155],[5.96397573 7.1051108 ],[0.37345035 0.94366733],[6.17092833 4.81668276],[ 0.62796725 -0.64722402],[5.16548054 7.17052087],[-0.22175721 -1.02092804],[6.36781727 4.93749859],[-0.61788881  0.95431621],[8.81864535 7.26675818],[-0.50133205  0.90967372],[6.55512545 8.75658798],[-0.95208613 -0.47954233],[9.48819361 5.42716519],[-0.73957451 -0.7585394 ],[8.40181951 8.19319504],[-0.9051448   0.53722628],[5.25372247 6.20134351],[ 0.17329554 -0.9871526 ]
[5.47457778 5.38019358],[ 0.56338838 -0.81290551],[6.00222025 7.19858106],[0.39107764 0.92539   ],[6.23478814 4.75328599],[ 0.65311114 -0.6163991 ],[5.14507962 7.06783924],[-0.18511753 -1.03105881],[6.30754271 5.03361861],[-0.58989143  0.96561327],[8.7661207  7.35637903],[-0.54806206  0.88313297],[6.46092638 8.70627311],[-0.93060326 -0.52540122],[9.41116091 5.35302683],[-0.80007461 -0.72354728],[8.30978113 8.24452556],[-0.93498028  0.48935022],[5.27282714 6.10300959],[ 0.20888521 -0.97894184]
[5.5324525  5.30018024],[ 0.59499975 -0.78600065],[6.04236412 7.29035259],[0.4109455  0.90913458],[6.30120873 4.69314927],[ 0.6765215  -0.58468984],[5.12872153 6.96464768],[-0.14425084 -1.03460362],[6.24999555 5.13073735],[-0.5596602   0.97792164],[8.7089868  7.44321737],[-0.59582498  0.8518062 ],[6.36900633 8.65149999],[-0.9082185  -0.57039987],[9.32860169 5.28283025],[-0.85168307 -0.68139427],[8.21471315 8.29081186],[-0.96443996  0.43764731],[5.29565731 6.00579016],[ 0.24765836 -0.96512068]
[5.59349135 5.22299459],[ 0.62601597 -0.75702704],[6.08459969 7.38057926],[0.43352404 0.89504368],[6.36988011 4.63622378],[ 0.69896761 -0.55134412],[5.11627835 6.8610548 ],[-0.102006   -1.03425795],[6.19577866 5.22930597],[-0.52584436  0.99199722],[8.6471503  7.52681633],[-0.63933121  0.821062  ],[6.27914129 8.59203594],[-0.8871452  -0.61689803],[9.24092833 5.21677553],[-0.9005802  -0.63907788],[8.11720329 8.33224134],[-0.98514043  0.39104049],[5.32215574 5.90985438],[ 0.27987864 -0.95548996]
[5.6573866  5.14859547],[ 0.65042208 -0.73198074],[6.12853342 7.4688202 ],[0.44646558 0.87118324],[6.44097067 4.58294084],[ 0.72578735 -0.51088888],[5.10792096 6.75745473],[-0.0652056  -1.03732253],[6.1444951  5.32877184],[-0.49667059  1.00030433],[8.58109389 7.60727149],[-0.68199787  0.78719705],[6.19177701 8.52832839],[-0.86223766 -0.65920636],[9.14870734 5.15513917],[-0.94178454 -0.59218692],[8.01762775 8.36884821],[-1.00609841  0.34078866],[5.35170996 5.81487136],[ 0.31068478 -0.94420133]
[5.72368141 5.07679375],[ 0.67690679 -0.70220879],[6.17406636 7.55497637],[0.46241092 0.85017082],[6.51451913 4.53362585],[ 0.74495144 -0.47521175],[5.10309239 6.65354657],[-0.03045953 -1.03942087],[6.09620673 5.42908133],[-0.47021671  1.00473361],[8.51103248 7.68440571],[-0.71762367  0.75643985],[6.10723266 8.46074901],[-0.82813804 -0.69163746],[9.05269388 5.09835675],[-0.97718235 -0.54278819],[7.91587087 8.40014858],[-1.02573179  0.28794926],[5.38439908 5.72120492],[ 0.34302074 -0.92882405]
[5.79266008 5.00812896],[ 0.70340303 -0.66994303],[6.22096788 7.63879989],[0.47820295 0.82892886],[6.58997234 4.48800201],[ 0.76444128 -0.43649354],[5.10189771 6.54971582],[ 0.00514657 -1.03814993],[6.05036279 5.52961418],[-0.44596706  1.0066004 ],[8.43710969 7.75797004],[-0.75870216  0.71633045],[6.02603239 8.38991008],[-0.79469456 -0.7237401 ],[8.95316724 5.04635796],[-1.01302209 -0.49766001],[7.81235238 8.42619404],[-1.04342846  0.23353268],[5.42049787 5.62935311],[ 0.37812378 -0.90874296]
[5.86418898 4.94271481],[ 0.73012404 -0.63497754],[6.26951488 7.72054574],[0.49539708 0.80860844],[6.66734226 4.44636068],[ 0.78160438 -0.39723066],[5.10405207 6.44594074],[ 0.03903008 -1.03576605],[6.00682611 5.63020041],[-0.42433286  1.00559552],[8.3594508  7.82770169],[-0.79447118  0.67767177],[5.94803402 8.31576627],[-0.76612869 -0.75976813],[8.8506136  4.99922408],[-1.03942132 -0.44708684],[7.70741528 8.44697251],[-1.05189036  0.18514472],[5.46007398 5.53956541],[ 0.41208482 -0.88801039]
[5.93842833 4.88096277],[ 0.75289741 -0.6014203 ],[6.31983464 7.80028026],[0.51017053 0.78519424],[6.7465078  4.40886995],[ 0.80177731 -0.35199072],[5.10986942 6.34278004],[ 0.07550895 -1.0288969 ],[5.96540423 5.73063106],[-0.40292195  1.00427564],[8.27825729 7.89341553],[-0.82833442  0.63706476],[5.87260162 8.23778099],[-0.74301711 -0.80015776],[8.74528611 4.95679746],[-1.06549827 -0.40066828],[7.60176275 8.46293735],[-1.060494   0.1344676],[5.50285195 5.45175528],[ 0.44092265 -0.87031297]
[6.01500836 4.82275508],[ 0.77682451 -0.56420968],[6.37167138 7.87768644],[0.52704831 0.76331792],[6.8273522  4.37572186],[ 0.81441794 -0.31121117],[5.11945552 6.24051246],[ 0.11501106 -1.01744272],[5.92626136 5.83105345],[-0.37857733  1.00537461],[8.19373477 7.95493378],[-0.86136726  0.59344711],[5.79978151 8.15612698],[-0.71370909 -0.8329203 ],[8.63771779 4.9191644 ],[-1.08677863 -0.35379577],[7.49520357 8.47364257],[-1.06857557  0.08133807],[5.54816757 5.36550362],[ 0.46870249 -0.85105952]
[6.09378064 4.76819454],[ 0.79820488 -0.52705163],[6.42473401 7.95241358],[0.53495352 0.73193935],[6.90945355 4.34678521],[ 0.82935016 -0.26527556],[5.13297218 6.13943022],[ 0.15394596 -1.00531528],[5.88952408 5.93151296],[-0.35601068  1.00400214],[8.10613612 8.01212792],[-0.8905651  0.5498905],[5.73033146 8.07171001],[-0.67568244 -0.85552189],[8.52835079 4.88632148],[-1.10052764 -0.3036041 ],[7.38808972 8.4791492 ],[-1.07043546  0.03183394],[5.59634668 5.28136446],[ 0.49509715 -0.83117048]
[6.17444336 4.71722033],[ 0.8156521  -0.49143364],[6.47841479 8.02381103],[0.54177328 0.69904935],[6.99274981 4.32230451],[ 0.83453311 -0.22605037],[5.15007432 6.03934725],[ 0.18876826 -0.99541544],[5.85520417 6.03196682],[-0.33021802  1.00508735],[8.01570954 8.06487549],[-0.91849651  0.50389073],[5.66472305 7.9851365 ],[-0.63689081 -0.87610436],[8.41754589 4.8582404 ],[-1.11439415 -0.2576783 ],[7.28064391 8.47944399],[-1.07368623 -0.02157039],[5.64757017 5.19971209],[ 0.52806478 -0.80292318]
[6.25676696 4.66984188],[ 0.82945983 -0.45716944],[6.53295468 8.09205875],[0.55048618 0.66725165],[7.07632796 4.3016159 ],[ 0.83799843 -0.18639721],[5.17050091 5.94020064],[ 0.21946229 -0.98742697],[5.82339396 6.13241164],[-0.30776761  1.00195616],[7.92250347 8.11284405],[-0.94478648  0.45568435],[5.60273671 7.89631462],[-0.6023289  -0.89951024],[8.30532653 4.83448164],[-1.12693511 -0.21520679],[7.17337689 8.47481184],[-1.07519796 -0.07497416],[5.70175285 5.12063497],[ 0.5533893  -0.78046189]
[6.34039755 4.62591983],[ 0.84356447 -0.42054354],[6.58855724 8.15726617],[0.5634008  0.63857052],[7.1607154  4.28550033],[ 0.84796246 -0.1371364 ],[5.1943558  5.84231001],[ 0.25671394 -0.97107249],[5.7937752  6.23246763],[-0.28737816  0.99642813],[7.82669626 8.15582451],[-0.97136878  0.40329276],[5.54449719 7.80551171],[-0.56353928 -0.91736851],[8.1923436 4.8152603],[-1.13123895 -0.16833566],[7.06597144 8.46470339],[-1.07181921 -0.12634906],[5.75856584 5.04400604],[ 0.58177401 -0.75290841]
[6.42556507 4.58590317],[ 0.86126499 -0.3778885 ],[6.64561801 8.21970626],[0.57525322 0.60748686],[7.24578275 4.27415959],[ 0.85448368 -0.08806965],[5.22171618 5.74590603],[ 0.28806361 -0.95900914],[5.76593846 6.33172162],[-0.26893509  0.98917574],[7.72855697 8.19369736],[-0.9918327   0.35320623],[5.49008621 7.71293431],[-0.5249754  -0.93418209],[8.07912963 4.80076955],[-1.13265755 -0.12161363],[6.95906074 8.44952783],[-1.06660345 -0.17767006],[5.8178246  4.96984036],[ 0.60367237 -0.72980675]
[6.51237022 4.55015688],[ 0.87456866 -0.33690484],[6.70360209 8.27870516],[0.58645888 0.57430575],[7.33144051 4.26784438],[ 0.85449978 -0.04203233],[5.2520841  5.65069966],[ 0.31887699 -0.94521546],[5.74004912 6.4303438 ],[-0.2511414   0.98099114],[7.62888665 8.22692123],[-1.00041677  0.31218737],[5.43927395 7.61849574],[-0.48948683 -0.95250403],[7.96575842 4.79077646],[-1.1344614  -0.07860229],[6.85291268 8.42937693],[-1.05653348 -0.22568015],[5.87910401 4.89791882],[ 0.62233752 -0.70786921]
[6.60035147 4.51847473],[ 0.88557473 -0.29585526],[6.76323069 8.33482957],[0.60465193 0.54649067],[7.41691645 4.26607616],[0.85840576 0.01059597],[5.28530871 5.55675896],[ 0.34625955 -0.93261714],[5.71588655 6.52809862],[-0.23130857  0.97481297],[7.52788097 8.25544103],[-1.01907577  0.25825912],[5.39186638 7.52217125],[-0.45723354 -0.97216902],[7.85234488 4.78504369],[-1.13276016 -0.03556353],[6.74747226 8.40403396],[-1.05022314 -0.27941247],[5.94245572 4.82849481],[ 0.64483935 -0.68016398]
[6.68921496 4.49079162],[ 0.89204953 -0.25715643],[6.8242562  8.38766276],[0.61803109 0.51209161],[7.50260958 4.26958333],[0.85830304 0.06286181],[5.32142058 5.46432473],[ 0.37676686 -0.91495584],[5.69388525 6.62536817],[-0.20967185  0.9695654 ],[7.42511548 8.2784736 ],[-1.0334534   0.20463245],[5.3480171  7.42430397],[-0.42079178 -0.98593326],[7.73916204 4.78352204],[-1.13170157  0.0036496 ],[6.64296399 8.37352286],[-1.03792215 -0.32891089],[6.00800952 4.76188618],[ 0.66365102 -0.65429048]
[6.7787122  4.46706628],[ 0.89824767 -0.21668199],[6.88673803 8.43708087],[0.63296755 0.47735568],[7.58807613 4.27826669],[0.85365511 0.11394356],[5.36055217 5.37370833],[ 0.40799099 -0.89497479],[5.67404787 6.72207778],[-0.1867176   0.96475272],[7.32114539 8.29620294],[-1.04174273  0.15380969],[5.30762398 7.324963  ],[-0.38798239 -1.00141858],[7.62599165 4.7856226 ],[-1.13112903  0.03829303],[6.53985567 8.3381811 ],[-1.02366645 -0.37749591],[6.07533346 4.69784611],[ 0.68428236 -0.62475838]
[6.86875311 4.44741953],[ 0.90456763 -0.17393252],[6.95094265 8.48315914],[0.65019805 0.44300555],[7.67312919 4.29227965],[0.85035008 0.16980882],[5.40296199 5.28531008],[ 0.43947788 -0.87346484],[5.65639597 6.81814285],[-0.16683161  0.95599697],[7.21654729 8.30892511],[-1.04760602  0.10290145],[5.27063531 7.22429757],[-0.35203136 -1.01177884],[7.51300573 4.79111896],[-1.1278109  0.0717776],[6.43844712 8.29821265],[-1.00379059 -0.42116333],[6.14500674 4.63714053],[ 0.70674398 -0.59148314]
[6.95936937 4.43211403],[ 0.90627488 -0.13333388],[7.01686041 8.52569321],[0.66928395 0.40855171],[7.75755311 4.31175677],[0.84040303 0.2224984 ],[5.44868963 5.19929731],[ 0.47179732 -0.84979944],[5.64083556 6.9134044 ],[-0.14214143  0.95128474],[7.11193567 8.31704725],[-1.04949476  0.05435281],[5.23731884 7.12275006],[-0.31524729 -1.01981342],[7.40061785 4.80006913],[-1.11835382  0.1083374 ],[6.33900672 8.25383689],[-0.98305531 -0.46439168],[6.21634947 4.57927725],[ 0.7215327  -0.56407747]
[7.05015273 4.42096841],[ 0.90789687 -0.09073643],[7.08432915 8.56432583],[0.67738227 0.36101948],[7.84103131 4.33672259],[0.82624892 0.2743063 ],[5.49748163 5.1155637 ],[ 0.50162979 -0.82697042],[5.62792365 7.00828848],[-0.11591947  0.94642848],[7.0068443  8.31987557],[-1.05211514  0.0020185 ],[5.20776907 7.02055463],[-0.27516897 -1.0232473 ],[7.28898763 4.81234768],[-1.11158932  0.13934934],[6.24205681 8.20555777],[-0.9564756  -0.50159267],[6.28953406 4.52461215],[ 0.73983262 -0.53125225]
[7.14085756 4.41394109],[ 0.90850137 -0.04719421],[7.15273206 8.59820047],[0.68955089 0.31500243],[7.92291739 4.36682765],[0.81178224 0.32855024],[5.54935096 5.03428973],[ 0.53170212 -0.80224479],[5.61721083 7.10221602],[-0.09699518  0.93343979],[6.90148345 8.31731919],[-1.05595608 -0.05454735],[5.18220927 6.91804514],[-0.23561674 -1.02631585],[7.17832062 4.82787961],[-1.1003185   0.17235232],[6.14774686 8.15355138],[-0.9278763  -0.53659967],[6.36406279 4.47282981],[ 0.75560211 -0.499242  ]
[7.23199231 4.41177899],[0.9136756  0.00400859],[7.22225753 8.6272537 ],[0.70383106 0.26858043],[8.00308814 4.40223249],[0.79367068 0.38196711],[5.60379088 4.9551515 ],[ 0.55686827 -0.7804234 ],[5.60847267 7.19489717],[-0.07687657  0.92110069],[6.79615003 8.30936273],[-1.04931404 -0.10340445],[5.16047172 6.81515157],[-0.1998936  -1.03194755],[7.06855974 4.84636318],[-1.09417822  0.19743947],[6.05609628 8.09785129],[-0.90328486 -0.57559096],[6.44040608 4.42458859],[ 0.77162888 -0.46490832]
[7.32289373 4.41412453],[0.90283635 0.04150676],[7.29332709 8.65167228],[0.71652785 0.21845544],[8.0816469  4.44333205],[0.77193274 0.4347552 ],[5.66084144 4.87838346],[ 0.58315864 -0.75560298],[5.60181048 7.28637217],[-0.05740825  0.90727376],[6.69140895 8.29636219],[-1.04512615 -0.15665018],[5.14184615 6.71135982],[-0.16974312 -1.04053572],[6.96014217 4.86797744],[-1.08075125  0.22793072],[5.96697965 8.0383145 ],[-0.87889864 -0.61500104],[6.51829175 4.3798205 ],[ 0.78474415 -0.43148321]
[7.41286641 4.42043737],[0.89719376 0.08565586],[7.3655871  8.67088662],[0.72625183 0.16309945],[8.15764797 4.48943433],[0.74784667 0.48734662],[5.72074701 4.80441354],[ 0.61580915 -0.7226694 ],[5.59713403 7.37646382],[-0.03673256  0.89387683],[6.5872263 8.2780444],[-1.03527555 -0.20663883],[5.12661788 6.60718764],[-0.137067   -1.04474238],[6.85294506 4.89239844],[-1.0644618   0.25899757],[5.88040688 7.97492643],[-0.85080731 -0.65090954],[6.59746549 4.33846704],[ 0.79576298 -0.39823368]
[7.50233859 4.43135187],[0.89097809 0.13167997],[7.43893092 8.68456519],[0.74098266 0.1106546 ],[8.23099205 4.54065369],[0.72112192 0.53935661],[5.78396713 4.73387145],[ 0.64608861 -0.69036579],[5.59459171 7.46523273],[-0.01315133  0.88227026],[6.48423022 8.2548593 ],[-1.0241578  -0.25680661],[5.11500102 6.50302006],[-0.09703975 -1.04029168],[6.74712993 4.91959011],[-1.05299366  0.2832168 ],[5.79698656 7.90830084],[-0.81799409 -0.68188547],[6.67769696 4.30048335],[ 0.809076   -0.36085113]
[7.59073708 4.44651063],[0.87942342 0.1742009 ],[7.51360228 8.69278306],[0.75088052 0.05198715],[8.30162631 4.59713115],[0.69014289 0.58893387],[5.8499616  4.66640522],[ 0.67317063 -0.65924737],[5.59461773 7.55296636],[0.0149477  0.87337097],[6.38249194 8.22672071],[-1.01057104 -0.30615697],[5.10712428 6.39908597],[-0.05881714 -1.03657996],[6.64258301 4.9491998 ],[-1.03687705  0.30978274],[5.71647633 7.83821334],[-0.79177366 -0.71935626],[6.75969674 4.26680804],[ 0.82685388 -0.31626229]
[7.67843391 4.46650143],[0.87194174 0.22345376],[7.58926385 8.6950772 ],[ 0.75941721 -0.00915968],[8.3688934 4.6583648],[0.65411787 0.63475923],[5.91848567 4.60197647],[ 0.69794754 -0.62834418],[5.59732987 7.63958845],[0.04196271 0.86143683],[6.28216503 8.19361343],[-0.99548957 -0.35566689],[5.10294109 6.29544062],[-0.02702912 -1.03809844],[6.53976038 4.98150114],[-1.01810513  0.33754533],[5.63919877 7.7649979 ],[-0.75601901 -0.74707347],[6.8429162 4.237161 ],[ 0.83570638 -0.2782461 ]
[7.76532941 4.491502  ],[0.86353128 0.27451922],[7.66540321 8.69083018],[ 0.7638122  -0.07534618],[8.43246058 4.7241329 ],[0.61847693 0.68189031],[5.98917503 4.54042919],[ 0.71891687 -0.59918221],[5.60274101 7.72491552],[0.0654309  0.84400016],[6.1837749  8.15592339],[-0.97335666 -0.3991246 ],[5.10194658 6.19176792],[ 0.009398  -1.0328323],[6.43878099 5.01647813],[-0.99832227  0.36494037],[5.56534213 7.6888714 ],[-0.72235677 -0.77658627],[6.92716617 4.21157016],[ 0.84593184 -0.23648442]
[7.85096723 4.52131101],[0.84885268 0.32161881],[7.74138363 8.67933587],[ 0.75776685 -0.15257903],[8.4921413  4.79432192],[0.57640714 0.72313141],[6.06215439 4.48209831],[ 0.73914217 -0.5686391 ],[5.61035168 7.80828433],[0.0895811  0.82592902],[6.08756493 8.11382458],[-0.95108132 -0.44327951],[5.10487906 6.0889395 ],[ 0.04983149 -1.0230204 ],[6.33964318 5.05398901],[-0.98543309  0.3839306 ],[5.49499385 7.60995174],[-0.68637786 -0.80345692],[7.01199145 4.18981756],[ 0.84959849 -0.19928401]
