[5.06792042 8.14575038],[-1.12270141 -4.06789974],[2.45271893 4.719974  ],[0.5169978  4.41759902],[2.18021442 6.49028597],[ 3.7759439  -1.05813262],[3.75623916 0.30897493],[3.06562132 0.19433446],[8.06733921 5.4001233 ],[-0.11104407  4.39766027],[8.61734526 3.33119452],[-4.39517649 -2.03457717],[8.74732991 9.62090347],[-0.34417122 -4.75046409],[0.2309229  0.75553173],[0.51289128 4.16508387],[0.29915851 9.5471252 ],[-1.91795299 -2.76464632],[5.9687798  6.13141238],[-3.34946613  4.68677082]
[3.84481702 3.44325187],[-0.87125592  0.54721427],[6.96834886 5.50824929],[ 0.52420848 -0.5722998 ],[6.69756665 3.86298745],[-0.30377199 -0.74619929],[6.14406785 6.53971142],[-0.84510943  0.6652978 ],[2.76002147 6.15809305],[-0.60368276 -0.66740439],[3.13285063 5.0415822 ],[0.34106353 1.08049332],[5.22014035 7.35955053],[-1.05548196  0.05747342],[4.44167026 6.86538495],[0.94826164 0.33658752],[4.58527434 7.16474241],[0.98862836 0.15360495],[2.73082725 4.08088342],[ 0.24393833 -0.80283018]
[3.75899528 3.50046802],[-0.84499322  0.5963854 ],[7.01887331 5.44998797],[ 0.48506407 -0.59381956],[6.66393886 3.78915411],[-0.36960552 -0.73056744],[6.05860578 6.60475693],[-0.86448804  0.63485612],[2.70166824 6.09022731],[-0.56401343 -0.69065442],[3.16827899 5.14872869],[0.36973396 1.06473638],[5.11460956 7.36314641],[-1.05442026  0.0149391 ],[4.5367575  6.89751547],[0.95684028 0.30964774],[4.68409125 7.1780385 ],[0.98996425 0.11484954],[2.7580314  4.00139344],[ 0.29873132 -0.78798682]
[3.67598444 3.56252797],[-0.8139965   0.64518902],[7.06571032 5.3899038 ],[ 0.44939563 -0.60981764],[6.62401331 3.71739791],[-0.42956239 -0.7046451 ],[5.9709161  6.66633739],[-0.88876284  0.59687963],[2.6473929  6.02009521],[-0.52238887 -0.71298718],[3.206846   5.25456774],[0.40128937 1.0517883 ],[5.00916149 7.36238158],[-1.05441795 -0.03037097],[4.63248152 6.92680826],[0.95699405 0.2757075 ],[4.7830104  7.18751155],[0.98737093 0.07386528],[2.79068297 3.92348086],[ 0.35415755 -0.76993762]
[3.59606108 3.62920551],[-0.78263248  0.68935708],[7.10856393 5.3279154 ],[ 0.40665187 -0.63057998],[6.57772013 3.64806545],[-0.49741169 -0.68251495],[5.88110001 6.72429156],[-0.90830119  0.56107072],[2.59712947 5.94753102],[-0.48113815 -0.73665937],[3.24801626 5.3585878 ],[0.4234204  1.03016043],[4.90373225 7.35700157],[-1.05334951 -0.07680468],[4.72830512 6.95282081],[0.9607363  0.24602755],[4.88180872 7.19309415],[0.98862238 0.03828735],[2.82888275 3.84752245],[ 0.41305196 -0.74548633]
[3.51962841 3.7004095 ],[-0.74593039  0.73399603],[7.14717513 5.26401078],[ 0.36403401 -0.64863511],[6.52492398 3.58141945],[-0.56098365 -0.6524038 ],[5.78932731 6.77853454],[-0.92521298  0.52541687],[2.55127164 5.87282632],[-0.43747537 -0.75897857],[3.29175774 5.46083981],[0.45039649 1.01387355],[4.79895178 7.347436  ],[-1.04047872 -0.11257179],[4.82434514 6.97576333],[0.95890414 0.21177435],[4.98020854 7.19468595],[ 0.97750507 -0.00833565],[2.87304847 3.77423635],[ 0.46818676 -0.72166862]
[3.44690394 3.77587441],[-0.70691612  0.77614348],[7.18133457 5.19824884],[ 0.31379953 -0.67143353],[6.4657438  3.51791503],[-0.62293127 -0.61765507],[5.69616083 6.82940894],[-0.93618419  0.49375473],[2.50995407 5.79601505],[-0.39060773 -0.77908162],[3.33817978 5.5614521 ],[0.47864219 0.998983  ],[4.69531142 7.33414191],[-1.0337792  -0.15490628],[4.9203735  6.99548525],[0.95836041 0.1795507 ],[5.07777174 7.19191739],[ 0.97290701 -0.0476629 ],[2.92248226 3.70328591],[ 0.52213774 -0.6949512 ]
[3.37821263 3.85544888],[-0.66668599  0.81478947],[7.21013295 5.13004795],[ 0.26015134 -0.6939872 ],[6.4008076  3.45844365],[-0.67930058 -0.57506166],[5.60214987 6.87729691],[-0.94446156  0.4634103 ],[2.47348297 5.71730464],[-0.33851625 -0.7949662 ],[3.38680884 5.65997593],[0.49366653 0.97154412],[4.59223022 7.31640825],[-1.02540293 -0.19750782],[5.0162091  7.01187741],[0.9560101  0.14607832],[5.17467017 7.18508236],[ 0.96508515 -0.08877698],[2.97750676 3.63541654],[ 0.57911438 -0.66088948]
[3.31323468 3.93835587],[-0.62963986  0.84587813],[7.23324461 5.05947324],[ 0.20459581 -0.71429947],[6.32995074 3.403026  ],[-0.737202   -0.53261627],[5.50696675 6.92171587],[-0.95704349  0.42681748],[2.44212501 5.6368579 ],[-0.28925701 -0.81462888],[3.43739517 5.75625975],[0.51816387 0.95431804],[4.49025318 7.29462628],[-1.01491994 -0.23910734],[5.11164699 7.02477329],[0.9546362  0.11391163],[5.27096019 7.17439492],[ 0.96077212 -0.1245219 ],[3.03786067 3.57082217],[ 0.62827611 -0.62982633]
[3.25244667 4.02463869],[-0.58857221  0.87664959],[7.25084707 4.98712113],[ 0.14778045 -0.73172664],[6.25357858 3.35215981],[-0.79223011 -0.48681424],[5.41066466 6.9625121 ],[-0.96613282  0.39172483],[2.4155243  5.55426207],[-0.24113677 -0.83553543],[3.49019963 5.85059649],[0.53871268 0.93331434],[4.3892872  7.26856787],[-1.00357016 -0.28140003],[5.20691654 7.03447039],[0.94879228 0.07817659],[5.36636882 7.15977853],[ 0.94860459 -0.1664429 ],[3.10321486 3.50967545],[ 0.68068492 -0.59032332]
[3.19540857 4.11345304],[-0.55031414  0.90095428],[7.26222244 4.91271912],[ 0.07885811 -0.75628696],[6.17149623 3.30562622],[-0.84627172 -0.44104645],[5.31335269 6.99960551],[-0.97688035  0.35295392],[2.39401196 5.46986021],[-0.18775232 -0.85116406],[3.54496984 5.94276004],[0.5581134  0.91147822],[4.289402   7.23814308],[-0.99279006 -0.32591674],[5.30181124 7.04082883],[0.94726069 0.04745737],[5.46023334 7.14068886],[ 0.93002479 -0.21390322],[3.17352842 3.45247003],[ 0.72733961 -0.55109975]
[3.14295605 4.20525487],[-0.5021006  0.9310635],[7.26681553 4.83625339],[ 0.01316619 -0.77199809],[6.08484396 3.26443341],[-0.88758177 -0.38399106],[5.21517669 7.03293032],[-0.98870646  0.31114469],[2.37774097 5.38380699],[-0.13877785 -0.87076993],[3.6020379  6.03309092],[0.58003137 0.89199885],[4.19084799 7.20344286],[-0.97503131 -0.36486422],[5.3960386  7.04363761],[0.93550331 0.00688588],[5.55262519 7.11729783],[ 0.91719111 -0.25421052],[3.24846829 3.39943051],[ 0.77244752 -0.50773979]
[3.09487364 4.29943206],[-0.46107733  0.95042332],[7.26525918 4.75888799],[-0.04497829 -0.77531259],[5.9939185  3.22868967],[-0.9286193  -0.32922006],[5.11608792 7.0622211 ],[-0.99264913  0.27495245],[2.36627413 5.2957789 ],[-0.08951538 -0.88840841],[3.66117593 6.12135695],[0.60312586 0.87369751],[4.09443358 7.16519488],[-0.95314861 -0.39995722],[5.48916894 7.042456  ],[ 0.92283615 -0.03477888],[5.64385246 7.09010648],[ 0.90375281 -0.29287635],[3.3278672  3.35096946],[ 0.81515409 -0.460892  ]
[3.05076805 4.39527412],[-0.42178351  0.96529409],[7.2576248  4.68115736],[-0.11028444 -0.78110084],[5.89931233 3.19868914],[-0.96400113 -0.27204762],[5.01669969 7.08791616],[-0.99501914  0.23890256],[2.35988938 5.2062338 ],[-0.03982534 -0.90374895],[3.72222872 6.20739687],[0.62056098 0.84976952],[3.9999108  7.12310496],[-0.93553963 -0.44020125],[5.58105817 7.03711458],[ 0.91497509 -0.07181497],[5.7335321  7.05894229],[ 0.88691424 -0.33297383],[3.41138837 3.30734185],[ 0.85715189 -0.4088029 ]
[3.01068288 4.49256813],[-0.37848123  0.98154757],[7.24341317 4.60306269],[-0.17192114 -0.77808433],[5.80153355 3.17457419],[-0.99189125 -0.21136504],[4.91701422 7.10986748],[-0.99838542  0.20016443],[2.35839732 5.11520892],[ 0.01119426 -0.91503121],[3.78458885 6.2906181 ],[0.62867248 0.81681606],[3.90780097 7.07761511],[-0.90779661 -0.47068041],[5.67205028 7.02799743],[ 0.90503991 -0.11023386],[5.82129792 7.02362993],[ 0.86503063 -0.37631198],[3.49861099 3.26872362],[ 0.88793345 -0.36210458]
[2.97534745 4.59173275],[-0.33236331  0.9971315 ],[7.22270117 4.52516813],[-0.24151566 -0.77819   ],[5.7011297  3.15646776],[-1.01322375 -0.14865891],[4.81666273 7.12749242],[-1.00656508  0.15394804],[2.36229204 5.02346413],[ 0.06823166 -0.91791145],[3.84832484 6.37111681],[0.64536858 0.79250773],[3.81821148 7.02880899],[-0.88495991 -0.5065011 ],[5.76211989 7.01515706],[ 0.89162544 -0.1511967 ],[5.90687764 6.98407549],[ 0.84460143 -0.41634603],[3.58903787 3.23517064],[ 0.92206439 -0.30649664]
[2.9442243  4.69193194],[-0.29050087  1.00615971],[7.19470687 4.44720808],[-0.31711509 -0.77891196],[5.59883355 3.14465174],[-1.03177598 -0.08772962],[4.71572855 7.1405864 ],[-1.01073214  0.10895103],[2.37197795 4.93163179],[ 0.12890852 -0.91493698],[3.91372223 6.44916582],[0.66091319 0.76682815],[3.73070871 6.97617226],[-0.86433557 -0.54559346],[5.85048727 6.99786424],[ 0.8760155  -0.19430301],[5.98968987 6.93988342],[ 0.81185891 -0.46701216],[3.6827421 3.2073478],[ 0.9523276  -0.24875541]
[2.91723127 4.79287679],[-0.24859053  1.01316941],[7.15923703 4.36952216],[-0.3903385  -0.77217149],[5.49481594 3.13878212],[-1.04627479 -0.02833664],[4.61474628 7.14944147],[-1.0075537   0.06924868],[2.38780893 4.84027482],[ 0.18714548 -0.9121979 ],[3.98067174 6.52463272],[0.67603333 0.74045968],[3.64549409 6.91980573],[-0.84030292 -0.58216723],[5.93769264 6.97670931],[ 0.86602685 -0.23054861],[6.06968009 6.89117288],[ 0.78851216 -0.50613258],[3.77913017 3.18523637],[ 0.97405153 -0.19407272]
[2.89479412 4.89475623],[-0.20086975  1.02327   ],[7.11654733 4.29282681],[-0.46638973 -0.76403732],[5.38983616 3.13907182],[-1.0524426   0.03414145],[4.51434162 7.15452682],[-1.00308938  0.02970223],[2.40918412 4.74908781],[ 0.24287035 -0.90834524],[4.04888155 6.59719599],[0.68903984 0.71166194],[3.56320686 6.8602803 ],[-0.80943837 -0.61235155],[6.02361146 6.95171859],[ 0.84956801 -0.27186128],[6.14735865 6.83871932],[ 0.76278588 -0.54472594],[3.87758975 3.16873593],[ 0.9918729  -0.13848782]
[2.87678388 4.99717936],[-0.15965605  1.02460552],[7.06663851 4.2175201 ],[-0.53324511 -0.74318029],[5.28406541 3.14515274],[-1.06229733  0.08690958],[4.4142606  7.15543106],[-0.99633754 -0.00954344],[2.4365897  4.65890941],[ 0.30454713 -0.89532618],[4.11852136 6.66698738],[0.70092612 0.68129539],[3.48382118 6.7975245 ],[-0.77795231 -0.64245132],[6.10742195 6.92216956],[ 0.82874552 -0.31681809],[6.22223873 6.78232191],[ 0.73250667 -0.58506556],[3.97792392 3.15812004],[ 1.01283429 -0.07491887]
[2.86304649 5.09979474],[-0.11572836  1.02676662],[7.00973558 4.14412163],[-0.60445863 -0.72415683],[5.1777288  3.15659007],[-1.06339999  0.14193559],[4.31462326 7.15209591],[-0.99762905 -0.05891378],[2.46991107 4.56995886],[ 0.35906303 -0.88567684],[4.18922531 6.73359035],[0.71244062 0.64999135],[3.40739021 6.73153974],[-0.74888346 -0.67548569],[6.18942293 6.88846804],[ 0.81207793 -0.35606748],[6.29400518 6.72194842],[ 0.70121885 -0.62350508],[4.07968095 3.1534293 ],[ 1.02018918 -0.02061181]
[2.85334085 5.2021955 ],[-0.07250165  1.02682932],[6.94627447 4.07327381],[-0.66442454 -0.69240734],[5.07161543 3.17358122],[-1.05636109  0.19956383],[4.21490583 7.14369118],[-0.99411348 -0.10694388],[2.50866987 4.48219219],[ 0.41550445 -0.86949134],[4.26121792 6.79716746],[0.72877193 0.62284188],[3.33380066 6.66216137],[-0.72133781 -0.71051475],[6.26939331 6.85056793],[ 0.78860587 -0.40039011],[6.36278443 6.6580263 ],[ 0.67409578 -0.6546679 ],[4.18220768 3.15436519],[1.03001655 0.03956767]
[2.84861465 5.30510582],[-0.02245091  1.03045702],[6.87673589 4.00554997],[-0.72538577 -0.66120211],[4.96639788 3.19629254],[-1.04817313  0.25355601],[4.11605508 7.13089782],[-0.98452515 -0.15084981],[2.55270882 4.39591353],[ 0.46478583 -0.85566044],[4.33506165 6.85821849],[0.74918281 0.59922869],[3.26362471 6.58992189],[-0.68574699 -0.7378273 ],[6.34705604 6.80836408],[ 0.76469011 -0.44326733],[6.42851977 6.5908154 ],[ 0.63951144 -0.69011878],[4.28497445 3.16073142],[1.0238379  0.08639106]
[2.84822652 5.40760199],[0.01424034 1.01904802],[6.80133755 3.94116478],[-0.77947062 -0.62363205],[4.86211516 3.22424762],[-1.03592934  0.30630586],[4.01805861 7.11349281],[-0.97638632 -0.19852631],[2.60185423 4.31144581],[ 0.51671415 -0.8342887 ],[4.41089505 6.9168381 ],[0.7623753  0.56797836],[3.19692513 6.51485485],[-0.65001452 -0.76525831],[6.42181383 6.76145639],[ 0.73263316 -0.49237063],[6.49035582 6.51978231],[ 0.59874327 -0.72843651],[4.3876027 3.1723486],[1.02598992 0.14372187]
[2.85193006 5.50933512],[0.06025595 1.01564451],[6.72066931 3.88061464],[-0.83263738 -0.58653317],[4.75943172 3.25763466],[-1.01816926  0.36010232],[3.92085494 7.09116815],[-0.96824017 -0.24894695],[2.65580044 4.22897155],[ 0.56383899 -0.81271778],[4.48771216 6.97195336],[0.77551019 0.53580199],[3.13370507 6.43694263],[-0.61556959 -0.79410804],[6.49367486 6.7100628 ],[ 0.70381825 -0.53578514],[6.54828636 6.44525958],[ 0.55647499 -0.76481375],[4.49009716 3.18948543],[1.02298863 0.19839377]
[2.86038843 5.61075326],[0.1078506  1.01120449],[6.63499848 3.82398026],[-0.88151419 -0.54747005],[4.65833249 3.29595968],[-1.00199458  0.40740633],[3.82509971 7.06432325],[-0.94747621 -0.28866502],[2.71477136 4.1492019 ],[ 0.6118774  -0.78554463],[4.56604409 7.02402347],[0.78781416 0.50219915],[3.07408193 6.35629797],[-0.5772976  -0.81913328],[6.56238928 6.65420259],[ 0.67029153 -0.58110392],[6.60174021 6.36703607],[ 0.51072355 -0.80087468],[4.59194032 3.21182809],[1.01405926 0.24883616]
[2.87344919 5.71145734],[0.15644072 1.00560247],[6.54482286 3.77148302],[-0.91990976 -0.50099083],[4.55927896 3.33921892],[-0.97947476  0.45665273],[3.73093973 7.03293736],[-0.93169968 -0.33532059],[2.77805583 4.07190581],[ 0.6553263  -0.75803857],[4.64535412 7.0724329 ],[0.79972586 0.46723796],[3.01834258 6.27320874],[-0.53670085 -0.8418102 ],[6.62769853 6.59391192],[ 0.6353608  -0.62467866],[6.65026075 6.28505651],[ 0.46118363 -0.83652523],[4.6927897  3.23917486],[1.00590197 0.30129697]
[2.89139098 5.81148916],[0.2025678  0.99494955],[6.45105217 3.72372091],[-0.95231801 -0.45166498],[4.46223982 3.38693785],[-0.96022357  0.49798105],[3.6389344  6.99738781],[-0.91138682 -0.37883964],[2.84552856 3.99744045],[ 0.69267148 -0.73193703],[4.72574511 7.1171905 ],[0.80967216 0.42939696],[2.96679665 6.1879826 ],[-0.49464368 -0.86306091],[6.68919808 6.52911989],[ 0.59495653 -0.67021251],[6.69388007 6.19977687],[ 0.41306992 -0.86657657],[4.79291308 3.27195547],[0.99550274 0.3534236 ]
[2.91353526 5.90997327],[0.24319623 0.97754176],[6.35387887 3.68054837],[-0.98747966 -0.40898895],[4.36771708 3.439172  ],[-0.93406908  0.54215546],[3.5489336  6.95736834],[-0.89046588 -0.42363579],[2.91691582 3.92599385],[ 0.73137112 -0.69995509],[4.80729415 7.15828373],[0.8223163  0.39343555],[2.91931086 6.10049814],[-0.45375818 -0.8851754 ],[6.74648473 6.45979596],[ 0.55158436 -0.71477713],[6.73299162 6.1119784 ],[ 0.36630227 -0.89164004],[4.89180577 3.3098226 ],[0.98010336 0.40164411]
[2.93991214 6.00681683],[0.28329829 0.95816191],[6.25376066 3.64200044],[-1.01268852 -0.36057022],[4.27551735 3.49531167],[-0.90888868  0.58102462],[3.4612611  6.91301788],[-0.86470813 -0.46528786],[2.99174675 3.85753528],[ 0.76489144 -0.66888076],[4.88984117 7.19547252],[0.83021889 0.35181026],[2.87609616 6.01100411],[-0.40788156 -0.90196175],[6.79940128 6.38619305],[ 0.50505661 -0.75819652],[6.76717817 6.02162143],[ 0.31507559 -0.91718979],[4.98857284 3.35191744],[0.95623996 0.44111895]
[2.97051377 6.10186847],[0.32805507 0.94191642],[6.15131804 3.60828387],[-1.03497576 -0.31332131],[4.18584464 3.55515037],[-0.88510759  0.61449512],[3.37600979 6.86425879],[-0.83945669 -0.50920034],[3.06993855 3.79239704],[ 0.80053904 -0.63162679],[4.97332571 7.22860204],[0.83717875 0.30833468],[2.83736969 5.91974294],[-0.36604531 -0.92242711],[6.84756022 6.3083782 ],[ 0.45864139 -0.79683563],[6.79601236 5.92869777],[ 0.26281169 -0.93944228],[5.0832825  3.39827527],[0.94046468 0.48860547]
[3.00529417 6.1949165 ],[0.36656653 0.91790737],[6.04678321 3.57920546],[-1.05431309 -0.26765928],[4.09868367 3.61827375],[-0.85932178  0.6461353 ],[3.29385386 6.8116122 ],[-0.80521698 -0.54540223],[3.15164366 3.73113549],[ 0.83273711 -0.59379458],[5.0576947  7.25752321],[0.84897685 0.26885083],[2.80287851 5.82653761],[-0.32243073 -0.94011079],[6.89091468 6.22677523],[ 0.40907872 -0.8338338 ],[6.81996413 5.83406758],[ 0.21588946 -0.95300996],[5.17607995 3.44906271],[0.9165166  0.52808097]
[3.04380134 6.28539012],[0.4048797  0.89269583],[5.94079458 3.55496982],[-1.06834438 -0.22074403],[4.01414817 3.68442841],[-0.83207901  0.67571109],[3.21483173 6.75498991],[-0.77678269 -0.58880548],[3.23631502 3.67358827],[ 0.86411598 -0.55308179],[5.14300576 7.28222967],[0.85853645 0.22654355],[2.77280856 5.73167852],[-0.27491921 -0.9528434 ],[6.92948969 6.14188263],[ 0.35927211 -0.86640563],[6.83866547 5.73769709],[ 0.15788488 -0.97389913],[5.26646361 3.50375652],[0.89380062 0.56831763]
[3.08626302 6.37339612],[0.44563089 0.86844926],[5.83346888 3.53526179],[-1.07505223 -0.17104024],[3.93226956 3.75330857],[-0.80203005  0.70483839],[3.13870357 6.69399712],[-0.7448428  -0.63026582],[3.3242371  3.62042454],[ 0.89446906 -0.50943468],[5.22911862 7.30252526],[0.86624876 0.18187362],[2.74757375 5.6356574 ],[-0.23120923 -0.96865337],[6.96324558 6.054125  ],[ 0.31380336 -0.8901482 ],[6.85164395 5.63953411],[ 0.1010275  -0.98940889],[5.35444929 3.56232954],[0.86500232 0.60200399]
[3.13292952 6.45901931],[0.48842398 0.84443979],[5.72547762 3.52034816],[-1.08606933 -0.12934295],[3.85346373 3.82502221],[-0.77242488  0.73061706],[3.06585711 6.62888135],[-0.71147248 -0.67156633],[3.41482458 3.57143547],[ 0.9189544  -0.46815613],[5.31605262 7.31839774],[0.870866   0.13394573],[2.72696163 5.538384  ],[-0.18009056 -0.9756755 ],[6.99170569 5.96347516],[ 0.25383907 -0.92347092],[6.85887671 5.53995843],[ 0.04502388 -1.00012147],[5.43932887 3.62399139],[0.83356808 0.63199132]
[3.18390049 6.54216905],[0.53038878 0.81774402],[5.6167863  3.50978013],[-1.08903749 -0.08396087],[3.77764139 3.8991962 ],[-0.74291644  0.75352717],[2.99643387 6.55966615],[-0.67760033 -0.71342499],[3.50779547 3.52667857],[ 0.93800013 -0.4290263 ],[5.40355059 7.32957168],[0.87458519 0.08497071],[2.71112703 5.44013435],[-0.13539108 -0.98767283],[7.01432573 5.86992268],[ 0.19763327 -0.94769071],[6.86080189 5.43975266],[-0.00689044 -1.00395281],[5.52134539 3.68888828],[0.80457827 0.66356738]
[3.23877803 6.62228448],[0.56858399 0.78579491],[5.50766587 3.50341267],[-1.09179561 -0.04263575],[3.70504588 3.97580513],[-0.71161144  0.77562491],[2.93059709 6.48642296],[-0.63929828 -0.75163381],[3.60277058 3.48607583],[ 0.96105773 -0.38293573],[5.49084915 7.33523535],[0.86992117 0.02673614],[2.70003462 5.34104627],[-0.08908211 -0.99628627],[7.03112618 5.77399931],[ 0.13992391 -0.9684578 ],[6.85769587 5.33943593],[-0.05740043 -1.00427229],[5.600346   3.75678023],[0.77365191 0.69226626]
[3.29752792 6.69918121],[0.60502347 0.75060838],[5.39890287 3.50164909],[-1.08580414  0.00457429],[3.63568561 4.05460381],[-0.67574294  0.79979755],[2.86885263 6.4095911 ],[-0.59609557 -0.78551606],[3.69981329 3.45000903],[ 0.97831616 -0.33944558],[5.57821359 7.33559426],[ 0.87421978 -0.02251109],[2.6935305  5.24116768],[-0.04274111 -1.00256338],[7.04214215 5.67620594],[ 0.07794433 -0.98897814],[6.84957437 5.23922783],[-0.10559965 -1.0002815 ],[5.67618049 3.82741819],[0.74421891 0.72145066]
[3.35973717 6.77231   ],[0.63898254 0.71162616],[5.29032036 3.50401838],[-1.08500167  0.04289746],[3.5698239  4.13560933],[-0.64117031  0.82022369],[2.81164521 6.32956346],[-0.54815325 -0.8151549 ],[3.79833816 3.4181728 ],[ 0.99230382 -0.29675598],[5.66564314 7.33069263],[ 0.87643669 -0.07318982],[2.69138167 5.14052161],[-5.64289379e-05 -1.00960375e+00],[7.04694071 5.5765953 ],[ 0.01773544 -1.00286937],[6.83607497 5.13897674],[-0.16339853 -1.00329295],[5.74941563 3.90126774],[0.71722777 0.75203759]
[3.42556681 6.84169523],[0.67677052 0.67507922],[5.18206685 3.51027214],[-1.07738227  0.08434239],[3.50751244 4.21863175],[-0.60365108  0.84121604],[2.75926721 6.24658342],[-0.49934148 -0.84431314],[3.89846238 3.39095386],[ 1.00773262 -0.24971817],[5.75286184 7.32034658],[ 0.86772935 -0.13385139],[2.6939131 5.0397099],[ 0.04952205 -1.00746682],[7.04568854 5.47577672],[-0.04089893 -1.01108439],[6.8166779  5.03847076],[-0.22247168 -1.00429473],[5.81942487 3.97759108],[0.68163797 0.77286984]
[3.49523763 6.90742131],[0.71429116 0.63696413],[5.0744503  3.52038413],[-1.07167602  0.12060229],[3.44840625 4.30309702],[-0.57763295  0.84868574],[2.71165015 6.16056494],[-0.45230606 -0.87520355],[3.99978418 3.36821454],[ 1.01779797 -0.20561419],[5.83958835 7.30436119],[ 0.86615932 -0.18608412],[2.70160868 4.93940196],[ 0.10473675 -0.99817046],[7.03882024 5.37453552],[-0.09579347 -1.01266556],[6.79185821 4.93846317],[-0.2748644  -0.99657108],[5.88605617 4.05612013],[0.64998767 0.79646729]
[3.56834257 6.96895867],[0.74600321 0.59186144],[4.96763101 3.53419425],[-1.06636475  0.15330772],[3.39248076 4.38879688],[-0.54062562  0.86521161],[2.66891695 6.07165555],[-0.40196192 -0.90237557],[4.10218582 3.35007877],[ 1.0272283  -0.15966643],[5.92601162 7.28312535],[ 0.857942   -0.24257954],[2.71455335 4.8398226 ],[ 0.15250968 -0.99461433],[7.02647866 5.27327931],[-0.14994929 -1.01110571],[6.76186277 4.83937359],[-0.32169668 -0.98184646],[5.94913219 4.13656186],[0.61281431 0.8134306 ]
[3.644944  7.0262608],[0.78243704 0.5505492 ],[4.86161456 3.55137607],[-1.05665722  0.18707085],[3.34020465 4.47598709],[-0.50348166  0.87968043],[2.63146218 5.9802973 ],[-0.34797749 -0.92546556],[4.20551726 3.33664614],[ 1.03929815 -0.10861746],[6.01157293 7.25631789],[ 0.85006329 -0.29631684],[2.73227235 4.74073318],[ 0.20152173 -0.98703834],[7.00868058 5.17224345],[-0.20642682 -1.0096478 ],[6.72702305 4.74162734],[-0.37264065 -0.9704212 ],[6.00842622 4.21858557],[0.57415533 0.82793717]
[3.72491412 7.07912133],[0.81607432 0.50575742],[4.75679757 3.57202452],[-1.04180001  0.22334875],[3.29152715 4.5644027 ],[-0.47279709  0.88564117],[2.59920059 5.8864715 ],[-0.29870269 -0.95212294],[4.30974621 3.3281503 ],[ 1.04563796 -0.06060088],[6.09603412 7.22396817],[ 0.83721029 -0.3520897 ],[2.75482716 4.64247001],[ 0.24781987 -0.97947213],[6.98514049 5.07138987],[-0.262051   -1.00479429],[6.68736008 4.645336  ],[-0.42385723 -0.95852463],[6.06406437 4.3022227 ],[0.54116805 0.84706726]
[3.80815308 7.12738573],[0.84937121 0.46030559],[4.65331078 3.5960231 ],[-1.02857023  0.25547125],[3.24564123 4.65307857],[-0.44438638  0.88820504],[2.57214363 5.79034615],[-0.24112412 -0.96878801],[4.41440654 3.32435847],[ 1.04733977 -0.01521607],[6.17855501 7.18552946],[ 0.81209021 -0.41731165],[2.78184848 4.54496175],[ 0.29198563 -0.97070403],[6.95623658 4.9713024 ],[-0.31746082 -0.99811966],[6.64296615 4.55066292],[-0.46637584 -0.93738533],[6.11645185 4.38774969],[0.50777493 0.86437758]
[3.89458952 7.17097713],[0.881664   0.41401395],[4.55108797 3.62303136],[-1.01384498  0.28631788],[3.2032072  4.74253955],[-0.40387484  0.90098563],[2.55097555 5.69273365],[-0.18545113 -0.98623504],[4.51899217 3.3249319 ],[1.04344732 0.02577961],[6.25853295 7.14068948],[ 0.78819592 -0.47811211],[2.81307854 4.4482971 ],[ 0.33252055 -0.96200566],[6.92194648 4.87212032],[-0.36958829 -0.98667083],[6.59424197 4.45802422],[-0.5090645  -0.91645066],[6.16559819 4.4750273 ],[0.47186042 0.87763689]
[3.98403256 7.20974925],[0.90723102 0.36162253],[4.45068269 3.65337302],[-0.99743561  0.31701747],[3.16441501 4.83275774],[-0.37239365  0.90277161],[2.53522426 5.59335708],[-0.1260993  -0.99750225],[4.62331215 3.32977595],[1.04272956 0.07102872],[6.33614866 7.09000614],[ 0.75893106 -0.54000056],[2.84872127 4.35302605],[ 0.3805513  -0.94282061],[6.8823903  4.77408266],[-0.4234902  -0.97587146],[6.54140414 4.36762234],[-0.54896077 -0.8929964 ],[6.2111953  4.56361404],[0.43897516 0.8926304 ]
[4.07585266 7.24312572],[0.93074503 0.30768554],[4.35159813 3.68632832],[-0.98335508  0.34255697],[3.12890965 4.92322578],[-0.33552103  0.90844196],[2.52559492 5.4931175 ],[-0.06825993 -1.00857553],[4.72719191 3.33883409],[1.03282137 0.10806701],[6.4100567  7.03256342],[ 0.72155412 -0.60567328],[2.88903517 4.25966501],[ 0.42403716 -0.92557122],[6.83754052 4.67727759],[-0.47282729 -0.95953437],[6.48470328 4.27966646],[-0.58742196 -0.8686166 ],[6.25317461 4.65330296],[0.4010586  0.90135584]
[4.16976145 7.27088562],[0.94897693 0.2492532 ],[4.25416278 3.72195683],[-0.96300247  0.37211278],[3.09734715 5.01439674],[-0.29797462  0.91246099],[2.52157107 5.39174238],[-0.01355728 -1.01957021],[4.82993739 3.35144431],[1.0223047  0.14426464],[6.48074356 6.96933371],[ 0.68823823 -0.6618995 ],[2.93369194 4.1681801 ],[ 0.46911892 -0.9036748 ],[6.7880382  4.58239105],[-0.51676114 -0.93787339],[6.42458369 4.19454119],[-0.61876993 -0.83794488],[6.29114152 4.74360445],[0.36367255 0.9098361 ]
