[9.80682351 8.68420365],[2.37420755 4.89637922],[8.8384686  0.53456428],[0.53236149 0.28022668],[9.72639777 1.541832  ],[ 4.20219175 -0.65036384],[6.30527199 5.76884415],[-0.61174967  0.1984429 ],[3.59454988 9.85288023],[-3.86534636 -3.80478218],[3.74133228 6.91538585],[ 2.37930528 -4.78807838],[2.91409054 5.77845794],[-2.75705808  0.28149095],[0.77415227 6.0650199 ],[ 4.84264921 -0.3625419 ],[6.12219371 0.27577999],[-0.65215288 -4.7431457 ],[1.67788985 7.44680014],[2.88764621 2.14326259]
[6.6116664  4.93011747],[-0.80923224 -0.51283736],[9.72918266 4.65769287],[-0.82917421  0.64079637],[9.56014713 4.97831013],[-0.73885585  0.64226125],[6.11037907 1.88332185],[-0.76881226  0.16308697],[6.81984631 1.22431004],[ 0.9376661  -0.35833368],[9.73647695 2.29993481],[0.51100748 0.84473641],[6.18480012 4.53623255],[0.86229244 0.64894379],[9.05608866 3.93355489],[ 0.71723356 -0.66800268],[5.35661385 2.61668217],[0.28622148 1.08776587],[9.793675   3.23006748],[ 0.26681531 -0.883265  ]
[6.53176429 4.87646649],[-0.78753593 -0.55903325],[9.6442047  4.71964929],[-0.868923    0.59886407],[9.48394967 5.04055681],[-0.78254715  0.60424621],[6.03389188 1.90149132],[-0.75888939  0.20212695],[6.91497112 1.19138133],[ 0.96134363 -0.30294488],[9.78545729 2.38603199],[0.46973376 0.87808336],[6.27232332 4.5990997 ],[0.88756041 0.60817332],[9.12656918 3.86608333],[ 0.69207849 -0.68150335],[5.38821976 2.72518381],[0.3457517  1.08197186],[9.81769898 3.14092296],[ 0.21886732 -0.89390733]
[6.45465019 4.81876909],[-0.7546459  -0.59485228],[9.55577183 4.77766552],[-0.89706895  0.563368  ],[9.40340136 5.09872883],[-0.82541264  0.56123272],[5.95857825 1.92369772],[-0.7438657   0.24539054],[7.01231172 1.16406445],[ 0.98348147 -0.2445907 ],[9.83034999 2.47543967],[0.42918283 0.91067177],[6.36235931 4.65796924],[0.91373347 0.57022341],[9.19437317 3.79717121],[ 0.66415604 -0.69636338],[5.42514168 2.8324345 ],[0.39332966 1.06382394],[9.837409   3.05132606],[ 0.1751535  -0.89785652]
[6.38094228 4.75758216],[-0.72159678 -0.630999  ],[9.46423833 4.83161295],[-0.93151477  0.51681652],[9.31914443 5.1529008 ],[-0.85983836  0.52124796],[5.88500853 1.95044129],[-0.72824074  0.28851736],[7.11172465 1.14267696],[ 1.00344251 -0.18370841],[9.87097976 2.5678049 ],[0.38433183 0.93714979],[6.45520512 4.71335757],[0.94431209 0.53925646],[9.25943671 3.72689565],[ 0.63575732 -0.7102803 ],[5.46703593 2.93809429],[0.44232279 1.04724782],[9.85265271 2.96136796],[ 0.12936997 -0.90121698]
[6.31020413 4.69241674],[-0.69038304 -0.66953164],[9.36985686 4.88126817],[-0.95335769  0.47851396],[9.23176621 5.20314519],[-0.88784866  0.48278773],[5.81299703 1.98142239],[-0.70951605  0.33333353],[7.21274626 1.12721809],[ 1.01515285 -0.12677113],[9.90675321 2.66236462],[0.33284219 0.95554013],[6.55060767 4.76529463],[0.96423083 0.50040725],[9.3219058  3.65554411],[ 0.6130574  -0.71712017],[5.51377655 3.04205759],[0.49213776 1.03175474],[9.86312638 2.87103756],[ 0.08326896 -0.90186169]
[6.24302507 4.62381853],[-0.65276169 -0.70196599],[9.27348405 4.92712274],[-0.97485092  0.43726361],[9.14142046 5.24914481],[-0.92084232  0.4345823 ],[5.74368092 2.01765565],[-0.68050829  0.3873729 ],[7.31485872 1.11755596],[ 1.02511152 -0.06781405],[9.93761106 2.75891603],[0.28325091 0.97404024],[6.6478443  4.81330257],[0.98048532 0.46017379],[9.38181104 3.58328079],[ 0.58161679 -0.7313418 ],[5.56493894 3.14394442],[0.53277303 1.00791919],[9.86926351 2.7810299 ],[ 0.03905653 -0.89832463]
[6.17963307 4.55199108],[-0.61669263 -0.7361353 ],[9.17498938 4.96870251],[-0.99575036  0.3930918 ],[9.04809379 5.29038955],[-0.94594316  0.38942953],[5.67714247 2.05908696],[-0.65092707  0.44023964],[7.41768069 1.11368736],[ 1.02854932 -0.01192694],[9.96319225 2.85691746],[0.22754544 0.98490298],[6.74634307 4.85701297],[0.99335776 0.41830282],[9.43817128 3.50927948],[ 0.54894067 -0.74508942],[5.62008242 3.24342948],[0.57125494 0.98319945],[9.87066933 2.69120751],[-0.00876398 -0.89549619]
[6.11974872 4.47665127],[-0.57918418 -0.7687435 ],[9.07464096 5.00593553],[-1.01080915  0.35155717],[8.95222506 5.32687284],[-0.97379992  0.33706378],[5.61335388 2.1054813 ],[-0.62289438  0.48910481],[7.52077768 1.11548469],[1.02979467 0.04477218],[9.98315441 2.95589647],[0.17595633 0.99858236],[6.84613711 4.89664804],[1.00502973 0.37730431],[9.49183775 3.43454682],[ 0.52050036 -0.75324714],[5.67915147 3.34057678],[0.6117911  0.96165853],[9.86739008 2.60190974],[-0.0541476  -0.88747357]
[6.0636299  4.39808032],[-0.54238082 -0.80169807],[8.97250648 5.03857858],[-1.02819987  0.3043972 ],[8.85400958 5.35832739],[-0.98943657  0.2925779 ],[5.5526991  2.15694659],[-0.58980546  0.5400396 ],[7.62372296 1.12280434],[1.03045238 0.10342851],[9.99751198 3.05570543],[0.11512634 1.00133342],[6.94679814 4.93196481],[1.01134408 0.33259533],[9.54213999 3.35856162],[ 0.48525734 -0.76646546],[5.74215005 3.43549749],[0.6500086  0.93882571],[9.85952174 2.51348564],[-0.10249111 -0.87980713]
[6.01167062 4.31671575],[-0.49841903 -0.82707506],[8.86943859 5.06719873],[-1.03284641  0.26810147],[8.75426359 5.38520911],[-1.00744897  0.24250115],[5.49560803 2.21358683],[-0.55308066  0.59103869],[7.72676164 1.13618682],[1.03040605 0.16485948],[10.00642428  3.15632718],[0.06261029 1.00999795],[7.04837337 4.96319609],[1.01927835 0.29153639],[9.58931555 3.28173589],[ 0.45777688 -0.77033997],[5.80864453 3.52787357],[0.68037585 0.90952989],[9.84679236 2.42595799],[-0.15020529 -0.86852089]
[5.96413487 4.23286266],[-0.45261412 -0.85010596],[8.7657274  5.09193972],[-1.04149067  0.22622195],[8.65264744 5.4068112 ],[-1.02534288  0.1884103 ],[5.44248061 2.27541267],[-0.51004905  0.64412974],[7.82949942 1.1555754 ],[1.02518278 0.2241488 ],[10.01016447  3.25773407],[0.00911356 1.01453336],[7.15072054 4.99040593],[1.02642291 0.25179425],[9.6335126  3.20436503],[ 0.42829252 -0.77472713],[5.87815027 3.61737857],[0.70819224 0.8793289 ],[9.82922446 2.33962972],[-0.20072048 -0.85710688]
[5.92129106 4.14684241],[-0.40789932 -0.8737151 ],[8.66130102 5.11253051],[-1.04520777  0.18730972],[8.54973287 5.42331226],[-1.03184416  0.14237983],[5.39380783 2.3424586 ],[-0.4641247   0.69519051],[7.93139622 1.18069788],[1.0128322  0.27858564],[10.0083563   3.35926136],[-0.04619687  1.01467476],[7.25383555 5.01381432],[1.03626968 0.21721498],[9.67429983 3.1261833 ],[ 0.39240829 -0.78367086],[5.9502505  3.70376156],[0.73512873 0.84994944],[9.80639925 2.25440453],[-0.2562301  -0.84723953]
[5.88306183 4.05865126],[-0.35763339 -0.89087022],[8.55670441 5.12937911],[-1.0473859   0.14883868],[8.4462041  5.43513469],[-1.03762394  0.09479196],[5.34964701 2.41426305],[-0.41996428  0.73911086],[8.0319879  1.21127665],[0.999427   0.33362997],[10.00092092  3.46058627],[-0.09896527  1.01465688],[7.35732015 5.03325666],[1.03636282 0.17489414],[9.7119883  3.04767893],[ 0.36148071 -0.78610306],[6.02511991 3.78735628],[0.75994772 0.81994055],[9.77809066 2.17041971],[-0.30922103 -0.83125363]
[5.84985304 3.96877503],[-0.30479751 -0.90473056],[8.45171249 5.14211685],[-1.049957    0.10812818],[8.34226058 5.44224646],[-1.03877089  0.04964367],[5.31028316 2.49055393],[-0.37104377  0.78198487],[8.13117312 1.24738405],[0.98308691 0.38745806],[9.98863017 3.56211866],[-0.1465471   1.01554525],[7.46132423 5.04909814],[1.04326171 0.14204346],[9.74639346 2.96882435],[ 0.32588049 -0.79145288],[6.10242769 3.86798328],[0.7877057  0.79439771],[9.74470027 2.08840301],[-0.36182946 -0.81189955]
[5.82205472 3.87765837],[-0.25259368 -0.91870326],[8.34662456 5.15087318],[-1.05221206  0.06627075],[8.23842296 5.44499502],[-1.04016346  0.00283165],[5.27583151 2.57085903],[-0.31726403  0.8237721 ],[8.22831473 1.28851164],[0.96063792 0.4360124 ],[9.97096629 3.66295566],[-0.20433809  1.00308433],[7.56561067 5.06138911],[1.04179346 0.10333521],[9.77704088 2.88934404],[ 0.28769999 -0.79714857],[6.18235638 3.94597616],[0.81180642 0.76670731],[9.70591874 2.00835134],[-0.41511483 -0.78999879]
[5.79938787 3.78512227],[-0.20064584 -0.9316429 ],[8.24145135 5.15548983],[-1.05097127  0.02619775],[8.13465805 5.44317091],[-1.03386145 -0.03811124],[5.24687804 2.65514145],[-0.26133311  0.86125678],[8.32340026 1.33473013],[0.93933044 0.48666775],[9.94786693 3.76273702],[-0.2577057   0.99191771],[7.66964436 5.06977819],[1.03866349 0.06463018],[9.80396579 2.80950105],[ 0.25215371 -0.79803013],[6.26482818 4.02141285],[0.83728388 0.74200126],[9.6619055  1.93073501],[-0.46597224 -0.76274992]
[5.78207811 3.69151686],[-0.14675049 -0.94130153],[8.13629278 5.15591864],[-1.05451314 -0.02042745],[8.03109427 5.43674472],[-1.03441727 -0.08777906],[5.22383126 2.74314917],[-0.19982267  0.89756351],[8.41638695 1.38608837],[0.92041303 0.54063578],[9.91960939 3.8614061 ],[-0.30587178  0.98228647],[7.77317862 5.07418249],[1.03458129 0.026398  ],[9.82701989 2.72936537],[ 0.20677829 -0.80637853],[6.34966652 4.09428313],[0.85711355 0.71334019],[9.61299611 1.8561634 ],[-0.51536687 -0.73148796]
[5.76977187 3.59667062],[-0.09490902 -0.95070236],[8.03132904 5.15212842],[-1.04643229 -0.05707651],[7.9278781  5.42565568],[-1.03059909 -0.13494238],[5.2070041  2.83450876],[-0.1373493   0.92798531],[8.50701173 1.44241389],[0.89118731 0.5848688 ],[9.88654129 3.95891082],[-0.35296163  0.96964866],[7.87638662 5.07495285],[ 1.02906203 -0.01118747],[9.84554533 2.64856053],[ 0.16251176 -0.81050848],[6.43626926 4.16414618],[0.87489428 0.68417833],[9.55868307 1.7843859 ],[-0.57231782 -0.70512152]
[5.76299121 3.50131583],[-0.03826425 -0.95355819],[7.92716978 5.14463981],[-1.03679853 -0.09276421],[7.82511312 5.40982318],[-1.02477618 -0.18204364],[5.19647935 2.92864119],[-0.07381925  0.95293246],[8.59468727 1.50312908],[0.86176375 0.628804  ],[9.84869211 4.05488486],[-0.40038465  0.95279577],[7.97923693 5.07226459],[ 1.02687412 -0.0431553 ],[9.85960305 2.56745138],[ 0.11659232 -0.8132806 ],[6.52447269 4.23098984],[0.89065547 0.6544847 ],[9.49886216 1.71555556],[-0.62300999 -0.67016169]
[5.76164387 3.40555263],[ 0.01299001 -0.95951503],[7.82386276 5.13344671],[-1.03221839 -0.13427311],[7.72304288 5.38930285],[-1.01730325 -0.22920997],[5.19221043 3.02486617],[-0.01253724  0.96975555],[8.67906281 1.56786705],[0.82566007 0.66570529],[9.80657191 4.14943091],[-0.44319362  0.93623098],[8.08108059 5.06567166],[ 1.01011634 -0.08849853],[9.86893447 2.48609328],[ 0.06885555 -0.81455437],[6.61426731 4.29495683],[0.90591576 0.62582736],[9.43411698 1.65045689],[-0.67331921 -0.63306474]
[5.76587015 3.30977031],[ 0.07337784 -0.95399516],[7.72109306 5.11808406],[-1.01917685 -0.16902035],[7.62198408 5.36425515],[-1.00314145 -0.27102876],[5.19423157 3.12266486],[0.05389149 0.98631647],[8.76027134 1.6367184 ],[0.79641848 0.70910162],[9.76009877 4.24205114],[-0.48794959  0.91391397],[8.1818701  5.05522626],[ 1.00161044 -0.12420352],[9.87342729 2.40471556],[ 0.02203606 -0.81148987],[6.7053593  4.35589989],[0.91545995 0.59282622],[9.36437962 1.58917597],[-0.72413713 -0.59519122]
[5.77578095 3.21429835],[ 0.1276332  -0.95209166],[7.6198141  5.09944047],[-1.00881374 -0.206433  ],[7.52220261 5.33484131],[-0.98950355 -0.31442729],[5.20299984 3.22193385],[0.1204524  0.99733604],[8.83828897 1.70961859],[0.76166475 0.74644015],[9.70926083 4.33237874],[-0.52647866  0.89426388],[8.2813886  5.04085039],[ 0.99062249 -0.16113109],[9.87318968 2.32375842],[-0.02586029 -0.80624151],[6.79760786 4.41381023],[0.92647089 0.56259457],[9.28959811 1.53175557],[-0.77166976 -0.55343459]
[5.79099982 3.11906116],[ 0.17725418 -0.95139557],[7.51969688 5.07712449],[-0.99451355 -0.24082551],[7.42405792 5.3013241 ],[-0.97526637 -0.35786792],[5.2183442 3.321983 ],[0.18302138 0.99962446],[8.91294079 1.78632226],[0.7295376  0.78556656],[9.654649   4.42061993],[-0.56577297  0.86995421],[8.38010166 5.02319025],[ 0.98302497 -0.19224816],[9.86808592 2.24341877],[-0.07501726 -0.7988184 ],[6.89080426 4.46859942],[0.93758488 0.53361095],[9.21046569 1.47892207],[-0.80889042 -0.50118515]
[5.8113466  3.02425226],[ 0.22872215 -0.9450568 ],[7.42095119 5.05127938],[-0.98017094 -0.27591237],[7.3276172  5.26369895],[-0.95475923 -0.39577757],[5.23974165 3.42189055],[0.24429107 0.99734281],[8.98417509 1.86668055],[0.69148375 0.81767585],[9.5960169  4.50616824],[-0.60665053  0.84068783],[8.477522   5.00198135],[ 0.96510129 -0.2319674 ],[9.85800169 2.16393322],[-0.12747427 -0.7911186 ],[6.98506972 4.52052184],[0.94552205 0.50281257],[9.12782489 1.43153813],[-0.84587578 -0.4485661 ]
[5.83705395 2.93047452],[ 0.28737386 -0.92809526],[7.3236612  5.02191233],[-0.9670677  -0.31304152],[7.2331146  5.22214724],[-0.93596636 -0.43593276],[5.26733517 3.5214737 ],[0.3050337 0.9913488],[9.0514533 1.9500429],[0.65623448 0.8514196 ],[9.53341759 4.58874657],[-0.64432577  0.8113275 ],[8.57347957 4.97720133],[ 0.9555254  -0.26167061],[9.84272032 2.08545656],[-0.18047215 -0.78012782],[7.07991692 4.56919428],[0.95106619 0.4704613 ],[9.04129518 1.38918468],[-0.88411462 -0.39816093]
[5.8682889  2.83821393],[ 0.34119527 -0.9126307 ],[7.22770993 4.98879516],[-0.94992258 -0.3473304 ],[7.14056671 5.17661917],[-0.91184046 -0.47141085],[5.30074637 3.62008735],[0.3633133  0.98069427],[9.11514991 2.03664681],[0.62015106 0.88276134],[9.46697762 4.66815098],[-0.68221248  0.77845588],[8.66832344 4.94943289],[ 0.93668658 -0.29818206],[9.82143796 2.00760365],[-0.2451251  -0.77610719],[7.17541837 4.61477859],[0.95858155 0.44108021],[8.95112883 1.35198332],[-0.91763755 -0.34474892]
[5.90527028 2.74802645],[ 0.39934671 -0.8896044 ],[7.13369529 4.95245105],[-0.92926268 -0.37851958],[7.05062048 5.12773736],[-0.88840879 -0.5075447 ],[5.34020236 3.71773338],[0.42588392 0.97202831],[9.17526445 2.12631816],[0.58175273 0.90991595],[9.3970012  4.74435259],[-0.71901225  0.74333069],[8.76124724 4.91803474],[ 0.92114042 -0.33006726],[9.79403996 1.93074396],[-0.30382092 -0.76150196],[7.27169128 4.65750157],[0.97070101 0.41757964],[8.85804184 1.32046287],[-0.94488594 -0.28685671]
[5.94754407 2.6598085 ],[ 0.44625217 -0.87379906],[7.04168176 4.9128928 ],[-0.90860031 -0.41023549],[6.9628481  5.07504445],[-0.86509053 -0.54436326],[5.38535988 3.81387283],[0.47949085 0.95293673],[9.23106516 2.21815887],[0.53607556 0.92837746],[9.32338543 4.81691796],[-0.75426972  0.70645687],[8.85255276 4.88348529],[ 0.90632818 -0.3591926 ],[9.76068917 1.85547161],[-0.36396436 -0.74409174],[7.36873391 4.69751708],[0.97263193 0.38531348],[8.76208769 1.29446204],[-0.97438409 -0.23406016]
[5.99467373 2.57356403],[ 0.49596637 -0.85072253],[6.95183983 4.8702496 ],[-0.88718224 -0.44166925],[6.87764511 5.018896  ],[-0.83851054 -0.57814794],[5.43596104 3.9081381 ],[0.53118185 0.93105009],[9.28237074 2.31185062],[0.49134604 0.94649483],[9.24656853 4.88595573],[-0.78522549  0.67060337],[8.94187407 4.84561222],[ 0.88272532 -0.39541365],[9.72111829 1.78194826],[-0.42519023 -0.72351396],[7.46602633 4.73440365],[0.96960725 0.34882749],[8.66344202 1.27380791],[-0.9964674  -0.17765659]
[6.04671524 2.48978224],[ 0.54525639 -0.82378445],[6.86391433 4.82419215],[-0.86765988 -0.47593634],[6.79501662 4.95927251],[-0.81396011 -0.61421902],[5.49154853 4.00002202],[0.57966647 0.90578689],[9.3295611  2.40762446],[0.44887492 0.96497547],[9.16644608 4.95103151],[-0.81794149  0.62964534],[9.02863951 4.8039856 ],[ 0.85572625 -0.43377502],[9.6755625  1.71081419],[-0.48351357 -0.69625878],[7.56305579 4.76767269],[0.97060252 0.31632136],[8.56291826 1.25894841],[-1.01321542 -0.11945257]
[6.10358103 2.40880547],[ 0.59150722 -0.79558096],[6.77795792 4.77467947],[-0.85089836 -0.51391158],[6.71517311 4.89636299],[-0.78469029 -0.64569561],[5.55180163 4.08920286],[0.62272175 0.87531815],[9.37221064 2.50487432],[0.40384214 0.97950386],[9.08348732 5.01228172],[-0.83740922  0.59875798],[9.11309031 4.75899488],[ 0.83082695 -0.4681924 ],[9.62434365 1.64274232],[-0.54063227 -0.66450634],[7.66050023 4.79806266],[0.97574175 0.28914167],[8.4609155  1.24991459],[-1.02601133 -0.06119714]
[6.16506518 2.33086156],[ 0.63825673 -0.76249012],[6.69427308 4.72192014],[-0.82409306 -0.54256819],[6.63829199 4.83033783],[-0.75160711 -0.67339118],[5.61639913 4.17540538],[0.67145693 0.85108039],[9.41057126 2.60370254],[0.36218272 0.99549383],[8.99798338 5.06969757],[-0.87024488  0.55140141],[9.19497301 4.71057193],[ 0.80699667 -0.49970712],[9.56671934 1.57730943],[-0.60914145 -0.64106015],[7.75808568 4.82540451],[0.97778687 0.25972775],[8.35786309 1.2467255 ],[-1.03465288 -0.00291595]
[6.23080206 2.25602503],[ 0.67642877 -0.73353281],[6.61330712 4.66631354],[-0.79602677 -0.57038856],[6.56494359 4.76177386],[-0.71389802 -0.69635632],[5.68551227 4.25884834],[0.70987481 0.81707967],[9.44434759 2.70363455],[0.31764114 1.00709235],[8.90975811 5.12277025],[-0.89211102  0.51171097],[9.27426058 4.65889156],[ 0.77621704 -0.53612373],[9.50292236 1.51502307],[-0.66702077 -0.60466889],[7.85574842 4.84972996],[0.9728762  0.22424687],[8.25389977 1.24908391],[-1.0417293  0.0520315]
[6.30047091 2.18442033],[ 0.71581058 -0.698975  ],[6.5349365  4.60768544],[-0.77152017 -0.60235804],[6.49555792 4.69110636],[-0.67345877 -0.71659077],[5.75837247 4.33884889],[0.74901406 0.78484806],[9.47411681 2.80505082],[0.27607524 1.01903514],[8.81950557 5.17189386],[-0.91228659  0.47093219],[9.35047247 4.60366701],[ 0.7467118  -0.56931015],[9.43358743 1.45670828],[-0.71865688 -0.56048913],[7.95301799 4.87061278],[0.97137267 0.19234234],[8.15012846 1.25764199],[-1.03611034  0.11616725]
[6.37384191 2.11624947],[ 0.75184897 -0.66350389],[6.45906399 4.54587481],[-0.74494043 -0.63289183],[6.42965041 4.61784642],[-0.64361684 -0.74746543],[5.83493414 4.41546832],[0.78322861 0.74882733],[9.49955219 2.90737869],[0.23356678 1.02799912],[8.72709069 5.21664293],[-0.93472516  0.42478966],[9.42341944 4.54491679],[ 0.71504017 -0.60249927],[9.35897971 1.40274959],[-0.77328462 -0.51852276],[8.05025439 4.8884646 ],[0.97041887 0.16194379],[8.04665859 1.27215679],[-1.03317013  0.17340946]
[6.45034958 2.05136196],[ 0.78132641 -0.63058047],[6.38599148 4.48112824],[-0.71534182 -0.66087993],[6.36689346 4.54167005],[-0.61435091 -0.77877506],[5.91514695 4.48878156],[0.81969501 0.71641846],[9.52073937 3.01049095],[0.18903797 1.03270917],[8.63281842 5.25701113],[-0.94943532  0.38348632],[9.4932671  4.48303662],[ 0.68069526 -0.63591572],[9.27962683 1.35371682],[-0.81616241 -0.46462736],[8.14721648 4.90313648],[0.96715971 0.12991828],[7.943388   1.29204411],[-1.02980856  0.22583006]
[6.52997601 1.99013342],[ 0.80953096 -0.59504105],[6.31627871 4.413964  ],[-0.68106364 -0.68455879],[6.30716045 4.46248166],[-0.57937516 -0.80393295],[5.9988259  4.55875369],[0.84960244 0.67905702],[9.53745167 3.11395907],[0.1444489  1.03556246],[8.53694073 5.29298673],[-0.96868613  0.33484245],[9.55990473 4.41816494],[ 0.64873856 -0.66440573],[9.19574824 1.30980985],[-0.86167493 -0.41404802],[8.2439996  4.91478781],[0.96903538 0.104041  ],[7.84084457 1.31732276],[-1.02045446  0.27941297]
[6.61257471 1.93279777],[ 0.84303399 -0.5504117 ],[6.25005024 4.34446827],[-0.64406971 -0.70593389],[6.2509232  4.38079481],[-0.54604718 -0.83028632],[6.08520526 4.62477346],[0.87746509 0.64117782],[9.54962147 3.21754357],[0.0985804  1.03541769],[8.43928312 5.32406919],[-0.98460853  0.28620651],[9.62288603 4.35011574],[ 0.60848046 -0.69852331],[9.107625   1.27119129],[-0.89898454 -0.35685763],[8.34020805 4.92313293],[0.95811276 0.06582961],[7.73939295 1.34786883],[-1.00442826  0.3349787 ]
[6.69816875 1.87976596],[ 0.86889602 -0.50958545],[6.18753336 4.27282316],[-0.60985467 -0.73057179],[6.19812277 4.29661283],[-0.51100999 -0.85422039],[6.17406597 4.68678002],[0.90134181 0.60084368],[9.55756766 3.32136464],[0.05810648 1.03825655],[8.34012509 5.35022218],[-0.99741376  0.23749617],[9.68199073 4.27894555],[ 0.57189674 -0.72612858],[9.01590682 1.23833455],[-0.93430885 -0.29975415],[8.43542658 4.92775293],[0.94650247 0.02680217],[7.6396458  1.38387729],[-0.98978299  0.38506143]
[6.78649451 1.83115032],[ 0.89530117 -0.46446873],[6.12816365 4.19842521],[-0.57631642 -0.75615224],[6.14880862 4.21006692],[-0.47210183 -0.87335753],[6.26552009 4.74505189],[0.92546691 0.5626405 ],[9.56093705 3.42484056],[0.0074942 1.0293476],[8.24020609 5.37190098],[-1.00206988  0.19477153],[9.73711829 4.20484352],[ 0.52926618 -0.75677984],[8.9209987  1.21139547],[-0.9652071  -0.24102321],[8.52959518 4.92857566],[ 0.93869617 -0.00845576],[7.54144376 1.42473432],[-0.97317377  0.43229949]
[6.87700789 1.78675879],[ 0.91612968 -0.4216325 ],[6.07239022 4.12169784],[-0.53896726 -0.77820855],[6.1038386  4.12207432],[-0.42830944 -0.88737657],[6.35915573 4.79935758],[0.95085275 0.52747689],[9.55969966 3.52781061],[-0.03423511  1.02761812],[8.13952756 5.38889607],[-1.01060423  0.14564512],[9.78818837 4.12803826],[ 0.49264985 -0.77835449],[8.82286619 1.18999121],[-0.99591141 -0.18645048],[8.62315024 4.92607766],[ 0.93410835 -0.03953578],[7.44496082 1.47013394],[-0.95564472  0.47571762]
[6.96987144 1.74709791],[ 0.93902823 -0.37303488],[6.02037401 4.04277301],[-0.50215815 -0.80102751],[6.06333123 4.03277287],[-0.38429496 -0.90094879],[6.45518392 4.85012223],[0.96774822 0.48620553],[9.55404545 3.63024757],[-0.08259361  1.01715902],[8.03825597 5.40111166],[-1.0178719   0.09523789],[9.83525443 4.0488805 ],[ 0.44643986 -0.80648124],[8.72214726 1.17428711],[-1.01609711 -0.12608262],[8.71575605 4.9200298 ],[ 0.91711854 -0.08240399],[7.35036099 1.51977706],[-0.9372781   0.51538887]
[7.06467224 1.71211988],[ 0.95732974 -0.32571277],[5.97198041 3.9615104 ],[-0.46497241 -0.82339799],[6.02704106 3.94196245],[-0.34176267 -0.9152891 ],[6.55246366 4.89638667],[0.97922263 0.44067724],[9.54349209 3.73151706],[-0.12945996  1.00694119],[7.93620865 5.40807047],[-1.02113481  0.045538  ],[9.87747648 3.96686919],[ 0.39705038 -0.83408736],[8.61967362 1.16465762],[-1.03017396 -0.06409215],[8.80720453 4.91024436],[ 0.91168686 -0.11321405],[7.25808776 1.57366506],[-0.91148055  0.55843352]
[7.16141662 1.68216708],[ 0.97386318 -0.2765244 ],[5.92777899 3.87847892],[-0.41952834 -0.83772012],[5.99507072 3.84982466],[-0.29890129 -0.92851925],[6.65131725 4.93860684],[0.99727582 0.40361343],[9.52830187 3.83172139],[-0.17338693  0.99769796],[7.83402777 5.41013878],[-1.02319847 -0.00532501],[9.91464111 3.88217477],[ 0.34720195 -0.85825936],[8.5158659  1.16106693],[-1.04417651 -0.0069309 ],[8.89753233 4.89685108],[ 0.89584841 -0.15358471],[7.16820647 1.63147053],[-0.88795399  0.59520321]
[7.25937035 1.65683043],[ 0.98308601 -0.23196569],[5.88757028 3.79346654],[-0.38161076 -0.8593288 ],[5.96721284 3.75624954],[-0.25833732 -0.94271177],[6.75164225 4.97689903],[1.00758038 0.36086565],[9.5088033  3.93095369],[-0.21783269  0.98533404],[7.73172887 5.40706951],[-1.01960668 -0.05325278],[9.94698004 3.79539714],[ 0.29703033 -0.87919241],[8.41135626 1.16364464],[-1.04883318  0.05483491],[8.98657613 4.87975377],[ 0.88596098 -0.18714234],[7.08093612 1.69302063],[-0.85990797  0.63274386]
[7.35796415 1.63576962],[ 0.98818503 -0.18957706],[5.85135261 3.70651808],[-0.34092163 -0.87764207],[5.94375448 3.66165609],[-0.21426441 -0.95230899],[6.85324929 5.0112672 ],[1.02197539 0.32432195],[9.48495203 4.0289207 ],[-0.2611409  0.9716444],[7.63032318 5.39967724],[-1.0104857  -0.09666248],[9.97447551 3.70687699],[ 0.25125712 -0.89229644],[8.3061318  1.17187106],[-1.05556273  0.10866182],[9.07437532 4.85910985],[ 0.86971549 -0.22584346],[6.99622342 1.75789488],[-0.83432662  0.66415567]
[7.45688871 1.61885623],[ 0.98836282 -0.15044211],[5.81955465 3.61810155],[-0.29735612 -0.89278874],[5.92447876 3.56595934],[-0.17070994 -0.96075053],[6.95579155 5.04157133],[1.02775666 0.28099658],[9.45674118 4.12537576],[-0.3028394   0.95712894],[7.52984829 5.3878972 ],[-0.99917963 -0.1392152 ],[9.99693158 3.6167547 ],[ 0.19597865 -0.91131563],[8.20051132 1.18544099],[-1.05303114  0.1656585 ],[9.16034571 4.83442836],[ 0.84975515 -0.26756513],[6.91435359 1.82602458],[-0.80345024  0.69751889]
[7.55607841 1.60618855],[ 0.99253944 -0.10547178],[5.7919926  3.52809332],[-0.25362657 -0.9069277 ],[5.90976696 3.4696936 ],[-0.12300144 -0.96384347],[7.05884583 5.06754534],[1.03152326 0.23698677],[9.42449015 4.2203615 ],[-0.34268634  0.94159464],[7.43012957 5.37139406],[-0.99249278 -0.18841962],[10.01354315  3.52464811],[ 0.14079548 -0.92566148],[8.09534634 1.20466867],[-1.05008884  0.21804908],[9.24453595 4.80584092],[ 0.83378997 -0.3041606 ],[6.8357852  1.89754853],[-0.76789488  0.73246611]
[7.65556894 1.59800769],[ 0.99733531 -0.0576854 ],[5.76907885 3.43697763],[-0.20622462 -0.91683263],[5.89976279 3.37310928],[-0.07821073 -0.96866921],[7.16242347 5.08934586],[1.03616795 0.19552039],[9.38823734 4.31364257],[-0.3784714   0.92732475],[7.33133464 5.35012377],[-0.98291404 -0.23677511],[10.02510257  3.431731  ],[ 0.08916944 -0.93336476],[7.99075803 1.22913607],[-1.0396366   0.27253405],[9.32690756 4.77344653],[ 0.81432662 -0.34281696],[6.76073475 1.97237654],[-0.7369194   0.75978525]
