[0.82113415 5.0129618 ],[ 1.57009383 -0.75097662],[9.15398839 5.04200827],[0.06496552 3.62115319],[6.585984   1.60629904],[-4.66983396  2.75480697],[3.88198071 8.11174173],[3.86432015 4.12859546],[0.25259968 6.12817468],[-0.8745922  -4.58694872],[2.96238863 4.02686538],[-4.02087614 -3.88262156],[3.23784477 5.53939166],[4.43408702 1.28483348],[5.01961089 0.78891249],[ 4.00091191 -3.90400225],[8.88131088 6.63111236],[-4.44427075 -0.53974332],[9.15655087 7.57093188],[3.52616585 0.82705651]
[4.94432414 2.57470881],[-0.77357294 -0.03098966],[8.61091818 4.98857926],[-0.36716018  0.82806341],[5.59999298 1.51977021],[-0.81064145 -0.01251989],[6.24228434 4.60134155],[0.85373451 0.55574636],[6.78896358 2.47736   ],[-0.96295692 -0.3157833 ],[7.15321869 3.19760082],[-0.60785855 -0.84019876],[6.10978319 5.64930627],[ 1.07409541 -0.04296805],[6.60981711 2.54757447],[ 0.95407682 -0.34257728],[7.91836775 5.99487738],[-0.70137883  0.46441887],[7.438857   2.78366579],[0.90209059 0.42860596]
[4.86776286 2.57298497],[-0.75712195 -0.00284578],[8.57169713 5.07053836],[-0.41897385  0.80884885],[5.51849694 1.52064553],[-0.8119802  0.0372091],[6.32814673 4.65563909],[0.86367536 0.5305521 ],[6.69254693 2.4470656 ],[-0.96297356 -0.28780297],[7.09209407 3.11439348],[-0.61733643 -0.82660234],[6.2169465  5.64237198],[ 1.07055048 -0.09363872],[6.70564577 2.51515277],[ 0.96027464 -0.30775032],[7.84550366 6.03871254],[-0.75309575  0.41404248],[7.52814125 2.82754607],[0.88225943 0.44771604]
[4.79286375 2.57413489],[-0.74095641  0.02587018],[8.52730723 5.15042378],[-0.46816318  0.78885036],[5.43747158 1.52710755],[-0.80789357  0.09258045],[6.41472441 4.70717698],[0.86586325 0.49827034],[6.59611084 2.41953726],[-0.96412545 -0.26131388],[7.03015442 3.03269885],[-0.6223789 -0.8081781],[6.32365281 5.63046561],[ 1.0636588  -0.14378598],[6.80174352 2.48595185],[ 0.95887562 -0.27894471],[7.76786772 6.07759779],[-0.79691077  0.36533221],[7.61538683 2.87331038],[0.86293165 0.46797668]
[4.71969443 2.57831229],[-0.72198772  0.05824549],[8.47775854 5.22788409],[-0.52260165  0.75994055],[5.35679222 1.53902206],[-0.8032112   0.14796592],[6.50183056 4.75581907],[0.87428422 0.47278267],[6.49984543 2.39493426],[-0.96340637 -0.23304908],[6.96793384 2.95307922],[-0.62512136 -0.78728059],[6.42965341 5.6137211 ],[ 1.05571028 -0.19113338],[6.89749317 2.45946537],[ 0.95470447 -0.25215919],[7.68617113 6.11162645],[-0.83841388  0.31279742],[7.700971   2.92142787],[0.84754171 0.49337614]
[4.64829497 2.58564092],[-0.70459983  0.08983813],[8.42304051 5.30253749],[-0.57210765  0.73206049],[5.27669383 1.5565368 ],[-0.79580616  0.20505607],[6.58948493 4.80165376],[0.8780701  0.44331952],[6.40399697 2.37350952],[-0.95620075 -0.19802381],[6.90518961 2.87531859],[-0.62919561 -0.76732052],[6.5348559  5.59243613],[ 1.04788311 -0.23424719],[6.99313277 2.43602381],[ 0.95439888 -0.22012988],[7.60040198 6.14014811],[-0.87721029  0.25630477],[7.78470488 2.97183672],[0.82434119 0.51209611]
[4.57872303 2.5962593 ],[-0.68926298  0.12010903],[8.36342977 5.37424892],[-0.61972326  0.70180974],[5.1975705 1.5799341],[-0.78642563  0.26276252],[6.67795581 4.84502548],[0.88882967 0.42192065],[6.30831596 2.35502928],[-0.95366222 -0.16789607],[6.84213887 2.79967345],[-0.63447989 -0.74817068],[6.63909658 5.56686678],[ 1.03811488 -0.27519058],[7.08832122 2.41541474],[ 0.95241893 -0.18876866],[7.51092554 6.16285086],[-0.90859033  0.20048449],[7.8660162  3.02405124],[0.80171649 0.53214784]
[4.51075917 2.60999332],[-0.66900522  0.15566349],[8.29906369 5.44271961],[-0.6676162  0.6668181],[5.11976932 1.60939329],[-0.76966422  0.32596365],[6.76724639 4.88607049],[0.89525942 0.39746183],[6.21318809 2.3398801 ],[-0.94996611 -0.13625351],[6.77808992 2.72550842],[-0.64314554 -0.73169675],[6.74206402 5.53710027],[ 1.02176609 -0.31896176],[7.18371477 2.39846042],[ 0.95123226 -0.15424402],[7.41860684 6.17997105],[-0.93685566  0.14182268],[7.94488708 3.07813874],[0.7759312  0.54996547]
[4.44483083 2.62732472],[-0.65086246  0.18966423],[8.2300534  5.50760605],[-0.71364766  0.62905577],[5.0439418  1.64536122],[-0.74542663  0.39439004],[6.85682736 4.92436196],[0.89427375 0.36634408],[6.11823511 2.32768038],[-0.94865982 -0.10742024],[6.71367448 2.65352075],[-0.64523465 -0.70805394],[6.84367688 5.50342621],[ 1.00882592 -0.35552004],[7.27882793 2.38488365],[ 0.94847315 -0.11953373],[7.32385587 6.19132899],[-0.96029114  0.0822911 ],[8.02133657 3.13421798],[0.75139308 0.57012182]
[4.38089661 2.64824764],[-0.62508237  0.23158244],[8.15638838 5.5684241 ],[-0.76036247  0.58575656],[4.97020791 1.6876913 ],[-0.72711635  0.45366192],[6.94629287 4.95954006],[0.8931761  0.33542889],[6.02361566 2.31854837],[-0.94259773 -0.07410667],[6.6489319  2.58381213],[-0.64878326 -0.68518101],[6.94380011 5.4660834 ],[ 0.99267041 -0.39161685],[7.37337335 2.37457052],[ 0.93932739 -0.0896906 ],[7.22694868 6.19663667],[-0.97870676  0.02213536],[8.09519074 3.19222944],[0.72389306 0.58846138]
[4.31934908 2.67318796],[-0.60169979  0.27137801],[8.07836649 5.62497631],[-0.7999738   0.54458916],[4.89881761 1.736262  ],[-0.70205658  0.51560928],[7.03548834 4.99147266],[0.8926105  0.30521947],[5.92964888 2.3128048 ],[-0.93756824 -0.04167579],[6.58341568 2.51601286],[-0.66062297 -0.66976633],[7.04243624 5.42544611],[ 0.97741203 -0.42311312],[7.4674133  2.36773228],[ 0.93747809 -0.05063595],[7.1283581  6.19582073],[-0.99209173 -0.03816636],[8.16649395 3.25233648],[0.69879456 0.61047589]
[4.26021647 2.70218215],[-0.57757873  0.31183617],[7.99673961 5.6775308 ],[-0.83224009  0.50606435],[4.8300641  1.79092292],[-0.67403636  0.57570523],[7.12484506 5.02064452],[0.89244871 0.27629414],[5.83643071 2.31055418],[-0.92864959 -0.00520392],[6.51690146 2.4499854 ],[-0.6676868  -0.64868565],[7.13904006 5.38130225],[ 0.95812578 -0.45577636],[7.56065912 2.36428653],[ 0.92692199 -0.01857434],[7.02835884 6.18865684],[-1.00546175 -0.10348766],[8.23510427 3.31452759],[0.67213375 0.63224517]
[4.2039887  2.73570451],[-0.54827847  0.3572088 ],[7.91149314 5.7255979 ],[-0.86948431  0.4577074 ],[4.76432123 1.8515343 ],[-0.63833851  0.63804077],[7.21430228 5.04708159],[0.89688252 0.25290678],[5.74401279 2.31186123],[-0.91915852  0.0318906 ],[6.44987664 2.38630889],[-0.67252452 -0.62442179],[7.23340124 5.33371838],[ 0.9308233  -0.49378447],[7.65284267 2.36411951],[0.91681622 0.01551035],[6.92739282 6.17509514],[-1.01284236 -0.16732315],[8.30080993 3.37872472],[0.64173644 0.65163401]
[4.15058431 2.77362104],[-0.51822802  0.40252242],[7.82308688 5.76916431],[-0.90068335  0.41082259],[4.70202889 1.91796762],[-0.6051798   0.69190986],[7.3039926  5.07103684],[0.8955717  0.22508292],[5.65265806 2.31700405],[-0.90844502  0.07047681],[6.38232704 2.32506978],[-0.6771661  -0.59890639],[7.32521773 5.28263938],[ 0.90430433 -0.52858233],[7.74405969 2.36750022],[0.90763441 0.05258938],[6.82626873 6.15556174],[-1.0098534  -0.22395697],[8.36318855 3.44464437],[0.60612718 0.66724613]
[4.10031841 2.8161436 ],[-0.48480433  0.44994346],[7.73140336 5.80764123],[-0.93346806  0.35738724],[4.64363023 1.9900496 ],[-0.56040721  0.7509701 ],[7.39346954 5.09217233],[0.89172705 0.1955297 ],[5.56231037 2.32594151],[-0.89937932  0.10732683],[6.31447411 2.26660229],[-0.67900642 -0.56937366],[7.41431839 5.22813523],[ 0.87636232 -0.56239411],[7.8343506  2.37470599],[0.89746243 0.09116661],[6.72543028 6.13021964],[-1.00633608 -0.28256848],[8.4221744  3.51236894],[0.570871   0.68474177]
[4.05396491 2.86389157],[-0.44561641  0.50128408],[7.63662327 5.84070127],[-0.9611989   0.30396684],[4.58962405 2.0676122 ],[-0.52085156  0.7980562 ],[7.48232472 5.11013352],[0.88555908 0.16397064],[5.47273427 2.33839148],[-0.8889898   0.14475165],[6.24646079 2.21118193],[-0.68650759 -0.54409814],[7.50077631 5.17053115],[ 0.85186774 -0.59016232],[7.92358882 2.38586805],[0.8847723  0.12987057],[6.62537044 6.099358  ],[-0.99806614 -0.33814884],[8.47746261 3.58175304],[0.5315375 0.699823 ]
[4.01146266 2.91658354],[-0.40341016  0.55306865],[7.53907318 5.86817836],[-0.98697161  0.24758105],[4.5394691  2.14945959],[-0.48238386  0.83774654],[7.57066414 5.1250677 ],[0.88026415 0.13389351],[5.3848598  2.35525776],[-0.86952081  0.19161836],[6.17738058 2.15803219],[-0.6946053  -0.51819116],[7.5843642  5.10985529],[ 0.8223584  -0.62046654],[8.01145815 2.40092192],[0.8702402 0.1692547],[6.52604188 6.06273302],[-0.98188414 -0.38771739],[8.52878219 3.65270118],[0.49501737 0.71952171]
[3.97340979 2.97451867],[-0.35821397  0.60442221],[7.43934727 5.89019313],[-1.00402688  0.19566018],[4.49362004 2.23542439],[-0.43354298  0.8814931 ],[7.65814251 5.13667969],[0.87089346 0.09997408],[5.29831722 2.37618083],[-0.85954794  0.2284049 ],[6.10728006 2.10732782],[-0.70501711 -0.49332408],[7.66523832 5.04651643],[ 0.79344373 -0.64757883],[8.09771125 2.41987787],[0.85349127 0.20897427],[6.42847167 6.0212892 ],[-0.96891591 -0.44067891],[8.57647775 3.72572765],[0.45884307 0.7411518 ]
[3.94030716 3.03781044],[-0.303063    0.66134393],[7.33812398 5.90705902],[-1.02098361  0.14048989],[4.45293247 2.32570652],[-0.37686242  0.92631088],[7.74469465 5.14492152],[0.86184429 0.06665935],[5.21310222 2.40106059],[-0.84337508  0.27040964],[6.03610342 2.05913885],[-0.71683025 -0.46857972],[7.74272635 4.98008887],[ 0.75959971 -0.67729509],[8.1820277  2.44267583],[0.83194321 0.2464193 ],[6.33229629 5.9746017 ],[-0.95083498 -0.48929557],[8.62031972 3.80075559],[0.41547094 0.75714163]
[3.91268635 3.10649548],[-0.25147486  0.70930458],[7.23556783 5.91859254],[-1.03001283  0.08988309],[4.41761851 2.41983833],[-0.32947066  0.95536314],[7.83052265 5.15004442],[0.85596702 0.03726936],[5.12957438 2.43017188],[-0.827999    0.31070258],[5.9640805  2.01382989],[-0.72361944 -0.43736879],[7.81674445 4.91072628],[ 0.72075218 -0.70956737],[8.26375169 2.46888871],[0.8067617  0.28235527],[6.23817404 5.92330127],[-0.92896332 -0.53389641],[8.65970058 3.87735122],[0.37248467 0.77532482]
[3.89021159 3.17968684],[-0.19580199  0.75571689],[7.13204515 5.92485623],[-1.03874594  0.03660023],[4.38758568 2.5171374 ],[-0.26946504  0.99120541],[7.9154736  5.15198042],[0.84474903 0.00325863],[5.04758295 2.46323565],[-0.81046895  0.35162897],[5.89114198 1.97147991],[-0.73377848 -0.40808696],[7.88706293 4.83844671],[ 0.68535668 -0.73586462],[8.34342326 2.49931155],[0.78556273 0.32547022],[6.14653426 5.86787505],[-0.90431906 -0.57494464],[8.69489316 3.95594761],[0.33082661 0.79612842]
[3.87357444 3.25747026],[-0.13438518  0.80129713],[7.02778186 5.92577978],[-1.04697028 -0.01901463],[4.36326498 2.61743007],[-0.21197234  1.0187049 ],[7.99934431 5.15058833],[ 0.83151518 -0.03214655],[4.96768456 2.5006624 ],[-0.78763691  0.39651913],[5.81727062 1.9322129 ],[-0.74374641 -0.37716072],[7.95424998 4.76407157],[ 0.65661598 -0.75301022],[8.42076707 2.53400195],[0.75948267 0.36698966],[6.05744955 5.80847697],[-0.87935925 -0.61481031],[8.72543022 4.03619876],[0.2815368  0.81069866]
[3.86328047 3.33964527],[-0.07327222  0.83933727],[6.92309371 5.9214051 ],[-1.04768782 -0.06962222],[4.34468021 2.72018834],[-0.15770168  1.03775415],[8.08213788 5.14593737],[ 0.82183214 -0.06316976],[4.89003631 2.54246583],[-0.76395553  0.44058171],[5.7426439  1.89635674],[-0.74904302 -0.33995122],[8.01788115 4.68742477],[ 0.6158019 -0.7796942],[8.49541922 2.57292226],[0.73549845 0.41389591],[5.97072631 5.74499634],[-0.85497794 -0.65445302],[8.75126957 4.11819501],[0.2345743  0.82857305]
[3.85907779 3.42526493],[-0.01246331  0.87029094],[6.81825146 5.9117783 ],[-1.04819922 -0.12225184],[4.33175408 2.8248522 ],[-0.10176318  1.05399855],[8.16345226 5.1377068 ],[ 0.80451241 -0.10130627],[4.81518771 2.58901809],[-0.73491269  0.48823032],[5.66763194 1.8644617 ],[-0.75066563 -0.29709244],[8.07787919 4.60868567],[ 0.58054611 -0.7983294 ],[8.56766744 2.61671792],[0.70820336 0.46127846],[5.88678456 5.67795129],[-0.82352454 -0.68581104],[8.77196721 4.20158018],[0.18095164 0.84078918]
[3.86115974 3.51384772],[0.05320165 0.89939584],[6.71389176 5.89735021],[-1.04021252 -0.16753133],[4.32442644 2.93095129],[-0.04554181  1.06668709],[8.24318855 5.12584555],[ 0.78960388 -0.13638231],[4.74286159 2.63983665],[-0.71107911  0.52819544],[5.59235937 1.83686279],[-0.75485323 -0.25464819],[8.13383221 4.52769379],[ 0.53721762 -0.82230745],[8.63670923 2.66494948],[0.67298555 0.50418049],[5.80593384 5.60778822],[-0.79475812 -0.71842429],[8.78739273 4.2863092 ],[0.12720973 0.85344527]
[3.86996149 3.60514947],[0.12082793 0.92358374],[6.60998375 5.87798069],[-1.03538644 -0.2174422 ],[4.32259388 3.0380243 ],[0.0063683  1.07189536],[8.32153043 5.11062521],[ 0.77476271 -0.17024722],[4.67298223 2.69457361],[-0.68382455  0.56871775],[5.51698399 1.81393873],[-0.75316347 -0.20398559],[8.18530415 4.44430877],[ 0.49391095 -0.84326616],[8.70233998 2.71775437],[0.63664668 0.54942755],[5.72781452 5.53428822],[-0.76724279 -0.75088019],[8.7970614  4.37194776],[0.06838758 0.86157396]
[3.88543039 3.6984612 ],[0.18854865 0.94171077],[6.50702285 5.85404862],[-1.02642047 -0.26389213],[4.32624991 3.14577989],[0.06320652 1.07917706],[8.39806028 5.09174137],[ 0.75725609 -0.20583686],[4.60627707 2.75366483],[-0.64945689  0.61340976],[5.44152862 1.79595225],[-0.75447811 -0.1539782 ],[8.23256831 4.35908613],[ 0.44823876 -0.86381734],[8.76442409 2.77534205],[0.60282251 0.60058041],[5.65285391 5.45802727],[-0.73560361 -0.77764906],[8.80093337 4.45848505],[0.01039012 0.87036299]
[3.90759173 3.79322905],[0.25741566 0.95547256],[6.40504168 5.82550571],[-1.01212575 -0.30583416],[4.33514531 3.25370268],[0.11421482 1.07863984],[8.47261591 5.06913301],[ 0.73223825 -0.24784839],[4.54302501 2.81708162],[-0.61352562  0.65640327],[5.36625866 1.7834091 ],[-0.75413685 -0.0997746 ],[8.27529538 4.27199418],[ 0.4059828  -0.87792916],[8.82222435 2.83730514],[0.55630909 0.64223619],[5.58102393 5.37913732],[-0.70274699 -0.80156612],[8.79914682 4.54599623],[-0.04370879  0.88187784]
[3.93650699 3.88897978],[0.32116256 0.95924503],[6.30439492 5.79266158],[-0.99869733 -0.34894086],[4.34926056 3.36160676],[0.16974902 1.08077318],[8.54480711 5.04250692],[ 0.71058278 -0.28544042],[4.48370458 2.88495633],[-0.57423953  0.69909398],[5.29097197 1.77634381],[-0.75297499 -0.04264577],[8.31369656 4.18352875],[ 0.36358982 -0.88945441],[8.87554594 2.9037555 ],[0.50831351 0.68534913],[5.51225964 5.29772092],[-0.67174177 -0.8256076 ],[8.79185177 4.63445281],[-0.10311666  0.88594107]
[3.97160251 3.98474016],[0.37892833 0.95376942],[6.20538006 5.75579642],[-0.98040895 -0.38711049],[4.36840553 3.46911386],[0.21418111 1.0705347 ],[8.61472918 5.01209323],[ 0.68494627 -0.32547304],[4.42818149 2.95677531],[-0.53713552  0.73573009],[5.21567952 1.77495496],[-0.74920294  0.01882903],[8.3477653  4.09394639],[ 0.31811141 -0.90139157],[8.92396056 2.9745439 ],[0.45838939 0.72913577],[5.44675409 5.21414415],[-0.64036329 -0.84756809],[8.7784562  4.72305794],[-0.16649633  0.88406256]
[4.01215597 4.0795447 ],[0.43666303 0.94657172],[6.10821687 5.71515577],[-0.96210195 -0.42494914],[4.39218435 3.57577313],[0.26105674 1.06225416],[8.68137236 4.97702784],[ 0.64584767 -0.37771562],[4.37658608 3.03227488],[-0.49563303  0.77273112],[5.14080788 1.77984764],[-0.74670496  0.08070621],[8.3774019  4.00342645],[ 0.27349558 -0.9097634 ],[8.96701175 3.04945243],[0.4021319 0.768809 ],[5.38447556 5.12855062],[-0.60665778 -0.86544827],[8.75870732 4.81134788],[-0.22870126  0.8809841 ]
[4.05845772 4.1735069 ],[0.48962849 0.93286055],[6.01314955 5.67101416],[-0.94140014 -0.45985272],[4.42068116 3.68160135],[0.30994595 1.05526278],[8.74430857 4.93701223],[ 0.61330391 -0.42177753],[4.32940829 3.11152789],[-0.44755849  0.81192835],[5.06588906 1.79066217],[-0.74760992  0.13959682],[8.40229477 3.91193425],[ 0.22403981 -0.9198766 ],[9.00426117 3.1282491 ],[0.34621208 0.81052848],[5.32577834 5.04145921],[-0.56518241 -0.87406147],[8.73266085 4.89910061],[-0.290348    0.87526766]
[4.11007029 4.26607246],[0.54272355 0.9185066 ],[5.91995685 5.6231951 ],[-0.91979509 -0.49370063],[4.45394837 3.7865613 ],[0.35222436 1.04086693],[8.80387099 4.89259018],[ 0.57863217 -0.46552365],[4.28701844 3.1944469 ],[-0.39921433  0.84675061],[4.99124297 1.80772483],[-0.74488636  0.20195892],[8.42219325 3.81955176],[ 0.17509118 -0.92614494],[9.0360317  3.21135494],[0.29014623 0.85238356],[5.27102289 4.95335416],[-0.5299936 -0.8878317],[8.70110944 4.98671233],[-0.34532245  0.87144147]
[4.16657318 4.35677288],[0.58769844 0.89601727],[5.82886105 5.57195337],[-0.90103217 -0.52998242],[4.4913926  3.89004694],[0.3937596  1.02602784],[8.85978484 4.84375416],[ 0.538388   -0.51193028],[4.24937307 3.28053358],[-0.34943816  0.87849531],[4.9170267  1.83113619],[-0.73907879  0.26633757],[8.43761958 3.72709351],[ 0.13311396 -0.92303384],[9.06193118 3.2983545 ],[0.22706864 0.88662034],[5.21964296 4.86380653],[-0.49633121 -0.90151285],[8.66373067 5.07338092],[-0.40173876  0.86157529]
[4.22755229 4.44523214],[0.63459859 0.87603994],[5.74018093 5.51764941],[-0.87487312 -0.5581791 ],[4.53267093 3.99176344],[0.43343017 1.01003627],[8.91159691 4.79036574],[ 0.49710173 -0.55597185],[4.2167624  3.36961898],[-0.29923285  0.90601343],[4.84374914 1.86126177],[-0.72785442  0.33434522],[8.44845733 3.63467478],[ 0.08352272 -0.92491596],[9.0813647  3.38857099],[0.16180884 0.91750123],[5.17146786 4.77281847],[-0.46538596 -0.91610504],[8.62049066 5.15859525],[-0.46592333  0.83912823]
[4.29301655 4.53152288],[0.67437894 0.84970967],[5.65388639 5.4603315 ],[-0.85129484 -0.5883279 ],[4.57783939 4.09181944],[0.46880595 0.9901738 ],[8.95900314 4.73249075],[ 0.45051515 -0.60132706],[4.18922548 3.46128742],[-0.24582399  0.9322837 ],[4.77153982 1.89799484],[-0.71545418  0.4005525 ],[8.45406657 3.54198012],[ 0.03088849 -0.92626315],[9.09443083 3.48190655],[0.09634656 0.94549974],[5.12638181 4.68045742],[-0.43612868 -0.93042028],[8.57094637 5.24145547],[-0.52461324  0.81750024]
[4.36242952 4.61521247],[0.71325105 0.8237683 ],[5.56974573 5.39981532],[-0.82768835 -0.61800308],[4.62661261 4.18999358],[0.50265594 0.9695148 ],[9.00220229 4.6707482 ],[ 0.40968623 -0.63656581],[4.16737617 3.55567163],[-0.1927901   0.95311672],[4.7010319 1.9416234],[-0.69562825  0.47035065],[8.45456255 3.44946211],[-0.0215036 -0.9241082],[9.10097103 3.57789786],[0.03345126 0.97234116],[5.08460225 4.58714217],[-0.39867502 -0.93490463],[8.51548609 5.32183973],[-0.58302346  0.79081441]
[4.43555614 4.6962105 ],[0.74758507 0.79484426],[5.48824584 5.33665185],[-0.80180639 -0.64459998],[4.67854375 4.28593637],[0.53937519 0.95288883],[9.04083475 4.60523355],[ 0.35982454 -0.67603502],[4.15098832 3.65208349],[-0.13592307  0.97342967],[4.63256368 1.99205259],[-0.6738955   0.53712914],[8.44935382 3.35689475],[-0.08116996 -0.92511357],[9.10101603 3.67612128],[-0.03499013  0.98884097],[5.04646519 4.49333445],[-0.36199696 -0.93901218],[8.45444569 5.39953431],[-0.63928692  0.76059068]
[4.51197356 4.77426219],[0.77989376 0.76569105],[5.40921399 5.2707453 ],[-0.77910911 -0.67365807],[4.73411617 4.38020588],[0.57091446 0.93150352],[9.07419789 4.53575782],[ 0.30616357 -0.71383818],[4.14039875 3.7504017 ],[-0.08070128  0.98754642],[4.56670736 2.04931201],[-0.64471519  0.60548327],[8.43833668 3.26459041],[-0.13695751 -0.91818186],[9.09414997 3.77568981],[-0.10276469  1.00113223],[5.01174861 4.39893013],[-0.33333011 -0.94967264],[8.38790266 5.47404236],[-0.69174723  0.72839429]
[4.59168533 4.84955877],[0.81236547 0.73866371],[5.33259582 5.20211214],[-0.75131411 -0.6968618 ],[4.79236145 4.47191798],[0.59460823 0.90368462],[9.10198993 4.46258802],[ 0.24832858 -0.74990412],[4.13501806 3.84966085],[-0.02796976  0.99605417],[4.50426822 2.11357419],[-0.6058943   0.67669329],[8.42179769 3.1732051 ],[-0.19695271 -0.91203993],[9.08019996 3.87592279],[-0.17421147  1.00454104],[4.98025081 4.30390102],[-0.29924896 -0.95321686],[8.3163484  5.54527103],[-0.73957041  0.6949563 ]
[4.67389107 4.92149923],[0.83424685 0.70302448],[5.25884563 5.13129301],[-0.72553719 -0.72117283],[4.85322951 4.56116682],[0.62003309 0.87883584],[9.12374517 4.38587592],[ 0.18555699 -0.78445176],[4.13466518 3.9493874 ],[0.0218825  0.99913948],[4.44514768 2.18402278],[-0.5744319   0.73307109],[8.39924032 3.08262572],[-0.25130271 -0.89621084],[9.05926309 3.97636815],[-0.24248145  1.00524382],[4.95209124 4.20852226],[-0.26514325 -0.9552741 ],[8.24025675 5.61311132],[-0.78392501  0.65923109]
[4.7584551  4.99014577],[0.85779069 0.67106222],[5.18744225 5.05785719],[-0.70011046 -0.74491039],[4.91652489 4.64787724],[0.64416549 0.8539182 ],[9.1391833  4.30600552],[ 0.12216921 -0.81287134],[4.13939214 4.04939679],[0.07330169 1.00127486],[4.38966561 2.26021285],[-0.53423871  0.79033041],[8.37135553 2.99388124],[-0.30587986 -0.87774408],[9.031924   4.07696635],[-0.30196958  1.00762679],[4.92729633 4.11296838],[-0.22778838 -0.95272029],[8.15976853 5.67713614],[-0.8272298   0.61894781]
[4.84521928 5.05554422],[0.8762645  0.63607587],[5.11917282 4.98268485],[-0.66994961 -0.76300106],[4.98226644 4.73218662],[0.6693522  0.83114311],[9.14805928 4.22341488],[ 0.05490355 -0.83826613],[4.14942763 4.1496504 ],[0.12753647 1.00346121],[4.3379885 2.3415219],[-0.49596476  0.83791628],[8.33788104 2.90701202],[-0.36144446 -0.85707104],[8.99874963 4.1775228 ],[-0.36199724  1.00177629],[4.90622226 4.01768866],[-0.19438569 -0.95335958],[8.07504432 5.73694878],[-0.86470968  0.57899206]
[4.93392835 5.1176425 ],[0.89436914 0.60272993],[5.05365905 4.90549216],[-0.63972836 -0.78004662],[5.05003039 4.81377797],[0.68653125 0.80154671],[9.1499862  4.13841849],[-0.01445602 -0.85859134],[4.16464832 4.24976785],[0.1800267  1.00159022],[4.29058969 2.42765495],[-0.45068077  0.88475903],[8.29879277 2.8223064 ],[-0.41800099 -0.83428251],[8.95969893 4.27726771],[-0.42091697  0.99005386],[4.8884758  3.92239837],[-0.16178506 -0.95337377],[7.98664548 5.79258446],[-0.90394935  0.53215604]
[5.02424175 5.17629303],[0.91055058 0.56931136],[4.99119471 4.82666778],[-0.61118574 -0.79786626],[5.11977061 4.89272547],[0.7094045  0.77874225],[9.14495906 4.05171425],[-0.08704428 -0.87535816],[4.18523595 4.34968857],[0.23339609 0.99813501],[4.24796456 2.51832833],[-0.4007352   0.92861643],[8.25395444 2.73994104],[-0.47794532 -0.81179504],[8.91483797 4.37559339],[-0.47854857  0.97314787],[4.87394453 3.82714191],[-0.13107157 -0.95372021],[7.89447744 5.84342768],[-0.940632    0.48260108]
[5.11638267 5.23192188],[0.92609337 0.53747993],[4.93161447 4.74614196],[-0.58101201 -0.81306551],[5.19189932 4.96954142],[0.73067724 0.75529866],[9.13240131 3.96341764],[-0.16396198 -0.88927644],[4.21133548 4.44931041],[0.28699649 0.99242584],[4.21058376 2.6132575 ],[-0.34724529  0.96843971],[8.20335917 2.6602058 ],[-0.53396974 -0.78254892],[8.86433434 4.47204098],[-0.53095124  0.95532388],[4.86267816 3.73212356],[-0.09558629 -0.94789698],[7.79925905 5.88968789],[-0.96100124  0.44484304]
[5.20970783 5.2840846 ],[0.93965355 0.50536136],[4.87529239 4.66437656],[-0.5481326  -0.82478999],[5.26605109 5.04396113],[0.75165194 0.7326086 ],[9.11215045 3.87407715],[-0.24036539 -0.89586635],[4.24238872 4.5478781 ],[0.33156625 0.97640242],[4.17837504 2.71165152],[-0.29675126  0.9986311 ],[8.14722292 2.58358044],[-0.58811076 -0.74902581],[8.80818964 4.56601362],[-0.59000513  0.92519876],[4.85477852 3.63756089],[-0.06060153 -0.94137467],[7.70191929 5.93192047],[-0.98210312  0.40295991]
[5.3039265  5.33264637],[0.9484561  0.46992629],[4.82226203 4.58147658],[-0.51530866 -0.83585132],[5.34213211 5.11599716],[0.76832365 0.70668489],[9.08462067 3.78472366],[-0.31240236 -0.89252072],[4.27812059 4.64503203],[0.38221355 0.96565137],[4.15172289 2.81325254],[-0.23678306  1.03179325],[8.08570999 2.51044677],[-0.64414975 -0.71541408],[8.74677662 4.65733517],[-0.63860793  0.8998861 ],[4.85051906 3.54382842],[-0.02702014 -0.93552455],[7.6025205  5.96985284],[-1.00778946  0.35307904]
[5.39945357 5.37819104],[0.96309599 0.44246921],[4.77232532 4.49732683],[-0.48215528 -0.845713  ],[5.4198345  5.18544737],[0.78474483 0.68156668],[9.04965564 3.69573719],[-0.385934   -0.88550614],[4.31825536 4.74041975],[0.42313499 0.9447675 ],[4.13061389 2.91742295],[-0.18396892  1.0522231 ],[8.01901752 2.44118397],[-0.68861153 -0.66862837],[8.68040498 4.74575284],[-0.68665688  0.86970331],[4.84934783 3.45049258],[ 0.00716562 -0.92737648],[7.50062601 6.00265102],[-1.02877289  0.30355485]
[5.4960322 5.4206902],[0.9671162 0.406382 ],[4.72546598 4.41199705],[-0.45345746 -0.8591161 ],[5.49904618 5.25230497],[0.80271934 0.65902722],[9.00742353 3.60776695],[-0.45492651 -0.86968187],[4.36273951 4.83395892],[0.46799832 0.927436  ],[4.11502596 3.02362454],[-0.13118054  1.06781938],[7.94753563 2.3763164 ],[-0.73820182 -0.62583152],[8.60943416 4.83109353],[-0.73142874  0.83760735],[4.85204823 3.35844654],[ 0.04477698 -0.91544478],[7.39702924 6.03072675],[-1.0442747   0.25636928]
