[1.83887882 5.722916  ],[ 4.10340358 -3.97996271],[8.71759488 8.09842243],[-4.85273135  3.64892489],[3.0184349  9.00276915],[3.48599921 3.80019337],[9.87380212 5.15045648],[ 0.53932626 -1.32529811],[6.06650021 6.38581206],[-4.32817076  1.57111044],[6.01415497 9.52122302],[-0.49137232 -0.58707584],[3.25347454 5.7000647 ],[0.93610691 0.89406406],[6.29918993 1.80230843],[1.91248925 4.75461027],[6.64294011 4.00678545],[-2.18269816 -2.69608812],[9.64270567 1.0226151 ],[-0.51304401 -0.06132824]
[4.35864054 3.91679164],[ 0.43533638 -0.79639788],[6.7098413  6.67668715],[-0.78312489  0.6611045 ],[4.3793927  6.36300519],[0.83001941 0.67905263],[7.11429856 5.43051272],[ 0.13194062 -0.99611335],[5.8525014  7.37034423],[-1.03323453 -0.05585175],[5.46473016 7.16723552],[-0.80430197  0.40978705],[4.18654579 6.86322578],[0.68660343 0.73685559],[7.16123743 3.97880691],[0.76359134 0.60023143],[5.86141242 3.41898617],[-1.01449396 -0.05178799],[5.95340406 4.10977677],[ 0.80854955 -0.45691832]
[4.40412751 3.83839357],[ 0.47282327 -0.77268882],[6.63054404 6.74123901],[-0.80420595  0.62820699],[4.46336243 6.42931044],[0.8492028  0.64713049],[7.12561351 5.3309886 ],[ 0.09350083 -0.99496018],[5.74948546 7.36257681],[-1.02638715 -0.09885663],[5.3839094  7.20657174],[-0.81042254  0.37838137],[4.25701334 6.93515058],[0.72380897 0.70281133],[7.23592019 4.0408867 ],[0.7302533  0.64163337],[5.76008759 3.41659325],[-1.01445035  0.00109488],[6.03440861 4.06547182],[ 0.81055317 -0.43000582]
[4.45355985 3.76269275],[ 0.51529317 -0.74144289],[6.54929855 6.80255961],[-0.82370369  0.59488146],[4.54926289 6.49249851],[0.86559629 0.61365011],[7.13316948 5.23174591],[ 0.05731557 -0.99003046],[5.64696104 7.35024121],[-1.02249056 -0.14653357],[5.30239372 7.24260322],[-0.82264257  0.33917277],[4.33097211 7.00345651],[0.75275772 0.66082162],[7.30699377 4.10687324],[0.69419797 0.68112257],[5.65877112 3.4193739 ],[-1.01273571  0.05313516],[6.1156841 4.0239875],[ 0.81319333 -0.40123976]
[4.50743593 3.69043594],[ 0.55955809 -0.7059126 ],[6.46619238 6.86053557],[-0.8411739   0.56156778],[4.63690547 6.55250028],[0.88447148 0.58387383],[7.13733322 5.13327396],[ 0.02708457 -0.97829778],[5.54516044 7.33338635],[-1.01154095 -0.18870394],[5.21958378 7.27451307],[-0.83086914  0.30140674],[4.40824385 7.06800342],[0.79079854 0.62843105],[7.37478864 4.1771683 ],[0.65699903 0.72008029],[5.55756445 3.42714896],[-1.01051108  0.10271749],[6.1972952  3.98551922],[ 0.81894166 -0.36795758]
[4.56562849 3.62176383],[ 0.60277273 -0.6685275 ],[6.38125095 6.91498417],[-0.85415509  0.53066866],[4.72605105 6.60919773],[0.89968919 0.55157046],[7.13834123 5.03586138],[-0.00730358 -0.97014132],[5.44455336 7.31237525],[-1.0028706  -0.23403599],[5.13628213 7.3028833 ],[-0.83507163  0.26581157],[4.48873469 7.12876209],[0.818874   0.58678897],[7.43841815 4.25093434],[0.61342539 0.75306224],[5.45721773 3.44039862],[-0.99580289  0.16266588],[6.27942024 3.95040042],[ 0.82440549 -0.33321202]
[4.62788712 3.55673635],[ 0.64422701 -0.62962591],[6.29502823 6.96628045],[-0.87341643  0.49176605],[4.81653703 6.66254114],[0.91002368 0.51546503],[7.13565389 4.93908636],[-0.04639981 -0.96502822],[5.34515274 7.28709548],[-0.98575697 -0.27207786],[5.05271415 7.32775484],[-0.83260786  0.23508518],[4.57202034 7.18537836],[0.8482453  0.54721937],[7.49790479 4.32822413],[0.57460654 0.79092995],[5.35817401 3.45939598],[-0.98617161  0.21556257],[6.36185372 3.91860897],[ 0.82497944 -0.30167405]
[4.6944381  3.49592284],[ 0.68467541 -0.5881348 ],[6.20716325 7.01385743],[-0.88482594  0.45856821],[4.90859469 6.71287612],[0.92784861 0.48835359],[7.12929384 4.84314178],[-0.08421532 -0.95705378],[5.24725889 7.25778396],[-0.97574635 -0.31803894],[4.96926939 7.34935528],[-0.83730563  0.19566592],[4.6580238  7.23787186],[0.87190846 0.50295499],[7.5530813  4.40886748],[0.53122779 0.82412199],[5.26020303 3.48363582],[-0.97482444  0.26704908],[6.4443845  3.89009254],[ 0.82299516 -0.27105785]
[4.76503142 3.43945082],[ 0.72251548 -0.54531167],[6.11803511 7.05789884],[-0.89708253  0.42262703],[5.00188331 6.76002382],[0.93596513 0.45281811],[7.11896596 4.74791346],[-0.12086895 -0.94585207],[5.15044663 7.22386331],[-0.96158834 -0.36162429],[4.88573081 7.36728618],[-0.83346995  0.16272122],[4.74633586 7.2859314 ],[0.89398395 0.45808165],[7.60433551 4.49320688],[0.49043451 0.85899644],[5.16345294 3.51294099],[-0.96303863  0.31550824],[6.52685164 3.86484646],[ 0.83046449 -0.22933597]
[4.83887921 3.38692881],[ 0.75265729 -0.50627979],[6.02793937 7.09852114],[-0.90659343  0.38774268],[5.09604822 6.80372744],[0.94552526 0.4197102 ],[7.10548499 4.6543544 ],[-0.15248753 -0.92895293],[5.05537433 7.18585881],[-0.94173462 -0.40036155],[4.80203381 7.38127313],[-0.83920799  0.11778295],[4.83703861 7.32975153],[0.91740951 0.41603418],[7.65094917 4.58043298],[0.44217566 0.88564114],[5.06822975 3.54725535],[-0.94287677  0.36885287],[6.61019149 3.84405112],[ 0.83619592 -0.18629097]
[4.91598074 3.33875057],[ 0.79042874 -0.45547315],[5.93676649 7.13542979],[-0.91690614  0.35006256],[5.19093293 6.84393628],[0.95078177 0.38319376],[7.08855699 4.56226935],[-0.18553973 -0.91217383],[4.96216535 7.14382308],[-0.9239083  -0.44192812],[4.71819847 7.3910596 ],[-0.83602774  0.07906872],[4.92940601 7.36874142],[0.93284047 0.36694395],[7.6927065 4.6702498],[0.39269174 0.91008203],[4.97477848 3.58649008],[-0.92568636  0.41562962],[6.69376649 3.8273553 ],[ 0.83376264 -0.14887407]
[4.99665585 3.29568778],[ 0.81963431 -0.40855349],[5.84505387 7.16898413],[-0.91971316  0.31846513],[5.2864409  6.88063419],[0.95693457 0.34846867],[7.06793741 4.47155464],[-0.22503789 -0.90008174],[4.87083115 7.09767082],[-0.89980798 -0.47812738],[4.63486171 7.39704632],[-0.82987559  0.04119116],[5.02341601 7.40298853],[0.94695942 0.31785147],[7.72948979 4.76242006],[0.34296002 0.93302493],[4.88320451 3.63036338],[-0.90250104  0.46455842],[6.77688654 3.81428787],[ 0.8273664  -0.11350609]
[5.08053841 3.25783588],[ 0.85419155 -0.35147885],[5.75225761 7.1984706 ],[-0.93586621  0.27107328],[5.38266111 6.91400845],[0.96718081 0.31904674],[7.04332233 4.3821083 ],[-0.26540137 -0.88667077],[4.78224402 7.04823383],[-0.87191725 -0.51050291],[4.55199479 7.39898303],[-0.82883142 -0.00429844],[5.11923065 7.43280782],[0.96603786 0.27579828],[7.76129234 4.85679534],[0.2904544  0.95149003],[4.79405356 3.67906302],[-0.87966559  0.50962979],[6.85971539 3.80521371],[ 0.82981603 -0.06684503]
[5.16723125 3.22528902],[ 0.87975435 -0.29865545],[5.65837088 7.22359532],[-0.93903021  0.23399644],[5.4796021  6.94421502],[0.96957182 0.28321368],[7.01477023 4.29420465],[-0.30381001 -0.86927497],[4.69617872 6.99528175],[-0.84881062 -0.54801399],[4.46907124 7.39603468],[-0.82787727 -0.05346794],[5.21623432 7.45779501],[0.97701008 0.22723846],[7.78775315 4.95285206],[0.23845479 0.96889577],[4.70746851 3.73236736],[-0.85377274  0.55405391],[6.9425067  3.80068452],[ 0.82631766 -0.02298911]
[5.25649793 3.19827935],[ 0.90432548 -0.24192861],[5.56429972 7.24507492],[-0.94321489  0.1944266 ],[5.5767684  6.97086436],[0.97300779 0.2492306 ],[6.9826236  4.20837193],[-0.3374012  -0.84548801],[4.61272762 6.93885795],[-0.81870287 -0.57889582],[4.38667171 7.38843459],[-0.82052924 -0.09942138],[5.31450388 7.47820267],[0.9908517  0.18383988],[7.80891287 5.05044514],[0.18514175 0.9829577 ],[4.62350575 3.78995425],[-0.82623146  0.59625237],[7.02424055 3.79994785],[0.81362049 0.01379848]
[5.34803543 3.17700261],[ 0.92671224 -0.18248178],[5.46987464 7.262557  ],[-0.94428624  0.15595635],[5.67423475 6.99412662],[0.97488495 0.21481723],[6.94692193 4.12479958],[-0.37341157 -0.82251831],[4.53220517 6.87925578],[-0.79116122 -0.61253184],[4.30524189 7.37632543],[-0.81113772 -0.14629149],[5.41371586 7.4939508 ],[0.99331531 0.13135174],[7.82454226 5.14914388],[0.12922818 0.992413  ],[4.54228573 3.85155425],[-0.79832025  0.63494132],[7.10524989 3.80357241],[0.80544474 0.05805948]
[5.44176899 3.16189068],[ 0.94684368 -0.11998995],[5.37535846 7.2761166 ],[-0.94267588  0.11832718],[5.77171665 7.01381394],[0.97647641 0.18094115],[6.90780266 4.0437851 ],[-0.40780191 -0.79638024],[4.4547375  6.81658104],[-0.75997613 -0.64271168],[4.22470907 7.35931778],[-0.80083861 -0.19568593],[5.51341803 7.50478513],[1.00157264 0.08664628],[7.83465314 5.24874108],[0.07279626 0.99895507],[4.46378619 3.9167586 ],[-0.76826901  0.67191018],[7.18550216 3.81184205],[0.80089206 0.10925503]
[5.53708935 3.15285275],[ 0.95876279 -0.06093633],[5.28124349 7.28608751],[-0.94187144  0.07862874],[5.86948091 7.03031335],[0.97802372 0.14855498],[6.8654183  3.96563477],[-0.44168816 -0.76820445],[4.38047235 6.75096313],[-0.72656949 -0.67084224],[4.14526257 7.33724967],[-0.78791552 -0.2460136 ],[5.61384499 7.5112002 ],[1.00430188 0.03944984],[7.83921781 5.34896565],[0.01890996 1.00536418],[4.38857803 3.98576399],[-0.73400436  0.70947947],[7.26537599 3.82552079],[0.79326269 0.1615803 ]
[5.63358165 3.1499238 ],[9.68156825e-01 1.28092000e-04],[5.18689571 7.29165069],[-0.94260453  0.0347215 ],[5.9674824  7.04374138],[0.98059632 0.1188953 ],[6.81933242 3.89008379],[-0.48150076 -0.74397203],[4.30954954 6.682527  ],[-0.69267301 -0.69862925],[4.06721836 7.31008239],[-0.77245185 -0.29731922],[5.7143282  7.51279105],[ 1.00683925 -0.00566575],[7.83864757 5.44990493],[-0.03246847  1.01059518],[4.31671641 4.05826659],[-0.70261521  0.74059411],[7.34415588 3.8442842 ],[0.78466262 0.21664829]
[5.73076944 3.15306903],[0.97350599 0.06127435],[5.09276634 7.29300468],[-0.94080146 -0.00882857],[6.06509799 7.05361145],[0.97204808 0.0788784 ],[6.76928175 3.81708452],[-0.51677053 -0.71304958],[4.24176649 6.61105646],[-0.66112576 -0.72885963],[3.99077819 7.27766202],[-0.75218022 -0.3473994 ],[5.81494092 7.50989649],[ 1.00432662 -0.05285895],[7.83297206 5.55121668],[-0.08263712  1.01324376],[4.24848257 4.13419242],[-0.66223716  0.77715406],[7.42196219 3.8686523 ],[0.77151958 0.2713963 ]
[5.82802673 3.16204059],[0.97354772 0.12050904],[4.99916486 7.29024368],[-0.92980833 -0.04513957],[6.16199468 7.05962655],[0.96648582 0.04219706],[6.71588282 3.74744615],[-0.5473819  -0.67567724],[4.17754271 6.5369653 ],[-0.6230651  -0.75262353],[3.91660849 7.24031771],[-0.73028584 -0.39904317],[5.91513816 7.50223373],[ 0.99949343 -0.09996825],[7.82190573 5.65224471],[-0.13721269  1.00828483],[4.18401349 4.21332723],[-0.62179828  0.81028992],[7.49847086 3.89871831],[0.75670648 0.32863497]
[5.92549026 3.17733342],[0.97321874 0.18343008],[4.90619237 7.28328946],[-0.92558981 -0.0903092 ],[6.25821826 7.06189237],[0.95947742 0.00474933],[6.65948024 3.68168878],[-0.58049485 -0.639038  ],[4.11709725 6.46046819],[-0.58426472 -0.77567768],[3.84465334 7.1976653 ],[-0.7065341  -0.45222261],[6.01459326 7.48972871],[ 0.98743202 -0.15201943],[7.80552897 5.7527575 ],[-0.1885586   1.00310396],[4.12404657 4.29604554],[-0.57765557  0.84336632],[7.57342393 3.93464215],[0.74035836 0.38845499]
[6.0227532  3.19893271],[0.97159907 0.24872175],[4.81404061 7.27210467],[-0.9158721  -0.13206694],[6.35384416 7.06056392],[ 0.95375939 -0.03033279],[6.59941663 3.61934345],[-0.61939778 -0.60623838],[4.06063247 6.38176428],[-0.54355055 -0.79686443],[3.77509885 7.14955386],[-0.68203472 -0.50792662],[6.11288232 7.47214772],[ 0.97756616 -0.19985935],[7.78438219 5.85290544],[-0.23643044  0.99703027],[4.06835746 4.38175505],[-0.53581018  0.87057986],[7.64630535 3.97630608],[0.71680067 0.44485113]
[6.11943009 3.22681613],[0.95902755 0.30633064],[4.72279018 7.25656726],[-0.90882544 -0.17875611],[6.44882642 7.05572155],[ 0.94694205 -0.06525606],[6.53592147 3.5608311 ],[-0.65156965 -0.56484237],[4.00825821 6.3009581 ],[-0.50474119 -0.81996119],[3.70833766 7.09606452],[-0.65087802 -0.5599068 ],[6.20995053 7.44967712],[ 0.96445577 -0.24846749],[7.75800031 5.95182899],[-0.28683443  0.98513357],[4.01723038 4.47038348],[-0.48624599  0.90180913],[7.71634774 4.02329419],[0.68387128 0.49516909]
[6.21452389 3.26022252],[0.94683258 0.36611483],[4.63288417 7.2368993 ],[-0.89213305 -0.21767632],[6.54306723 7.04738772],[ 0.94055   -0.0984082],[6.46892598 3.50626232],[-0.68640797 -0.52441233],[3.95981144 6.21790151],[-0.466525   -0.84335768],[3.64495254 7.0375098 ],[-0.61290451 -0.60757183],[6.30563167 7.42240259],[ 0.94905517 -0.2966612 ],[7.72672162 6.04951994],[-0.33301085  0.97364256],[3.97105311 4.56192953],[-0.43738185  0.92840887],[7.78308507 4.07545587],[0.64986158 0.54745517]
[6.30841278 3.29975189],[0.93076314 0.424587  ],[4.54446389 7.21306023],[-0.87658157 -0.25970437],[6.63682487 7.03599368],[ 0.93527308 -0.12839776],[6.39833277 3.45569695],[-0.7228901  -0.48422022],[3.91532981 6.13267583],[-0.42439189 -0.86233254],[3.58546675 6.97418025],[-0.57515244 -0.65759842],[6.39996856 7.39066107],[ 0.93396155 -0.34132323],[7.69153792 6.14652256],[-0.37366417  0.9626289 ],[3.9293447  4.65555344],[-0.39424302  0.94615193],[7.84627092 4.13283932],[0.61312829 0.59984784]
[6.40054747 3.3450781 ],[0.91218069 0.48234075],[4.45753363 7.18484411],[-0.86297278 -0.30592461],[6.72971159 7.02135059],[ 0.91985904 -0.16691643],[6.32474119 3.40986906],[-0.7520051  -0.43523792],[3.87500342 6.045522  ],[-0.38188741 -0.88035546],[3.52967696 6.90568387],[-0.53529281 -0.70711376],[6.4925434  7.35434817],[ 0.91707601 -0.38481259],[7.6520509  6.24198823],[-0.41574707  0.94635748],[3.89196409 4.75082701],[-0.35063211  0.96159687],[7.90572961 4.19553543],[0.57751231 0.65581024]
[6.4905731  3.39599825],[0.88660157 0.5343912 ],[4.37211034 7.15202387],[-0.84230322 -0.34756281],[6.82102363 7.00285883],[ 0.90397431 -0.20520003],[6.24771626 3.36846247],[-0.78623248 -0.39066043],[3.83918741 5.9568447 ],[-0.33645056 -0.89503159],[3.4787206  6.83301481],[-0.4834672  -0.74602937],[6.58328984 7.31370516],[ 0.89917688 -0.42608348],[7.60819875 6.33549573],[-0.46123828  0.92322964],[3.85917366 4.84772601],[-0.30218478  0.97889942],[7.96148147 4.26377809],[0.5337231  0.70541781]
[6.57756084 3.4516644 ],[0.85583076 0.58152701],[4.28861487 7.11479705],[-0.82551338 -0.39523153],[6.91029112 6.98009898],[ 0.88454675 -0.24667828],[6.16752926 3.33179399],[-0.81663147 -0.34190842],[3.80763522 5.86646685],[-0.29357158 -0.91124403],[3.43277615 6.75623513],[-0.4351276  -0.78927117],[6.6719662  7.26882161],[ 0.87392797 -0.47149526],[7.55963618 6.42637388],[-0.51126236  0.89267095],[3.83169472 4.94663232],[-0.24980876  0.99618492],[8.01274376 4.33693995],[0.48977769 0.75608117]
[6.66165266 3.51224085],[0.82406303 0.62801989],[4.20763675 7.07354181],[-0.79398474 -0.42991561],[6.99817528 6.95382443],[ 0.87175564 -0.27982758],[6.08454414 3.30024417],[-0.84207295 -0.28814883],[3.7807305  5.77486506],[-0.24716056 -0.92316228],[3.39160458 6.67507092],[-0.38503033 -0.83055243],[6.75808486 7.21950895],[ 0.85060207 -0.5120269 ],[7.50622056 6.51421203],[-0.552268    0.86823461],[3.80917023 5.04681689],[-0.20344411  1.00449291],[8.05944848 4.41502881],[0.44342783 0.80467472]
[6.74245155 3.57735156],[0.79317753 0.67536488],[4.12971333 7.02865327],[-0.7662215  -0.46983774],[7.08439714 6.92393721],[ 0.85253271 -0.31781903],[5.99913742 3.27418421],[-0.86378792 -0.2308998 ],[3.7582877  5.68195986],[-0.20169129 -0.93468114],[3.35541038 6.58979435],[-0.3345837  -0.87044513],[6.84168863 7.16612741],[ 0.82263882 -0.55391233],[7.44868586 6.59940026],[-0.59847256  0.83498796],[3.79136434 5.14779964],[-0.15496668  1.01247854],[8.10112778 4.4975723 ],[0.38946145 0.8452941 ]
[6.82045676 3.64748806],[0.76594911 0.72624614],[4.05449568 6.97960522],[-0.73902685 -0.51229985],[7.1687497  6.89037896],[ 0.83312275 -0.35437706],[5.91172669 3.25400329],[-0.88623041 -0.17486021],[3.74062604 5.58819513],[-0.15195263 -0.94081043],[3.32510952 6.50142618],[-0.26970445 -0.89499084],[6.92277513 7.10900452],[ 0.7972497  -0.58981205],[7.38686963 6.68143618],[-0.63977179  0.80325046],[3.77840458 5.24945883],[-0.1022468   1.02215334],[8.1373834  4.58410534],[0.3344322  0.88381937]
[6.89523559 3.7221803 ],[0.72793521 0.76567963],[3.98192321 6.92613263],[-0.7119668  -0.55694333],[7.25093044 6.85301546],[ 0.81250608 -0.39054819],[5.82204036 3.23930443],[-0.90542779 -0.11742048],[3.72797238 5.49390394],[-0.1001094  -0.94378169],[3.30103916 6.41040358],[-0.21075061 -0.92409316],[7.00115536 7.04829413],[ 0.76616909 -0.628059  ],[7.32095196 6.76015425],[-0.67822688  0.77085891],[3.77051868 5.35174028],[-0.05159957  1.02694442],[8.16815735 4.67442061],[0.28081185 0.9216929 ]
[6.96607883 3.80063307],[0.68651939 0.80071937],[3.91219272 6.86823599],[-0.68045939 -0.5989973 ],[7.33084556 6.81192398],[ 0.78834846 -0.42842498],[5.73056168 3.23037239],[-0.92236873 -0.05993815],[3.72077983 5.39962817],[-0.04440212 -0.94226438],[3.28275452 6.31649182],[-0.1557076  -0.95410952],[7.07611936 6.98360648],[ 0.7313578 -0.6669116],[7.25123713 6.83550309],[-0.71088287  0.74068881],[3.76796139 5.45460579],[-0.00190371  1.02765947],[8.193279   4.76808769],[0.2189267  0.94845227]
[7.03297359 3.88272414],[0.65142683 0.84081796],[3.8461615  6.80660621],[-0.64243248 -0.63604319],[7.40839989 6.7672016 ],[ 0.76167545 -0.46676477],[5.63779299 3.22746976],[-0.93261205  0.00171449],[3.71886269 5.30526355],[ 0.00668704 -0.94398735],[3.27040548 6.22020012],[-0.09185298 -0.97177094],[7.14799225 6.91558833],[ 0.70067167 -0.6983326 ],[7.17845847 6.9078563 ],[-0.74529123  0.70519926],[3.77000468 5.55708413],[0.04335761 1.02247021],[8.21214583 4.86423262],[0.15809318 0.97343505]
[7.09597671 3.9683644 ],[0.61130953 0.87429445],[3.78363974 6.74090628],[-0.60665451 -0.67674358],[7.4831289  6.71858596],[ 0.73255605 -0.50553639],[5.54391783 3.23048787],[-0.94353955  0.0592921 ],[3.72188299 5.21066297],[ 0.05406737 -0.94713958],[3.26448418 6.12235073],[-0.02456549 -0.98257693],[7.21625838 6.84405371],[ 0.66726258 -0.72920726],[7.10216633 6.97641472],[-0.78261028  0.66331678],[3.77698013 5.65935629],[0.09531703 1.02175428],[8.22517972 4.96292018],[0.10250086 0.99928297]
[7.15520428 4.05748814],[0.5724457  0.90694507],[3.72472126 6.67110348],[-0.57140132 -0.71905269],[7.55513727 6.66639862],[ 0.70715967 -0.53819478],[5.44929156 3.23941211],[-0.9509697   0.11641629],[3.72999323 5.11622006],[ 0.10830377 -0.94120062],[3.26497312 6.02329523],[ 0.0358272  -0.99619396],[7.28096934 6.76938061],[ 0.62667702 -0.76397457],[7.02248652 7.04095234],[-0.81394532  0.62391397],[3.7890231  5.76130046],[0.14222899 1.01365091],[8.2324109  5.06368582],[0.03707057 1.01032217]
[7.21046991 4.14968733],[0.53042696 0.93415757],[3.66983753 6.59753748],[-0.52656022 -0.75260239],[7.62382477 6.6102889 ],[ 0.66964259 -0.58054048],[5.3544547  3.25437044],[-0.94907689  0.17873109],[3.74334571 5.02229452],[ 0.15785352 -0.93768877],[3.27182328 5.92343456],[ 0.10139795 -1.00002578],[7.34183741 6.69161311],[ 0.5920403  -0.78950633],[6.93952008 7.10121678],[-0.84339098  0.58279011],[3.80589422 5.86248455],[0.19266767 1.00727891],[8.2327981  5.16509095],[-0.03011391  1.01619212]
[7.26138404 4.24435333],[0.48838652 0.95922428],[3.61933001 6.52047773],[-0.48348303 -0.78847261],[7.68912248 6.55043873],[ 0.63699657 -0.61529326],[5.25971041 3.2752348 ],[-0.94482967  0.23873523],[3.76146491 4.92869094],[ 0.20800212 -0.93034155],[3.28501217 5.82320691],[ 0.16060655 -1.00524201],[7.39873238 6.61094438],[ 0.54653837 -0.82257996],[6.85397138 7.1575663 ],[-0.86788569  0.54337052],[3.82720435 5.96236533],[0.23682289 0.99355297],[8.22653847 5.26694518],[-0.09432651  1.02074946]
[7.30770035 4.34102763],[0.43745969 0.97345077],[3.57330698 6.43999906],[-0.43638674 -0.82046422],[7.75141917 6.48752406],[ 0.60491973 -0.64651965],[5.16540028 3.30186051],[-0.93634625  0.2979424 ],[3.78484638 4.83620003],[ 0.25994006 -0.91867532],[3.30435456 5.72296875],[ 0.22211126 -1.00276597],[7.45159399 6.52765415],[ 0.51217011 -0.8413314 ],[6.7659306  7.20976789],[-0.89115234  0.50190598],[3.85337359 6.06122904],[0.28460708 0.98154256],[8.2138398  5.36899347],[-0.15797926  1.02087782]
[7.34911992 4.43924299],[0.39173637 0.99122101],[3.53212276 6.35644997],[-0.39025602 -0.85330636],[7.80980984 6.42094372],[ 0.56487604 -0.68257427],[5.0720835  3.33430832],[-0.92683237  0.35321998],[3.81342413 4.74501718],[ 0.31096465 -0.90505865],[3.32953498 5.62294832],[ 0.27751396 -1.00048126],[7.5004132  6.44203087],[ 0.46447792 -0.87027916],[6.67572367 7.25783015],[-0.91245792  0.4593247 ],[3.88430454 6.15879649],[0.33523859 0.97071766],[8.19491062 5.47092221],[-0.21690323  1.02026521]
[7.3856491  4.53882334],[0.3425675  1.00379613],[3.49575371 6.26985713],[-0.33663926 -0.87792775],[7.86400904 6.35073989],[ 0.52036576 -0.71965964],[4.98028594 3.37259985],[-0.90915004  0.41174054],[3.84699692 4.65525206],[ 0.36068758 -0.88945318],[3.36007366 5.52329814],[ 0.3342319  -0.99054917],[7.544674   6.35390128],[ 0.42210152 -0.89048075],[6.58352626 7.30161745],[-0.93014301  0.41734213],[3.91983107 6.25473069],[0.37442637 0.9471058 ],[8.17016741 5.57255231],[-0.27873944  1.01068828]
[7.41761842 4.63989848],[0.2944969  1.01502364],[3.46475583 6.18084307],[-0.28182362 -0.90066418],[7.91398948 6.27723949],[ 0.47806044 -0.75094617],[4.8902593  3.41648978],[-0.8908548   0.46565111],[3.88562813 4.56729779],[ 0.40929575 -0.87167048],[3.39610833 5.42474393],[ 0.38580944 -0.9801887 ],[7.58462834 6.26382881],[ 0.37512716 -0.9122625 ],[6.48935979 7.34085333],[-0.95176867  0.36817514],[3.95929216 6.34829963],[0.4159521  0.92540594],[8.13966134 5.67336541],[-0.33389173  1.00198728]
[7.44479359 4.74200658],[0.24696522 1.02468225],[3.43895101 6.08933093],[-0.23340453 -0.92820571],[7.95947662 6.20053832],[ 0.43345739 -0.78068784],[4.8024235  3.46586841],[-0.86633044  0.52057305],[3.92924231 4.48141982],[ 0.46013157 -0.84817856],[3.43700662 5.32723028],[ 0.43127279 -0.96992902],[7.62012319 6.17197595],[ 0.33312334 -0.92608181],[6.39350083 7.37547969],[-0.96618464  0.32315704],[4.00306473 6.43980857],[0.45827452 0.90340898],[8.10336819 5.77275795],[-0.39269243  0.98429216]
[7.46705123 4.84482229],[0.20036121 1.0333068 ],[3.41802096 5.99523369],[-0.18245156 -0.95050313],[8.00040689 6.12095666],[ 0.38283916 -0.81253003],[4.71697935 3.52041172],[-0.84288327  0.56905179],[3.97725934 4.39740528],[ 0.49967916 -0.83190654],[3.48292491 5.23148691],[ 0.48396573 -0.9473604 ],[7.65098012 6.078453  ],[ 0.28611436 -0.94179143],[6.29595845 7.40520067],[-0.98293105  0.27242936],[4.05099229 6.52899289],[0.50025196 0.88015317],[8.06176155 5.87067348],[-0.44084446  0.97150236]
[7.48519666 4.94887846],[0.16039593 1.04497324],[3.40258357 5.89942484],[-0.1224255  -0.96147921],[8.03591257 6.03806009],[ 0.32810649 -0.84377474],[4.6342274  3.57988058],[-0.80688686  0.62476543],[4.02941786 4.31541351],[ 0.54361015 -0.80715631],[3.53341636 5.13755104],[ 0.52630606 -0.92998444],[7.6774724  5.98382869],[ 0.24304799 -0.95108361],[6.19720776 7.43016567],[-0.99277052  0.22573322],[4.10326934 6.61595121],[0.54481458 0.85838955],[8.01511691 5.96680208],[-0.49138279  0.95080048]
[7.49890928 5.05351037],[0.1140819  1.04751442],[3.39325686 5.802706  ],[-0.06305638 -0.97139115],[8.06615337 5.9524783 ],[ 0.27837341 -0.86557104],[4.55517531 3.64477741],[-0.77272835  0.67372115],[4.08605463 4.2361691 ],[ 0.58942899 -0.7768109 ],[3.58852088 5.04597002],[ 0.57469011 -0.9020424 ],[7.69956    5.88829454],[ 0.19617773 -0.96173534],[6.09736272 7.45020185],[-1.00127291  0.17734431],[4.15949056 6.70017991],[0.58148095 0.82806   ],[7.96367126 6.06084717],[-0.53756042  0.92920332]
[7.50777592 5.1580857 ],[0.06547179 1.04584552],[3.39018301 5.70541381],[-0.00106245 -0.97666402],[8.09125734 5.8647541 ],[ 0.22204601 -0.88978277],[4.47946504 3.71423429],[-0.74221052  0.7137991 ],[4.14735307 4.16022014],[ 0.63315346 -0.74488832],[3.64795363 4.95689055],[ 0.61470383 -0.87807411],[7.71670011 5.79158127],[ 0.14236287 -0.97611068],[5.99697695 7.46558921],[-1.007508    0.12888913],[4.21920217 6.78117959],[0.61317325 0.79238723],[7.90758224 6.15246048],[-0.58162244  0.90482593]
[7.51199873 5.26259454],[0.01896058 1.04389976],[3.39283021 5.60727847],[ 0.0563079  -0.98303851],[8.11048811 5.77462039],[ 0.16431418 -0.91041485],[4.40689823 3.78753327],[-0.70786938  0.75261055],[4.21264088 4.08728005],[ 0.67625611 -0.70960577],[3.71141384 4.87044621],[ 0.65225388 -0.85236018],[7.72861101 5.69376983],[ 0.09659836 -0.9790323 ],[5.89648678 7.47654498],[-1.00538497  0.08694722],[4.28194408 6.85846206],[0.64402116 0.7556179 ],[7.84696624 6.24128178],[-0.62894017  0.87262708]
[7.51181183 5.3670118 ],[-0.02394905  1.04275204],[3.40154195 5.50899217],[ 0.11492036 -0.98496499],[8.12415516 5.68285189],[ 0.10998455 -0.92338799],[4.33810298 3.86480668],[-0.66989575  0.79021357],[4.28238601 4.01821112],[ 0.71814387 -0.67159485],[3.77827994 4.78643188],[ 0.68497787 -0.82734731],[7.73604348 5.59585809],[ 0.04874772 -0.98215344],[5.79559786 7.48256855],[-1.01136771  0.03408374],[4.34800605 6.93227961],[0.67732763 0.72082571],[7.78178486 6.32683637],[-0.67566068  0.83677566]
