[8.09254258 2.83287916],[-3.86635024 -2.0191921 ],[5.35474431 9.47966055],[ 2.02950415 -0.55316385],[1.14552749 4.8050083 ],[-2.31146671  4.13753581],[0.63818114 0.22698582],[-4.7003927  -2.89525533],[8.60803947 4.5470967 ],[ 0.28973642 -4.88298035],[2.33881304 1.4264564 ],[-1.15674624  1.42959409],[2.70068618 4.831035  ],[-0.50944821  2.19093024],[7.66075488 5.03130229],[ 1.26774422 -2.19237638],[1.70636042 3.99340408],[-0.36445132  2.0348917 ],[7.32466492 8.15636102],[4.86092292 4.42087372]
[5.69155729 3.51159065],[-0.72797895 -0.6577749 ],[5.66186514 6.33147105],[ 0.88786478 -0.45522311],[3.13310677 4.89304405],[3.80686611e-04 1.02579980e+00],[6.53039835 4.47982982],[-0.86296155 -0.70987407],[6.30717103 4.5962827 ],[-0.26798214 -0.99086172],[3.57973432 3.85009757],[-0.78143454  0.60294806],[3.01652333 5.85211869],[0.55014226 0.87942407],[6.42193619 4.7473115 ],[-0.20353756 -1.00672227],[3.00401746 5.61481398],[0.27237    0.94971845],[4.42410196 5.98424062],[1.02434167 0.24828931]
[5.61735296 3.44740963],[-0.75753118 -0.6273445 ],[5.74921819 6.28393554],[ 0.85955836 -0.49481626],[3.13515769 4.9954084 ],[0.04261287 1.02313829],[6.44300812 4.41035807],[-0.88276704 -0.67781676],[6.27849122 4.49793152],[-0.30317537 -0.97370726],[3.50315401 3.91201899],[-0.74900447  0.63626104],[3.07337587 5.93848929],[0.58627169 0.84744842],[6.39956778 4.64722249],[-0.24539612 -0.99646655],[3.03338495 5.70896539],[0.31363563 0.93186996],[4.5264591  6.00775359],[1.02034287 0.21961464]
[5.54014251 3.38621181],[-0.78680933 -0.59687398],[5.83359581 6.23238464],[ 0.83154682 -0.53227793],[3.14168928 5.09764601],[0.08500618 1.01829027],[6.35370124 4.34408016],[-0.9045774  -0.64931986],[6.24626027 4.40129148],[-0.33991205 -0.95744048],[3.42941666 3.97675007],[-0.7215734   0.66211116],[3.13400359 6.02182547],[0.62364844 0.8167083 ],[6.37333857 4.54854163],[-0.27911551 -0.9771288 ],[3.06702173 5.8014122 ],[0.35902969 0.91673955],[4.62846306 6.02846931],[1.02018854 0.19544657]
[5.46032155 3.32836149],[-0.81041321 -0.56104498],[5.91570817 6.17775232],[ 0.81186829 -0.55870947],[3.15244431 5.19929576],[0.12992875 1.01430612],[6.26257777 4.28093356],[-0.92027951 -0.61629921],[6.21040384 4.30637255],[-0.37629392 -0.93996306],[3.35854421 4.04406418],[-0.69486538  0.6847808 ],[3.19851853 6.10223574],[0.66352903 0.78841494],[6.34311282 4.45121778],[-0.32271074 -0.96642979],[3.10503412 5.89209771],[0.3992385  0.89487697],[4.73038598 6.04677145],[1.01886313 0.17144005]
[5.37841331 3.27435574],[-0.8290794  -0.52046995],[5.99559823 6.12036038],[ 0.78855549 -0.5860579 ],[3.16769777 5.30045156],[0.17605191 1.00939672],[6.16964886 4.22076806],[-0.93601377 -0.58505037],[6.17106348 4.2133911 ],[-0.41010613 -0.91921188],[3.29079081 4.11397231],[-0.65929394  0.71388998],[3.26659787 6.179397  ],[0.69815363 0.75501169],[6.30873949 4.35525119],[-0.3631195  -0.95110896],[3.14681654 5.98030463],[0.43659502 0.86937958],[4.83185088 6.06238892],[1.01244441 0.14304241]
[5.29442742 3.22417965],[-0.84642985 -0.47894568],[6.0729611  6.06016628],[ 0.75649004 -0.61965397],[3.18720732 5.40067087],[0.21439575 0.99519288],[6.07542304 4.1639315 ],[-0.94729334 -0.55071146],[6.12828809 4.12246379],[-0.44500041 -0.89883714],[3.22639755 4.18647195],[-0.6288718   0.73541626],[3.33803798 6.25312864],[0.72671499 0.71581218],[6.2707012  4.26123485],[-0.39573156 -0.92731908],[3.19265009 6.06622239],[0.47917868 0.84791513],[4.93286427 6.0754035 ],[1.00315393 0.11260676]
[5.20885092 3.1782963 ],[-0.86355751 -0.43729732],[6.14710021 5.99670772],[ 0.72920485 -0.64619669],[3.21087954 5.49973796],[0.25702207 0.9839301 ],[5.98008083 4.11047792],[-0.95817985 -0.51724138],[6.0820007  4.03359268],[-0.48080526 -0.87853403],[3.16500068 4.26096183],[-0.5960571   0.75701446],[3.41213318 6.32275513],[0.75600141 0.6776517 ],[6.22907826 4.16929926],[-0.43439876 -0.90893302],[3.24278206 6.14996295],[0.52206187 0.8253546 ],[5.0330221  6.08543868],[1.00150134 0.08994669]
[5.12149427 3.13648581],[-0.88113061 -0.39659859],[6.21874486 5.93095567],[ 0.70017342 -0.67196118],[3.23859168 5.59740083],[0.29791595 0.96980717],[5.88387345 4.06054212],[-0.97008375 -0.4858253 ],[6.03233811 3.94699609],[-0.51309675 -0.85401717],[3.10737898 4.33797834],[-0.55794896  0.78133173],[3.48916988 6.38859584],[0.78456162 0.6391118 ],[6.18383802 4.07949473],[-0.47124668 -0.88796605],[3.29746745 6.23164049],[0.56663096 0.80304941],[5.13302887 6.09331387],[0.9965325  0.06564417]
[5.03236266 3.09869289],[-0.90050543 -0.35852289],[6.28714876 5.86240898],[ 0.66604989 -0.70042905],[3.27032825 5.69351948],[0.33419401 0.94994165],[5.78638732 4.01357527],[-0.9803081  -0.45448113],[5.97967809 3.86310484],[-0.54204456 -0.8257614 ],[3.05343504 4.41716768],[-0.5202453   0.80273184],[3.56923042 6.45077561],[0.81608529 0.60410293],[6.13504183 3.99195394],[-0.50375689 -0.86193989],[3.35598092 6.31041502],[0.6009539  0.76973667],[5.23257201 6.09884996],[0.99344048 0.04439475]
[4.9417563  3.06512291],[-0.91204958 -0.31340001],[6.3521887  5.79118557],[ 0.63286562 -0.72552335],[3.30574793 5.78767504],[0.37043385 0.92938172],[5.68789396 3.96968113],[-0.99116223 -0.42533123],[5.92393961 3.78188047],[-0.57302421 -0.79899505],[3.00388127 4.49897329],[-0.47085478  0.83278916],[3.65218097 6.50923115],[0.84164482 0.56389223],[6.08299634 3.90703631],[-0.53651271 -0.83570585],[3.41820548 6.38610872],[0.64301713 0.74354698],[5.33177824 6.10231014],[0.99004112 0.02438107]
[4.84992518 3.03595664],[-0.92108916 -0.26656686],[6.41356974 5.71723798],[ 0.59196156 -0.75577271],[3.34445733 5.87942615],[0.40342795 0.90532339],[5.58830551 3.92859211],[-0.99815739 -0.39424404],[5.86484661 3.70311063],[-0.60718852 -0.77469797],[2.95894548 4.58329745],[-0.42843356  0.852685  ],[3.73747693 6.56348442],[0.86639324 0.52352108],[6.02752876 3.82462715],[-0.57181936 -0.81137184],[3.4844915  6.45900599],[0.68200204 0.71368601],[5.43010763 6.103276  ],[ 0.97431357 -0.00735886]
[4.75741724 3.01168601],[-0.92892127 -0.21883315],[6.47060562 5.64015611],[ 0.55359216 -0.78058526],[3.38621655 5.96851388],[0.43592879 0.88058765],[5.48791165 3.89042841],[-1.00828231 -0.36795874],[5.80246045 3.62692544],[-0.63957058 -0.74802268],[2.91808074 4.66930944],[-0.3881634   0.86780202],[3.82508949 6.613589  ],[0.88646946 0.47934793],[5.9687878  3.74494061],[-0.60505909 -0.78442681],[3.55440755 6.52863158],[0.71808001 0.68062914],[5.52682026 6.10098722],[ 0.95940804 -0.0389573 ]
[4.66388912 2.99190267],[-0.94143486 -0.17703732],[6.52389827 5.56081735],[ 0.51104628 -0.80691518],[3.43136295 6.05522933],[0.46756763 0.8542057 ],[5.38680847 3.85510077],[-1.01010535 -0.33508696],[5.73740337 3.55399468],[-0.66145353 -0.710501  ],[2.88181379 4.75725519],[-0.33620123  0.89143669],[3.91488463 6.65950252],[0.90517803 0.43487711],[5.90703922 3.66828503],[-0.63135528 -0.75013896],[3.62785094 6.59486649],[0.74981557 0.64316962],[5.62231237 6.0958158 ],[ 0.94841302 -0.06640598]
[4.56962452 2.97673784],[-0.94406928 -0.12663282],[6.57332352 5.47937077],[ 0.47658934 -0.82248813],[3.47983822 6.13942999],[0.50265752 0.83046571],[5.28570297 3.82321411],[-1.0132745  -0.30416464],[5.66983753 3.48451088],[-0.68953905 -0.67884418],[2.85050661 4.84714625],[-0.28956468  0.90626259],[4.00633357 6.70078184],[0.92652549 0.39380828],[5.84259675 3.59501076],[-0.65671837 -0.7145832 ],[3.7043584  6.65724861],[0.77895446 0.60316788],[5.71656859 6.08778661],[ 0.93359522 -0.09729505]
[4.47521748 2.96669863],[-0.94414063 -0.07439121],[6.61891912 5.39611025],[ 0.43573488 -0.84187076],[3.53192875 6.22131134],[0.53763784 0.80552692],[5.18428753 3.79436176],[-1.0155837  -0.27369691],[5.59978778 3.41853674],[-0.71099703 -0.64017038],[2.82391008 4.9384108 ],[-0.24447487  0.91651594],[4.09972231 6.73783967],[0.94540759 0.35178962],[5.77529558 3.52498847],[-0.68742877 -0.68398275],[3.7839815  6.71584376],[0.81484013 0.57024029],[5.80935894 6.07668246],[ 0.92464804 -0.12215536]
[4.38088728 2.96193129],[-0.94445457 -0.02323952],[6.66039238 5.31101303],[ 0.39405038 -0.8593046 ],[3.58723323 6.30037161],[0.56662294 0.77381092],[5.08295819 3.76882283],[-1.00865996 -0.23472527],[5.52733917 3.35619656],[-0.7370476  -0.60571384],[2.80169981 5.03045191],[-0.20138699  0.92232689],[4.19497401 6.77076667],[0.95786055 0.30525916],[5.70486275 3.45798282],[-0.7204227  -0.65535001],[3.86684614 6.77083885],[0.8415405  0.52889158],[5.90106495 6.06295387],[ 0.91056185 -0.15116528]
[4.28680707 2.96250051],[-0.93833128  0.03323523],[6.69767722 5.22428953],[ 0.34969694 -0.87664826],[3.6453028  6.37609931],[0.59725365 0.7431502 ],[4.9821227  3.74698272],[-1.00568894 -0.19977795],[5.45249108 3.29752434],[-0.76082881 -0.56865981],[2.78403629 5.12318501],[-0.15482196  0.928982  ],[4.29148378 6.79911324],[0.97387794 0.26374083],[5.6315326  3.39425191],[-0.747636   -0.62075613],[3.95242012 6.82177339],[0.86653267 0.48662671],[5.99103599 6.04601427],[ 0.88974173 -0.18678594]
[4.19295635 2.96825549],[-0.9376351  0.0825099],[6.73062819 5.13607799],[ 0.31045326 -0.88606014],[3.70682617 6.4491047 ],[0.63197886 0.71564601],[4.88165498 3.72868997],[-1.00430632 -0.16687782],[5.37550711 3.24281602],[-0.77762384 -0.52425061],[2.77097993 5.2164078 ],[-0.10592521  0.93533074],[4.3892442  6.82306051],[0.98381915 0.21806227],[5.55555071 3.33405368],[-0.77002058 -0.58125288],[4.03997969 6.86799254],[0.88468014 0.4379152 ],[6.07911683 6.02570314],[ 0.87290791 -0.21827618]
[4.0991869  2.97882015],[-0.93495903  0.13108371],[6.75961937 5.04700413],[ 0.27176438 -0.89268686],[3.7716975  6.51919442],[0.66421817 0.68486965],[4.78122412 3.71352537],[-1.00380625 -0.13614972],[5.29647531 3.19219977],[-0.80293291 -0.48803598],[2.76278587 5.31008669],[-0.05752708  0.93824341],[4.48801955 6.84256437],[0.99067994 0.17131983],[5.47738742 3.27787375],[-0.7951773  -0.54435855],[4.12966325 6.90968804],[0.90666583 0.39391342],[6.16551314 6.00228018],[ 0.85403597 -0.2510868 ]
[4.00585011 2.9942755 ],[-0.92913381  0.180105  ],[6.78440634 4.95704721],[ 0.22584735 -0.90402049],[3.83969091 6.58607231],[0.6950165 0.6520235],[4.6806179 3.7011183],[-1.00613386 -0.11017244],[5.21501128 3.14529882],[-0.8260312  -0.44978953],[2.75933262 5.40382595],[-0.01052042  0.93713998],[4.58721653 6.85720765],[0.99244578 0.12088438],[5.39690227 3.22557272],[-0.8140213  -0.50119178],[4.2211993  6.94668788],[0.92091931 0.3431096 ],[6.24995299 5.97553387],[ 0.83495975 -0.28349522]
[3.91331602 3.01472085],[-0.92311414  0.22662461],[6.80476818 4.86626449],[ 0.18119322 -0.91139189],[3.91080851 6.64968456],[0.72360114 0.61647467],[4.58014994 3.69159758],[-1.00224843 -0.07949466],[5.13140764 3.10238028],[-0.84746227 -0.41010781],[2.76060554 5.49735443],[0.03828355 0.93530806],[4.68674394 6.86703278],[0.99530967 0.07326388],[5.31431976 3.17737662],[-0.83718358 -0.46242931],[4.31395479 6.9784209 ],[0.93408535 0.29164011],[6.33252903 5.94563544],[ 0.81597043 -0.31481852]
[3.82190476 3.04018625],[-0.90441327  0.28302944],[6.82036593 4.77459852],[ 0.13240051 -0.91978668],[3.9845094 6.7094421],[0.75019467 0.57845813],[4.48026371 3.68529053],[-0.99436966 -0.04564191],[5.04553507 3.0632699 ],[-0.8674612  -0.36974604],[2.76656457 5.5903757 ],[0.08228518 0.92628075],[4.78663528 6.87228459],[0.99992994 0.02971137],[5.22965445 3.13327191],[-0.8551725  -0.41880674],[4.40764528 7.00464521],[0.9432323  0.23650198],[6.41317398 5.91262935],[ 0.79787679 -0.34407795]
[3.73191331 3.07070919],[-0.89381243  0.3283973 ],[6.83104422 4.682217  ],[ 0.08408099 -0.92451774],[4.06097162 6.76548245],[0.78170285 0.54508484],[4.38101109 3.68217727],[-0.9889877  -0.01519095],[4.9581588  3.02867816],[-0.88191664 -0.32407287],[2.77740607 5.68285262],[0.13307145 0.92134408],[4.88631047 6.87259728],[ 0.99535454 -0.0213404 ],[5.14303361 3.09335355],[-0.8769575  -0.37948681],[4.50274436 7.02591673],[0.95650208 0.18711566],[6.49180309 5.87656301],[ 0.77311908 -0.37867972]
[3.64358923 3.10620953],[-0.8716863   0.38212168],[6.83692239 4.58953268],[ 0.03225706 -0.92989172],[4.14038018 6.81798708],[0.80753778 0.50613284],[4.28269792 3.6824782 ],[-0.97919056  0.01916201],[4.86934789 2.99863694],[-0.89322251 -0.27573667],[2.79335339 5.77471957],[0.18680408 0.91640599],[4.98574244 6.8681225 ],[ 0.99368999 -0.06730167],[5.0545699  3.05766196],[-0.8938459  -0.33601408],[4.59904648 7.04222548],[0.96960681 0.13948908],[6.56799887 5.83713389],[ 0.74839453 -0.41206231]
[3.55738946 3.14684132],[-0.85129043  0.43097346],[6.83763129 4.4964922 ],[-0.01782949 -0.93020089],[4.22199708 6.86621376],[0.82558551 0.45924962],[4.18533451 3.68614999],[-0.96816553  0.05403039],[4.77948389 2.97349473],[-0.90467703 -0.22788443],[2.81449807 5.86576222],[0.23502753 0.90301356],[5.08500106 6.85918164],[ 0.9902584  -0.11218239],[4.96449466 3.02635024],[-0.90703349 -0.28970107],[4.69628367 7.05350265],[0.97623695 0.08751284],[6.64173859 5.79445114],[ 0.72784589 -0.43980082]
[3.47335144 3.19230331],[-0.82645883  0.48064174],[6.83307145 4.40332245],[-0.07325963 -0.9325348 ],[4.3058168  6.91015206],[0.84768986 0.41651977],[4.08909474 3.69329509],[-0.95384833  0.09156992],[4.6884114  2.95302785],[-0.91292717 -0.17784358],[2.84074808 5.9556206 ],[0.29006557 0.89375914],[5.18373851 6.84570963],[ 0.98399663 -0.15722523],[4.87338783 2.99993628],[-0.91689243 -0.24049069],[4.79427933 7.05979432],[0.98227728 0.03744223],[6.71359257 5.74926917],[ 0.70729648 -0.46547144]
[3.39209824 3.24286136],[-0.79859482  0.52984881],[6.82303379 4.31016389],[-0.12725362 -0.92997073],[4.39175791 6.94974275],[0.86976372 0.37410573],[3.99415125 3.70403531],[-0.94234949  0.12573086],[4.59663961 2.9376564 ],[-0.92188542 -0.12923143],[2.87228972 6.0441874 ],[0.34010175 0.87669625],[5.28174481 6.82775828],[ 0.98029006 -0.19696978],[4.78092181 2.97800751],[-0.93009584 -0.19600956],[4.89241124 7.06071494],[ 0.98386788 -0.01507402],[6.78298769 5.70120872],[ 0.67885026 -0.49719383]
[3.31339065 3.29789941],[-0.77731661  0.56839369],[6.80754799 4.21737011],[-0.1829925  -0.92593579],[4.47961461 6.9848282 ],[0.88639984 0.32675197],[3.90020859 3.71798241],[-0.93512052  0.1542843 ],[4.50374324 2.92682363],[-0.93259055 -0.08436513],[2.90894091 6.13104186],[0.39351779 0.86060375],[5.37885668 6.80547331],[ 0.96247094 -0.24794753],[4.68770618 2.96104996],[-0.93526133 -0.14440752],[4.99102855 7.05686944],[ 0.98642206 -0.06325078],[6.84966538 5.65019722],[ 0.65292423 -0.52448298]
[3.23721039 3.35697416],[-0.74374111  0.61498884],[6.78669328 4.12533977],[-0.23674123 -0.9170118 ],[4.5690549  7.01512062],[0.90153496 0.27838679],[3.80726071 3.73497752],[-0.92464683  0.18451696],[4.41015454 2.92076341],[-0.93747067 -0.0355852 ],[2.95106353 6.21628282],[0.44764217 0.8425577 ],[5.47433216 6.77833066],[ 0.94547267 -0.29607425],[4.5937798  2.94899593],[-0.94284962 -0.0966072 ],[5.08915858 7.04758455],[ 0.97769843 -0.12051793],[6.91309697 5.59590158],[ 0.61796807 -0.55881602]
[3.16453725 3.42066141],[-0.70824361  0.65953568],[6.76055053 4.03442153],[-0.2869339  -0.90189193],[4.6598609  7.04046188],[0.91177619 0.22575821],[3.71534077 3.75488938],[-0.91209427  0.21512618],[4.31589513 2.91927406],[-0.94308808  0.00993394],[2.99818603 6.29920462],[0.49725894 0.81806003],[5.56797804 6.74635203],[ 0.92926249 -0.34116371],[4.49930922 2.94184865],[-0.94560148 -0.04564856],[5.18667221 7.03295077],[ 0.97143922 -0.17268174],[6.9729455  5.53819548],[ 0.57876034 -0.59515355]
[3.09582285 3.48900413],[-0.66610728  0.70653133],[6.72924938 3.94499209],[-0.33699954 -0.88430668],[4.75184586 7.06072819],[0.92546008 0.17742823],[3.62492819 3.77805374],[-0.89577484  0.24835819],[4.22147438 2.92262006],[-0.94326718  0.05862387],[3.0502657  6.37957785],[0.54396346 0.78889375],[5.65984944 6.70985121],[ 0.90879999 -0.38769177],[4.40483321 2.94000185],[-0.94557885  0.00675275],[5.2832373  7.01291951],[ 0.95951938 -0.22778517],[7.0292122  5.47731909],[ 0.54573688 -0.6227827 ]
[3.0307527  3.56126041],[-0.63409453  0.73909184],[6.69274289 3.85723158],[-0.39186576 -0.86922587],[4.84493696 7.07596659],[0.93618528 0.12746376],[3.53646209 3.80481467],[-0.87591805  0.28436077],[4.12726794 2.93095346],[-0.93818485  0.11034029],[3.10700241 6.45695399],[0.59003729 0.75773429],[5.7496489 6.6688148],[ 0.886091   -0.43365864],[4.31041097 2.94335997],[-0.94483162  0.0580127 ],[5.37856879 6.98747883],[ 0.94453325 -0.28304659],[7.08214017 5.41377708],[ 0.51144507 -0.64898924]
[2.96957674 3.63724908],[-0.59089912  0.77847392],[6.65068333 3.77104361],[-0.44750885 -0.85238506],[4.93906694 7.08626403],[0.94634978 0.07881562],[3.44998163 3.835127  ],[-0.85373716  0.32164517],[4.03394576 2.94474669],[-0.9283797   0.16505926],[3.16820965 6.53101703],[0.6334785  0.72280825],[5.83700755 6.62315179],[ 0.85910511 -0.48112927],[4.21620896 2.95187441],[-0.93916325  0.11195188],[5.47227777 6.95653704],[ 0.92712798 -0.33777459],[7.13146854 5.34758372],[ 0.47064795 -0.67882787]
[2.91294847 3.71717557],[-0.54284165  0.81813575],[6.60317955 3.68677083],[-0.50077468 -0.83103463],[5.0339143  7.09149319],[0.95261696 0.02829067],[3.36562334 3.86901656],[-0.83375947  0.35553294],[3.94149144 2.96378668],[-0.92062704  0.21529151],[3.23370539 6.60148535],[0.67860946 0.68867562],[5.92164524 6.57285934],[ 0.83250805 -0.52530365],[4.12270665 2.96581482],[-0.9326698   0.16462505],[5.56411996 6.92015503],[ 0.9090937  -0.38987132],[7.17626425 5.27812141],[ 0.42549098 -0.70962154]
[2.860942   3.80065521],[-0.49782033  0.85019169],[6.55081103 3.60517036],[-0.54753707 -0.8018036 ],[5.12961608 7.09204738],[ 0.95881101 -0.01930953],[3.28302133 3.90596673],[-0.81938455  0.38192862],[3.84990419 2.98778943],[-0.91205015  0.26326709],[3.30424803 6.66904075],[0.72924335 0.6594671 ],[6.00358245 6.51827135],[ 0.80726068 -0.5648398 ],[4.0297816  2.98480499],[-0.92529844  0.21518932],[5.65410931 6.87870698],[ 0.88924839 -0.43991704],[7.21631781 5.20553625],[ 0.37504377 -0.74194907]
[2.81361574 3.88729726],[-0.44935876  0.88122188],[6.4937319  3.52651531],[-0.59560988 -0.77276515],[5.22541173 7.08744127],[ 0.95450859 -0.07507333],[3.20220176 3.94579151],[-0.79619881  0.41510862],[3.75957345 3.01682993],[-0.8941707  0.3174676],[3.37920191 6.73301641],[0.76792071 0.61821708],[6.08283697 6.4597484 ],[ 0.77865341 -0.60423002],[3.93766779 3.00876984],[-0.91437109  0.26607677],[5.74193395 6.83226962],[ 0.86597302 -0.48946614],[7.25143096 5.13002689],[ 0.32749804 -0.76734354]
[2.77115773 3.97684216],[-0.39877014  0.90996112],[6.43169667 3.45066944],[-0.64184853 -0.7408681 ],[5.32067089 7.07723747],[ 0.95008555 -0.12905991],[3.12377529 3.98893004],[-0.77290949  0.44676591],[3.67123109 3.05135966],[-0.87323648  0.37205428],[3.45795868 6.79281032],[0.80341448 0.5739915 ],[6.15907418 6.39730153],[ 0.74688303 -0.64334094],[3.84698761 3.03801656],[-0.899001    0.31852213],[5.82740253 6.78104908],[ 0.84167959 -0.53594354],[7.28143658 5.051833  ],[ 0.27304948 -0.795354  ]
[2.73380984 4.06908568],[-0.34737225  0.93506583],[6.36547998 3.3784828 ],[-0.6852697  -0.70565877],[5.41555704 7.06185543],[ 0.94221102 -0.18357625],[3.04754851 4.03500852],[-0.75245195  0.4735846 ],[3.58481627 3.09102013],[-0.85461265  0.42093062],[3.54008095 6.84801141],[0.83988802 0.53112647],[6.23200946 6.33099203],[ 0.71162473 -0.68247211],[3.758178   3.07269383],[-0.87801197  0.37366195],[5.91034039 6.72528698],[ 0.81884177 -0.57677739],[7.3064338  4.97148582],[ 0.22398758 -0.8138306 ]
[2.7017299  4.16375219],[-0.29383666  0.95790438],[6.29508156 3.30999449],[-0.72431066 -0.665772  ],[5.50923377 7.04070921],[ 0.93043864 -0.23978151],[2.97390921 4.08420884],[-0.72097657  0.50950025],[3.5004862  3.13560063],[-0.82922854  0.47282817],[3.62557694 6.89869398],[0.87054518 0.4832895 ],[6.30126685 6.26079245],[ 0.67734663 -0.71709994],[3.67136245 3.11261086],[-0.85689292  0.42551936],[5.99084885 6.66551459],[ 0.79480172 -0.61446174],[7.3259114  4.88890566],[ 0.16606066 -0.83646932]
[2.67490958 4.2603979 ],[-0.24261213  0.97439819],[6.2205233  3.24524047],[-0.76700644 -0.62957967],[5.60180624 7.01416443],[ 0.920668   -0.29083972],[2.90310054 4.13658917],[-0.69511513  0.53780959],[3.41892523 3.18542467],[-0.80188289  0.52312405],[3.71420294 6.9447141 ],[0.9033632  0.43883116],[6.3674521  6.18766101],[ 0.64345553 -0.74786096],[3.5866399  3.15750965],[-0.83534354  0.47397739],[6.0686257  6.60185774],[ 0.76158346 -0.65717759],[7.33951549 4.80422588],[ 0.10348804 -0.85870631]
[2.65346087 4.35874449],[-0.18762322  0.99071359],[6.14180706 3.18419482],[-0.80599902 -0.59019007],[5.69317647 6.98247122],[ 0.90511101 -0.34402901],[2.83513509 4.19194719],[-0.66482318  0.56834689],[3.3402945  3.24027581],[-0.76832374  0.57567761],[3.80566427 6.98591999],[0.92804994 0.38777697],[6.43000915 6.11138799],[ 0.6067939 -0.7779232],[3.50425674 3.20723839],[-0.81049784  0.52172786],[6.14296312 6.53400587],[ 0.72645442 -0.69790536],[7.34692415 4.71765771],[ 0.04414566 -0.87241868]
[2.63709792 4.45814918],[-0.13752656  0.99899707],[6.05919556 3.12704979],[-0.84531898 -0.55209635],[5.78267679 6.94531356],[ 0.88305916 -0.40038803],[2.77026383 4.2503098 ],[-0.63472017  0.59639305],[3.26505667 3.30021923],[-0.73681977  0.62206768],[3.89948538 7.02198762],[0.94979454 0.33536059],[6.48872898 6.03210865],[ 0.56384303 -0.81080227],[3.4245384  3.26171668],[-0.78189671  0.56915229],[6.21391698 6.46240834],[ 0.69145664 -0.73455566],[7.3485745  4.63011856],[-0.0160897  -0.88257298]
[2.62583906 4.55832967],[-0.08318477  1.0085476 ],[5.97303746 3.07403296],[-0.87609344 -0.50677603],[5.87012193 6.90284586],[ 0.86513727 -0.44889756],[2.70837492 4.3113272 ],[-0.60138658  0.62521704],[3.19304881 3.36465817],[-0.70281975  0.66646721],[3.99519729 7.0526162 ],[0.96281251 0.27574589],[6.54301288 5.94959023],[ 0.52246387 -0.83838969],[3.34789195 3.32094734],[-0.75339686  0.61235825],[6.28104392 6.38701552],[ 0.65067029 -0.77305232],[7.34351558 4.54115539],[-0.08195013 -0.89270346]
[2.62018517 4.65944743],[-0.03039171  1.01285214],[5.88423855 3.02593285],[-0.89966227 -0.45524654],[5.95558153 6.85554999],[ 0.84364663 -0.49669261],[2.6501771  4.37545627],[-0.56603506  0.65346604],[3.12472399 3.43359282],[-0.6631646   0.71196375],[4.09234089 7.07746445],[0.98143152 0.22317061],[6.5930357  5.86436331],[ 0.47776742 -0.86575763],[3.27410986 3.38429353],[-0.7219212   0.65415404],[6.34429537 6.30817149],[ 0.61320044 -0.80434508],[7.33209383 4.45164659],[-0.14450256 -0.89476884]
[2.61971165 4.76076441],[0.02042414 1.01257576],[5.79318458 2.98303862],[-0.92069341 -0.40214908],[6.03878744 6.80358655],[ 0.81904446 -0.54327294],[2.59518039 4.44194497],[-0.52980793  0.67995157],[3.06048216 3.50696121],[-0.62383198  0.75245574],[4.19101882 7.0968506 ],[0.99323103 0.16613509],[6.63862865 5.77662041],[ 0.4344774  -0.88820779],[3.20369555 3.45182479],[-0.68791058  0.69419706],[6.40308006 6.22568138],[ 0.56632275 -0.84094062],[7.31462745 4.36234336],[-0.20626795 -0.89206179]
[2.62450086 4.86210445],[0.07410614 1.01253079],[5.70016853 2.94554244],[-0.93914846 -0.34749554],[6.11928201 6.74692496],[ 0.78944355 -0.59063956],[2.5444757  4.51160253],[-0.4828008   0.71412772],[3.0005523  3.58451849],[-0.57572725  0.79690835],[4.29090878 7.11069338],[1.00336757 0.11003588],[6.67969456 5.68660587],[ 0.38735886 -0.91100771],[3.13689139 3.52335369],[-0.64661473  0.73720455],[6.45791956 6.14045748],[ 0.52538102 -0.86801277],[7.2906695  4.27321251],[-0.2750553  -0.89200315]
[2.63465249 4.96329723],[0.12756241 1.00959479],[5.60516172 2.91329318],[-0.95854481 -0.29538854],[6.19666385 6.68558475],[ 0.75736393 -0.63626556],[2.49849841 4.58453078],[-0.43608881  0.74451137],[2.94537287 3.66621095],[-0.52752446  0.83645276],[4.39183467 7.11909221],[1.01483381 0.05839227],[6.71612367 5.59455733],[ 0.33976492 -0.9308667 ],[3.0740666  3.59881473],[-0.61011615  0.77108642],[6.50859459 6.05263795],[ 0.48559712 -0.89038289],[7.25992935 4.18441011],[-0.34054345 -0.88426228]
[2.65020191 5.06412115],[0.18272918 1.00580029],[5.50852126 2.88648156],[-0.97715705 -0.24416685],[6.27070596 6.61976642],[ 0.72054989 -0.6822952 ],[2.45705791 4.66018429],[-0.39169239  0.76905735],[2.89487446 3.75147237],[-0.48345681  0.86704263],[4.49358033 7.12217861],[1.0205426  0.00455822],[6.74765254 5.50055887],[ 0.29021369 -0.94908934],[3.01502828 3.67759062],[-0.5722899   0.80212265],[6.55519714 5.96264861],[ 0.44501809 -0.91031907],[7.22275144 4.0966731 ],[-0.40334715 -0.87036006]
[2.67110424 5.16428072],[0.23527084 0.99707063],[5.40977102 2.86438521],[-0.99592066 -0.19637154],[6.34113686 6.54963399],[ 0.68700751 -0.72066974],[2.4206035  4.73864739],[-0.33953249  0.79737522],[2.84891527 3.83970374],[-0.43517745  0.89738813],[4.59579685 7.11997315],[ 1.02307386 -0.04876233],[6.77408133 5.40477582],[ 0.23730936 -0.96699453],[2.96006872 3.75955957],[-0.53047193  0.83301326],[6.59726316 5.87036013],[ 0.39673839 -0.93440616],[7.17914337 4.01033467],[-0.46336552 -0.85061734]
