[2.66310151 6.2687702 ],[ 0.95820972 -1.95182424],[3.64149584 7.95218371],[-2.5267865  -1.09509599],[3.06765359 8.63733628],[3.95452837 2.84772856],[4.91875271 2.79933979],[-0.22407195 -3.15831855],[4.16828142 1.90028418],[4.61404275 4.07445986],[8.2501269 8.672318 ],[ 4.90119499 -4.2504091 ],[0.27258746 9.85072984],[2.10532227 1.58450069],[5.43730583 4.26616345],[-2.06835852 -1.21081728],[2.30250421 9.64058639],[-1.24602281 -2.72822467],[5.74091938 5.00397637],[4.32271038 2.25075505]
[6.92183869 5.76656732],[0.26617292 0.94137538],[4.95720057 4.08760074],[ 0.98929516 -0.08847085],[6.6907621  4.92583879],[-0.53389511 -0.84488174],[2.65037848 6.06754194],[-0.09282332  0.91417654],[5.82948261 7.94618395],[-0.98135743  0.27815698],[4.76881044 3.86644627],[-0.96960107  0.05693229],[6.58439511 7.76848936],[ 0.59578966 -0.85698332],[3.75687799 7.76014573],[0.82046143 0.56716194],[4.69117871 4.03689219],[ 1.03797258 -0.04203656],[3.59027798 7.66714852],[-0.72485952 -0.6786205 ]
[6.94619803 5.86119918],[0.21986529 0.94985508],[5.05628864 4.0811479 ],[ 0.99343869 -0.03910427],[6.63555497 4.84292586],[-0.57291993 -0.81601998],[2.64418913 6.15966237],[-0.03090069  0.92752487],[5.73057148 7.97144014],[-0.99471479  0.22867828],[4.67190609 3.87474837],[-0.96612035  0.1109412 ],[6.64157753 7.68083745],[ 0.55151714 -0.89160345],[3.84060689 7.81472514],[0.85404629 0.52460847],[4.79478487 4.03494605],[1.03514355 0.00424422],[3.51964788 7.59722316],[-0.68530164 -0.71739245]
[6.96550298 5.95622563],[0.16863033 0.95290159],[5.15589437 4.07990098],[0.99683682 0.01276425],[6.57645759 4.76294038],[-0.60992005 -0.78457199],[2.64401763 6.25271519],[0.0278967  0.93332196],[5.63070313 7.99199459],[-1.00416933  0.18047487],[4.57543341 3.88839406],[-0.96123749  0.16352184],[6.69468702 7.59030278],[ 0.50986536 -0.91922144],[3.92728203 7.86468271],[0.87814551 0.47341426],[4.89844489 4.03806263],[1.03965605 0.06021166],[3.45287241 7.52331653],[-0.64829689 -0.75871901]
[6.98007607 6.0518881 ],[0.1214772  0.95868319],[5.2552686  4.08338443],[0.99182776 0.05836267],[6.51325747 4.6857258 ],[-0.65035543 -0.7559834 ],[2.64986381 6.3462789 ],[0.09087041 0.93914035],[5.5301013  8.00780508],[-1.00664245  0.13672832],[4.47967079 3.90737177],[-0.95349325  0.21593602],[6.74346797 7.49705357],[ 0.46501543 -0.9458255 ],[4.01646234 7.90965201],[0.9058059 0.4266437],[5.00231018 4.04669269],[1.03711496 0.1121741 ],[3.39006199 7.44555471],[-0.60582958 -0.79428776]
[6.98962319 6.14775786],[0.0685747 0.9576467],[5.35447822 4.09189042],[0.99107218 0.11084185],[6.44648916 4.61186069],[-0.68359469 -0.71993938],[2.66178764 6.44000124],[0.14925563 0.93639697],[5.4290488  8.01892796],[-1.01167137  0.08811113],[4.38502118 3.9317689 ],[-0.93873711  0.27234592],[6.78766729 7.40125107],[ 0.41715492 -0.97134579],[4.10834896 7.94996537],[0.92935554 0.37741031],[5.10538268 4.06005967],[1.02530317 0.15615656],[3.33175965 7.36451507],[-0.56200637 -0.82810212]
[6.9940608  6.24365471],[0.01866262 0.95834892],[5.45307234 4.10521237],[0.98184436 0.15695246],[6.3763203  4.54153142],[-0.71731456 -0.68423046],[2.67987945 6.53358788],[0.21183496 0.93400087],[5.3277105  8.02529046],[-1.0153097   0.03855886],[4.29188549 3.9616992 ],[-0.92343992  0.32624859],[6.82681288 7.30284819],[ 0.36721408 -0.99460307],[4.20233808 7.98517502],[0.950925   0.32765604],[5.20742483 4.07802691],[1.01461357 0.20241132],[3.27796489 7.28025492],[-0.51499503 -0.85801043]
[6.99347213 6.33950207],[-0.02784516  0.9607826 ],[5.55083426 4.12333633],[0.97417759 0.20665004],[6.30299285 4.47499049],[-0.75083371 -0.64826561],[2.70387257 6.62640868],[0.26752398 0.92157809],[5.22601858 8.02657216],[-1.01649694 -0.01136078],[4.20046224 3.99703613],[-0.90450785  0.38036406],[6.86122977 7.20256419],[ 0.3213492  -1.01037543],[4.29849416 8.01552976],[0.96817749 0.27582026],[5.30823362 4.10050929],[1.00003536 0.24586289],[3.22915774 7.19332516],[-0.46186562 -0.88115224]
[6.98832152 6.43554718],[-0.0766103   0.95824251],[5.64772738 4.14644804],[0.96290449 0.25501519],[6.22636804 4.41209505],[-0.78184778 -0.60992883],[2.73358962 6.71801212],[0.32784764 0.91110574],[5.12419652 8.02270814],[-1.01713593 -0.0634432 ],[4.11078154 4.03744269],[-0.88811332  0.42799513],[6.89094609 7.10073796],[ 0.27084304 -1.02769708],[4.3962106  8.04062927],[0.98570446 0.22620389],[5.40775528 4.12756587],[0.98986216 0.29499828],[3.18519335 7.10365775],[-0.41679763 -0.91116106]
[6.97808098 6.53103365],[-0.12480605  0.95435271],[5.7431956  4.17418154],[0.94599052 0.2993186 ],[6.1466964  4.35307519],[-0.81316808 -0.57219367],[2.76915301 6.80824657],[0.38449604 0.89428091],[5.02261089 8.01381596],[-1.01208212 -0.11213779],[4.02349708 4.08317838],[-0.86075016  0.48294483],[6.91557681 6.99732269],[ 0.22183952 -1.04004699],[4.49548684 8.06070768],[0.99743142 0.17346723],[5.50597614 4.15933264],[0.97588013 0.34183772],[3.14582195 7.01117371],[-0.37057998 -0.93809196]
[6.96318894 6.62615545],[-0.17318385  0.94742945],[5.83701374 4.20645273],[0.93014373 0.34615821],[6.06387684 4.29778227],[-0.84436334 -0.5350255 ],[2.81096637 6.89724009],[0.44911185 0.882519  ],[4.92172033 8.00016042],[-1.00390922 -0.15941764],[3.93889252 4.13416125],[-0.83132392  0.53607344],[6.93539441 6.89290007],[ 0.17483921 -1.04776023],[4.59585602 8.07555598],[1.00947566 0.12361104],[5.60272096 4.1957799 ],[0.95809547 0.38628098],[3.11149056 6.91650488],[-0.31745514 -0.95636385]
[6.94321873 6.72022668],[-0.22567544  0.93417028],[5.92923266 4.24349023],[0.91234165 0.39282997],[5.97828636 4.24651063],[-0.86654737 -0.48963987],[2.85888924 6.98458267],[0.50957019 0.86428914],[4.82190749 7.9819657 ],[-0.99008786 -0.20232821],[3.8569168  4.18993274],[-0.80765467  0.57912606],[6.95051351 6.78781875],[ 0.12664428 -1.05440751],[4.69700666 8.08513005],[1.01608295 0.07101693],[5.69741423 4.23643661],[0.93525417 0.42634357],[3.08200173 6.8196506 ],[-0.27160244 -0.97942284]
[6.91826725 6.81311885],[-0.27291219  0.92356809],[6.0194263  4.28501063],[0.89417126 0.44046989],[5.89035471 4.19962195],[-0.88971048 -0.44600459],[2.91236856 7.0695299 ],[0.55867404 0.83331647],[4.72327905 7.9592218 ],[-0.98022713 -0.25057246],[3.7776243  4.25010141],[-0.77668096  0.62502025],[6.96082515 6.68220305],[ 0.07879826 -1.05835866],[4.79888734 8.0896831 ],[1.02106491 0.02014783],[5.78991576 4.28122217],[0.91634965 0.47099451],[3.05738782 6.72092137],[-0.22019781 -0.99418104]
[6.88850598 6.90471202],[-0.32344897  0.90670598],[6.10779151 4.33137219],[0.87370904 0.48752029],[5.80054839 4.15750314],[-0.9061222  -0.39617875],[2.97068044 7.15127319],[0.60633241 0.80032359],[4.62577822 7.9317125 ],[-0.97134138 -0.3015355 ],[3.70157133 4.31478617],[-0.7403828   0.67194668],[6.96614239 6.5761119 ],[ 0.0273932  -1.06328703],[4.90128545 8.08934559],[ 1.02523658 -0.02788102],[5.88031857 4.33031123],[0.89175014 0.51084585],[3.03791136 6.62083825],[-0.1694037  -1.00698165]
[6.85411162 6.9948881 ],[-0.36633847  0.89423154],[6.19384065 4.38223495],[0.84622711 0.52873769],[5.7087274  4.11994761],[-0.92430794 -0.34925313],[3.03393344 7.2298681 ],[0.65971602 0.7725724 ],[4.52922531 7.89904589],[-0.95861044 -0.35090888],[3.62924713 4.38404833],[-0.70565819  0.71299673],[6.96657919 6.46989997],[-0.01922851 -1.06127588],[5.00394402 8.08423461],[ 1.02616979 -0.07534957],[5.96823928 4.38339082],[0.86634801 0.55041492],[3.02332234 6.51944166],[-0.12095128 -1.01886536]
[6.81498965 7.0832158 ],[-0.41480792  0.87306613],[6.27743699 4.43756155],[0.82434864 0.57658116],[5.61544467 4.08740159],[-0.94093088 -0.30153415],[3.10226848 7.30541746],[0.71110477 0.74262578],[4.43424095 7.86166441],[-0.94112535 -0.39690019],[3.56033538 4.45713642],[-0.67108059  0.7495457 ],[6.96237375 6.36399702],[-0.06298168 -1.0548388 ],[5.10640226 8.07425823],[ 1.02374493 -0.12272133],[6.05332005 4.44014155],[0.83648944 0.58578639],[3.0138509  6.41727919],[-0.07207475 -1.02741275]
[6.77124409 7.16948385],[-0.46194763  0.84995327],[6.35811158 4.49697754],[0.79073332 0.61334338],[5.52084169 4.05991672],[-0.95109239 -0.24834189],[3.17569396 7.37793553],[0.75474562 0.70526543],[4.3409487  7.81956289],[-0.92447893 -0.44502436],[3.49518067 4.53396476],[-0.63005813  0.78824921],[6.95407179 6.25903684],[-0.10493921 -1.04609368],[5.2084182  8.05952202],[ 1.01755298 -0.17033669],[6.13589905 4.50093461],[0.81203108 0.62707094],[3.00921032 6.31438402],[-0.02153586 -1.03072761]
[6.72284593 7.25334203],[-0.50715223  0.82548822],[6.43555687 4.5602253 ],[0.75660708 0.65004233],[5.42509964 4.03757296],[-0.96370984 -0.19880086],[3.25351402 7.44678782],[0.79737724 0.66776699],[4.24979413 7.77307443],[-0.89896531 -0.48506162],[3.43422815 4.61454565],[-0.58995572  0.82173548],[6.94136151 6.15480351],[-0.14953295 -1.0386452 ],[5.30986985 8.0402723 ],[ 1.00836198 -0.2171784 ],[6.21564305 4.5654831 ],[0.78215467 0.66317337],[3.00922611 6.21094481],[ 0.02317761 -1.03600083]
[6.670041   7.33469267],[-0.54884517  0.80099902],[6.50959555 4.62716726],[0.72248705 0.68708915],[5.32851891 4.0205447 ],[-0.96973931 -0.14390024],[3.33555859 7.511914  ],[0.84121822 0.63284107],[4.16108554 7.72245581],[-0.87546562 -0.52758464],[3.37725507 4.6982406 ],[-0.55037531  0.85069927],[6.92446904 6.05164824],[-0.19051131 -1.02665785],[5.41018754 8.01628339],[ 0.99423829 -0.26584589],[6.29265065 4.63390063],[0.75585707 0.70297267],[3.01426579 6.10769086],[ 0.07623747 -1.02998007]
[6.61287402 7.41322248],[-0.59251232  0.77096626],[6.58028079 4.69788412],[0.69068594 0.72666255],[5.23112138 4.00870314],[-0.97679807 -0.09183292],[3.42125894 7.5729001 ],[0.87408254 0.58853439],[4.07517247 7.66801363],[-0.84361445 -0.56197158],[3.32438896 4.78479142],[-0.5053333  0.8812607],[6.9033444  5.94961005],[-0.23180625 -1.01384216],[5.50885491 7.98732154],[ 0.97910708 -0.3128812 ],[6.36657492 4.70583935],[0.72142313 0.73448497],[3.02474431 6.00528458],[ 0.13260567 -1.01847544]
[6.55152019 7.48874557],[-0.63438304  0.7390504 ],[6.64736373 4.77213865],[0.6527512  0.76012361],[5.1329222  4.00186185],[-0.98464707 -0.04301942],[3.51024777 7.62954849],[0.90392006 0.54304748],[3.99201896 7.60969802],[-0.81445006 -0.59931951],[3.27612019 4.87428661],[-0.45951871  0.90855865],[6.87788052 5.8487039 ],[-0.27745621 -1.00399681],[5.60575981 7.95355409],[ 0.9592036  -0.36173478],[6.43688748 4.78074652],[0.6876935  0.76639471],[3.0405073  5.90379896],[ 0.18128114 -1.01199027]
[6.48613001 7.56104101],[-0.67565236  0.70399119],[6.71069232 4.8497711 ],[0.61445569 0.79302466],[5.03429089 4.0001241 ],[-0.98536852  0.01046008],[3.602025   7.68154067],[0.93485445 0.50051987],[3.91189917 7.54775862],[-0.78435481 -0.63583493],[3.232894   4.96676202],[-0.40944545  0.93577724],[6.84818525 5.74918428],[-0.31720308 -0.98708394],[5.70083787 7.91522286],[ 0.94136145 -0.40525355],[6.50363364 4.85863095],[0.64692239 0.79087041],[3.06104008 5.80304537],[ 0.23188719 -0.99994558]
[6.41661556 7.62964364],[-0.71418571  0.66786477],[6.77054067 4.93101442],[0.58111099 0.83021396],[4.93581325 4.00386002],[-0.98284686  0.06515948],[3.69665459 7.72916813],[0.95703218 0.45170672],[3.83557715 7.48296295],[-0.74654504 -0.66445172],[3.19442026 5.06151738],[-0.35805661  0.96067436],[6.81436857 5.65125526],[-0.36013354 -0.97234235],[5.79400944 7.8725899 ],[ 0.92614235 -0.44268029],[6.56636675 4.93901074],[0.60821788 0.81705195],[3.08684383 5.70384488],[ 0.28495072 -0.98284587]
[6.34356728 7.69476086],[-0.74837146  0.63225901],[6.82651508 5.01539522],[0.53732348 0.85615073],[4.83776356 4.01313309],[-0.97877872  0.11919433],[3.79349946 7.77202109],[0.97793898 0.40383393],[3.76299011 7.41526166],[-0.70576415 -0.69006995],[3.16107714 5.15856034],[-0.30440293  0.98388416],[6.77636147 5.55496589],[-0.40033672 -0.95373573],[5.88557305 7.82633515],[ 0.90376961 -0.48325725],[6.62545575 5.02220248],[0.57187408 0.84490891],[3.11801944 5.60654823],[ 0.33689102 -0.96426296]
[6.2669705  7.75599389],[-0.78236405  0.59296032],[6.87842547 5.10264011],[0.49980801 0.8873283 ],[4.74036384 4.02792652],[-0.97062862  0.17478467],[3.89222554 7.8099902 ],[0.99271065 0.35206006],[3.69408007 7.34459753],[-0.67269926 -0.72340766],[3.1332311  5.25783783],[-0.25335833  1.00028252],[6.73448286 5.4607207 ],[-0.43910011 -0.93301067],[5.97487854 7.77616456],[ 0.87879673 -0.5231722 ],[6.68052119 5.10775828],[0.52876887 0.86538551],[3.15423075 5.51110737],[ 0.38508423 -0.94614316]
[6.18709399 7.81322313],[-0.81511344  0.55105355],[6.92628244 5.19262844],[0.45593182 0.91077759],[4.64385116 4.04820956],[-0.95992264  0.23010555],[3.99284949 7.84332322],[1.0174003  0.31306409],[3.62820965 7.27033981],[-0.64364012 -0.76054761],[3.11041649 5.35851982],[-0.2034548   1.01246458],[6.68888437 5.36873768],[-0.47199759 -0.90585943],[6.06133451 7.72179281],[ 0.8497915  -0.56426976],[6.73131732 5.19537444],[0.48763905 0.88726784],[3.19508282 5.41748962],[ 0.43098639 -0.92654854]
[6.10399939 7.86612326],[-0.84666918  0.50638146],[6.9691641  5.28434232],[0.40545829 0.92705782],[4.54845855 4.07392472],[-0.94696269  0.28455273],[4.09507738 7.87205812],[1.02951427 0.26445065],[3.5660078  7.19314689],[-0.60125782 -0.78407052],[3.09274775 5.46042609],[-0.1501439   1.02494631],[6.63977109 5.27925688],[-0.50921188 -0.88261718],[6.14478483 7.6633557 ],[ 0.81905442 -0.60410629],[6.77793121 5.28506962],[0.4447151  0.90650936],[3.24030714 5.32580769],[ 0.47571054 -0.90424264]
[6.01831536 7.91493756],[-0.86993707  0.46645049],[7.00754197 5.3781635 ],[0.36169221 0.94858408],[4.45458066 4.10514614],[-0.93126667  0.33857067],[4.19856674 7.89612491],[1.03904123 0.21617904],[3.50802336 7.11359033],[-0.56015663 -0.80866562],[3.08016846 5.56319218],[-0.10201118  1.02951062],[6.58691079 5.19211085],[-0.54586152 -0.85808402],[6.22536157 7.6012943 ],[ 0.79271168 -0.63631175],[6.82043824 5.37682033],[0.40440524 0.92719208],[3.28977884 5.23631901],[ 0.51815684 -0.88045239]
[5.93049314 7.95978312],[-0.88789995  0.4286046 ],[7.0414352  5.47393682],[0.31242549 0.96284301],[4.36221789 4.1415305 ],[-0.91716845  0.38719655],[4.30270378 7.91517735],[1.0432617  0.16485109],[3.45406282 7.0315096 ],[-0.52015482 -0.83389862],[3.07210458 5.6660441 ],[-0.05526021  1.0311811 ],[6.53042759 5.10749357],[-0.58089017 -0.83133318],[6.30351627 7.53639631],[ 0.76891747 -0.66257302],[6.85869694 5.47036275],[0.36279356 0.94534938],[3.34350741 5.14940038],[ 0.56095001 -0.85277858]
[5.84038787 8.0001908 ],[-0.91257825  0.38047762],[7.07024625 5.57092487],[0.26571606 0.97857038],[4.2714342  4.18273805],[-0.89858872  0.43613203],[4.40721202 7.92915364],[1.046262   0.11450442],[3.40389524 6.94673922],[-0.48190654 -0.85997223],[3.06920676 5.7694174 ],[-0.00285435  1.03571371],[6.47057412 5.02570361],[-0.61539002 -0.80365701],[6.37871322 7.46844824],[ 0.73724472 -0.69365985],[6.89250487 5.56536571],[0.31426511 0.95545314],[3.40187521 5.06577114],[ 0.60722575 -0.81843578]
[5.74807123 8.03585707],[-0.93454501  0.33138997],[7.09410306 5.6691226 ],[0.21363253 0.98734508],[4.18266791 4.2287963 ],[-0.87729042  0.48380579],[4.51198448 7.93818425],[1.04868561 0.06609927],[3.35774121 6.85960235],[-0.43930936 -0.88069645],[3.07150227 5.87306358],[0.04922261 1.03728998],[6.40754087 4.94696986],[-0.64677973 -0.77255383],[6.45079964 7.39759707],[ 0.706291  -0.7210763],[6.9217346  5.66160062],[0.26899974 0.96763651],[3.46471202 4.98558594],[ 0.64824406 -0.78591003]
[5.65393398 8.06681248],[-0.95160808  0.28383987],[7.11289944 5.76827151],[0.16385348 0.99675314],[4.09651261 4.27991334],[-0.84695572  0.53679314],[4.61692932 7.94244513],[1.04949001 0.01894931],[3.31601568 6.77060236],[-0.39465842 -0.89855687],[3.07896705 5.97670079],[0.09924099 1.03442666],[6.34165538 4.87164485],[-0.67298547 -0.73603677],[6.51968459 7.32404183],[ 0.66970316 -0.75126355],[6.94615096 5.75871125],[0.21902715 0.97411655],[3.53157407 4.90876193],[ 0.68738573 -0.75156168]
[5.55819465 8.0929547 ],[-0.96439239  0.23723243],[7.1268962  5.86841941],[0.11628271 1.00599364],[4.01306423 4.33580708],[-0.82084535  0.58154597],[4.72178355 7.94196632],[ 1.0461427  -0.02951381],[3.27881321 6.67991913],[-0.34868863 -0.91416668],[3.09100759 6.07956541],[0.14338482 1.02458623],[6.27275976 4.79959499],[-0.70383473 -0.70388261],[6.58482928 7.24753089],[ 0.63254405 -0.77912821],[6.96598787 5.85682323],[0.17666717 0.98652618],[3.60228323 4.83549219],[ 0.72827689 -0.71173712]
[5.46093416 8.11401358],[-0.97805182  0.18623412],[7.13601806 5.9692545 ],[0.06707094 1.01118241],[3.93244117 4.39618191],[-0.78766013  0.62921483],[4.82646638 7.93694792],[ 1.04785548 -0.06974344],[3.24613314 6.58765496],[-0.30499932 -0.93086586],[3.10807808 6.18197163],[0.19462032 1.01976631],[6.20088189 4.7308757 ],[-0.73414754 -0.67096659],[6.64606366 7.16818714],[ 0.59405316 -0.80537658],[6.98141204 5.95587657],[0.12810318 0.99062381],[3.67690344 4.76621375],[ 0.76597095 -0.67135581]
[5.36234243 8.12983463],[-0.99084989  0.13254887],[7.14014539 6.07041408],[0.01696375 1.01316174],[3.85522829 4.46121415],[-0.75509085  0.67223059],[4.93122663 7.92802524],[ 1.04616246 -0.10921819],[3.21815442 6.4941205 ],[-0.25426522 -0.93935875],[3.12992146 6.28346356],[0.24275936 1.01040812],[6.12620089 4.66568423],[-0.76361825 -0.63706102],[6.70356553 7.08647421],[ 0.5535777  -0.83079668],[6.99183607 6.05514321],[0.08221192 0.99615599],[3.75498158 4.7008507 ],[ 0.7982584  -0.63262404]
[5.26319695 8.14087082],[-0.99085623  0.08922307],[7.13914314 6.17153989],[-0.03595115  1.01012145],[3.78138456 4.5304506 ],[-0.722767    0.71080403],[5.03552485 7.91503859],[ 1.0398099  -0.14999736],[3.19477172 6.39932502],[-0.21160496 -0.95429389],[3.1566835  6.38404319],[0.29170944 1.00017024],[6.04886083 4.60417342],[-0.78292765 -0.59292073],[6.75727784 7.0026187 ],[ 0.51943566 -0.847174  ],[6.99770545 6.15488669],[0.03594204 0.99902353],[3.8366222  4.63988885],[ 0.83191102 -0.5886145 ]
[5.16372499 8.14714743],[-0.99850634  0.035894  ],[7.13301229 6.27241309],[-0.08832645  1.00522446],[3.71088785 4.60344949],[-0.6875607   0.74809254],[5.13908423 7.89802631],[ 1.03057101 -0.19056495],[3.17617576 6.30364745],[-0.15816168 -0.95693711],[3.18816127 6.483352  ],[0.33795387 0.9859886 ],[5.96915849 4.54665307],[-0.8104696 -0.5569469],[6.80734699 6.91701872],[ 0.48200026 -0.86435187],[6.99893786 6.25479474],[-0.01199323  0.99800167],[3.92116436 4.58304894],[ 0.85755852 -0.54898808]
[5.06388405 8.14834221],[-0.99943566 -0.01351405],[7.12149533 6.37253952],[-0.14362285  0.9953597 ],[3.64411715 4.68017759],[-0.64913424  0.78451388],[5.24192332 7.87732295],[ 1.02413406 -0.22492298],[3.16283114 6.20765171],[-0.11010957 -0.96395572],[3.22427738 6.58120111],[0.38282097 0.96934812],[5.88720745 4.49323548],[-0.83269961 -0.51563874],[6.85335217 6.82951304],[ 0.4378448  -0.88547274],[6.99552292 6.3546328 ],[-0.0590202   0.99558594],[4.00816465 4.53023295],[ 0.88149805 -0.50770907]
[4.9641155  8.14464646],[-0.99802112 -0.06285956],[7.10453294 6.47166478],[-0.19447171  0.98771842],[3.58152708 4.7606791 ],[-0.60303922  0.82445432],[5.34400985 7.85326046],[ 1.01361073 -0.25985433],[3.15442419 6.11118324],[-0.05789302 -0.9649724 ],[3.26471805 6.67718768],[0.42385368 0.94828814],[5.80257651 4.44346656],[-0.85927549 -0.47927093],[6.89559452 6.74067166],[ 0.40130151 -0.89672043],[6.98714909 6.45388127],[-0.10529646  0.99210185],[4.09745202 4.48160566],[ 0.90220575 -0.4663873 ]
[4.86437852 8.13576945],[-0.99581322 -0.11412439],[7.08248384 6.56987101],[-0.24628305  0.9760798 ],[3.52299619 4.84442229],[-0.56696046  0.85045273],[5.44465981 7.82544334],[ 0.99871764 -0.29680149],[3.15104393 6.01450896],[-0.009279  -0.9676562],[3.30894561 6.77075445],[0.46187901 0.92429261],[5.71543395 4.39743853],[-0.88141181 -0.43931287],[6.93377872 6.65042293],[ 0.35914067 -0.91103043],[6.97401907 6.55252493],[-0.15751146  0.98033251],[4.18887401 4.43733347],[ 0.92626621 -0.41844087]
[4.76522724 8.12201965],[-0.98511723 -0.15886699],[7.05557239 6.6670701 ],[-0.28843211  0.97066494],[3.46849299 4.93100175],[-0.52418229  0.87943284],[5.54368015 7.79390034],[ 0.98283821 -0.33249556],[3.15252226 5.91767635],[ 0.03665116 -0.97056574],[3.35727499 6.86220523],[0.50622155 0.9061385 ],[5.62667255 4.35597958],[-0.89067404 -0.38667999],[6.9673847  6.55853242],[ 0.31241231 -0.92681232],[6.95592372 6.65015497],[-0.20403396  0.97213573],[4.28228557 4.39760744],[ 0.94285278 -0.37470823]
[4.66672242 8.10328285],[-0.98155298 -0.21288685],[7.02440884 6.76346872],[-0.33649506  0.95512344],[3.41824716 5.02027422],[-0.48028877  0.90588326],[5.64111735 7.75892055],[ 0.96514664 -0.3674834 ],[3.15884575 5.82094933],[ 0.09047914 -0.96299979],[3.40963033 6.95140337],[0.54053021 0.87755658],[5.53682495 4.31964899],[-0.90839076 -0.342256  ],[6.99639822 6.4653021 ],[ 0.27068619 -0.93467344],[6.93308609 6.74673984],[-0.25213474  0.95974715],[4.37754053 4.36260142],[ 0.96051942 -0.32657829]
[4.56894752 8.07939125],[-0.96955186 -0.26075716],[6.98829433 6.8580209 ],[-0.38868768  0.93256129],[3.37241898 5.11204048],[-0.43675648  0.92840085],[5.73656884 7.72033003],[ 0.94544752 -0.40243092],[3.17021829 5.72474974],[ 0.13739926 -0.95994699],[3.46595772 7.03827724],[0.5842357  0.85808729],[5.44553609 4.28806204],[-0.91949815 -0.291725  ],[7.02131891 6.37146728],[ 0.22894924 -0.94047754],[6.90573175 6.84224213],[-0.29351471  0.95104988],[4.47421213 4.33221091],[ 0.97245125 -0.2812765 ]
[4.47283411 8.05112521],[-0.95325083 -0.30521538],[6.94754906 6.95074897],[-0.42779618  0.91970283],[3.33133536 5.20626502],[-0.38703021  0.95337824],[5.83018666 7.67849843],[ 0.92724804 -0.43342799],[3.18664302 5.62935711],[ 0.1911694 -0.9475444],[3.5261103  7.12264538],[0.616538   0.82710102],[5.35299702 4.26135775],[-0.93022631 -0.24144684],[7.04201301 6.27710459],[ 0.18322194 -0.9480423 ],[6.87410265 6.93656588],[-0.33819276  0.9357893 ],[4.57241012 4.30684325],[ 0.99192281 -0.22500624]
[4.37845963 8.01847271],[-0.93683801 -0.35059475],[6.90227976 7.0413979 ],[-0.47642437  0.89393778],[3.29481455 5.3024134 ],[-0.34046164  0.97200531],[5.921865   7.63356769],[ 0.90783431 -0.46324944],[3.20789212 5.53478446],[ 0.23672943 -0.94030075],[3.58929406 7.20373572],[0.6482004  0.79588019],[5.25948078 4.23974726],[-0.93844208 -0.18931483],[7.05776272 6.1817781 ],[ 0.13538276 -0.95443109],[6.83820358 7.02940497],[-0.38202036  0.91825356],[4.6718939  4.28662159],[ 0.99870163 -0.17810398]
[4.28582546 7.98131263],[-0.91660846 -0.39342026],[6.8525204  7.12968234],[-0.5176014   0.87226555],[3.26302568 5.40033166],[-0.29682948  0.98449121],[6.01152902 7.58570583],[ 0.88313365 -0.49600483],[3.23424861 5.44163202],[ 0.29162611 -0.92110794],[3.65566679 7.28174037],[0.68142243 0.76646809],[5.16509379 4.22325751],[-0.94751256 -0.13903402],[7.06895229 6.0861608 ],[ 0.08861087 -0.95730202],[6.79787535 7.12030804],[-0.42311834  0.90062472],[4.77214587 4.27131575],[ 1.00553001 -0.12842032]
[4.19504235 7.93964229],[-0.89730828 -0.43841651],[6.79873819 7.21570377],[-0.55991525  0.84577478],[3.23571801 5.4994907 ],[-0.24864569  0.99893521],[6.09871347 7.53465088],[ 0.85996523 -0.5252985 ],[3.26559913 5.35004277],[ 0.33901004 -0.90646468],[3.72549348 7.3569452 ],[0.71282431 0.73546482],[5.06983627 4.21176298],[-0.95955206 -0.09331835],[7.07543909 5.9903557 ],[ 0.03709414 -0.96229614],[6.75348664 7.20933351],[-0.46532238  0.87867922],[4.87298475 4.26101545],[ 1.01205012 -0.07628946]
[4.10656994 7.8938051 ],[-0.87172323 -0.4779287 ],[6.74085822 7.29904445],[-0.59744525  0.8206345 ],[3.2132331  5.59994715],[-0.20229523  1.0085566 ],[6.18343739 7.4806303 ],[ 0.83505032 -0.55424905],[3.30161835 5.26001779],[ 0.38353678 -0.89122314],[3.79857774 7.42918773],[0.74449644 0.70516909],[4.97371556 4.20505782],[-0.96511247 -0.04337922],[7.07642367 5.89389948],[-0.01443244 -0.96344873],[6.7045165  7.29566754],[-0.51305406  0.84860797],[4.97435806 4.25596851],[ 1.0135009  -0.02618968]
[4.02052519 7.84385087],[-0.84779584 -0.51986255],[6.67900479 7.37947597],[-0.6374809   0.78956669],[3.19525494 5.70113275],[-0.15380772  1.01808679],[6.26540168 7.423547  ],[ 0.80312219 -0.58824157],[3.34203431 5.17164532],[ 0.42557524 -0.87476454],[3.87466767 7.49826762],[0.77492091 0.67422731],[4.87709117 4.20328662],[-0.96777948  0.00716701],[7.072664   5.79785699],[-0.06103084 -0.95740243],[6.65115089 7.37923399],[-0.55286664  0.82352329],[5.07585299 4.25603989],[1.01256629 0.02411703]
[3.93689535 7.78968766],[-0.82740267 -0.56613982],[6.61307062 7.45655539],[-0.68051951  0.7521439 ],[3.18243862 5.80341496],[-0.10249616  1.02715459],[6.34406799 7.36304748],[ 0.77468491 -0.61690352],[3.38714398 5.08558126],[ 0.47764884 -0.84500296],[3.95369267 7.56418418],[0.80244569 0.64116313],[4.78023181 4.20647683],[-0.96645574  0.05923352],[7.06402414 5.7023153 ],[-0.11138031 -0.95261776],[6.59387759 7.46019503],[-0.59226261  0.79552559],[5.176929   4.26091097],[1.00824203 0.07290817]
