[2.94002331 7.6923319 ],[4.93192677 3.27044229],[1.16798274 3.97133211],[-0.86544444  4.28211677],[3.47985806 1.26343896],[-2.23698602 -2.15863909],[3.49028887 2.96199059],[-4.39798163 -0.83091064],[0.01189448 7.16107208],[0.65735955 1.22630616],[5.34910659 3.37197869],[-4.87762258  2.3312928 ],[5.69945591 2.38497037],[ 3.86993927 -1.12976732],[5.90603858 0.3144061 ],[-2.49188809  2.89878513],[7.24285143 0.6068491 ],[-4.76242198 -0.80532393],[8.25603349 4.63850754],[-1.17442787  4.05624246]
[1.5582667  5.58664742],[0.15813355 0.99092585],[3.53656986 3.38374784],[-0.82105145 -0.28432962],[5.55005914 6.94957306],[0.02470854 0.78462314],[5.37278926 5.34247921],[-0.00351508 -1.00832478],[3.16447071 3.46245915],[-0.8604273  -0.10254884],[5.45538938 5.96394934],[ 0.20760475 -1.01137473],[3.2414375  3.50574504],[-0.93878859  0.39648945],[2.8086345 8.3192536],[-0.58156944 -0.76757504],[4.73850797 6.82547587],[ 0.79478329 -0.66532565],[1.65039237 4.87731857],[-0.42232195  0.79387189]
[1.57659452 5.68530401],[0.20957793 0.98312462],[3.45381664 3.3576752 ],[-0.83645247 -0.23955546],[5.5504591 7.0278255],[-0.01755247  0.77962785],[5.37042355 5.24192201],[-0.04680821 -1.00540402],[3.07836537 3.45486701],[-0.86235107 -0.05000878],[5.47430607 5.86288954],[ 0.16868589 -1.01157829],[3.14835033 3.54767295],[-0.92236469  0.44193617],[2.75188384 8.23911499],[-0.55676188 -0.83796625],[4.81625387 6.75732885],[ 0.76112073 -0.69621587],[1.61060569 4.958347  ],[-0.37529367  0.82410401]
[1.60018745 5.78320388],[0.2632819  0.97557719],[3.3695084  3.33607273],[-0.84913839 -0.1919472 ],[5.54607493 7.10506011],[-0.06983114  0.76562615],[5.36400456 5.14204089],[-0.08297033 -0.99352498],[2.99170843 3.45214576],[-0.86752093 -0.00133878],[5.48887925 5.7614645 ],[ 0.12315007 -1.01608794],[3.05700101 3.59403655],[-0.90464963  0.48458913],[2.69739124 8.15188908],[-0.53361617 -0.90616967],[4.89058561 6.68617242],[ 0.72799485 -0.72399966],[1.57586482 5.04251484],[-0.32104555  0.85692141]
[1.62909487 5.8801912 ],[0.31305296 0.96215651],[3.28400884 3.31931196],[-0.86007458 -0.14244162],[5.53644343 7.18093452],[-0.12348045  0.75131694],[5.35367602 5.04312309],[-0.12429943 -0.98522512],[2.90479748 3.45452043],[-0.87071067  0.04853527],[5.49855112 5.65939813],[ 0.07435745 -1.02064754],[2.96740163 3.64443303],[-0.88503835  0.52496522],[2.64594069 8.05881572],[-0.4956772  -0.95468235],[4.96197389 6.61273701],[ 0.69760476 -0.74645966],[1.54600776 5.12919862],[-0.27758234  0.8747289 ]
[1.66258059 5.97539602],[0.3592246  0.94448124],[3.19740492 3.30748972],[-0.87350359 -0.0956726 ],[5.52136327 7.25533716],[-0.17551502  0.73932499],[5.33913997 4.94506591],[-0.1667903 -0.9759571],[2.81755175 3.46179122],[-0.87305527  0.09770085],[5.50361188 5.55727323],[ 0.0260472  -1.02235651],[2.87986059 3.69877191],[-0.86502535  0.56189642],[2.59831159 7.96117011],[-0.45818543 -0.99846636],[5.03003522 6.5368946 ],[ 0.6637123  -0.76989445],[1.5203468 5.2173567],[-0.23290252  0.89062225]
[1.70062014 6.0687341 ],[0.403446   0.92415067],[3.10967038 3.30051226],[-0.88088537 -0.04375662],[5.5009882  7.32844442],[-0.23136002  0.72344537],[5.32010536 4.8478138 ],[-0.2123154  -0.96716665],[2.73028564 3.47410369],[-0.87081235  0.14968043],[5.50397924 5.45523446],[-0.02450356 -1.02385279],[2.79458894 3.75688489],[-0.8394494   0.60075439],[2.55434234 7.85935683],[-0.42300774 -1.03844745],[5.09432925 6.45845962],[ 0.62064388 -0.79986896],[1.49938102 5.30715399],[-0.18541071  0.90572386]
[1.74333205 6.16024785],[0.44904249 0.90432552],[3.02092181 3.29838863],[-0.89122385  0.00378143],[5.47505071 7.39997111],[-0.28756726  0.70674111],[5.29667997 4.75171893],[-0.25365213 -0.95195142],[2.6432195  3.49149393],[-0.87175405  0.19632269],[5.49901156 5.35294104],[-0.07524779 -1.02199061],[2.71204615 3.81888981],[-0.81165447  0.63853761],[2.51392678 7.75391345],[-0.38674915 -1.07070687],[5.15458285 6.37743398],[ 0.5830385  -0.82163886],[1.48342567 5.39853723],[-0.13161504  0.92330744]
[1.79022498 6.24938218],[0.49019875 0.87982608],[2.93158092 3.3013808 ],[-0.8943339   0.05704988],[5.4433983 7.4696846],[-0.34652296  0.68624501],[5.26906858 4.65717963],[-0.29771363 -0.93760536],[2.55628128 3.51361544],[-0.86497784  0.24773346],[5.48893217 5.2509417 ],[-0.12455494 -1.01588819],[2.63184758 3.88406628],[-0.78968728  0.66705226],[2.47659653 7.64506816],[-0.36055558 -1.10549228],[5.21080987 6.29410199],[ 0.54046032 -0.84560872],[1.4726114  5.49124731],[-0.08162863  0.93335914]
[1.84131869 6.33614006],[0.5305318  0.85422748],[2.84208425 3.30978048],[-0.89513831  0.11105953],[5.40570655 7.53713084],[-0.40884698  0.66079385],[5.23704005 4.56418032],[-0.34247106 -0.92175478],[2.47026344 3.54099963],[-0.85482175  0.3000147 ],[5.47357975 5.1493497 ],[-0.17734731 -1.0103185 ],[2.55432304 3.95241101],[-0.75900833  0.7011483 ],[2.44240294 7.53363266],[-0.32184645 -1.12081548],[5.26279249 6.20853011],[ 0.49833972 -0.86621459],[1.46747784 5.58543291],[-0.02309987  0.94760989]
[1.89621248 6.42010898],[0.57078398 0.82864749],[2.75236614 3.3233237 ],[-0.8962876   0.16226606],[5.36169925 7.60184151],[-0.47278023  0.63142438],[5.20061006 4.47294824],[-0.3854047  -0.90196182],[2.38506331 3.57325346],[-0.84564417  0.34801856],[5.45332425 5.04880218],[-0.22695321 -0.99950156],[2.47993159 4.02408476],[-0.73077456  0.72988805],[2.41205599 7.42088781],[-0.28452138 -1.13270552],[5.31057594 6.12104943],[ 0.45487793 -0.88535099],[1.46764945 5.68031763],[0.02802732 0.95112751]
[1.95528867 6.50166773],[0.60954792 0.80143319],[2.66266196 3.34198454],[-0.89929065  0.20874807],[5.31088561 7.66305087],[-0.54260742  0.59300245],[5.15987209 4.38377326],[-0.42870278 -0.88058413],[2.30109018 3.61045098],[-0.83105346  0.39806887],[5.42813163 4.94946902],[-0.27694605 -0.98696615],[2.408624  4.0987494],[-0.69882066  0.7594982 ],[2.3853967  7.30713837],[-0.24903317 -1.14182801],[5.35370926 6.03151239],[ 0.40944171 -0.90324599],[1.47298466 5.77546043],[0.07937497 0.95200512]
[2.01818019 6.58045558],[0.64843543 0.77458532],[2.57319991 3.36566252],[-0.89015542  0.26410429],[5.25366285 7.72078584],[-0.60367734  0.55903724],[5.11494354 4.29696525],[-0.47513132 -0.86054002],[2.21882014 3.65272834],[-0.81256554  0.44862547],[5.39811851 4.85165998],[-0.32678388 -0.97239868],[2.34033517 4.17606219],[-0.66988563  0.7834109 ],[2.36208266 7.19250686],[-0.21742385 -1.15008591],[5.39209919 5.9401418 ],[ 0.35661376 -0.92526565],[1.48311678 5.87024379],[0.12393425 0.94404545]
[2.08435776 6.65597886],[0.67557374 0.73652264],[2.48469724 3.39478368],[-0.88196911  0.31558375],[5.19004708 7.77458096],[-0.67089273  0.51361255],[5.06489856 4.21181891],[-0.52362152 -0.83991461],[2.13852334 3.70000358],[-0.78978546  0.49982122],[5.36313081 4.7554242 ],[-0.37371623 -0.95282467],[2.27500512 4.25570755],[-0.63588668  0.80989302],[2.3416007  7.07698182],[-0.19067526 -1.1580453 ],[5.42525043 5.84680581],[ 0.30469895 -0.94257931],[1.4981427  5.96456886],[0.17691341 0.94236579]
[2.15359283 6.72807275],[0.70985809 0.70625565],[2.39707199 3.42892435],[-0.87156724  0.36555398],[5.11983362 7.82364617],[-0.73494831  0.46493077],[5.01035227 4.1291799 ],[-0.56956664 -0.81492625],[2.06059634 3.75230417],[-0.76702815  0.54720005],[5.32342586 4.66120705],[-0.42136622 -0.93231474],[2.21320904 4.33800503],[-0.60175096  0.83394925],[2.32412578 6.96119267],[-0.16080662 -1.15904904],[5.45301803 5.75173847],[ 0.24966843 -0.95913564],[1.51819378 6.05833401],[0.22522184 0.93379649]
[2.22602897 6.7969477 ],[0.74019812 0.67278242],[2.3107735  3.46816362],[-0.85476894  0.41819589],[5.04325073 7.86751564],[-0.79620582  0.41165446],[4.951075   4.04899407],[-0.61174108 -0.78439246],[1.98511147 3.80930263],[-0.74141454  0.59330957],[5.27872332 4.56890548],[-0.47178959 -0.91258224],[2.15464488 4.42241226],[-0.56881919  0.85454624],[2.30950035 6.8453541 ],[-0.12987006 -1.15549187],[5.47525685 5.65519169],[ 0.1974143  -0.96900504],[1.54282446 6.15091406],[0.26747636 0.91777703]
