[3.39945982 5.75791451],[ 1.75929741 -1.81881378],[2.03401961 9.36761326],[-4.20370207 -1.32508916],[5.68410959 8.38437546],[0.287792   3.20295573],[3.71415051 1.53732316],[ 4.44517719 -4.13746874],[8.81244741 1.31546694],[-0.87014225  2.12466536],[6.89411021 0.9327837 ],[-4.78205545 -1.45328611],[6.50365807 6.0555157 ],[-4.92898872 -0.88595268],[0.2294136  3.94543029],[-1.2847349   4.65114232],[1.70173344 9.24576984],[2.15991744 2.45026056],[8.17852331 0.26041723],[-1.50962571  3.74240539]
[5.82975698 4.03205611],[0.43505195 0.94018785],[3.02205743 2.6192457 ],[ 0.96657842 -0.31932106],[1.84857846 5.32670167],[-0.24979729 -0.89614152],[6.20522776 5.35393549],[-0.21133147  0.98483264],[5.39822312 6.42283157],[-0.91560216  0.4758725 ],[1.69435328 5.08095451],[0.34485528 0.97546325],[2.72277182 3.46116148],[ 0.67464597 -0.73335916],[4.76187811 6.7466572 ],[ 0.91845411 -0.54434398],[6.14001337 4.86669126],[ 0.11416209 -0.97706573],[6.23256066 5.22727696],[-0.60617524  0.89684182]
[5.87144549 4.12694828],[0.39794421 0.95653374],[3.11995636 2.59003435],[ 0.99292611 -0.26259582],[1.82674149 5.23611192],[-0.18830748 -0.91666034],[6.18180383 5.45172318],[-0.25895439  0.9687337 ],[5.30595098 6.46859627],[-0.93228006  0.43654838],[1.73200353 5.17782983],[0.40819083 0.96174211],[2.79226929 3.38961194],[ 0.71280819 -0.69945932],[4.85257022 6.69033303],[ 0.89451728 -0.58237824],[6.1490119  4.76870132],[ 0.06981987 -0.97848143],[6.17012741 5.3157022 ],[-0.64117209  0.87228952]
[5.90933284 4.2232974 ],[0.36092383 0.97114231],[3.22081124 2.56710764],[ 1.02186034 -0.19724061],[1.81097022 5.14346739],[-0.12788455 -0.93652519],[6.15348715 5.54767308],[-0.30575676  0.95145562],[5.21167322 6.50992734],[-0.95038258  0.39251134],[1.77611347 5.27333763],[0.47105983 0.94526308],[2.86540564 3.32147343],[ 0.74845406 -0.66412251],[4.94078869 6.63030456],[ 0.8684814  -0.61899202],[6.15387354 4.67094504],[ 0.02903155 -0.97481694],[6.10447741 5.40174927],[-0.67407126  0.84577965]
[5.943562   4.32103889],[0.32001531 0.97975585],[3.32420393 2.55065669],[ 1.04291689 -0.13402413],[1.80145381 5.04916369],[-0.06069242 -0.94741755],[6.12071947 5.64199089],[-0.34716382  0.93674299],[5.11610874 6.54724676],[-0.96151381  0.35302297],[1.82638148 5.36698961],[0.53180909 0.92515896],[2.94184608 3.2568003 ],[ 0.78246512 -0.62659194],[5.02624149 6.56661671],[ 0.84062617 -0.65417561],[6.15450577 4.57348424],[-0.01570058 -0.97337417],[6.03538009 5.4848125 ],[-0.70649298  0.81629497]
[5.97335352 4.41924949],[0.27758786 0.98597203],[3.42918328 2.54023201],[ 1.05820322 -0.07231007],[1.79852212 4.95374713],[ 0.00419505 -0.95816793],[6.08376995 5.73463618],[-0.3910323   0.91645003],[5.01928426 6.58034813],[-0.97368663  0.30987973],[1.88276199 5.45861543],[0.59434157 0.90576387],[3.02175693 3.19614537],[ 0.8129216  -0.58874006],[5.10897226 6.49963341],[ 0.81555283 -0.68336759],[6.15085886 4.47645379],[-0.05902796 -0.96874612],[5.96340932 5.56512723],[-0.73384417  0.78853797]
[5.99922784 4.51832305],[0.23947628 0.99463266],[3.53554881 2.53605089],[ 1.06722691 -0.01254384],[1.8024475  4.85775992],[ 0.07306891 -0.96221498],[6.0427364  5.82540232],[-0.43187933  0.89607661],[4.92154954 6.60932822],[-0.98227639  0.26806854],[1.94456366 5.54745204],[0.64454545 0.8739692 ],[3.10502615 3.13977892],[ 0.8516245  -0.53866576],[5.18926598 6.42996218],[ 0.78834716 -0.71154909],[6.14290151 4.38000898],[-0.09806127 -0.95801974],[5.88887801 5.64268528],[-0.75779348  0.76113047]
[6.02080442 4.61770664],[0.19500398 0.99573497],[3.64275035 2.53796356],[1.07640541 0.05091033],[1.81301618 4.76130532],[ 0.13814234 -0.96622445],[5.99741022 5.91378462],[-0.47311359  0.87256702],[4.82303966 6.63409406],[-0.98743204  0.22742333],[2.01161304 5.63335343],[0.69709877 0.84486245],[3.19185368 3.08832439],[ 0.88621878 -0.48839846],[5.26672566 6.35750038],[ 0.7611717  -0.73691087],[6.13113638 4.28477969],[-0.13421659 -0.94346056],[5.8117874  5.71719707],[-0.78051195  0.73217828]
[6.03808472 4.7172903 ],[0.15255559 0.99755292],[3.75042525 2.54594175],[1.0774447  0.10936519],[1.8303805  4.66494628],[ 0.20885647 -0.96046862],[5.94832463 6.00002065],[-0.50872094  0.85142046],[4.72372495 6.6543867 ],[-0.9979115   0.17883996],[2.08359016 5.71605028],[0.74322935 0.81012495],[3.28227966 3.04227147],[ 0.91928209 -0.43494232],[5.34150181 6.28266921],[ 0.73274312 -0.76090694],[6.11529342 4.19060394],[-0.18164653 -0.93863363],[5.73255664 5.7888169 ],[-0.80387361  0.70003956]
[6.05154931 4.8173792 ],[0.11595704 1.00296006],[3.85807411 2.55976093],[1.07388607 0.16561303],[1.85444886 4.56902391],[ 0.27298894 -0.956506  ],[5.89559829 6.08389886],[-0.54703754  0.82439654],[4.62383659 6.67015711],[-0.99963126  0.13655462],[2.16022172 5.79537377],[0.78899744 0.77625505],[3.37572409 3.00149991],[ 0.94734841 -0.38207402],[5.41296192 6.20509002],[ 0.69684975 -0.78987791],[6.09467746 4.09701039],[-0.23143914 -0.93353407],[5.6508169  5.85692448],[-0.83291794  0.6597001 ]
[6.06100716 4.91756411],[0.07483814 1.00201131],[3.96525122 2.5791811 ],[1.06797201 0.22124304],[1.88483647 4.47368756],[ 0.3370428  -0.94695246],[5.83893457 6.1648255 ],[-0.58480745  0.795076  ],[4.52414265 6.68199564],[-0.9947337   0.09958826],[2.24126404 5.87122198],[0.83051791 0.73975598],[3.47165692 2.96590042],[ 0.97086124 -0.32973775],[5.48093395 6.12483874],[ 0.66194873 -0.81538636],[6.06929959 4.00427305],[-0.27848312 -0.92326568],[5.56678786 5.92148831],[-0.84938874  0.62953227]
[6.06640635 5.01761658],[0.03473503 1.00034162],[4.07161922 2.60400843],[1.05797167 0.27409169],[1.9221305  4.38005852],[ 0.40760633 -0.92595832],[5.77855845 6.24273471],[-0.622099    0.76322845],[4.42431964 6.68942562],[-1.00036952  0.04983153],[2.32635477 5.94341359],[0.868838   0.70205281],[3.56967377 2.93545257],[ 0.9914494  -0.27658807],[5.54553831 6.04227767],[ 0.62810116 -0.83749028],[6.03945667 3.91290503],[-0.31826641 -0.90390156],[5.48092652 5.98274201],[-0.86589386  0.59716838]
[6.06793918 5.11754142],[-0.0064956   0.99544539],[4.17697031 2.63416176],[1.0476969  0.32779598],[1.96589319 4.28822113],[ 0.46763438 -0.90968594],[5.71480613 6.31765814],[-0.65494058  0.73271906],[4.32437712 6.69217975],[-0.99711037  0.00641332],[2.41498563 6.01165002],[0.90485574 0.66424054],[3.67004928 2.91084831],[ 1.01322771 -0.21762116],[5.60693968 5.95779669],[ 0.59629993 -0.8554079 ],[6.0057601  3.82364856],[-0.35428862 -0.87980041],[5.3935228  6.04077059],[-0.8796841   0.56557154]
[6.0656679  5.21719636],[-0.03949392  0.99662712],[4.28101977 2.66945866],[1.0330392  0.37788868],[2.01575518 4.19842326],[ 0.52851954 -0.88633991],[5.64772751 6.38933414],[-0.68446028  0.70245539],[4.22501436 6.69076967],[-0.98961353 -0.03426756],[2.5070684  6.07608404],[0.93505615 0.62318185],[3.77187053 2.89158709],[ 1.02371255 -0.16661862],[5.66493304 5.8714043 ],[ 0.56523552 -0.87043066],[5.96814183 3.73653185],[-0.39963917 -0.86384294],[5.30501054 6.09582493],[-0.88903635  0.53684788]
[6.05976063 5.31651053],[-0.078098    0.98986607],[4.38359609 2.70978744],[1.01661738 0.42681109],[2.07168723 4.1112445 ],[ 0.58588274 -0.86040512],[5.57731154 6.45744332],[-0.72260307  0.66046157],[4.12633991 6.68514594],[-0.98088155 -0.07533687],[2.60196664 6.13633211],[0.96070933 0.58004323],[3.87482276 2.87766368],[ 1.0339204  -0.11275947],[5.71967751 5.7834625 ],[ 0.53189103 -0.88582356],[5.92638099 3.65148735],[-0.43571759 -0.83711223],[5.21538581 6.14775382],[-0.90266512  0.50221243]
[6.05019007 5.41523862],[-0.11405011  0.98360693],[4.48463937 2.7551433 ],[1.00209414 0.47819546],[2.13294993 4.02657886],[ 0.64069067 -0.83054869],[5.50364596 6.52175955],[-0.75024803  0.6258183 ],[4.02872341 6.67554805],[-0.97099502 -0.11648843],[2.6989902  6.19192873],[0.98160078 0.53418325],[3.97860865 2.86908465],[ 1.04404296 -0.05604876],[5.7713269  5.69430483],[ 0.49866256 -0.89945615],[5.88086596 3.56902486],[-0.47141112 -0.80888804],[5.1244178 6.1961434],[-0.91615532  0.46577406]
[6.03694438 5.51316807],[-0.14682329  0.97850315],[4.58371491 2.80513576],[0.97481804 0.51675245],[2.1997397  3.94524688],[ 0.69284086 -0.79732783],[5.42687652 6.58211285],[-0.78522449  0.5805767 ],[3.93181931 6.66144865],[-0.96571292 -0.16445299],[2.79787554 6.24281534],[0.99590055 0.4836935 ],[4.08332519 2.86628274],[ 1.04916286e+00 -7.65289208e-04],[5.81960485 5.60383098],[ 0.46587005 -0.91082403],[5.83170903 3.48936031],[-0.51301678 -0.7854933 ],[5.03229027 6.24098466],[-0.92629616  0.43086165]
[6.02024964 5.61028807],[-0.18744463  0.96328867],[4.68013196 2.85899382],[0.95449076 0.56124781],[2.27114541 3.86694311],[ 0.73569378 -0.7673348 ],[5.34729119 6.63845759],[-0.8067284  0.5456064],[3.83553432 6.64251538],[-0.95902046 -0.21366814],[2.89854173 6.28910311],[1.0156441  0.44082327],[4.18822946 2.8688122 ],[1.04509223 0.04771212],[5.86438851 5.51209345],[ 0.42764557 -0.92571477],[5.77864673 3.41236091],[-0.54564759 -0.75179459],[4.93941593 6.28252366],[-0.93129491  0.39967981]
[5.99967883 5.70600552],[-0.22215522  0.95253559],[4.77428856 2.91705704],[0.9268998  0.59807691],[2.34710627 3.79219589],[ 0.78240073 -0.72779965],[5.26564253 6.69124779],[-0.82368522  0.51236437],[3.74033324 6.6189605 ],[-0.94382107 -0.25648627],[3.00118938 6.33125479],[1.03579733 0.40130564],[4.29292708 2.8764774 ],[1.0444331  0.10152583],[5.90527744 5.41890974],[ 0.38993511 -0.93781264],[5.72229475 3.33875425],[-0.58068581 -0.7195213 ],[4.84590975 6.32075082],[-0.94009626  0.36327468]
[5.97572656 5.80062648],[-0.25855726  0.93784404],[4.86548476 2.97854793],[0.89610818 0.6305929 ],[2.42731713 3.72125367],[ 0.82269796 -0.68929018],[5.18219463 6.74048227],[-0.84675446  0.47034139],[3.64688699 6.59128687],[-0.92410225 -0.2960385 ],[3.10513793 6.36886083],[1.04637272 0.35442557],[4.39735296 2.88943037],[1.03992045 0.15365655],[5.94228816 5.32451668],[ 0.35141538 -0.94858033],[5.66199734 3.26799465],[-0.62175949 -0.6920372 ],[4.75160551 6.3553278 ],[-0.94788122  0.32608537]
[5.94753908 5.89312827],[-0.30275764  0.91449487],[4.95382865 3.04346895],[0.86946141 0.66633093],[2.5117845  3.65465319],[ 0.86495611 -0.64355536],[5.09656358 6.78547903],[-0.86326591  0.43177999],[3.5550447  6.55921546],[-0.90882633 -0.34176493],[3.21027274 6.40202478],[1.05679581 0.30981963],[4.50114074 2.90749576],[1.03592146 0.20803926],[5.97555317 5.22924545],[ 0.31289335 -0.95750131],[5.59808853 3.20053329],[-0.65685265 -0.65753533],[4.65647829 6.38603197],[-0.95161712  0.29093203]
[5.91552245 5.98381519],[-0.33506691  0.90132816],[5.03964987 3.1120679 ],[0.84791091 0.70643989],[2.59990705 3.59230463],[ 0.89672648 -0.60346325],[5.00921367 6.82641621],[-0.88097951  0.38922705],[3.4653939 6.5231693],[-0.88515679 -0.38023136],[3.31673745 6.43116178],[1.07216182 0.27335945],[4.60461914 2.93122633],[1.02942824 0.26265628],[6.00493742 5.13315813],[ 0.27420345 -0.96462334],[5.53074115 3.13663912],[-0.69308038 -0.62326794],[4.56132246 6.41352443],[-0.95136273  0.25882583]
[5.8803239  6.07310618],[-0.36922053  0.88378639],[5.12276957 3.18409074],[0.81551322 0.7347916 ],[2.69108865 3.53406494],[ 0.92636521 -0.56116874],[4.91995579 6.86280489],[-0.90154532  0.34060663],[3.3780314  6.48314019],[-0.86307193 -0.42150998],[3.4244905  6.45660215],[1.08052625 0.23354854],[4.70708439 2.96013935],[1.01772448 0.3136259 ],[6.03038472 5.03638261],[ 0.23328695 -0.97195831],[5.45974822 3.07618447],[-0.72585179 -0.58485631],[4.46614856 6.4377016 ],[-0.950816    0.22589078]
[5.84182985 6.16065427],[-0.40110138  0.86631543],[5.20292347 3.25916632],[0.78942302 0.76834226],[2.78538064 3.48041785],[ 0.95731973 -0.51316881],[4.82892541 6.89444424],[-0.91585183  0.29496135],[3.29296219 6.43899478],[-0.83534369 -0.45855853],[3.53264411 6.47774231],[1.08270962 0.18972665],[4.80779385 2.99359061],[1.00010361 0.35908723],[6.05184146 4.93908235],[ 0.19684694 -0.97284166],[5.3857644  3.01989025],[-0.75483026 -0.54199574],[4.37121052 6.45871997],[-0.94937886  0.19294163]
[5.79989674 6.24610346],[-0.43495751  0.84491714],[5.27996615 3.33703851],[0.75324804 0.79066643],[2.88237335 3.43138026],[ 0.98266006 -0.46681774],[4.73647986 6.92138683],[-0.93108765  0.24531218],[3.21054078 6.39096403],[-0.81085171 -0.50001214],[3.64108373 6.49468153],[1.08396346 0.14727705],[4.90694602 3.03184408],[0.98243669 0.40550602],[6.06994866 4.84204093],[ 0.16768922 -0.96559432],[5.3085053  2.96752144],[-0.78689662 -0.50195328],[4.27657611 6.47655661],[-0.94663426  0.16029604]
[5.75469258 6.32941892],[-0.47113315  0.81909137],[5.35356593 3.41726062],[0.72155104 0.81633496],[2.98166564 3.38692907],[ 1.00208238 -0.42283361],[4.64296953 6.94366963],[-0.93659751  0.20258097],[3.13089331 6.33904975],[-0.78076943 -0.5370601 ],[3.74962879 6.50746401],[1.08613026 0.10801527],[5.00402056 3.07445134],[0.95702104 0.44451255],[6.08511135 4.74570045],[ 0.13404146 -0.96249092],[5.22854689 2.91968345],[-0.81413382 -0.45674642],[4.18202404 6.49085951],[-0.94380853  0.12613272]
[5.70568515 6.4098838 ],[-0.50698341  0.79191262],[5.42417126 3.50016328],[0.68957447 0.84046933],[3.08287699 3.34700652],[ 1.023997   -0.37318561],[4.54901063 6.96168408],[-0.94512261  0.15472601],[3.05428194 6.28340688],[-0.75058153 -0.57505525],[3.8581465  6.51618836],[1.0868394  0.06964117],[5.09862678 3.12102644],[0.93333289 0.4851974 ],[6.09662614 4.64947435],[ 0.09707712 -0.96102004],[5.14573123 2.87622438],[-0.83865594 -0.40897255],[4.08774963 6.50167161],[-0.94237953  0.08909426]
[5.6533808  6.48781306],[-0.53694573  0.76841543],[5.49135363 3.58519455],[0.65294075 0.85881715],[3.18620465 3.31216644],[ 1.04061645 -0.32509141],[4.45412528 6.97467767],[-0.95327636  0.10400557],[2.9806768  6.22389818],[-0.72085363 -0.61457703],[3.96632763 6.52078184],[1.0799793  0.02568641],[5.19072077 3.17153292],[0.90776935 0.52410839],[6.10446543 4.55349785],[ 0.05929666 -0.95865201],[5.06064843 2.83773106],[-0.86315191 -0.36115497],[3.99389065 6.5089687 ],[-0.93344503  0.05809145]
[5.59793088 6.56312475],[-0.57172934  0.73778704],[5.55498336 3.67212137],[0.62138496 0.88117832],[3.29102544 3.28210797],[ 1.05617875 -0.27516755],[4.35874608 6.98277722],[-0.95405039  0.05784076],[2.91044012 6.16078597],[-0.68866707 -0.6525204 ],[4.07398702 6.52122422],[ 1.07537417 -0.01409818],[5.28010918 3.2257809 ],[0.88140115 0.56224205],[6.10874535 4.45805607],[ 0.02444475 -0.95187679],[4.97340495 2.80429063],[-0.88077723 -0.30675791],[3.90086417 6.51306118],[-0.92755849  0.02305684]
[5.53903789 6.63529897],[-0.60438178  0.70706502],[5.61550726 3.76126345],[0.58691627 0.89921745],[3.39752261 3.25734447],[ 1.07081401 -0.22258289],[4.26290806 6.98573137],[-0.95891884  0.00446214],[2.8434814  6.09389949],[-0.64983585 -0.6845697 ],[4.18135011 6.51799723],[ 1.07024406 -0.05163351],[5.36686919 3.28386219],[0.8555417  0.60109176],[6.10928739 4.36313273],[-0.0091371  -0.94202624],[4.88425085 2.77612397],[-0.90029279 -0.25474843],[3.80848316 6.51363058],[-0.92185007 -0.0137141 ]
[5.47689778 6.7042992 ],[-0.63833112  0.67262384],[5.67240893 3.85198472],[0.55260154 0.91639369],[3.50496393 3.23744747],[ 1.07643195 -0.17662117],[4.16667778 6.98327201],[-0.96244806 -0.05094344],[2.78024615 6.02362009],[-0.61287373 -0.71902403],[4.28781843 6.510725  ],[ 1.06173883 -0.09082106],[5.45107707 3.34587715],[0.82549651 0.63601474],[6.1066327  4.26939678],[-0.04474299 -0.93328909],[4.79317862 2.75314274],[-0.92016447 -0.2042436 ],[3.71684648 6.51061105],[-0.91037636 -0.04636421]
[5.41174881 6.77011557],[-0.66615187  0.64177013],[5.7261422  3.94460812],[0.51750709 0.93129171],[3.61295849 3.22223577],[ 1.08277187 -0.12802318],[4.07063314 6.97566312],[-0.95611044 -0.09915185],[2.72112589 5.95029159],[-0.5682733  -0.74629064],[4.39324919 6.49944008],[ 1.04851913 -0.13297877],[5.53220929 3.4113082 ],[0.79604535 0.67142414],[6.10046208 4.17665755],[-0.07955714 -0.92219102],[4.70038056 2.73539539],[-0.93762422 -0.15293561],[3.62649874 6.50441482],[-0.8983221  -0.07943425]
[5.34349319 6.83238959],[-0.69627216  0.60595061],[5.77645819 4.03875524],[0.48790428 0.95038858],[3.72142507 3.21182655],[ 1.08749099 -0.07892759],[3.97524011 6.9631478 ],[-0.95132661 -0.15107496],[2.66651085 5.87425995],[-0.52139074 -0.77171427],[4.4976158 6.4842895],[ 1.03845632 -0.16996704],[5.61034108 3.48022026],[0.76784185 0.70797984],[6.09063108 4.08493402],[-0.11892322 -0.91379865],[4.60614359 2.72297905],[-0.94461424 -0.09311578],[3.53697281 6.49443651],[-0.89111442 -0.11937129]
[5.27240884 6.89112839],[-0.72491977  0.5688632 ],[5.8237485  4.13464758],[0.45097959 0.96034841],[3.83015801 3.20622348],[ 1.08729776 -0.03272095],[3.8804196  6.94540412],[-0.94454483 -0.20363209],[2.61676738 5.79584405],[-0.47077716 -0.79389892],[4.60102247 6.46560865],[ 1.02907396 -0.20376753],[5.6853512  3.55247683],[0.73311507 0.73778914],[6.07683015 3.99413336],[-0.15701742 -0.90181585],[4.51128439 2.71655754],[-0.94881184 -0.03186254],[3.44825357 6.48043479],[-0.88281881 -0.16052923]
[5.19856589 6.94612365],[-0.75402174  0.52846133],[5.86710904 4.23127085],[0.41329578 0.96894532],[3.93874096 3.20519095],[1.08328158 0.01108849],[3.78701923 6.92305576],[-0.92545921 -0.24538469],[2.57162283 5.71473757],[-0.43019842 -0.82613205],[4.70325059 6.44342616],[ 1.01573953 -0.23923742],[5.75688252 3.62769168],[0.69902727 0.76789644],[6.05893757 3.90436635],[-0.20014381 -0.89242239],[4.41627369 2.71647054],[-0.95440797  0.02662885],[3.36055554 6.46239442],[-0.87158402 -0.20098667]
[5.12174156 6.99685081],[-0.78340174  0.48461031],[5.90649785 4.32851721],[0.37350091 0.97489392],[4.04679449 3.20845437],[1.07969072 0.05624133],[3.69533018 6.89627451],[-0.90746891 -0.28955604],[2.53091932 5.6308181 ],[-0.38596401 -0.85416226],[4.80443896 6.41811857],[ 1.00707128 -0.26730522],[5.82503391 3.70592447],[0.66562905 0.7982388 ],[6.03703189 3.81595898],[-0.2378848  -0.87538079],[4.32058837 2.72195963],[-0.95678133  0.08509768],[3.27407026 6.44028559],[-0.85485095 -0.23815629]
[5.04219038 7.04324003],[-0.80828762  0.44199706],[5.94212335 4.42653545],[0.33841856 0.98463026],[4.15438175 3.21619832],[1.07220587 0.09893114],[3.60522051 6.86476789],[-0.89194209 -0.33799639],[2.49463497 5.54414702],[-0.33700981 -0.87636749],[4.90436062 6.38974022],[ 0.98958187 -0.30177693],[5.88981073 3.78712625],[0.63006106 0.82576936],[6.01093254 3.72895377],[-0.28286921 -0.86309491],[4.22478698 2.73326247],[-0.95934779  0.14018675],[3.18942205 6.41454653],[-0.84006205 -0.27887132]
[4.96003916 7.08508622],[-0.83167818  0.39744516],[5.97402127 4.52525118],[0.29897894 0.98900273],[4.26117002 3.22820872],[1.06512283 0.1430313 ],[3.51686197 6.82852894],[-0.87300648 -0.38479538],[2.46281961 5.45489111],[-0.29836766 -0.90725075],[5.00272012 6.35819257],[ 0.97682743 -0.32949144],[5.95112431 3.87113469],[0.59547016 0.8534623 ],[5.98057638 3.64354827],[-0.32385562 -0.84429908],[4.12858801 2.74971215],[-0.96141613  0.19117546],[3.10624765 6.38461376],[-0.82240216 -0.31904426]
[4.87549883 7.12225608],[-0.85735331  0.34707894],[6.00186163 4.6242668 ],[0.26054707 0.99386812],[4.3673243  3.24479229],[1.05728366 0.18807673],[3.43056784 6.78770707],[-0.85564164 -0.43468868],[2.43526633 5.36307255],[-0.25052984 -0.92652674],[5.09939519 6.32356702],[ 0.95965757 -0.35965827],[6.00869194 3.95758301],[0.55542508 0.87488059],[5.94604083 3.56006013],[-0.36593885 -0.82422938],[4.03329058 2.77219396],[-0.94752901  0.25497863],[3.02461568 6.35032615],[-0.808728   -0.36562049]
[4.78857813 7.15438215],[-0.8790777   0.29681746],[6.02639533 4.72422427],[0.22996758 1.00464548],[4.47225422 3.26548532],[1.04114013 0.22553486],[3.34626977 6.74206314],[-0.83201087 -0.48002351],[2.41284309 5.26975346],[-0.2007338  -0.94229233],[5.19435283 6.28603203],[ 0.93883598 -0.39143842],[6.06231225 4.04619284],[0.51573889 0.8958333 ],[5.90741821 3.47881337],[-0.40668615 -0.80056592],[3.93888798 2.80037504],[-0.93899872  0.30941688],[2.94466555 6.31156907],[-0.79016382 -0.40972159]
[4.69993404 7.18175849],[-0.89328589  0.2507371 ],[6.04757568 4.82486266],[0.19349792 1.00774976],[4.57582829 3.29020708],[1.02786273 0.26658688],[3.26423679 6.69171701],[-0.80883931 -0.52723501],[2.39506543 5.17465204],[-0.1552499  -0.95960985],[5.2871603  6.24532713],[ 0.91737888 -0.42230713],[6.11151449 4.13642086],[0.47096696 0.91125078],[5.86458278 3.39991064],[-0.45004507 -0.77714475],[3.84542471 2.83385911],[-0.92997679  0.35970536],[2.86667991 6.2683998 ],[-0.77130099 -0.45573382]
[4.6095222  7.20400162],[-0.91485687  0.19352709],[6.06508468 4.92572901],[0.15529429 1.0079227 ],[4.67802459 3.31903637],[1.01204994 0.30607018],[3.18443908 6.63650067],[-0.78548671 -0.57559593],[2.3820334  5.07816501],[-0.10490921 -0.96919641],[5.37787491 6.20167775],[ 0.89577088 -0.45151606],[6.15614369 4.22807323],[0.42211869 0.92221732],[5.81757228 3.32362974],[-0.4907603  -0.74877035],[3.75298978 2.8722523 ],[-0.91895573  0.40697927],[2.79073274 6.22066832],[-0.74561512 -0.49709361]
[4.51724422 7.22059331],[-0.9282582   0.14016152],[6.07837594 5.02618721],[0.10857107 0.99937534],[4.77812415 3.35129228],[0.99362944 0.34281519],[3.10745538 6.57688283],[-0.75482939 -0.61744579],[2.37426431 4.98106264],[-0.05128985 -0.9732956 ],[5.46621157 6.15497174],[ 0.87240903 -0.48085347],[6.19611487 4.32103492],[0.37920006 0.93869682],[5.76648032 3.25028654],[-0.53111342 -0.71782901],[3.66219546 2.91567186],[-0.89734092  0.46029733],[2.71758973 6.1689552 ],[-0.71882811 -0.53897883]
[4.42364376 7.23167515],[-0.94174014  0.08283174],[6.0877283  5.12650466],[0.07842502 1.00641538],[4.87674343 3.38764073],[0.9769131  0.38248184],[3.03357612 6.5130917 ],[-0.72248777 -0.65810768],[2.37168207 4.88349842],[-4.55133666e-04 -9.77547802e-01],[5.5523651  6.10558224],[ 0.85111067 -0.50614622],[6.23150608 4.41531465],[0.33035704 0.94856487],[5.71116917 3.17996324],[-0.57565933 -0.68887632],[3.57350307 2.96414865],[-0.87694656  0.50803784],[2.64706256 6.11290424],[-0.6905765  -0.58108395]
[4.32887285 7.23699577],[-0.9516839   0.02498058],[6.09339566 5.22676185],[0.03553737 0.99924713],[4.97307397 3.42735612],[0.95180486 0.41385649],[2.96288464 6.44517264],[-0.69176306 -0.70064104],[2.37431397 4.78577994],[ 0.05254674 -0.97686751],[5.63623557 6.05361119],[ 0.8253856  -0.53391809],[6.26215464 4.51069565],[0.28425698 0.9604893 ],[5.65138776 3.11262889],[-0.62065555 -0.65825136],[3.48686533 3.0171801 ],[-0.85023608  0.55742424],[2.57981918 6.05303066],[-0.65236196 -0.61457431]
[4.23348322 7.23672758],[-0.95682375 -0.03157622],[6.09489916 5.32639943],[-0.00570939  0.99306098],[5.06719703 3.47053207],[0.92955096 0.44853248],[2.89565144 6.37338545],[-0.65264325 -0.73474983],[2.38207062 4.6881019 ],[ 0.10165237 -0.97698664],[5.71712869 5.99853448],[ 0.79482339 -0.56500573],[6.28816781 4.60718689],[0.23628707 0.96945402],[5.58721678 3.04856014],[-0.66284502 -0.62300817],[3.40312828 3.0751746 ],[-0.82269426  0.60352595],[2.51603767 5.9893899 ],[-0.62236324 -0.65744603]
[4.13782681 7.23089051],[-0.95773178 -0.08718131],[6.09214993 5.4252555 ],[-0.04528579  0.98786542],[5.15889749 3.51699307],[0.90679981 0.48306376],[2.83233351 6.29820062],[-0.61244273 -0.76754979],[2.39444206 4.59031546],[ 0.14706397 -0.97676579],[5.79523609 5.94070862],[ 0.76782762 -0.59066489],[6.30954749 4.70467189],[0.18813906 0.97688892],[5.51921918 2.98848738],[-0.69792645 -0.5790992 ],[3.32240375 3.13782266],[-0.79279339  0.64768739],[2.45553808 5.92169429],[-0.58747695 -0.69636385]
[4.04179788 7.21901572],[-0.96168938 -0.14970085],[6.08552709 5.52359709],[-0.08890215  0.97707334],[5.24841001 3.56703222],[0.8845238  0.51886602],[2.77280712 6.21953064],[-0.57626245 -0.80381212],[2.41174127 4.49311499],[ 0.1998286  -0.96586502],[5.87054051 5.88031231],[ 0.74033814 -0.61484879],[6.32586537 4.80261203],[0.13963675 0.98311934],[5.44768875 2.93285272],[-0.73370302 -0.53447293],[3.24466813 3.20466416],[-0.76174055  0.68860945],[2.39850595 5.85005507],[-0.55138125 -0.73462208]
[3.94598563 7.20133184],[-0.95597534 -0.20571209],[6.07446074 5.62075089],[-0.13112792  0.96703034],[5.33514278 3.62012129],[0.8530464  0.54576904],[2.7172101  6.13758621],[-0.53531202 -0.83446903],[2.4343517  4.39717195],[ 0.25109799 -0.95374567],[5.94284964 5.81735183],[ 0.70645529 -0.64343514],[6.33734461 4.90111371],[0.0908162  0.98747589],[5.37231621 2.88146871],[-0.77327247 -0.49269762],[3.17016822 3.275515  ],[-0.7266534   0.72930842],[2.34529889 5.77479206],[-0.51160676 -0.76943784]
[3.85077939 7.1779399 ],[-0.94514077 -0.25938418],[6.05903263 5.71670663],[-0.17449784  0.95478934],[5.41908589 3.67627629],[0.82454151 0.57607801],[2.66575452 6.05267317],[-0.49283978 -0.86255436],[2.46215237 4.30264891],[ 0.29881298 -0.94212148],[6.01174147 5.75160357],[ 0.67099125 -0.67157717],[6.34450619 5.00048751],[0.04818245 0.99527974],[5.29322058 2.83452406],[-0.80818044 -0.44577489],[3.09925963 3.35030997],[-0.69150515  0.76591921],[2.29627595 5.6962524 ],[-0.46976275 -0.80216953]
